"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
