"Status","Year","Disability","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Policy","East of England","Male","15","10","[c]","[c]"
"In post","2023","Unknown","Policy","London","Female","2530","2475","49730","45540"
"In post","2023","Unknown","Policy","London","Male","2030","2015","50600","47920"
"In post","2023","Unknown","Policy","North East (England)","Female","85","80","41200","37590"
"In post","2023","Unknown","Policy","North East (England)","Male","60","60","38630","37300"
"In post","2023","Unknown","Policy","North West (England)","Female","190","185","37340","32300"
"In post","2023","Unknown","Policy","North West (England)","Male","135","135","39900","37470"
"In post","2023","Unknown","Policy","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Policy","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Policy","Overseas","Female","310","310","56640","55590"
"In post","2023","Unknown","Policy","Overseas","Male","320","320","57540","57290"
"In post","2023","Unknown","Policy","Scotland","Female","155","145","44040","39660"
"In post","2023","Unknown","Policy","Scotland","Male","120","120","44830","39660"
"In post","2023","Unknown","Policy","South East (England)","Female","50","50","36320","31920"
"In post","2023","Unknown","Policy","South East (England)","Male","50","45","41670","39630"
"In post","2023","Unknown","Policy","South West (England)","Female","75","70","42730","38790"
"In post","2023","Unknown","Policy","South West (England)","Male","60","55","48410","41200"
"In post","2023","Unknown","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Wales","Female","100","95","39510","37580"
"In post","2023","Unknown","Policy","Wales","Male","95","95","43840","39190"
"In post","2023","Unknown","Policy","West Midlands (England)","Female","95","90","37570","37300"
"In post","2023","Unknown","Policy","West Midlands (England)","Male","55","55","37960","35330"
"In post","2023","Unknown","Policy","Yorkshire and The Humber","Female","180","170","37280","34320"
"In post","2023","Unknown","Policy","Yorkshire and The Humber","Male","100","100","38820","37300"
"In post","2023","Unknown","Project Delivery","East Midlands (England)","Female","35","30","37880","34400"
"In post","2023","Unknown","Project Delivery","East Midlands (England)","Male","30","30","[c]","[c]"
"In post","2023","Unknown","Project Delivery","East of England","Female","35","35","40760","37850"
"In post","2023","Unknown","Project Delivery","East of England","Male","55","50","45250","42900"
"In post","2023","Unknown","Project Delivery","London","Female","690","675","48500","43650"
"In post","2023","Unknown","Project Delivery","London","Male","535","530","50530","45540"
"In post","2023","Unknown","Project Delivery","North East (England)","Female","110","100","40640","39350"
"In post","2023","Unknown","Project Delivery","North East (England)","Male","115","115","45570","42510"
"In post","2023","Unknown","Project Delivery","North West (England)","Female","210","205","38500","37140"
"In post","2023","Unknown","Project Delivery","North West (England)","Male","165","165","43120","41070"
"In post","2023","Unknown","Project Delivery","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Overseas","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Scotland","Female","80","75","42000","39450"
"In post","2023","Unknown","Project Delivery","Scotland","Male","75","75","49340","49960"
"In post","2023","Unknown","Project Delivery","South East (England)","Female","155","150","40120","37760"
"In post","2023","Unknown","Project Delivery","South East (England)","Male","135","135","42290","40320"
"In post","2023","Unknown","Project Delivery","South West (England)","Female","295","280","37540","34140"
"In post","2023","Unknown","Project Delivery","South West (England)","Male","365","360","43490","41000"
"In post","2023","Unknown","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Wales","Female","75","70","38850","35000"
"In post","2023","Unknown","Project Delivery","Wales","Male","65","65","46980","42330"
"In post","2023","Unknown","Project Delivery","West Midlands (England)","Female","95","90","40280","38970"
"In post","2023","Unknown","Project Delivery","West Midlands (England)","Male","95","95","43490","39820"
"In post","2023","Unknown","Project Delivery","Yorkshire and The Humber","Female","90","90","41610","38750"
"In post","2023","Unknown","Project Delivery","Yorkshire and The Humber","Male","75","75","38190","37590"
"In post","2023","Unknown","Property","East Midlands (England)","Female","55","55","26210","19770"
"In post","2023","Unknown","Property","East Midlands (England)","Male","50","50","29150","26020"
"In post","2023","Unknown","Property","East of England","Female","40","40","31610","27810"
"In post","2023","Unknown","Property","East of England","Male","80","80","29970","27520"
"In post","2023","Unknown","Property","London","Female","75","75","40040","36030"
"In post","2023","Unknown","Property","London","Male","155","155","40230","37080"
"In post","2023","Unknown","Property","North East (England)","Female","40","35","29750","26020"
"In post","2023","Unknown","Property","North East (England)","Male","35","35","34810","30700"
"In post","2023","Unknown","Property","North West (England)","Female","45","45","30140","26890"
"In post","2023","Unknown","Property","North West (England)","Male","65","65","34030","29930"
"In post","2023","Unknown","Property","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Scotland","Female","30","30","28890","26410"
"In post","2023","Unknown","Property","Scotland","Male","55","50","37090","34300"
"In post","2023","Unknown","Property","South East (England)","Female","50","45","31900","30360"
"In post","2023","Unknown","Property","South East (England)","Male","110","110","32480","27810"
"In post","2023","Unknown","Property","South West (England)","Female","50","50","34030","33830"
"In post","2023","Unknown","Property","South West (England)","Male","75","75","34240","33830"
"In post","2023","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Wales","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Wales","Male","35","35","32110","32260"
"In post","2023","Unknown","Property","West Midlands (England)","Female","40","35","31700","27610"
"In post","2023","Unknown","Property","West Midlands (England)","Male","75","70","37040","30320"
"In post","2023","Unknown","Property","Yorkshire and The Humber","Female","40","40","30380","27770"
"In post","2023","Unknown","Property","Yorkshire and The Humber","Male","70","65","33130","32620"
"In post","2023","Unknown","Psychology","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Psychology","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","East of England","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Psychology","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","London","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","North West (England)","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Psychology","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Scotland","Female","60","55","41620","37060"
"In post","2023","Unknown","Psychology","Scotland","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Psychology","South East (England)","Female","30","25","32690","30940"
"In post","2023","Unknown","Psychology","South East (England)","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Psychology","South West (England)","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Psychology","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Psychology","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Psychology","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","East Midlands (England)","Male","30","30","35490","33000"
"In post","2023","Unknown","Science and Engineering","East of England","Female","90","85","44410","42060"
"In post","2023","Unknown","Science and Engineering","East of England","Male","105","105","43740","41190"
"In post","2023","Unknown","Science and Engineering","London","Female","165","165","43840","41020"
"In post","2023","Unknown","Science and Engineering","London","Male","105","105","44690","37850"
"In post","2023","Unknown","Science and Engineering","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","North West (England)","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","North West (England)","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Scotland","Male","45","45","37820","33000"
"In post","2023","Unknown","Science and Engineering","South East (England)","Female","95","95","36990","33830"
"In post","2023","Unknown","Science and Engineering","South East (England)","Male","275","270","41000","39890"
"In post","2023","Unknown","Science and Engineering","South West (England)","Female","275","265","34050","30650"
"In post","2023","Unknown","Science and Engineering","South West (England)","Male","1030","1010","37380","34000"
"In post","2023","Unknown","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Wales","Female","25","20","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Wales","Male","75","75","42330","42910"
"In post","2023","Unknown","Science and Engineering","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Yorkshire and The Humber","Male","35","35","34320","30140"
"In post","2023","Unknown","Security","East Midlands (England)","Female","5","5","[c]","[c]"
