"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","South Teesside","AA/AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","South Teesside","EO","25","20","27870","27400"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","South Teesside","G6/G7","40","40","56130","56450"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","South Teesside","SEO/HEO","20","15","35050","34150"
"In post","2023","Attorney General's Departments","West Midlands","Birmingham","AA/AO","120","115","22830","22870"
"In post","2023","Attorney General's Departments","West Midlands","Birmingham","EO","110","105","27680","26900"
"In post","2023","Attorney General's Departments","West Midlands","Birmingham","G6/G7","235","220","56020","54800"
"In post","2023","Attorney General's Departments","West Midlands","Birmingham","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","Birmingham","SEO/HEO","70","70","35370","35000"
"In post","2023","Attorney General's Departments","West Midlands","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","Walsall","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","Swansea","AA/AO","15","10","22720","22870"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","Swansea","EO","15","15","27480","26900"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","Swansea","G6/G7","40","40","54790","53710"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","Swansea","SEO/HEO","30","30","35890","38760"
"In post","2023","Attorney General's Departments","West Yorkshire","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","Calderdale and Kirklees","G6/G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","Leeds","AA/AO","80","70","22770","22870"
"In post","2023","Attorney General's Departments","West Yorkshire","Leeds","EO","100","95","27850","26900"
"In post","2023","Attorney General's Departments","West Yorkshire","Leeds","G6/G7","285","265","56060","54340"
"In post","2023","Attorney General's Departments","West Yorkshire","Leeds","SCS level","15","15","88730","86600"
"In post","2023","Attorney General's Departments","West Yorkshire","Leeds","SEO/HEO","80","80","36560","35000"
"In post","2023","Attorney General's Departments","West Yorkshire","Wakefield","AA/AO","15","10","22360","22870"
"In post","2023","Attorney General's Departments","West Yorkshire","Wakefield","EO","15","15","27380","27400"
"In post","2023","Attorney General's Departments","West Yorkshire","Wakefield","G6/G7","15","15","63980","60550"
"In post","2023","Attorney General's Departments","West Yorkshire","Wakefield","SEO/HEO","25","25","36040","38940"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO/HEO","15","15","34040","34320"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA/AO","20","20","21810","21830"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO/HEO","35","30","35660","35420"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","Warrington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cumbria","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cumbria","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cumbria","West Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","North Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","G6/G7","35","30","62950","56520"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","35","35","33490","32960"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","Devon CC","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Devon","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","Plymouth","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","Dorset","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","Somerset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","Cambridgeshire CC","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","Cambridgeshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","Norwich and East Norfolk","EO","20","15","26710","26410"
"In post","2023","Cabinet Office","East Anglia","Norwich and East Norfolk","G6/G7","65","65","58920","56430"
"In post","2023","Cabinet Office","East Anglia","Norwich and East Norfolk","SCS level","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","Norwich and East Norfolk","SEO/HEO","115","110","36960","39580"
"In post","2023","Cabinet Office","East Anglia","Peterborough","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","Suffolk CC","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","Suffolk CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","G6/G7","25","25","55870","51290"
"In post","2023","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","55","55","32900","32880"
"In post","2023","Cabinet Office","East Wales","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","Monmouthshire and Newport","EO","15","10","26040","26410"
"In post","2023","Cabinet Office","East Wales","Monmouthshire and Newport","G6/G7","35","30","55960","53160"
"In post","2023","Cabinet Office","East Wales","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","Monmouthshire and Newport","SEO/HEO","85","85","35400","32480"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","City of Edinburgh","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","City of Edinburgh","SEO/HEO","25","25","31270","30130"
"In post","2023","Cabinet Office","Eastern Scotland","Perth and Kinross, and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Essex","Essex Haven Gateway","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","25","25","68580","67200"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","10","10","32260","30130"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","10","10","26110","26410"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","100","100","56790","53370"
