"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","London","HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","G7","15","15","51730","51190"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","London","AO","25","25","24450","24750"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","London","EO","165","155","29050","28770"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","London","G6","250","235","69000","67890"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","London","G7","485","470","55490","54690"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","London","HEO","290","285","34490","34190"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","London","SCS level","130","130","93010","82370"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","London","SEO","355","340","42320","41950"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","AO","15","10","22200","21250"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","EO","75","75","25950","25190"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","G6","95","90","66380","63960"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","G7","250","240","52370","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","HEO","130","125","31580","30530"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","SCS level","45","40","91580","88360"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","SEO","180","175","39060","38120"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","Unknown","Outside London","AA","190","180","23980","23340"
"In post","2023","Disclosure Scotland","Unknown","Outside London","AO","25","25","27530","27740"
"In post","2023","Disclosure Scotland","Unknown","Outside London","EO","60","55","31820","31940"
"In post","2023","Disclosure Scotland","Unknown","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Disclosure Scotland","Unknown","Outside London","G7","15","15","59940","58850"
"In post","2023","Disclosure Scotland","Unknown","Outside London","HEO","35","35","37070","38330"
"In post","2023","Disclosure Scotland","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","Unknown","Outside London","SEO","30","30","47240","47860"
"In post","2023","Driver and Vehicle Licensing Agency","Commercial","Outside London","AA","10","10","19000","19000"
"In post","2023","Driver and Vehicle Licensing Agency","Commercial","Outside London","AO","30","25","22500","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Commercial","Outside London","EO","35","30","27220","26960"
"In post","2023","Driver and Vehicle Licensing Agency","Commercial","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Commercial","Outside London","G7","15","15","53930","53340"
"In post","2023","Driver and Vehicle Licensing Agency","Commercial","Outside London","HEO","45","45","32330","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Commercial","Outside London","SEO","35","30","42110","42180"
"In post","2023","Driver and Vehicle Licensing Agency","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Communications","Outside London","AO","15","15","22500","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Communications","Outside London","EO","25","25","27090","26960"
"In post","2023","Driver and Vehicle Licensing Agency","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Communications","Outside London","HEO","20","20","31970","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Communications","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","AO","55","50","22500","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","EO","155","150","27580","27190"
"In post","2023","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","G6","30","30","76140","73540"
"In post","2023","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","G7","120","115","61490","59970"
"In post","2023","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","HEO","190","185","35420","32950"
"In post","2023","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","SEO","255","250","45020","42980"
"In post","2023","Driver and Vehicle Licensing Agency","Finance","Outside London","AA","10","10","19000","19000"
"In post","2023","Driver and Vehicle Licensing Agency","Finance","Outside London","AO","20","20","22500","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Finance","Outside London","EO","30","30","27140","27190"
"In post","2023","Driver and Vehicle Licensing Agency","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Finance","Outside London","G7","15","15","54720","54940"
"In post","2023","Driver and Vehicle Licensing Agency","Finance","Outside London","HEO","30","30","32400","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Finance","Outside London","SEO","40","40","42390","42050"
"In post","2023","Driver and Vehicle Licensing Agency","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Human Resources","Outside London","AO","20","20","22500","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Human Resources","Outside London","EO","45","40","27180","27260"
"In post","2023","Driver and Vehicle Licensing Agency","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Human Resources","Outside London","G7","10","10","53700","54190"
"In post","2023","Driver and Vehicle Licensing Agency","Human Resources","Outside London","HEO","65","60","32230","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Human Resources","Outside London","SEO","40","35","40490","40000"
"In post","2023","Driver and Vehicle Licensing Agency","Medicine","Outside London","G6","40","35","89620","88880"
"In post","2023","Driver and Vehicle Licensing Agency","Medicine","Outside London","HEO","10","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","AA","1065","835","19020","19000"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","AO","2635","2295","22580","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","EO","510","480","27230","27260"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","G7","20","20","51470","50740"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","HEO","125","120","32060","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","SEO","50","45","40620","40000"
"In post","2023","Driver and Vehicle Licensing Agency","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Policy","Outside London","AO","20","15","22500","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Policy","Outside London","EO","30","30","27200","27300"
"In post","2023","Driver and Vehicle Licensing Agency","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Policy","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Policy","Outside London","HEO","30","30","32640","32670"
"In post","2023","Driver and Vehicle Licensing Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Policy","Outside London","SEO","15","15","40960","41130"
"In post","2023","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","EO","30","30","27020","26960"
"In post","2023","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Property","Outside London","AO","15","15","22500","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Property","Outside London","EO","10","10","27080","26960"
"In post","2023","Driver and Vehicle Licensing Agency","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Property","Outside London","HEO","25","20","32120","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Property","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Security","Outside London","AA","50","50","25370","25650"
"In post","2023","Driver and Vehicle Licensing Agency","Security","Outside London","AO","20","20","24570","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Security","Outside London","EO","25","25","27350","27220"
"In post","2023","Driver and Vehicle Licensing Agency","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Security","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Security","Outside London","HEO","25","25","33160","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Security","Outside London","SEO","15","15","45150","41130"
"In post","2023","Driver and Vehicle Standards Agency","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Commercial","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Commercial","Outside London","HEO","15","15","32780","32660"
"In post","2023","Driver and Vehicle Standards Agency","Commercial","Outside London","SEO","15","15","41660","40820"
"In post","2023","Driver and Vehicle Standards Agency","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Communications","Outside London","EO","15","10","27950","26960"
"In post","2023","Driver and Vehicle Standards Agency","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Communications","Outside London","HEO","15","15","32320","32240"
"In post","2023","Driver and Vehicle Standards Agency","Communications","Outside London","SEO","10","10","40890","40570"
"In post","2023","Driver and Vehicle Standards Agency","Counter Fraud","London","EO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","EO","20","20","27400","27260"
"In post","2023","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","HEO","15","15","32060","31660"
"In post","2023","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","EO","40","35","27110","26960"
"In post","2023","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","G7","20","20","58530","56430"
"In post","2023","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","HEO","70","70","32470","31660"
"In post","2023","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","SEO","55","55","44270","43160"
"In post","2023","Driver and Vehicle Standards Agency","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Finance","Outside London","EO","25","20","27180","27190"
"In post","2023","Driver and Vehicle Standards Agency","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Finance","Outside London","G7","10","10","53060","53280"
"In post","2023","Driver and Vehicle Standards Agency","Finance","Outside London","HEO","35","30","33340","33350"
"In post","2023","Driver and Vehicle Standards Agency","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Finance","Outside London","SEO","25","25","42650","42820"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","Outside London","AO","10","10","22500","22500"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","Outside London","EO","30","25","29410","27450"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","Outside London","G7","10","10","51520","51160"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","Outside London","HEO","30","30","33600","33850"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","Outside London","SEO","40","40","41220","40780"
"In post","2023","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","EO","10","10","27400","27450"
"In post","2023","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","HEO","15","15","33380","33660"
"In post","2023","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","SEO","10","10","42200","41310"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","London","AO","40","40","29780","31490"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","London","EO","245","230","31900","31450"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","London","HEO","35","35","37200","36950"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","London","SEO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","AO","1040","970","25360","24900"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","EO","2185","2015","28450","27450"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","G7","25","25","53040","52130"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","HEO","370","365","33560","32950"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","SEO","75","75","40980","40410"
"In post","2023","Driver and Vehicle Standards Agency","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Operational Research","Outside London","AO","15","15","22500","22500"
"In post","2023","Driver and Vehicle Standards Agency","Operational Research","Outside London","EO","10","10","27530","27320"
"In post","2023","Driver and Vehicle Standards Agency","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Operational Research","Outside London","HEO","15","15","34100","33640"
"In post","2023","Driver and Vehicle Standards Agency","Operational Research","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","Outside London","G7","10","10","51260","50790"
"In post","2023","Driver and Vehicle Standards Agency","Policy","Outside London","HEO","50","45","32940","32950"
"In post","2023","Driver and Vehicle Standards Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","Outside London","SEO","20","20","40790","40180"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","Outside London","EO","15","15","27050","26960"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","Outside London","SEO","15","10","41080","40570"
"In post","2023","Driver and Vehicle Standards Agency","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Property","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Property","Outside London","EO","10","10","27190","27260"
"In post","2023","Driver and Vehicle Standards Agency","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Property","Outside London","HEO","20","20","32620","32090"
"In post","2023","Driver and Vehicle Standards Agency","Property","Outside London","SEO","10","10","40990","40680"
"In post","2023","Education Scotland","Unknown","Outside London","AA","35","30","23890","24890"
"In post","2023","Education Scotland","Unknown","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Education Scotland","Unknown","Outside London","EO","25","20","30710","29450"
"In post","2023","Education Scotland","Unknown","Outside London","G6","160","155","78190","81110"
"In post","2023","Education Scotland","Unknown","Outside London","G7","70","65","59640","58850"
"In post","2023","Education Scotland","Unknown","Outside London","HEO","25","20","36640","36330"
"In post","2023","Education Scotland","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Unknown","Outside London","SEO","40","40","48130","49860"
"In post","2023","Education and Skills Funding Agency","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Communications","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Counter Fraud","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Counter Fraud","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","London","SEO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","G7","25","25","52190","51640"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","HEO","30","30","32150","30330"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","SEO","35","30","38550","37840"
"In post","2023","Education and Skills Funding Agency","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","London","SEO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","Outside London","G6","15","15","63500","63220"
"In post","2023","Education and Skills Funding Agency","Finance","Outside London","G7","30","30","51950","51860"
"In post","2023","Education and Skills Funding Agency","Finance","Outside London","HEO","35","35","31570","31080"
"In post","2023","Education and Skills Funding Agency","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","Outside London","SEO","45","45","40330","38210"
"In post","2023","Education and Skills Funding Agency","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","London","EO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","London","G6","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","London","G7","15","15","55870","56040"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","London","HEO","15","15","34830","34030"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","London","SEO","25","25","41830","41720"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","Outside London","EO","30","30","26820","25900"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","Outside London","G6","20","20","63430","62880"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","Outside London","G7","55","55","51850","51910"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","Outside London","HEO","90","85","31020","30710"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","Outside London","SEO","95","90","38400","37590"
"In post","2023","Education and Skills Funding Agency","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Research","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","Outside London","G7","10","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
