"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","G6","95","95","67820","66530"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","G7","365","360","57500","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","HEO","75","75","35960","35650"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","SCS level","25","25","104210","98430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","SEO","120","120","42200","41870"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","EO","20","20","26100","25380"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","G6","25","25","64900","66090"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","G7","125","125","52210","51290"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","HEO","70","70","33480","33020"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","SCS level","15","15","99990","94600"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","SEO","65","65","38670","38460"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","London","G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","London","HEO","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","EO","10","10","29050","28780"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","G6","10","10","69390","69700"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","G7","15","15","58080","58070"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","HEO","20","20","36180","35650"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","SCS level","15","15","123790","118450"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","SEO","15","15","42940","41870"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","London","EO","45","45","28990","29120"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","London","G6","40","40","68620","68470"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","London","G7","110","105","58220","57300"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","London","HEO","60","60","35450","35650"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","London","SCS level","25","25","89940","78600"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","London","SEO","70","65","42430","41870"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Outside London","AO","130","115","21720","21720"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Outside London","EO","90","85","25400","24860"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Outside London","G6","25","25","63710","62390"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Outside London","G7","80","80","52550","51290"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Outside London","HEO","95","90","33130","33020"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Outside London","SCS level","10","10","87780","78430"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Outside London","SEO","90","85","39200","38460"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","AO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","EO","10","10","28430","28370"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","G7","10","10","57150","56430"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","HEO","10","10","36080","36170"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","London","SCS level","55","50","86860","81600"
"In post","2023","Cabinet Office (excl. agencies)","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","G6","35","35","67770","66530"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","G7","110","110","57160","56430"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","HEO","45","45","35770","35650"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","SCS level","15","15","89070","83210"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","SEO","75","70","42010","41870"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Outside London","G7","30","30","52580","51290"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Outside London","HEO","15","15","33900","33020"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Outside London","SEO","20","20","39730","39580"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Unknown","G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","G6","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","G7","20","20","58520","57990"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","HEO","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","SCS level","10","10","109410","109980"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","HEO","10","10","32480","33020"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
