"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","30-39","Department of Health and Social Care","Medicine","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Operational Delivery","AA/AO","30","[c]","22080","21080"
"New entrant CS","2023","30-39","Department of Health and Social Care","Operational Delivery","EO","20","[c]","26150","26500"
"New entrant CS","2023","30-39","Department of Health and Social Care","Operational Delivery","G6/G7","55","[c]","57990","54090"
"New entrant CS","2023","30-39","Department of Health and Social Care","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Operational Delivery","SEO/HEO","70","[c]","36990","37060"
"New entrant CS","2023","30-39","Department of Health and Social Care","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Science and Engineering","SEO/HEO","25","[c]","37560","35380"
"New entrant CS","2023","30-39","Department of Health and Social Care","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Unknown","G6/G7","15","[c]","53400","54690"
"New entrant CS","2023","30-39","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Department of Health and Social Care","Unknown","SEO/HEO","20","[c]","36890","36160"
"New entrant CS","2023","30-39","Estyn","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Estyn","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Estyn","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Estyn","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Operational Delivery","EO","10","[c]","26110","26910"
"New entrant CS","2023","30-39","Food Standards Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Policy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Foreign, Commonwealth and Development Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Foreign, Commonwealth and Development Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Digital, Data and Technology","EO","10","[c]","29500","28080"
"New entrant CS","2023","30-39","HM Land Registry","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Legal","G6/G7","10","[c]","56190","56190"
"New entrant CS","2023","30-39","HM Land Registry","Operational Delivery","AA/AO","55","[c]","23640","23390"
"New entrant CS","2023","30-39","HM Land Registry","Operational Delivery","EO","10","[c]","28410","28080"
"New entrant CS","2023","30-39","HM Land Registry","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Land Registry","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Communications","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Counter Fraud","EO","25","[c]","28170","27650"
"New entrant CS","2023","30-39","HM Revenue and Customs","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Digital, Data and Technology","EO","20","[c]","27990","27650"
"New entrant CS","2023","30-39","HM Revenue and Customs","Digital, Data and Technology","G6/G7","15","[c]","59410","57440"
"New entrant CS","2023","30-39","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","95","[c]","38960","39110"
"New entrant CS","2023","30-39","HM Revenue and Customs","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Finance","AA/AO","15","[c]","22520","22520"
"New entrant CS","2023","30-39","HM Revenue and Customs","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Finance","SEO/HEO","15","[c]","38830","39110"
"New entrant CS","2023","30-39","HM Revenue and Customs","Human Resources","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Human Resources","SEO/HEO","15","[c]","35190","34400"
"New entrant CS","2023","30-39","HM Revenue and Customs","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Legal","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Legal","G6/G7","30","[c]","54710","52600"
"New entrant CS","2023","30-39","HM Revenue and Customs","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Operational Delivery","AA/AO","650","[c]","22740","22520"
"New entrant CS","2023","30-39","HM Revenue and Customs","Operational Delivery","EO","50","[c]","27950","27650"
"New entrant CS","2023","30-39","HM Revenue and Customs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Operational Delivery","SEO/HEO","10","[c]","35800","34400"
"New entrant CS","2023","30-39","HM Revenue and Customs","Operational Research","AA/AO","25","[c]","22520","22520"
"New entrant CS","2023","30-39","HM Revenue and Customs","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Policy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Project Delivery","G6/G7","10","[c]","55380","52600"
"New entrant CS","2023","30-39","HM Revenue and Customs","Project Delivery","SEO/HEO","15","[c]","37230","34400"
"New entrant CS","2023","30-39","HM Revenue and Customs","Property","AA/AO","25","[c]","23290","22520"
"New entrant CS","2023","30-39","HM Revenue and Customs","Property","EO","10","[c]","26960","26020"
"New entrant CS","2023","30-39","HM Revenue and Customs","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Property","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Tax","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Tax","EO","25","[c]","27840","27650"
"New entrant CS","2023","30-39","HM Revenue and Customs","Tax","G6/G7","15","[c]","55250","52600"
"New entrant CS","2023","30-39","HM Revenue and Customs","Tax","SEO/HEO","45","[c]","35140","34400"
"New entrant CS","2023","30-39","HM Revenue and Customs","Unknown","AA/AO","55","[c]","23080","22520"
"New entrant CS","2023","30-39","HM Revenue and Customs","Unknown","EO","15","[c]","28660","27650"
"New entrant CS","2023","30-39","HM Revenue and Customs","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Revenue and Customs","Unknown","SEO/HEO","25","[c]","38960","36990"
"New entrant CS","2023","30-39","HM Treasury","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","HM Treasury","Policy","SEO/HEO","15","[c]","32800","32970"
"New entrant CS","2023","30-39","Home Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Communications","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Digital, Data and Technology","G6/G7","20","[c]","59010","58820"
"New entrant CS","2023","30-39","Home Office","Digital, Data and Technology","SEO/HEO","35","[c]","37630","38130"
"New entrant CS","2023","30-39","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Intelligence Analysis","EO","15","[c]","26030","25750"
"New entrant CS","2023","30-39","Home Office","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Operational Delivery","AA/AO","805","[c]","22940","22400"
"New entrant CS","2023","30-39","Home Office","Operational Delivery","EO","780","[c]","26640","25750"
"New entrant CS","2023","30-39","Home Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Operational Delivery","SEO/HEO","50","[c]","34040","32160"
"New entrant CS","2023","30-39","Home Office","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Other","AA/AO","15","[c]","22010","22400"
"New entrant CS","2023","30-39","Home Office","Other","EO","25","[c]","28150","29750"
"New entrant CS","2023","30-39","Home Office","Other","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Policy","SEO/HEO","15","[c]","39550","41090"
"New entrant CS","2023","30-39","Home Office","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Project Delivery","SEO/HEO","15","[c]","37890","36000"
"New entrant CS","2023","30-39","Home Office","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Home Office","Social Research","SEO/HEO","10","[c]","40930","41810"
"New entrant CS","2023","30-39","Home Office","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Commercial","AA/AO","10","[c]","21730","22080"
"New entrant CS","2023","30-39","Ministry of Defence","Commercial","EO","20","[c]","27110","27080"
"New entrant CS","2023","30-39","Ministry of Defence","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Commercial","SEO/HEO","35","[c]","36380","33830"
"New entrant CS","2023","30-39","Ministry of Defence","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Communications","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Digital, Data and Technology","EO","20","[c]","28770","27110"
"New entrant CS","2023","30-39","Ministry of Defence","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Digital, Data and Technology","SEO/HEO","25","[c]","36030","33990"
"New entrant CS","2023","30-39","Ministry of Defence","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Finance","AA/AO","10","[c]","22090","22220"
"New entrant CS","2023","30-39","Ministry of Defence","Finance","EO","20","[c]","29450","27140"
"New entrant CS","2023","30-39","Ministry of Defence","Finance","SEO/HEO","10","[c]","39350","37940"
"New entrant CS","2023","30-39","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Geography","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Geography","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Human Resources","AA/AO","25","[c]","21860","22220"
"New entrant CS","2023","30-39","Ministry of Defence","Human Resources","EO","15","[c]","27240","27080"
"New entrant CS","2023","30-39","Ministry of Defence","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Human Resources","SEO/HEO","30","[c]","39940","38420"
"New entrant CS","2023","30-39","Ministry of Defence","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Medicine","AA/AO","20","[c]","24100","24680"
"New entrant CS","2023","30-39","Ministry of Defence","Medicine","EO","15","[c]","32720","32930"
"New entrant CS","2023","30-39","Ministry of Defence","Medicine","G6/G7","15","[c]","76560","79390"
"New entrant CS","2023","30-39","Ministry of Defence","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Medicine","SEO/HEO","35","[c]","39030","40590"
"New entrant CS","2023","30-39","Ministry of Defence","Operational Delivery","AA/AO","145","[c]","21930","22220"
"New entrant CS","2023","30-39","Ministry of Defence","Operational Delivery","EO","30","[c]","27700","27080"
"New entrant CS","2023","30-39","Ministry of Defence","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Operational Delivery","SEO/HEO","60","[c]","34990","33830"
"New entrant CS","2023","30-39","Ministry of Defence","Operational Delivery","Unknown","10","[c]","30430","32210"
"New entrant CS","2023","30-39","Ministry of Defence","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Other","AA/AO","45","[c]","21270","21580"
"New entrant CS","2023","30-39","Ministry of Defence","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Other","G6/G7","10","[c]","52280","52500"
"New entrant CS","2023","30-39","Ministry of Defence","Other","SEO/HEO","35","[c]","35160","34370"
"New entrant CS","2023","30-39","Ministry of Defence","Other","Unknown","20","[c]","26690","17820"
"New entrant CS","2023","30-39","Ministry of Defence","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Policy","G6/G7","10","[c]","60660","59630"
"New entrant CS","2023","30-39","Ministry of Defence","Policy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Project Delivery","EO","20","[c]","26330","27000"
"New entrant CS","2023","30-39","Ministry of Defence","Project Delivery","G6/G7","15","[c]","56690","55000"
"New entrant CS","2023","30-39","Ministry of Defence","Project Delivery","SEO/HEO","85","[c]","36600","35830"
"New entrant CS","2023","30-39","Ministry of Defence","Project Delivery","Unknown","20","[c]","33470","33250"
"New entrant CS","2023","30-39","Ministry of Defence","Property","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Property","SEO/HEO","20","[c]","37100","34290"
"New entrant CS","2023","30-39","Ministry of Defence","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Science and Engineering","AA/AO","10","[c]","22470","22530"
"New entrant CS","2023","30-39","Ministry of Defence","Science and Engineering","EO","15","[c]","26760","27080"
"New entrant CS","2023","30-39","Ministry of Defence","Science and Engineering","G6/G7","20","[c]","55240","55750"
"New entrant CS","2023","30-39","Ministry of Defence","Science and Engineering","SEO/HEO","115","[c]","36760","35000"
"New entrant CS","2023","30-39","Ministry of Defence","Science and Engineering","Unknown","15","[c]","38060","35000"
"New entrant CS","2023","30-39","Ministry of Defence","Security","AA/AO","135","[c]","28130","27500"
"New entrant CS","2023","30-39","Ministry of Defence","Security","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Security","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Security","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Defence","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Communications","SEO/HEO","15","[c]","40300","39460"
"New entrant CS","2023","30-39","Ministry of Justice","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Digital, Data and Technology","G6/G7","20","[c]","55230","55870"
"New entrant CS","2023","30-39","Ministry of Justice","Digital, Data and Technology","SEO/HEO","30","[c]","38280","37680"
"New entrant CS","2023","30-39","Ministry of Justice","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Ministry of Justice","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
