"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Policy","EO","35","30","26870","25920"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Policy","G6/G7","500","480","54870","54330"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Policy","SCS level","20","20","79630","75950"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","535","515","36580","37300"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Project Delivery","EO","10","10","25680","25920"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","10","10","53970","50650"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","25","25","34560","37300"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Property","EO","15","15","26570","25920"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Property","G6/G7","25","20","53640","49400"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","35","35","34900","37300"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","25","25","23760","23920"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","55","55","27500","26810"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","15","15","50130","49400"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","150","150","34400","33830"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","10","10","39840","40260"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Veterinarian","G6/G7","10","10","51250","49400"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","60","55","37700","37300"
"In post","2023","30-39","Department for International Trade","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Commercial","SEO/HEO","10","10","40260","41550"
"In post","2023","30-39","Department for International Trade","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Communications","G6/G7","15","15","57880","55370"
"In post","2023","30-39","Department for International Trade","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Communications","SEO/HEO","20","15","40300","41550"
"In post","2023","30-39","Department for International Trade","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Digital, Data and Technology","G6/G7","35","35","63930","62980"
"In post","2023","30-39","Department for International Trade","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Digital, Data and Technology","SEO/HEO","30","30","40820","42340"
"In post","2023","30-39","Department for International Trade","Economics","G6/G7","30","30","60020","56720"
"In post","2023","30-39","Department for International Trade","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Economics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Finance","G6/G7","20","20","60630","60210"
"In post","2023","30-39","Department for International Trade","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Human Resources","G6/G7","15","15","61550","62560"
"In post","2023","30-39","Department for International Trade","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Human Resources","SEO/HEO","20","20","36900","35820"
"In post","2023","30-39","Department for International Trade","International Trade","EO","20","15","26920","25660"
"In post","2023","30-39","Department for International Trade","International Trade","G6/G7","320","315","58190","55500"
"In post","2023","30-39","Department for International Trade","International Trade","SCS level","30","30","76500","74880"
"In post","2023","30-39","Department for International Trade","International Trade","SEO/HEO","195","195","39290","41550"
"In post","2023","30-39","Department for International Trade","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Operational Delivery","SEO/HEO","15","15","39380","39760"
"In post","2023","30-39","Department for International Trade","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Other","G6/G7","10","10","58140","55370"
"In post","2023","30-39","Department for International Trade","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Other","SEO/HEO","15","15","38880","35080"
"In post","2023","30-39","Department for International Trade","Policy","G6/G7","40","40","59490","55740"
"In post","2023","30-39","Department for International Trade","Policy","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Policy","SEO/HEO","25","25","40530","41550"
"In post","2023","30-39","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Project Delivery","G6/G7","15","15","57590","55370"
"In post","2023","30-39","Department for International Trade","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Project Delivery","SEO/HEO","15","15","37960","36970"
"In post","2023","30-39","Department for International Trade","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Statistics","G6/G7","10","10","61350","60200"
"In post","2023","30-39","Department for International Trade","Statistics","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Communications","G6/G7","15","15","58660","55370"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Communications","SEO/HEO","10","10","40490","40800"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","G6/G7","40","35","59350","57600"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO/HEO","15","15","36770","35470"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Economics","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Finance","G6/G7","20","20","59650","59470"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Finance","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Finance","SEO/HEO","10","10","37350","37540"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Human Resources","G6/G7","15","15","56310","49700"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Operational Delivery","AA/AO","25","25","23000","21960"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","15","15","27360","26610"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Operational Delivery","G6/G7","35","35","54540","50460"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","75","70","35820","35270"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Planning","G6/G7","10","10","53840","54630"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Planning","SEO/HEO","20","20","40270","40590"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6/G7","65","60","53850","48660"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Planning Inspectors","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Policy","EO","20","20","27940","28850"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Policy","G6/G7","350","340","57830","54700"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Policy","SCS level","30","30","80340","74580"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Policy","SEO/HEO","165","165","37370","37540"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","30","30","56160","54630"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","20","20","37690","37540"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Statistics","G6/G7","25","25","56810","54630"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Statistics","SEO/HEO","15","15","38600","40390"
"In post","2023","30-39","Department for Transport","Commercial","AA/AO","10","10","22150","22500"
"In post","2023","30-39","Department for Transport","Commercial","EO","15","15","27610","26960"
"In post","2023","30-39","Department for Transport","Commercial","G6/G7","20","20","59660","55740"
"In post","2023","30-39","Department for Transport","Commercial","SEO/HEO","55","55","36870","35760"
"In post","2023","30-39","Department for Transport","Communications","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Communications","EO","15","15","27790","26960"
"In post","2023","30-39","Department for Transport","Communications","G6/G7","25","20","59790","56240"
"In post","2023","30-39","Department for Transport","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Communications","SEO/HEO","35","35","37580","39430"
"In post","2023","30-39","Department for Transport","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Digital, Data and Technology","AA/AO","30","30","22500","22500"
"In post","2023","30-39","Department for Transport","Digital, Data and Technology","EO","80","80","27470","26960"
"In post","2023","30-39","Department for Transport","Digital, Data and Technology","G6/G7","50","45","60750","57240"
"In post","2023","30-39","Department for Transport","Digital, Data and Technology","SEO/HEO","185","185","39050","39430"
"In post","2023","30-39","Department for Transport","Economics","G6/G7","30","30","60470","56640"
"In post","2023","30-39","Department for Transport","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Finance","AA/AO","10","10","23120","22500"
"In post","2023","30-39","Department for Transport","Finance","EO","20","20","27740","26960"
"In post","2023","30-39","Department for Transport","Finance","G6/G7","30","30","61390","60740"
"In post","2023","30-39","Department for Transport","Finance","SEO/HEO","50","50","37320","36070"
"In post","2023","30-39","Department for Transport","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2023","30-39","Department for Transport","Human Resources","EO","20","20","28200","27190"
"In post","2023","30-39","Department for Transport","Human Resources","G6/G7","15","15","61100","62060"
"In post","2023","30-39","Department for Transport","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Human Resources","SEO/HEO","65","60","36300","36210"
"In post","2023","30-39","Department for Transport","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","International Trade","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Department for Transport","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Medicine","G6/G7","10","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Operational Delivery","AA/AO","1125","980","22370","22500"
"In post","2023","30-39","Department for Transport","Operational Delivery","EO","500","480","28070","27190"
"In post","2023","30-39","Department for Transport","Operational Delivery","G6/G7","30","30","54440","55740"
"In post","2023","30-39","Department for Transport","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Operational Delivery","SEO/HEO","215","210","35520","32670"
"In post","2023","30-39","Department for Transport","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Operational Research","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Other","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Planning","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Policy","AA/AO","10","10","[c]","[c]"
"In post","2023","30-39","Department for Transport","Policy","EO","20","20","28460","27260"
"In post","2023","30-39","Department for Transport","Policy","G6/G7","240","235","59240","56240"
"In post","2023","30-39","Department for Transport","Policy","SCS level","20","20","78540","75380"
"In post","2023","30-39","Department for Transport","Policy","SEO/HEO","165","160","39060","39820"
"In post","2023","30-39","Department for Transport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Project Delivery","EO","20","20","28120","27070"
"In post","2023","30-39","Department for Transport","Project Delivery","G6/G7","90","90","59390","56240"
"In post","2023","30-39","Department for Transport","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","Department for Transport","Project Delivery","SEO/HEO","35","35","39270","39630"
"In post","2023","30-39","Department for Transport","Property","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Property","EO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Property","SEO/HEO","10","10","33800","31660"
"In post","2023","30-39","Department for Transport","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Science and Engineering","G6/G7","20","20","60030","59100"
"In post","2023","30-39","Department for Transport","Science and Engineering","SEO/HEO","40","40","42290","43130"
"In post","2023","30-39","Department for Transport","Security","AA/AO","25","25","24940","25650"
"In post","2023","30-39","Department for Transport","Security","EO","10","10","27560","27190"
"In post","2023","30-39","Department for Transport","Security","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Security","SEO/HEO","30","30","40160","39750"
"In post","2023","30-39","Department for Transport","Social Research","G6/G7","10","10","57530","55740"
"In post","2023","30-39","Department for Transport","Social Research","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Department for Transport","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Statistics","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Department for Transport","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Statistics","SEO/HEO","15","15","41960","43750"
"In post","2023","30-39","Department for Transport","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Unknown","EO","20","20","30480","30720"
"In post","2023","30-39","Department for Transport","Unknown","G6/G7","65","65","60930","57280"
"In post","2023","30-39","Department for Transport","Unknown","SCS level","15","15","81420","78040"
"In post","2023","30-39","Department for Transport","Unknown","SEO/HEO","50","45","38880","39430"
"In post","2023","30-39","Department for Work and Pensions","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Commercial","EO","10","10","28520","28120"
"In post","2023","30-39","Department for Work and Pensions","Commercial","G6/G7","20","20","53370","50160"
"In post","2023","30-39","Department for Work and Pensions","Commercial","SEO/HEO","95","95","36730","36590"
"In post","2023","30-39","Department for Work and Pensions","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Communications","SEO/HEO","20","20","41370","40790"
"In post","2023","30-39","Department for Work and Pensions","Counter Fraud","AA/AO","180","160","23180","21690"
"In post","2023","30-39","Department for Work and Pensions","Counter Fraud","EO","580","545","28990","28120"
"In post","2023","30-39","Department for Work and Pensions","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Counter Fraud","SEO/HEO","190","185","35440","34170"
"In post","2023","30-39","Department for Work and Pensions","Digital, Data and Technology","AA/AO","15","15","21690","21690"
"In post","2023","30-39","Department for Work and Pensions","Digital, Data and Technology","EO","135","125","28350","28120"
"In post","2023","30-39","Department for Work and Pensions","Digital, Data and Technology","G6/G7","275","270","58320","56280"
"In post","2023","30-39","Department for Work and Pensions","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","405","400","37830","38470"
"In post","2023","30-39","Department for Work and Pensions","Economics","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Finance","AA/AO","15","10","21670","21690"
"In post","2023","30-39","Department for Work and Pensions","Finance","EO","35","35","28480","28120"
"In post","2023","30-39","Department for Work and Pensions","Finance","G6/G7","45","45","61150","56000"
"In post","2023","30-39","Department for Work and Pensions","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Finance","SEO/HEO","100","95","37390","38470"
"In post","2023","30-39","Department for Work and Pensions","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Human Resources","EO","15","15","29060","28120"
"In post","2023","30-39","Department for Work and Pensions","Human Resources","G6/G7","35","35","58140","55200"
"In post","2023","30-39","Department for Work and Pensions","Human Resources","SEO/HEO","75","75","36390","34170"
"In post","2023","30-39","Department for Work and Pensions","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Knowledge and Information Management","EO","35","35","28620","28120"
"In post","2023","30-39","Department for Work and Pensions","Knowledge and Information Management","G6/G7","25","20","60280","57240"
"In post","2023","30-39","Department for Work and Pensions","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","50","50","38360","34170"
"In post","2023","30-39","Department for Work and Pensions","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Operational Delivery","AA/AO","2920","2565","21900","21690"
"In post","2023","30-39","Department for Work and Pensions","Operational Delivery","EO","6340","5870","28840","28120"
"In post","2023","30-39","Department for Work and Pensions","Operational Delivery","G6/G7","90","90","55800","55150"
"In post","2023","30-39","Department for Work and Pensions","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Operational Delivery","SEO/HEO","945","915","36910","34170"
"In post","2023","30-39","Department for Work and Pensions","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Other","AA/AO","425","370","21730","21690"
"In post","2023","30-39","Department for Work and Pensions","Other","EO","260","245","28530","28120"
"In post","2023","30-39","Department for Work and Pensions","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Other","SCS level","15","15","82890","76950"
"In post","2023","30-39","Department for Work and Pensions","Other","SEO/HEO","95","90","35570","34170"
"In post","2023","30-39","Department for Work and Pensions","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Policy","EO","15","15","30380","31280"
"In post","2023","30-39","Department for Work and Pensions","Policy","G6/G7","90","90","58710","55150"
"In post","2023","30-39","Department for Work and Pensions","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Policy","SEO/HEO","110","105","38890","38470"
"In post","2023","30-39","Department for Work and Pensions","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Project Delivery","EO","25","25","28960","28120"
"In post","2023","30-39","Department for Work and Pensions","Project Delivery","G6/G7","30","30","55360","53240"
"In post","2023","30-39","Department for Work and Pensions","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Project Delivery","SEO/HEO","120","115","36480","34170"
"In post","2023","30-39","Department for Work and Pensions","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Property","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Property","SEO/HEO","25","25","38850","38470"
"In post","2023","30-39","Department for Work and Pensions","Psychology","EO","10","10","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Psychology","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Science and Engineering","EO","30","30","27320","27320"
"In post","2023","30-39","Department for Work and Pensions","Science and Engineering","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Science and Engineering","SEO/HEO","60","55","37130","40790"
"In post","2023","30-39","Department for Work and Pensions","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Security","EO","10","10","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Security","G6/G7","15","15","59020","55150"
"In post","2023","30-39","Department for Work and Pensions","Security","SEO/HEO","55","55","37060","38470"
"In post","2023","30-39","Department for Work and Pensions","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Social Research","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Statistics","G6/G7","20","15","56740","53190"
"In post","2023","30-39","Department for Work and Pensions","Statistics","SEO/HEO","40","40","38170","38470"
"In post","2023","30-39","Department for Work and Pensions","Unknown","AA/AO","20","20","22250","21690"
"In post","2023","30-39","Department for Work and Pensions","Unknown","EO","60","55","29210","28120"
"In post","2023","30-39","Department for Work and Pensions","Unknown","G6/G7","10","10","56610","55070"
