"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Project Delivery","G6/G7","G7","1320","1285","55410","55740"
"In post","2023","40-49","Project Delivery","SCS level","SCS level","185","180","90350","81840"
"In post","2023","40-49","Project Delivery","SEO/HEO","HEO","900","865","34350","34170"
"In post","2023","40-49","Project Delivery","SEO/HEO","SEO","1365","1330","41790","41800"
"In post","2023","40-49","Project Delivery","Unknown","Unknown","145","145","48730","43410"
"In post","2023","40-49","Property","AA/AO","AA","60","55","19470","19420"
"In post","2023","40-49","Property","AA/AO","AO","80","75","23270","22520"
"In post","2023","40-49","Property","EO","EO","255","240","28080","27740"
"In post","2023","40-49","Property","G6/G7","G6","85","85","65160","65410"
"In post","2023","40-49","Property","G6/G7","G7","235","230","55640","55720"
"In post","2023","40-49","Property","SCS level","SCS level","20","20","86610","81230"
"In post","2023","40-49","Property","SEO/HEO","HEO","370","360","34550","34300"
"In post","2023","40-49","Property","SEO/HEO","SEO","375","365","43170","42140"
"In post","2023","40-49","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","AA/AO","AO","10","10","24940","24910"
"In post","2023","40-49","Psychology","EO","EO","70","70","28920","28480"
"In post","2023","40-49","Psychology","G6/G7","G6","15","15","82290","75010"
"In post","2023","40-49","Psychology","G6/G7","G7","60","55","64120","66460"
"In post","2023","40-49","Psychology","SEO/HEO","HEO","55","50","34430","32420"
"In post","2023","40-49","Psychology","SEO/HEO","SEO","150","135","49780","52200"
"In post","2023","40-49","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","AA/AO","AA","10","10","19510","19770"
"In post","2023","40-49","Science and Engineering","AA/AO","AO","70","70","23680","23430"
"In post","2023","40-49","Science and Engineering","EO","EO","195","185","27780","27470"
"In post","2023","40-49","Science and Engineering","G6/G7","G6","195","190","69240","69280"
"In post","2023","40-49","Science and Engineering","G6/G7","G7","950","915","54860","54510"
"In post","2023","40-49","Science and Engineering","SCS level","SCS level","35","30","81970","80000"
"In post","2023","40-49","Science and Engineering","SEO/HEO","HEO","445","425","34610","33990"
"In post","2023","40-49","Science and Engineering","SEO/HEO","SEO","805","765","42440","41780"
"In post","2023","40-49","Science and Engineering","Unknown","Unknown","105","105","53680","54510"
"In post","2023","40-49","Security","AA/AO","AA","395","395","22780","21380"
"In post","2023","40-49","Security","AA/AO","AO","610","605","36710","40880"
"In post","2023","40-49","Security","EO","EO","285","280","33840","29530"
"In post","2023","40-49","Security","G6/G7","G6","65","65","70540","69930"
"In post","2023","40-49","Security","G6/G7","G7","135","135","57430","57970"
"In post","2023","40-49","Security","SCS level","SCS level","40","40","94220","86590"
"In post","2023","40-49","Security","SEO/HEO","HEO","285","280","37350","35410"
"In post","2023","40-49","Security","SEO/HEO","SEO","215","215","42930","42510"
"In post","2023","40-49","Security","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Social Research","EO","EO","5","5","[c]","[c]"
"In post","2023","40-49","Social Research","G6/G7","G6","40","35","68980","69530"
"In post","2023","40-49","Social Research","G6/G7","G7","115","105","57380","56680"
"In post","2023","40-49","Social Research","SCS level","SCS level","10","10","81780","77800"
"In post","2023","40-49","Social Research","SEO/HEO","HEO","45","40","33720","33660"
"In post","2023","40-49","Social Research","SEO/HEO","SEO","90","80","41840","41050"
"In post","2023","40-49","Statistics","EO","EO","25","25","28850","30100"
"In post","2023","40-49","Statistics","G6/G7","G6","85","80","69260","69350"
"In post","2023","40-49","Statistics","G6/G7","G7","205","190","57090","56440"
"In post","2023","40-49","Statistics","SCS level","SCS level","35","35","83010","80450"
"In post","2023","40-49","Statistics","SEO/HEO","HEO","80","75","34660","33990"
"In post","2023","40-49","Statistics","SEO/HEO","SEO","160","150","42890","43250"
"In post","2023","40-49","Tax","AA/AO","AO","350","315","22600","22520"
"In post","2023","40-49","Tax","EO","EO","770","730","28580","28130"
"In post","2023","40-49","Tax","G6/G7","G6","180","175","72260","71300"
"In post","2023","40-49","Tax","G6/G7","G7","555","540","58340","57970"
"In post","2023","40-49","Tax","SCS level","SCS level","25","25","80120","77000"
"In post","2023","40-49","Tax","SEO/HEO","HEO","1205","1165","35570","35000"
"In post","2023","40-49","Tax","SEO/HEO","SEO","550","545","42780","42510"
"In post","2023","40-49","Unknown","AA/AO","AA","365","335","23580","23340"
"In post","2023","40-49","Unknown","AA/AO","AO","430","400","26150","26220"
"In post","2023","40-49","Unknown","EO","EO","1135","1070","30050","29450"
"In post","2023","40-49","Unknown","G6/G7","G6","825","795","73710","72920"
"In post","2023","40-49","Unknown","G6/G7","G7","1325","1270","59690","58850"
"In post","2023","40-49","Unknown","SCS level","SCS level","350","340","90200","83530"
"In post","2023","40-49","Unknown","SEO/HEO","HEO","1315","1270","36280","35000"
"In post","2023","40-49","Unknown","SEO/HEO","SEO","1315","1265","45940","44930"
"In post","2023","40-49","Unknown","Unknown","Unknown","65","65","[c]","[c]"
"In post","2023","40-49","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Veterinarian","G6/G7","G6","10","10","61890","61390"
"In post","2023","40-49","Veterinarian","G6/G7","G7","55","55","52630","52330"
"In post","2023","40-49","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Veterinarian","SEO/HEO","SEO","75","70","39150","38320"
"In post","2023","50-59","Commercial","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","AA/AO","AO","95","85","24100","22500"
"In post","2023","50-59","Commercial","EO","EO","170","165","28870","28120"
"In post","2023","50-59","Commercial","G6/G7","G6","270","270","75190","71300"
"In post","2023","50-59","Commercial","G6/G7","G7","470","465","58740","56000"
"In post","2023","50-59","Commercial","SCS level","SCS level","140","140","118010","115000"
"In post","2023","50-59","Commercial","SEO/HEO","HEO","335","320","34790","34300"
"In post","2023","50-59","Commercial","SEO/HEO","SEO","570","555","42990","42620"
"In post","2023","50-59","Commercial","Unknown","Unknown","50","50","49450","43930"
"In post","2023","50-59","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","AA/AO","AO","50","50","22910","22220"
"In post","2023","50-59","Communications","EO","EO","125","120","29230","29480"
"In post","2023","50-59","Communications","G6/G7","G6","70","70","71190","71130"
"In post","2023","50-59","Communications","G6/G7","G7","130","125","57500","56950"
"In post","2023","50-59","Communications","SCS level","SCS level","25","25","86760","82470"
"In post","2023","50-59","Communications","SEO/HEO","HEO","190","185","35590","35000"
"In post","2023","50-59","Communications","SEO/HEO","SEO","200","195","43270","42510"
"In post","2023","50-59","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","50-59","Corporate Finance","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","50-59","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","AA/AO","AA","10","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","AA/AO","AO","545","475","22990","21690"
"In post","2023","50-59","Counter Fraud","EO","EO","1490","1400","29140","28120"
"In post","2023","50-59","Counter Fraud","G6/G7","G6","45","45","73130","71410"
"In post","2023","50-59","Counter Fraud","G6/G7","G7","95","95","57610","57970"
"In post","2023","50-59","Counter Fraud","SCS level","SCS level","15","15","82410","81600"
"In post","2023","50-59","Counter Fraud","SEO/HEO","HEO","695","675","35980","34970"
"In post","2023","50-59","Counter Fraud","SEO/HEO","SEO","280","270","42720","42510"
"In post","2023","50-59","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data and Technology","AA/AO","AO","105","100","23560","22220"
"In post","2023","50-59","Digital, Data and Technology","EO","EO","790","755","29320","28120"
"In post","2023","50-59","Digital, Data and Technology","G6/G7","G6","585","585","70640","69940"
"In post","2023","50-59","Digital, Data and Technology","G6/G7","G7","1535","1510","56850","56430"
"In post","2023","50-59","Digital, Data and Technology","SCS level","SCS level","155","155","98120","93160"
"In post","2023","50-59","Digital, Data and Technology","SEO/HEO","HEO","1230","1200","35540","34680"
"In post","2023","50-59","Digital, Data and Technology","SEO/HEO","SEO","1570","1540","42970","42510"
"In post","2023","50-59","Digital, Data and Technology","Unknown","Unknown","20","20","46010","42800"
"In post","2023","50-59","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Economics","EO","EO","5","5","[c]","[c]"
"In post","2023","50-59","Economics","G6/G7","G6","35","35","77040","73440"
"In post","2023","50-59","Economics","G6/G7","G7","35","35","62520","61960"
"In post","2023","50-59","Economics","SCS level","SCS level","25","25","103780","94720"
"In post","2023","50-59","Economics","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Economics","SEO/HEO","SEO","10","10","44140","41010"
"In post","2023","50-59","Finance","AA/AO","AA","10","10","20900","21380"
"In post","2023","50-59","Finance","AA/AO","AO","240","215","23490","22520"
"In post","2023","50-59","Finance","EO","EO","450","430","28650","28110"
"In post","2023","50-59","Finance","G6/G7","G6","265","265","70640","71040"
"In post","2023","50-59","Finance","G6/G7","G7","585","575","57010","56950"
"In post","2023","50-59","Finance","SCS level","SCS level","115","110","98010","89910"
"In post","2023","50-59","Finance","SEO/HEO","HEO","585","565","35500","34670"
"In post","2023","50-59","Finance","SEO/HEO","SEO","700","680","43590","43000"
"In post","2023","50-59","Finance","Unknown","Unknown","15","15","68200","57720"
"In post","2023","50-59","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Geography","EO","EO","45","40","28800","29540"
"In post","2023","50-59","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Geography","SEO/HEO","HEO","40","40","34580","34370"
"In post","2023","50-59","Geography","SEO/HEO","SEO","15","15","44140","43890"
"In post","2023","50-59","Human Resources","AA/AO","AA","20","20","21660","21380"
"In post","2023","50-59","Human Resources","AA/AO","AO","300","280","22780","22220"
"In post","2023","50-59","Human Resources","EO","EO","900","875","29180","28090"
"In post","2023","50-59","Human Resources","G6/G7","G6","280","275","69690","69940"
"In post","2023","50-59","Human Resources","G6/G7","G7","640","630","56360","56100"
"In post","2023","50-59","Human Resources","SCS level","SCS level","105","105","91250","83520"
"In post","2023","50-59","Human Resources","SEO/HEO","HEO","995","965","36510","34450"
"In post","2023","50-59","Human Resources","SEO/HEO","SEO","745","725","43110","41870"
"In post","2023","50-59","Human Resources","Unknown","Unknown","20","20","45830","50500"
"In post","2023","50-59","Inspector of Education and Training","G6/G7","G6","105","105","83020","82390"
"In post","2023","50-59","Inspector of Education and Training","G6/G7","G7","180","180","74540","77470"
"In post","2023","50-59","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","SEO/HEO","SEO","165","160","51740","52750"
"In post","2023","50-59","Intelligence Analysis","AA/AO","AO","30","25","24770","25060"
"In post","2023","50-59","Intelligence Analysis","EO","EO","460","445","28820","27650"
"In post","2023","50-59","Intelligence Analysis","G6/G7","G6","15","15","72550","71320"
"In post","2023","50-59","Intelligence Analysis","G6/G7","G7","50","50","60040","59980"
"In post","2023","50-59","Intelligence Analysis","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","SEO/HEO","HEO","180","175","35590","35000"
"In post","2023","50-59","Intelligence Analysis","SEO/HEO","SEO","100","100","44050","43420"
"In post","2023","50-59","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","EO","EO","15","15","28850","27470"
"In post","2023","50-59","Internal Audit","G6/G7","G6","45","45","68360","66170"
"In post","2023","50-59","Internal Audit","G6/G7","G7","45","45","55110","55250"
"In post","2023","50-59","Internal Audit","SCS level","SCS level","15","15","101020","97640"
"In post","2023","50-59","Internal Audit","SEO/HEO","HEO","45","45","35940","35500"
"In post","2023","50-59","Internal Audit","SEO/HEO","SEO","110","105","46390","46110"
"In post","2023","50-59","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","EO","EO","25","20","29070","29730"
"In post","2023","50-59","International Trade","G6/G7","G6","40","40","69090","68250"
"In post","2023","50-59","International Trade","G6/G7","G7","115","115","56040","55500"
"In post","2023","50-59","International Trade","SCS level","SCS level","35","35","92610","81830"
"In post","2023","50-59","International Trade","SEO/HEO","HEO","45","45","35120","35060"
"In post","2023","50-59","International Trade","SEO/HEO","SEO","135","135","42100","42210"
"In post","2023","50-59","Knowledge and Information Management","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","AA/AO","AO","130","125","23540","22220"
"In post","2023","50-59","Knowledge and Information Management","EO","EO","215","205","28860","28120"
"In post","2023","50-59","Knowledge and Information Management","G6/G7","G6","25","25","69940","70050"
"In post","2023","50-59","Knowledge and Information Management","G6/G7","G7","85","80","55380","55150"
"In post","2023","50-59","Knowledge and Information Management","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","SEO/HEO","HEO","195","190","34920","34300"
"In post","2023","50-59","Knowledge and Information Management","SEO/HEO","SEO","110","105","42830","41800"
"In post","2023","50-59","Knowledge and Information Management","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","AA/AO","AO","85","75","23210","22520"
"In post","2023","50-59","Legal","EO","EO","265","250","29920","29730"
"In post","2023","50-59","Legal","G6/G7","G6","495","470","73760","73490"
"In post","2023","50-59","Legal","G6/G7","G7","1365","1275","59010","57880"
"In post","2023","50-59","Legal","SCS level","SCS level","210","205","93210","86910"
"In post","2023","50-59","Legal","SEO/HEO","HEO","345","335","36610","35000"
"In post","2023","50-59","Legal","SEO/HEO","SEO","450","410","44710","45160"
"In post","2023","50-59","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","AA/AO","AA","15","10","19890","19770"
"In post","2023","50-59","Medicine","AA/AO","AO","45","40","24890","24680"
"In post","2023","50-59","Medicine","EO","EO","95","85","33650","32930"
"In post","2023","50-59","Medicine","G6/G7","G6","145","125","87800","93060"
"In post","2023","50-59","Medicine","G6/G7","G7","100","90","63390","58450"
"In post","2023","50-59","Medicine","SCS level","SCS level","110","100","116990","119130"
"In post","2023","50-59","Medicine","SEO/HEO","HEO","140","130","39760","40590"
"In post","2023","50-59","Medicine","SEO/HEO","SEO","75","70","47090","47670"
"In post","2023","50-59","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","AA/AO","AA","3370","3025","22270","22520"
"In post","2023","50-59","Operational Delivery","AA/AO","AO","25720","22885","24060","22500"
"In post","2023","50-59","Operational Delivery","EO","EO","26995","24895","29270","28120"
"In post","2023","50-59","Operational Delivery","G6/G7","G6","1010","1000","72190","69940"
"In post","2023","50-59","Operational Delivery","G6/G7","G7","2375","2335","56830","55700"
"In post","2023","50-59","Operational Delivery","SCS level","SCS level","415","410","93920","86870"
"In post","2023","50-59","Operational Delivery","SEO/HEO","HEO","9370","9025","35880","34850"
"In post","2023","50-59","Operational Delivery","SEO/HEO","SEO","5065","4945","44460","42510"
"In post","2023","50-59","Operational Delivery","Unknown","Unknown","4895","4585","32470","29050"
"In post","2023","50-59","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","AA/AO","AO","20","20","22510","22520"
"In post","2023","50-59","Operational Research","EO","EO","5","5","[c]","[c]"
"In post","2023","50-59","Operational Research","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","50-59","Operational Research","G6/G7","G7","75","70","55530","56030"
"In post","2023","50-59","Operational Research","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Operational Research","SEO/HEO","HEO","15","15","34820","35260"
"In post","2023","50-59","Operational Research","SEO/HEO","SEO","25","20","43780","42510"
"In post","2023","50-59","Other","AA/AO","AA","530","520","20520","19770"
"In post","2023","50-59","Other","AA/AO","AO","1390","1275","22470","21690"
"In post","2023","50-59","Other","EO","EO","1035","975","28850","28120"
"In post","2023","50-59","Other","G6/G7","G6","200","195","74210","70820"
"In post","2023","50-59","Other","G6/G7","G7","340","330","55880","56250"
"In post","2023","50-59","Other","SCS level","SCS level","100","100","107440","98380"
"In post","2023","50-59","Other","SEO/HEO","HEO","670","645","35530","34300"
"In post","2023","50-59","Other","SEO/HEO","SEO","470","450","43680","42520"
"In post","2023","50-59","Other","Unknown","Unknown","440","440","47440","43130"
"In post","2023","50-59","Planning","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","50-59","Planning","EO","EO","5","5","[c]","[c]"
"In post","2023","50-59","Planning","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","50-59","Planning","G6/G7","G7","20","20","59740","57110"
"In post","2023","50-59","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Planning","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","G6/G7","G6","105","90","67770","73100"
"In post","2023","50-59","Planning Inspectors","G6/G7","G7","40","35","46940","48660"
"In post","2023","50-59","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Policy","AA/AO","AO","150","145","25170","25620"
"In post","2023","50-59","Policy","EO","EO","480","465","29880","30120"
"In post","2023","50-59","Policy","G6/G7","G6","835","820","69870","69610"
"In post","2023","50-59","Policy","G6/G7","G7","1605","1570","57430","56960"
"In post","2023","50-59","Policy","SCS level","SCS level","565","555","91560","81920"
"In post","2023","50-59","Policy","SEO/HEO","HEO","960","935","35600","35460"
"In post","2023","50-59","Policy","SEO/HEO","SEO","1230","1200","42940","42510"
"In post","2023","50-59","Policy","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Project Delivery","AA/AO","AO","40","35","23310","23250"
"In post","2023","50-59","Project Delivery","EO","EO","295","275","28500","28120"
"In post","2023","50-59","Project Delivery","G6/G7","G6","665","655","69580","69360"
"In post","2023","50-59","Project Delivery","G6/G7","G7","1345","1320","55890","56180"
"In post","2023","50-59","Project Delivery","SCS level","SCS level","210","210","93270","85710"
"In post","2023","50-59","Project Delivery","SEO/HEO","HEO","940","900","34820","34330"
"In post","2023","50-59","Project Delivery","SEO/HEO","SEO","1475","1440","42070","41800"
"In post","2023","50-59","Project Delivery","Unknown","Unknown","145","145","54850","55310"
"In post","2023","50-59","Property","AA/AO","AA","175","170","19310","18830"
"In post","2023","50-59","Property","AA/AO","AO","150","140","23390","22520"
"In post","2023","50-59","Property","EO","EO","425","400","28550","27810"
"In post","2023","50-59","Property","G6/G7","G6","150","150","67970","66860"
"In post","2023","50-59","Property","G6/G7","G7","400","395","56650","56180"
"In post","2023","50-59","Property","SCS level","SCS level","45","45","93760","85410"
"In post","2023","50-59","Property","SEO/HEO","HEO","545","535","34980","34300"
"In post","2023","50-59","Property","SEO/HEO","SEO","550","535","43930","43010"
"In post","2023","50-59","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Psychology","AA/AO","AO","15","10","25130","25340"
"In post","2023","50-59","Psychology","EO","EO","45","45","28710","28480"
"In post","2023","50-59","Psychology","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","50-59","Psychology","G6/G7","G7","25","25","65390","68140"
"In post","2023","50-59","Psychology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Psychology","SEO/HEO","HEO","30","30","33650","32420"
"In post","2023","50-59","Psychology","SEO/HEO","SEO","35","35","50220","53200"
"In post","2023","50-59","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Science and Engineering","AA/AO","AA","20","20","20520","19770"
"In post","2023","50-59","Science and Engineering","AA/AO","AO","185","180","23460","23430"
"In post","2023","50-59","Science and Engineering","EO","EO","275","265","28000","27470"
"In post","2023","50-59","Science and Engineering","G6/G7","G6","225","215","70980","70550"
"In post","2023","50-59","Science and Engineering","G6/G7","G7","875","850","55320","55300"
"In post","2023","50-59","Science and Engineering","SCS level","SCS level","40","35","94790","89520"
"In post","2023","50-59","Science and Engineering","SEO/HEO","HEO","520","500","35090","34370"
"In post","2023","50-59","Science and Engineering","SEO/HEO","SEO","890","865","43810","43400"
"In post","2023","50-59","Science and Engineering","Unknown","Unknown","145","145","58890","54510"
"In post","2023","50-59","Security","AA/AO","AA","970","960","22480","21380"
"In post","2023","50-59","Security","AA/AO","AO","820","810","36070","40880"
"In post","2023","50-59","Security","EO","EO","450","440","35730","31230"
"In post","2023","50-59","Security","G6/G7","G6","80","80","73460","71300"
"In post","2023","50-59","Security","G6/G7","G7","200","195","57800","57970"
"In post","2023","50-59","Security","SCS level","SCS level","35","35","98210","90790"
"In post","2023","50-59","Security","SEO/HEO","HEO","455","445","39270","35000"
"In post","2023","50-59","Security","SEO/HEO","SEO","300","295","44890","42770"
"In post","2023","50-59","Security","Unknown","Unknown","15","15","44740","42240"
"In post","2023","50-59","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Social Research","G6/G7","G6","25","25","71120","70260"
"In post","2023","50-59","Social Research","G6/G7","G7","45","45","58950","58860"
"In post","2023","50-59","Social Research","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Social Research","SEO/HEO","HEO","20","15","34560","34780"
"In post","2023","50-59","Social Research","SEO/HEO","SEO","40","35","43880","43250"
"In post","2023","50-59","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Statistics","EO","EO","30","30","29660","29730"
"In post","2023","50-59","Statistics","G6/G7","G6","40","40","70810","69140"
"In post","2023","50-59","Statistics","G6/G7","G7","110","105","59290","60010"
"In post","2023","50-59","Statistics","SCS level","SCS level","20","20","91390","83430"
"In post","2023","50-59","Statistics","SEO/HEO","HEO","85","80","35860","35000"
"In post","2023","50-59","Statistics","SEO/HEO","SEO","85","75","43560","43860"
"In post","2023","50-59","Tax","AA/AO","AO","345","320","22790","22520"
"In post","2023","50-59","Tax","EO","EO","815","760","29670","28130"
"In post","2023","50-59","Tax","G6/G7","G6","265","255","72980","71300"
"In post","2023","50-59","Tax","G6/G7","G7","585","565","59230","57970"
"In post","2023","50-59","Tax","SCS level","SCS level","30","30","82840","80540"
"In post","2023","50-59","Tax","SEO/HEO","HEO","1260","1205","36540","35000"
"In post","2023","50-59","Tax","SEO/HEO","SEO","815","795","43320","42510"
"In post","2023","50-59","Unknown","AA/AO","AA","410","380","23780","23340"
"In post","2023","50-59","Unknown","AA/AO","AO","570","540","26350","26550"
"In post","2023","50-59","Unknown","EO","EO","1005","970","30430","29450"
"In post","2023","50-59","Unknown","G6/G7","G6","725","705","76020","79110"
"In post","2023","50-59","Unknown","G6/G7","G7","1005","970","60710","59870"
"In post","2023","50-59","Unknown","SCS level","SCS level","305","300","100830","92230"
"In post","2023","50-59","Unknown","SEO/HEO","HEO","950","915","36620","36330"
"In post","2023","50-59","Unknown","SEO/HEO","SEO","1085","1055","46760","46930"
"In post","2023","50-59","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","50-59","Veterinarian","EO","EO","5","5","[c]","[c]"
"In post","2023","50-59","Veterinarian","G6/G7","G6","10","10","63980","63950"
"In post","2023","50-59","Veterinarian","G6/G7","G7","35","35","54840","55090"
"In post","2023","50-59","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Veterinarian","SEO/HEO","SEO","40","40","42750","39060"
"In post","2023","60-64","Commercial","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","AA/AO","AO","30","25","23590","22510"
"In post","2023","60-64","Commercial","EO","EO","50","40","28190","28070"
"In post","2023","60-64","Commercial","G6/G7","G6","40","35","75520","73420"
"In post","2023","60-64","Commercial","G6/G7","G7","80","70","60160","56200"
"In post","2023","60-64","Commercial","SCS level","SCS level","20","20","122020","114690"
"In post","2023","60-64","Commercial","SEO/HEO","HEO","85","75","34480","34300"
"In post","2023","60-64","Commercial","SEO/HEO","SEO","130","115","43210","43210"
"In post","2023","60-64","Commercial","Unknown","Unknown","10","10","44410","42620"
"In post","2023","60-64","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","AA/AO","AO","15","15","24010","22510"
"In post","2023","60-64","Communications","EO","EO","35","35","29270","29570"
"In post","2023","60-64","Communications","G6/G7","G6","10","10","69870","67890"
"In post","2023","60-64","Communications","G6/G7","G7","20","20","58550","58050"
"In post","2023","60-64","Communications","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Communications","SEO/HEO","HEO","35","30","36200","35000"
"In post","2023","60-64","Communications","SEO/HEO","SEO","40","40","43430","42900"
"In post","2023","60-64","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Counter Fraud","AA/AO","AO","220","175","23030","21690"
"In post","2023","60-64","Counter Fraud","EO","EO","550","410","28950","28120"
"In post","2023","60-64","Counter Fraud","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","60-64","Counter Fraud","G6/G7","G7","30","25","59940","59290"
"In post","2023","60-64","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Counter Fraud","SEO/HEO","HEO","155","125","36140","35000"
"In post","2023","60-64","Counter Fraud","SEO/HEO","SEO","60","50","43440","43760"
"In post","2023","60-64","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data and Technology","AA/AO","AO","45","45","23130","22330"
"In post","2023","60-64","Digital, Data and Technology","EO","EO","245","205","29000","28120"
"In post","2023","60-64","Digital, Data and Technology","G6/G7","G6","90","80","71420","71300"
"In post","2023","60-64","Digital, Data and Technology","G6/G7","G7","270","250","57030","56520"
"In post","2023","60-64","Digital, Data and Technology","SCS level","SCS level","25","25","99240","91750"
"In post","2023","60-64","Digital, Data and Technology","SEO/HEO","HEO","315","280","35690","34970"
"In post","2023","60-64","Digital, Data and Technology","SEO/HEO","SEO","320","285","43520","42640"
"In post","2023","60-64","Digital, Data and Technology","Unknown","Unknown","5","5","[c]","[c]"
