"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Unknown","G6/G7","G7","45","[c]","52470","52360"
"New entrant CS","2023","20-29","Unknown","SEO/HEO","HEO","510","[c]","32230","33520"
"New entrant CS","2023","20-29","Unknown","SEO/HEO","SEO","85","[c]","42020","41640"
"New entrant CS","2023","20-29","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","AA/AO","AO","15","[c]","21790","21930"
"New entrant CS","2023","30-39","Commercial","EO","EO","25","[c]","26900","27080"
"New entrant CS","2023","30-39","Commercial","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","G6/G7","G7","30","[c]","63030","65500"
"New entrant CS","2023","30-39","Commercial","SEO/HEO","HEO","60","[c]","32970","33500"
"New entrant CS","2023","30-39","Commercial","SEO/HEO","SEO","40","[c]","40800","40670"
"New entrant CS","2023","30-39","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","EO","EO","20","[c]","27650","27020"
"New entrant CS","2023","30-39","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","G6/G7","G7","25","[c]","53600","54630"
"New entrant CS","2023","30-39","Communications","SEO/HEO","HEO","65","[c]","33700","33020"
"New entrant CS","2023","30-39","Communications","SEO/HEO","SEO","60","[c]","42360","41700"
"New entrant CS","2023","30-39","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","AA/AO","AO","55","[c]","23230","21690"
"New entrant CS","2023","30-39","Counter Fraud","EO","EO","55","[c]","28140","27890"
"New entrant CS","2023","30-39","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","SEO/HEO","HEO","20","[c]","36050","34700"
"New entrant CS","2023","30-39","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data and Technology","AA/AO","AO","15","[c]","23350","22810"
"New entrant CS","2023","30-39","Digital, Data and Technology","EO","EO","150","[c]","28050","27650"
"New entrant CS","2023","30-39","Digital, Data and Technology","G6/G7","G6","30","[c]","71890","70530"
"New entrant CS","2023","30-39","Digital, Data and Technology","G6/G7","G7","195","[c]","55360","54680"
"New entrant CS","2023","30-39","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data and Technology","SEO/HEO","HEO","220","[c]","34270","34400"
"New entrant CS","2023","30-39","Digital, Data and Technology","SEO/HEO","SEO","250","[c]","41150","40800"
"New entrant CS","2023","30-39","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Economics","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Economics","SEO/HEO","HEO","10","[c]","34920","33800"
"New entrant CS","2023","30-39","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","AA/AO","AO","45","[c]","22350","22520"
"New entrant CS","2023","30-39","Finance","EO","EO","35","[c]","28060","27080"
"New entrant CS","2023","30-39","Finance","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","G6/G7","G7","20","[c]","54530","55200"
"New entrant CS","2023","30-39","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","SEO/HEO","HEO","40","[c]","35140","34400"
"New entrant CS","2023","30-39","Finance","SEO/HEO","SEO","35","[c]","41930","41600"
"New entrant CS","2023","30-39","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Geography","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","AA/AO","AO","55","[c]","22410","22220"
"New entrant CS","2023","30-39","Human Resources","EO","EO","80","[c]","26880","26980"
"New entrant CS","2023","30-39","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","G6/G7","G7","20","[c]","53230","52800"
"New entrant CS","2023","30-39","Human Resources","SEO/HEO","HEO","85","[c]","35350","34260"
"New entrant CS","2023","30-39","Human Resources","SEO/HEO","SEO","50","[c]","41580","40680"
"New entrant CS","2023","30-39","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Inspector of Education and Training","G6/G7","G7","25","[c]","75810","77470"
"New entrant CS","2023","30-39","Inspector of Education and Training","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Inspector of Education and Training","SEO/HEO","SEO","45","[c]","49790","47750"
"New entrant CS","2023","30-39","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Intelligence Analysis","EO","EO","30","[c]","27350","26390"
"New entrant CS","2023","30-39","Intelligence Analysis","SEO/HEO","HEO","10","[c]","34440","33830"
"New entrant CS","2023","30-39","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","International Trade","EO","EO","15","[c]","26200","25160"
"New entrant CS","2023","30-39","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","International Trade","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","International Trade","SEO/HEO","HEO","20","[c]","32250","32730"
"New entrant CS","2023","30-39","International Trade","SEO/HEO","SEO","25","[c]","40490","39700"
"New entrant CS","2023","30-39","Knowledge and Information Management","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Knowledge and Information Management","EO","EO","15","[c]","27140","27080"
"New entrant CS","2023","30-39","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Knowledge and Information Management","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Knowledge and Information Management","SEO/HEO","HEO","15","[c]","32550","32530"
"New entrant CS","2023","30-39","Knowledge and Information Management","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","EO","EO","30","[c]","28330","27760"
"New entrant CS","2023","30-39","Legal","G6/G7","G6","15","[c]","70900","72210"
"New entrant CS","2023","30-39","Legal","G6/G7","G7","190","[c]","53420","52600"
"New entrant CS","2023","30-39","Legal","SEO/HEO","HEO","30","[c]","40940","45230"
"New entrant CS","2023","30-39","Legal","SEO/HEO","SEO","90","[c]","39010","38760"
"New entrant CS","2023","30-39","Medicine","AA/AO","AO","20","[c]","24100","24680"
"New entrant CS","2023","30-39","Medicine","EO","EO","15","[c]","32720","32930"
"New entrant CS","2023","30-39","Medicine","G6/G7","G6","20","[c]","85110","80610"
"New entrant CS","2023","30-39","Medicine","G6/G7","G7","10","[c]","62770","55130"
"New entrant CS","2023","30-39","Medicine","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Medicine","SEO/HEO","HEO","35","[c]","37860","40590"
"New entrant CS","2023","30-39","Medicine","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","AA/AO","AA","490","[c]","22610","23230"
"New entrant CS","2023","30-39","Operational Delivery","AA/AO","AO","4220","[c]","24820","22520"
"New entrant CS","2023","30-39","Operational Delivery","EO","EO","1485","[c]","27410","26150"
"New entrant CS","2023","30-39","Operational Delivery","G6/G7","G6","30","[c]","67190","66800"
"New entrant CS","2023","30-39","Operational Delivery","G6/G7","G7","85","[c]","53380","53400"
"New entrant CS","2023","30-39","Operational Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Delivery","SEO/HEO","HEO","340","[c]","33500","32980"
"New entrant CS","2023","30-39","Operational Delivery","SEO/HEO","SEO","180","[c]","41090","39520"
"New entrant CS","2023","30-39","Operational Delivery","Unknown","Unknown","875","[c]","23300","23640"
"New entrant CS","2023","30-39","Operational Research","AA/AO","AO","25","[c]","22520","22520"
"New entrant CS","2023","30-39","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Operational Research","SEO/HEO","HEO","15","[c]","33030","32610"
"New entrant CS","2023","30-39","Operational Research","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","AA/AO","AA","25","[c]","21790","21380"
"New entrant CS","2023","30-39","Other","AA/AO","AO","160","[c]","21940","21690"
"New entrant CS","2023","30-39","Other","EO","EO","50","[c]","27930","27610"
"New entrant CS","2023","30-39","Other","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Other","G6/G7","G7","20","[c]","53570","54680"
"New entrant CS","2023","30-39","Other","SEO/HEO","HEO","50","[c]","32700","32500"
"New entrant CS","2023","30-39","Other","SEO/HEO","SEO","40","[c]","39580","39500"
"New entrant CS","2023","30-39","Other","Unknown","Unknown","20","[c]","26690","17820"
"New entrant CS","2023","30-39","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning Inspectors","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning Inspectors","G6/G7","G7","15","[c]","42900","43740"
"New entrant CS","2023","30-39","Policy","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","EO","EO","45","[c]","26890","26900"
"New entrant CS","2023","30-39","Policy","G6/G7","G6","25","[c]","67660","66640"
"New entrant CS","2023","30-39","Policy","G6/G7","G7","120","[c]","54210","54330"
"New entrant CS","2023","30-39","Policy","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Policy","SEO/HEO","HEO","145","[c]","33490","33000"
"New entrant CS","2023","30-39","Policy","SEO/HEO","SEO","155","[c]","40680","40260"
"New entrant CS","2023","30-39","Project Delivery","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","EO","EO","55","[c]","27160","26890"
"New entrant CS","2023","30-39","Project Delivery","G6/G7","G6","20","[c]","70510","69250"
"New entrant CS","2023","30-39","Project Delivery","G6/G7","G7","65","[c]","52450","52600"
"New entrant CS","2023","30-39","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","SEO/HEO","HEO","105","[c]","33810","33990"
"New entrant CS","2023","30-39","Project Delivery","SEO/HEO","SEO","85","[c]","41020","41000"
"New entrant CS","2023","30-39","Project Delivery","Unknown","Unknown","20","[c]","33470","33250"
"New entrant CS","2023","30-39","Property","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","AA/AO","AO","30","[c]","23120","22520"
"New entrant CS","2023","30-39","Property","EO","EO","20","[c]","27000","26020"
"New entrant CS","2023","30-39","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","G6/G7","G7","10","[c]","55350","55390"
"New entrant CS","2023","30-39","Property","SEO/HEO","HEO","30","[c]","33880","33830"
"New entrant CS","2023","30-39","Property","SEO/HEO","SEO","25","[c]","42110","42000"
"New entrant CS","2023","30-39","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","EO","EO","20","[c]","28460","28480"
"New entrant CS","2023","30-39","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Psychology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","AA/AO","AO","20","[c]","22450","22150"
"New entrant CS","2023","30-39","Science and Engineering","EO","EO","45","[c]","27070","27140"
"New entrant CS","2023","30-39","Science and Engineering","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Science and Engineering","G6/G7","G7","30","[c]","53570","53740"
"New entrant CS","2023","30-39","Science and Engineering","SEO/HEO","HEO","110","[c]","32510","32800"
"New entrant CS","2023","30-39","Science and Engineering","SEO/HEO","SEO","80","[c]","41560","40830"
"New entrant CS","2023","30-39","Science and Engineering","Unknown","Unknown","15","[c]","38060","35000"
"New entrant CS","2023","30-39","Security","AA/AO","AA","65","[c]","26060","27500"
"New entrant CS","2023","30-39","Security","AA/AO","AO","75","[c]","29570","26350"
"New entrant CS","2023","30-39","Security","EO","EO","15","[c]","29270","27540"
"New entrant CS","2023","30-39","Security","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","SEO/HEO","HEO","10","[c]","34230","33990"
"New entrant CS","2023","30-39","Security","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Social Research","SEO/HEO","HEO","25","[c]","33130","31560"
"New entrant CS","2023","30-39","Social Research","SEO/HEO","SEO","25","[c]","42170","43170"
"New entrant CS","2023","30-39","Statistics","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","SEO/HEO","HEO","25","[c]","33110","33830"
"New entrant CS","2023","30-39","Statistics","SEO/HEO","SEO","15","[c]","40900","40640"
"New entrant CS","2023","30-39","Tax","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","EO","EO","25","[c]","27840","27650"
"New entrant CS","2023","30-39","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","G6/G7","G7","15","[c]","54010","52600"
"New entrant CS","2023","30-39","Tax","SEO/HEO","HEO","45","[c]","34990","34400"
"New entrant CS","2023","30-39","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","AA/AO","AA","255","[c]","22380","22180"
"New entrant CS","2023","30-39","Unknown","AA/AO","AO","145","[c]","24070","22520"
"New entrant CS","2023","30-39","Unknown","EO","EO","380","[c]","29120","29100"
"New entrant CS","2023","30-39","Unknown","G6/G7","G6","20","[c]","72280","68540"
"New entrant CS","2023","30-39","Unknown","G6/G7","G7","130","[c]","55440","52600"
"New entrant CS","2023","30-39","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SEO/HEO","HEO","255","[c]","34450","33520"
"New entrant CS","2023","30-39","Unknown","SEO/HEO","SEO","175","[c]","42920","41640"
"New entrant CS","2023","30-39","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinarian","SEO/HEO","SEO","10","[c]","37930","37300"
"New entrant CS","2023","40-49","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","EO","EO","15","[c]","27140","27080"
"New entrant CS","2023","40-49","Commercial","G6/G7","G6","10","[c]","82050","85000"
"New entrant CS","2023","40-49","Commercial","G6/G7","G7","25","[c]","64800","66500"
"New entrant CS","2023","40-49","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SEO/HEO","HEO","35","[c]","32990","33000"
"New entrant CS","2023","40-49","Commercial","SEO/HEO","SEO","30","[c]","40750","40580"
"New entrant CS","2023","40-49","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G6/G7","G7","20","[c]","55260","53200"
"New entrant CS","2023","40-49","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SEO/HEO","HEO","20","[c]","33710","33320"
"New entrant CS","2023","40-49","Communications","SEO/HEO","SEO","40","[c]","41710","41510"
"New entrant CS","2023","40-49","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","AA/AO","AO","45","[c]","23610","22520"
"New entrant CS","2023","40-49","Counter Fraud","EO","EO","35","[c]","28570","28120"
"New entrant CS","2023","40-49","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","SEO/HEO","HEO","15","[c]","35300","34170"
"New entrant CS","2023","40-49","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","EO","EO","65","[c]","28140","27650"
"New entrant CS","2023","40-49","Digital, Data and Technology","G6/G7","G6","45","[c]","70430","70500"
"New entrant CS","2023","40-49","Digital, Data and Technology","G6/G7","G7","185","[c]","55860","55370"
"New entrant CS","2023","40-49","Digital, Data and Technology","SCS level","SCS level","20","[c]","101690","98500"
"New entrant CS","2023","40-49","Digital, Data and Technology","SEO/HEO","HEO","125","[c]","34560","34230"
"New entrant CS","2023","40-49","Digital, Data and Technology","SEO/HEO","SEO","165","[c]","41550","41480"
"New entrant CS","2023","40-49","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","AA/AO","AO","15","[c]","22490","22520"
"New entrant CS","2023","40-49","Finance","EO","EO","25","[c]","27230","27080"
"New entrant CS","2023","40-49","Finance","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G6/G7","G7","25","[c]","53670","53500"
"New entrant CS","2023","40-49","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","SEO/HEO","HEO","35","[c]","34120","34270"
"New entrant CS","2023","40-49","Finance","SEO/HEO","SEO","35","[c]","42150","41700"
"New entrant CS","2023","40-49","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Geography","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","AA/AO","AO","35","[c]","22300","22220"
"New entrant CS","2023","40-49","Human Resources","EO","EO","65","[c]","28220","27140"
"New entrant CS","2023","40-49","Human Resources","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","G6/G7","G7","30","[c]","53140","54290"
"New entrant CS","2023","40-49","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SEO/HEO","HEO","65","[c]","35300","33830"
"New entrant CS","2023","40-49","Human Resources","SEO/HEO","SEO","40","[c]","42330","41000"
"New entrant CS","2023","40-49","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Inspector of Education and Training","G6/G7","G7","65","[c]","75760","77470"
"New entrant CS","2023","40-49","Inspector of Education and Training","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Inspector of Education and Training","SEO/HEO","SEO","50","[c]","50020","47750"
"New entrant CS","2023","40-49","Intelligence Analysis","EO","EO","15","[c]","27010","25880"
"New entrant CS","2023","40-49","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Intelligence Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","International Trade","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","International Trade","G6/G7","G7","15","[c]","54110","53050"
"New entrant CS","2023","40-49","International Trade","SEO/HEO","HEO","10","[c]","31980","31440"
"New entrant CS","2023","40-49","International Trade","SEO/HEO","SEO","45","[c]","41700","42560"
"New entrant CS","2023","40-49","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Knowledge and Information Management","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Knowledge and Information Management","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","G6/G7","G6","10","[c]","68880","66460"
"New entrant CS","2023","40-49","Legal","G6/G7","G7","75","[c]","53490","52600"
"New entrant CS","2023","40-49","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SEO/HEO","HEO","10","[c]","35210","34400"
"New entrant CS","2023","40-49","Legal","SEO/HEO","SEO","45","[c]","39660","38760"
"New entrant CS","2023","40-49","Medicine","AA/AO","AO","10","[c]","23750","23930"
"New entrant CS","2023","40-49","Medicine","EO","EO","15","[c]","31860","32930"
"New entrant CS","2023","40-49","Medicine","G6/G7","G6","20","[c]","79690","84410"
"New entrant CS","2023","40-49","Medicine","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Medicine","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Medicine","SEO/HEO","HEO","20","[c]","39940","40590"
"New entrant CS","2023","40-49","Medicine","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Operational Delivery","AA/AO","AA","365","[c]","22670","23230"
"New entrant CS","2023","40-49","Operational Delivery","AA/AO","AO","2580","[c]","24430","22520"
"New entrant CS","2023","40-49","Operational Delivery","EO","EO","980","[c]","27270","26590"
"New entrant CS","2023","40-49","Operational Delivery","G6/G7","G6","35","[c]","69520","68150"
"New entrant CS","2023","40-49","Operational Delivery","G6/G7","G7","85","[c]","54570","54000"
"New entrant CS","2023","40-49","Operational Delivery","SCS level","SCS level","15","[c]","91200","92000"
"New entrant CS","2023","40-49","Operational Delivery","SEO/HEO","HEO","245","[c]","33700","33200"
"New entrant CS","2023","40-49","Operational Delivery","SEO/HEO","SEO","160","[c]","42350","40880"
"New entrant CS","2023","40-49","Operational Delivery","Unknown","Unknown","595","[c]","24030","23640"
"New entrant CS","2023","40-49","Operational Research","AA/AO","AO","10","[c]","22520","22520"
"New entrant CS","2023","40-49","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
