"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Asian","HM Revenue and Customs","G6/G7","60","60","63540","65230"
"In post","2023","Unknown","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","HM Revenue and Customs","SEO/HEO","260","255","39360","39450"
"In post","2023","Unknown","Asian","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","HM Treasury","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","HM Treasury","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","HM Treasury","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Home Office","AA/AO","120","115","23890","22400"
"In post","2023","Unknown","Asian","Home Office","EO","220","215","27960","27650"
"In post","2023","Unknown","Asian","Home Office","G6/G7","30","30","62430","60240"
"In post","2023","Unknown","Asian","Home Office","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Home Office","SEO/HEO","95","95","37910","36180"
"In post","2023","Unknown","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Ministry of Defence","AA/AO","85","85","24820","24000"
"In post","2023","Unknown","Asian","Ministry of Defence","EO","40","40","29530","29570"
"In post","2023","Unknown","Asian","Ministry of Defence","G6/G7","30","25","[c]","[c]"
"In post","2023","Unknown","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Ministry of Defence","SEO/HEO","125","125","37840","37850"
"In post","2023","Unknown","Asian","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Ministry of Justice","AA/AO","45","40","24220","21780"
"In post","2023","Unknown","Asian","Ministry of Justice","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Ministry of Justice","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Ministry of Justice","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Ministry of Justice","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","National Crime Agency","AA/AO","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","National Crime Agency","EO","110","110","35350","34340"
"In post","2023","Unknown","Asian","National Crime Agency","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","National Crime Agency","SEO/HEO","65","65","43250","42240"
"In post","2023","Unknown","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Gas and Electricity Markets","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Scottish Government","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Scottish Government","EO","20","15","[c]","[c]"
"In post","2023","Unknown","Asian","Scottish Government","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Scottish Government","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Unknown","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Statistics Authority","AA/AO","30","25","22710","21200"
"In post","2023","Unknown","Asian","UK Statistics Authority","EO","10","5","[c]","[c]"
"In post","2023","Unknown","Asian","UK Statistics Authority","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Statistics Authority","SEO/HEO","50","50","35440","34720"
"In post","2023","Unknown","Asian","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Attorney General's Departments","AA/AO","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Attorney General's Departments","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Attorney General's Departments","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Attorney General's Departments","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Cabinet Office","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Cabinet Office","SEO/HEO","45","45","32230","32260"
"In post","2023","Unknown","Black","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","30","37860","38730"
"In post","2023","Unknown","Black","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Education","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Department for Education","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Education","SEO/HEO","40","35","36200","37590"
"In post","2023","Unknown","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for International Trade","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Department for International Trade","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for International Trade","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Transport","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Work and Pensions","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Department for Work and Pensions","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department of Health and Social Care","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Department of Health and Social Care","EO","35","30","28330","28770"
"In post","2023","Unknown","Black","Department of Health and Social Care","G6/G7","40","40","57570","54690"
"In post","2023","Unknown","Black","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Department of Health and Social Care","SEO/HEO","70","70","38130","38120"
"In post","2023","Unknown","Black","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Foreign, Commonwealth and Development Office","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Foreign, Commonwealth and Development Office","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Foreign, Commonwealth and Development Office","G6/G7","35","35","58320","57790"
"In post","2023","Unknown","Black","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Foreign, Commonwealth and Development Office","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","HM Land Registry","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","HM Land Registry","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","HM Revenue and Customs","AA/AO","50","45","23960","22520"
"In post","2023","Unknown","Black","HM Revenue and Customs","EO","60","55","31100","32260"
"In post","2023","Unknown","Black","HM Revenue and Customs","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Black","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","HM Revenue and Customs","SEO/HEO","110","110","39990","39790"
"In post","2023","Unknown","Black","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Home Office","AA/AO","45","40","24150","22400"
"In post","2023","Unknown","Black","Home Office","EO","80","75","27930","27130"
"In post","2023","Unknown","Black","Home Office","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Home Office","SEO/HEO","50","50","38490","37590"
"In post","2023","Unknown","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Ministry of Defence","AA/AO","40","40","24740","24380"
"In post","2023","Unknown","Black","Ministry of Defence","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Ministry of Defence","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Ministry of Defence","SEO/HEO","50","50","38010","37700"
"In post","2023","Unknown","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Ministry of Justice","AA/AO","45","45","28670","28400"
"In post","2023","Unknown","Black","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Ministry of Justice","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Ministry of Justice","Unknown","30","30","28950","28580"
"In post","2023","Unknown","Black","National Crime Agency","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","National Crime Agency","EO","30","25","[c]","[c]"
"In post","2023","Unknown","Black","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","National Crime Agency","SEO/HEO","30","30","44000","42240"
"In post","2023","Unknown","Black","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Gas and Electricity Markets","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Scottish Government","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Scottish Government","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Statistics Authority","AA/AO","10","5","[c]","[c]"
"In post","2023","Unknown","Black","UK Statistics Authority","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","UK Statistics Authority","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Black","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Statistics Authority","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Unknown","Black","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
