"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","AA/AO","40","35","24500","22520"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","EO","55","55","31140","32260"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Revenue and Customs","SEO/HEO","90","85","39550","39790"
"In post","2023","Declared disabled","Black","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","AA/AO","35","30","25380","26400"
"In post","2023","Declared disabled","Black","Home Office","EO","75","70","29610","30100"
"In post","2023","Declared disabled","Black","Home Office","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","SEO/HEO","55","55","39240","36860"
"In post","2023","Declared disabled","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","AA/AO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence","SEO/HEO","35","35","38420","38020"
"In post","2023","Declared disabled","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Justice","AA/AO","200","185","26720","25480"
"In post","2023","Declared disabled","Black","Ministry of Justice","EO","60","60","31140","29660"
"In post","2023","Declared disabled","Black","Ministry of Justice","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Justice","SEO/HEO","80","80","41250","39820"
"In post","2023","Declared disabled","Black","Ministry of Justice","Unknown","305","295","33530","30840"
"In post","2023","Declared disabled","Black","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Departments","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office","SEO/HEO","45","45","33120","32790"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
