"Status","Year","Age","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Scotland","Highlands and Islands","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Scotland","Highlands and Islands","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Scotland","North Eastern Scotland","Heterosexual / straight","35","25","36980","28120"
"In post","2023","65+","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scotland","North Eastern Scotland","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Scotland","North Eastern Scotland","Unknown","25","15","[c]","[c]"
"In post","2023","65+","Scotland","Southern Scotland","Heterosexual / straight","100","75","29350","28120"
"In post","2023","65+","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scotland","Southern Scotland","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","Scotland","Southern Scotland","Unknown","60","45","28060","27740"
"In post","2023","65+","Scotland","West Central Scotland","Heterosexual / straight","305","225","29870","27360"
"In post","2023","65+","Scotland","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scotland","West Central Scotland","Undeclared","40","25","31590","22520"
"In post","2023","65+","Scotland","West Central Scotland","Unknown","120","85","31690","26650"
"In post","2023","65+","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","280","225","33880","29100"
"In post","2023","65+","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","5","5","[c]","[c]"
"In post","2023","65+","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","55","45","39340","35270"
"In post","2023","65+","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","50","35","30680","26940"
"In post","2023","65+","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","590","455","29930","24730"
"In post","2023","65+","South East (England)","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2023","65+","South East (England)","Hampshire and Isle of Wight","Undeclared","70","60","30280","29570"
"In post","2023","65+","South East (England)","Hampshire and Isle of Wight","Unknown","110","75","29530","24380"
"In post","2023","65+","South East (England)","Kent","Heterosexual / straight","185","140","29780","27460"
"In post","2023","65+","South East (England)","Kent","LGBO","5","5","[c]","[c]"
"In post","2023","65+","South East (England)","Kent","Undeclared","25","20","[c]","[c]"
"In post","2023","65+","South East (England)","Kent","Unknown","35","25","31110","25610"
"In post","2023","65+","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","260","205","30250","27450"
"In post","2023","65+","South East (England)","Surrey, East and West Sussex","LGBO","10","10","[c]","[c]"
"In post","2023","65+","South East (England)","Surrey, East and West Sussex","Undeclared","60","40","31690","29050"
"In post","2023","65+","South East (England)","Surrey, East and West Sussex","Unknown","70","50","30100","28120"
"In post","2023","65+","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","40","30","27750","25920"
"In post","2023","65+","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","South West (England)","Cornwall and Isles of Scilly","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","South West (England)","Cornwall and Isles of Scilly","Unknown","15","15","[c]","[c]"
"In post","2023","65+","South West (England)","Devon","Heterosexual / straight","220","170","31060","27780"
"In post","2023","65+","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","South West (England)","Devon","Undeclared","40","30","28130","26770"
"In post","2023","65+","South West (England)","Devon","Unknown","40","25","27020","27470"
"In post","2023","65+","South West (England)","Dorset and Somerset","Heterosexual / straight","175","140","29160","28120"
"In post","2023","65+","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","South West (England)","Dorset and Somerset","Undeclared","25","20","[c]","[c]"
"In post","2023","65+","South West (England)","Dorset and Somerset","Unknown","35","25","29810","27490"
"In post","2023","65+","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","560","465","37330","33990"
"In post","2023","65+","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","5","5","[c]","[c]"
"In post","2023","65+","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","100","80","36560","33960"
"In post","2023","65+","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","90","65","35100","28120"
"In post","2023","65+","Unknown","Unknown","Heterosexual / straight","25","15","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","65+","Wales","East Wales","Heterosexual / straight","340","255","34540","28450"
"In post","2023","65+","Wales","East Wales","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Wales","East Wales","Undeclared","85","65","34890","28710"
"In post","2023","65+","Wales","East Wales","Unknown","80","55","32120","24840"
"In post","2023","65+","Wales","West Wales and The Valleys","Heterosexual / straight","335","240","30630","27450"
"In post","2023","65+","Wales","West Wales and The Valleys","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Wales","West Wales and The Valleys","Undeclared","110","75","25890","22500"
"In post","2023","65+","Wales","West Wales and The Valleys","Unknown","85","60","27650","25620"
"In post","2023","65+","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","95","75","28460","26850"
"In post","2023","65+","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","15","10","[c]","[c]"
"In post","2023","65+","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","200","155","31900","28120"
"In post","2023","65+","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","West Midlands (England)","Shropshire and Staffordshire","Undeclared","35","25","30750","27600"
"In post","2023","65+","West Midlands (England)","Shropshire and Staffordshire","Unknown","40","30","32970","28120"
"In post","2023","65+","West Midlands (England)","West Midlands","Heterosexual / straight","295","220","29970","27490"
"In post","2023","65+","West Midlands (England)","West Midlands","LGBO","10","10","[c]","[c]"
"In post","2023","65+","West Midlands (England)","West Midlands","Undeclared","45","30","32560","28080"
"In post","2023","65+","West Midlands (England)","West Midlands","Unknown","120","85","32100","28120"
"In post","2023","65+","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","85","60","28360","28080"
"In post","2023","65+","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","20","15","[c]","[c]"
"In post","2023","65+","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","110","90","29250","24760"
"In post","2023","65+","Yorkshire and The Humber","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Yorkshire and The Humber","North Yorkshire","Undeclared","20","15","[c]","[c]"
"In post","2023","65+","Yorkshire and The Humber","North Yorkshire","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","175","130","29070","25900"
"In post","2023","65+","Yorkshire and The Humber","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Yorkshire and The Humber","South Yorkshire","Undeclared","20","15","[c]","[c]"
"In post","2023","65+","Yorkshire and The Humber","South Yorkshire","Unknown","40","30","27030","27530"
"In post","2023","65+","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","195","145","30730","28120"
"In post","2023","65+","Yorkshire and The Humber","West Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Yorkshire and The Humber","West Yorkshire","Undeclared","40","30","30950","28160"
"In post","2023","65+","Yorkshire and The Humber","West Yorkshire","Unknown","65","45","29030","28120"
"In post","2023","Unknown","East of England","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Inner London - West","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","London","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North West (England)","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North West (England)","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North West (England)","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North West (England)","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Inner London - West","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Inner London - West","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Outer London - West and North West","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North East (England)","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North East (England)","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North East (England)","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North East (England)","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Merseyside","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Eastern Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South West (England)","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South West (England)","Devon","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South West (England)","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Wales","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Wales","East Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Wales","West Wales and The Valleys","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Wales","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Wales","West Wales and The Valleys","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands (England)","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands (England)","West Midlands","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands (England)","West Midlands","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Yorkshire and The Humber","West Yorkshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","140","[c]","26730","26900"
"Leaver CS","2023","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","120","[c]","24580","21780"
"Leaver CS","2023","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","120","[c]","23840","22310"
"Leaver CS","2023","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","70","[c]","21960","21780"
"Leaver CS","2023","20-29","East Midlands (England)","Lincolnshire","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East Midlands (England)","Lincolnshire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East Midlands (England)","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East Midlands (England)","Lincolnshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","95","[c]","27370","27570"
"Leaver CS","2023","20-29","East of England","Bedfordshire and Hertfordshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East of England","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East of England","Bedfordshire and Hertfordshire","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East of England","East Anglia","Heterosexual / straight","170","[c]","26070","26010"
"Leaver CS","2023","20-29","East of England","East Anglia","LGBO","30","[c]","[c]","[c]"
