"Status","Year","Age","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Crown Prosecution Service","London","Heterosexual / straight","105","95","49570","54100"
"In post","2023","60-64","Crown Prosecution Service","London","LGBO","15","10","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","London","Unknown","30","30","48820","49960"
"In post","2023","60-64","Crown Prosecution Service","North East (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","North East (England)","Unknown","10","5","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","North West (England)","Heterosexual / straight","40","35","46110","49050"
"In post","2023","60-64","Crown Prosecution Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","North West (England)","Unknown","15","10","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","South East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","South West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","Wales","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","Wales","Unknown","10","5","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","West Midlands (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","West Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","Yorkshire and The Humber","Heterosexual / straight","35","30","47190","52380"
"In post","2023","60-64","Crown Prosecution Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Prosecution Service","Yorkshire and The Humber","Unknown","20","15","[c]","[c]"
"In post","2023","60-64","Defence Electronics and Components Agency","Wales","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","60-64","Defence Electronics and Components Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Electronics and Components Agency","Wales","Undeclared","40","35","29670","30060"
"In post","2023","60-64","Defence Electronics and Components Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Electronics and Components Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Electronics and Components Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Electronics and Components Agency","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","East Midlands (England)","Heterosexual / straight","30","30","39270","38080"
"In post","2023","60-64","Defence Equipment and Support","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","East of England","Heterosexual / straight","40","35","37510","34780"
"In post","2023","60-64","Defence Equipment and Support","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","London","Heterosexual / straight","30","30","30470","27620"
"In post","2023","60-64","Defence Equipment and Support","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","North West (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","Scotland","Heterosexual / straight","65","60","32340","28600"
"In post","2023","60-64","Defence Equipment and Support","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","South East (England)","Heterosexual / straight","55","50","33390","35050"
"In post","2023","60-64","Defence Equipment and Support","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","South East (England)","Undeclared","15","15","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","South West (England)","Heterosexual / straight","540","485","44440","42690"
"In post","2023","60-64","Defence Equipment and Support","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","South West (England)","Undeclared","100","85","43430","42620"
"In post","2023","60-64","Defence Equipment and Support","South West (England)","Unknown","30","25","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","West Midlands (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Equipment and Support","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Science and Technology Laboratory","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Science and Technology Laboratory","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Science and Technology Laboratory","South East (England)","Heterosexual / straight","90","75","49640","49260"
"In post","2023","60-64","Defence Science and Technology Laboratory","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Science and Technology Laboratory","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Science and Technology Laboratory","South East (England)","Unknown","35","30","46800","49260"
"In post","2023","60-64","Defence Science and Technology Laboratory","South West (England)","Heterosexual / straight","120","105","43390","39950"
"In post","2023","60-64","Defence Science and Technology Laboratory","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Science and Technology Laboratory","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Defence Science and Technology Laboratory","South West (England)","Unknown","40","35","45590","46270"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","130","120","49040","43550"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","20","15","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Heterosexual / straight","30","30","58130","56930"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","London","Heterosexual / straight","65","60","52250","51120"
"In post","2023","60-64","Department for Education (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","North East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","North West (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","West Midlands (England)","Heterosexual / straight","30","30","48260","50430"
"In post","2023","60-64","Department for Education (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","50","45","47840","51360"
"In post","2023","60-64","Department for Education (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","80","75","44560","41270"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","10","5","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Heterosexual / straight","35","35","42400","41110"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","60-64","Department for International Trade","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","London","Heterosexual / straight","50","50","51750","45320"
"In post","2023","60-64","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","London","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Department for International Trade","London","Unknown","20","20","[c]","[c]"
"In post","2023","60-64","Department for International Trade","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Department for International Trade","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","55","50","52050","54630"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
