"Status","Year","Age","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","Animal and Plant Health Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Building Digital UK","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Building Digital UK","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Building Digital UK","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Building Digital UK","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","London","Heterosexual / straight","45","[c]","62150","63710"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Central Civil Service Fast Stream","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Central Civil Service Fast Stream","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Central Civil Service Fast Stream","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Charity Commission","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Charity Commission","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Companies House","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Companies House","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Companies House","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Companies House","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Competition and Markets Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Competition and Markets Authority","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Competition and Markets Authority","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Criminal Injuries Compensation Authority","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Criminal Injuries Compensation Authority","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Criminal Injuries Compensation Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Commercial Service","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Commercial Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Commercial Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Commercial Service","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Commercial Service","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Commercial Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Commercial Service","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Commercial Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Office and Procurator Fiscal Service","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Office and Procurator Fiscal Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Electronics and Components Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Electronics and Components Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Electronics and Components Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Equipment and Support","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Equipment and Support","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Equipment and Support","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Equipment and Support","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Equipment and Support","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Science and Technology Laboratory","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Science and Technology Laboratory","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Science and Technology Laboratory","South East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Science and Technology Laboratory","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Science and Technology Laboratory","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Science and Technology Laboratory","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","North East (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","North West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","West Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","East of England","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","30","[c]","41410","32520"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","North East (England)","Heterosexual / straight","45","[c]","31520","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","North East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","North West (England)","Heterosexual / straight","65","[c]","31170","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","North West (England)","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","North West (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","North West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","Scotland","Heterosexual / straight","75","[c]","25750","27570"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","Scotland","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","South East (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","South East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","South West (England)","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
