"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Asian","Intelligence Analysis","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","East of England","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","South East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","South West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","International Trade","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Knowledge and Information Management","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East Midlands (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","London","G7","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North West (England)","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","North West (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Yorkshire and The Humber","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East of England","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East of England","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East of England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicine","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East Midlands (England)","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East Midlands (England)","AO","110","[c]","22940","22520"
"New entrant CS","2023","Asian","Operational Delivery","East Midlands (England)","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East Midlands (England)","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East of England","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East of England","AO","45","[c]","24090","22400"
"New entrant CS","2023","Asian","Operational Delivery","East of England","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East of England","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","East of England","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","London","AA","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Operational Delivery","London","AO","215","[c]","27110","26760"
"New entrant CS","2023","Asian","Operational Delivery","London","EO","130","[c]","29510","29750"
"New entrant CS","2023","Asian","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
