"Status","Year","Disability","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Disclosure Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Disclosure Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","35","[c]","28760","27450"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Food Standards Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Commercial Organisation","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Commercial Organisation","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Commercial Organisation","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Commercial Organisation","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Legal Department","Attorney General's Departments","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Legal Department","Attorney General's Departments","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Legal Department","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Property Agency","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Property Agency","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Property Agency","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","180","[c]","25800","21780"
"Leaver CS","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","HM Land Registry","Heterosexual / straight","30","[c]","30880","28080"
"Leaver CS","2023","Declared disabled","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","HM Land Registry","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","655","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","LGBO","115","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","440","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Home Office","Heterosexual / straight","155","[c]","31490","26750"
"Leaver CS","2023","Declared disabled","Home Office","Home Office","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Home Office","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Home Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
