"Status","Year","Disability","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","90","80","41010","41560"
"In post","2023","Unknown","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Registers of Scotland","Scottish Government","Heterosexual / straight","50","45","34870","32510"
"In post","2023","Unknown","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Registers of Scotland","Scottish Government","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Registers of Scotland","Scottish Government","Unknown","355","335","33320","32510"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Unknown","1695","1695","41950","40010"
"In post","2023","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","100","90","27500","25920"
"In post","2023","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","15","10","[c]","[c]"
"In post","2023","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","550","505","27260","22150"
"In post","2023","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","30","25","28540","25060"
"In post","2023","Unknown","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Unknown","995","885","30160","28540"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","1080","1030","48630","46520"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","LGBO","90","90","45990","42860"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Undeclared","70","70","50000","49860"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Unknown","2070","2000","43250","38330"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","Heterosexual / straight","1210","1120","37540","37060"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","LGBO","65","65","35420","37060"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","Undeclared","45","40","38110","37060"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","Unknown","2760","2610","33380","31290"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Heterosexual / straight","50","45","31580","29100"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Unknown","160","155","29150","26600"
"In post","2023","Unknown","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Unknown","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Serious Fraud Office","Attorney General's Departments","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Serious Fraud Office","Attorney General's Departments","Unknown","55","55","51270","41680"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","Heterosexual / straight","245","235","36080","29450"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","LGBO","30","30","31120","29270"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","Unknown","1665","1580","28870","29100"
"In post","2023","Unknown","Standards and Testing Agency","Department for Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Standards and Testing Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Standards and Testing Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Standards and Testing Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","Unknown","130","125","29840","24890"
"In post","2023","Unknown","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","165","160","42630","41050"
"In post","2023","Unknown","Submarine Delivery Agency","Ministry of Defence","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Submarine Delivery Agency","Ministry of Defence","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Submarine Delivery Agency","Ministry of Defence","Unknown","155","155","37120","32500"
"In post","2023","Unknown","Teaching Regulation Agency","Department for Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Teaching Regulation Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","140","135","31560","29850"
"In post","2023","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","260","250","31730","27090"
"In post","2023","Unknown","The National Archives","The National Archives","Heterosexual / straight","60","55","35370","29920"
"In post","2023","Unknown","The National Archives","The National Archives","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","The National Archives","The National Archives","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","The National Archives","The National Archives","Unknown","110","105","37510","32650"
"In post","2023","Unknown","Transport Scotland","Scottish Government","Heterosexual / straight","70","70","53510","54860"
"In post","2023","Unknown","Transport Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Transport Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Transport Scotland","Scottish Government","Unknown","135","135","44510","42080"
"In post","2023","Unknown","UK Debt Management Office","HM Treasury","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","UK Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Debt Management Office","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Debt Management Office","HM Treasury","Unknown","95","95","63710","57190"
"In post","2023","Unknown","UK Export Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","Heterosexual / straight","265","245","45980","40880"
"In post","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","LGBO","30","30","37200","35020"
"In post","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","Undeclared","50","50","38170","32980"
"In post","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","Unknown","630","595","42140","37060"
"In post","2023","Unknown","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","35","30","39350","34370"
"In post","2023","Unknown","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Hydrographic Office","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Hydrographic Office","Ministry of Defence","Unknown","225","210","36140","34370"
"In post","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","40","40","50020","41540"
"In post","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","75","75","47190","43740"
"In post","2023","Unknown","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","1205","1090","34540","31560"
"In post","2023","Unknown","UK Statistics Authority","UK Statistics Authority","LGBO","90","90","35790","31560"
"In post","2023","Unknown","UK Statistics Authority","UK Statistics Authority","Undeclared","70","65","34400","31560"
"In post","2023","Unknown","UK Statistics Authority","UK Statistics Authority","Unknown","880","790","33830","31060"
"In post","2023","Unknown","UK Supreme Court","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","40","40","30850","26020"
"In post","2023","Unknown","Valuation Office Agency","HM Revenue and Customs","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Valuation Office Agency","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Valuation Office Agency","HM Revenue and Customs","Unknown","790","765","30700","26890"
"In post","2023","Unknown","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","Heterosexual / straight","175","165","38120","32460"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","LGBO","20","15","[c]","[c]"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","Undeclared","55","50","47940","43660"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Welsh Government","Unknown","115","105","37790","34520"
"In post","2023","Unknown","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Revenue Authority","Welsh Government","Unknown","80","80","46880","43660"
"In post","2023","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"Leaver CS","2023","Declared disabled","Accountant in Bankruptcy","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Accountant in Bankruptcy","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Accountant in Bankruptcy","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","60","[c]","45680","36680"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","50","[c]","38700","33810"
"Leaver CS","2023","Declared disabled","Crown Prosecution Service","Attorney General's Departments","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","65","[c]","37600","34730"
"Leaver CS","2023","Declared disabled","Defence Equipment and Support","Ministry of Defence","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Equipment and Support","Ministry of Defence","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","35","[c]","47390","40050"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","Department for International Trade","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","1145","[c]","27030","27570"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","150","[c]","27440","27570"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","155","[c]","26240","27570"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","95","[c]","26230","22620"
