"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Department for International Trade","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Communications","London","40","40","40710","41550"
"In post","2023","20-29","Department for International Trade","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","London","45","45","45300","42340"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Economics","London","105","105","42830","41550"
"In post","2023","20-29","Department for International Trade","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Finance","London","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Human Resources","London","30","30","37540","35010"
"In post","2023","20-29","Department for International Trade","Human Resources","North East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","London","480","480","41720","41550"
"In post","2023","20-29","Department for International Trade","International Trade","North East (England)","35","35","33540","31440"
"In post","2023","20-29","Department for International Trade","International Trade","North West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","Overseas","25","25","43400","39700"
"In post","2023","20-29","Department for International Trade","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","Wales","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Delivery","London","55","55","41380","41310"
"In post","2023","20-29","Department for International Trade","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Other","London","40","40","40260","35010"
"In post","2023","20-29","Department for International Trade","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Policy","London","110","110","42210","41550"
"In post","2023","20-29","Department for International Trade","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Project Delivery","London","20","20","43910","41550"
"In post","2023","20-29","Department for International Trade","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Social Research","London","15","15","39580","35010"
"In post","2023","20-29","Department for International Trade","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Statistics","London","30","30","42610","41550"
"In post","2023","20-29","Department for International Trade","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Unknown","London","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Commercial","London","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Communications","London","15","15","35390","32480"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","15","15","46670","45590"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Economics","London","35","35","44680","52160"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Finance","London","10","10","45690","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","London","10","10","47700","49010"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","North West (England)","10","10","29940","28770"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","London","50","50","36600","34310"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","South West (England)","50","45","26740","26590"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Operational Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning","London","15","15","38030","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","East of England","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","London","405","400","42410","40390"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","North East (England)","15","15","37010","34480"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","North West (England)","30","30","36570","37060"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","South West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","West Midlands (England)","30","30","33260","31290"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Policy","Yorkshire and The Humber","15","15","38340","35080"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","London","15","15","42780","40800"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Social Research","London","15","15","48600","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","London","50","50","38700","34310"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Commercial","London","35","35","44300","43320"
"In post","2023","20-29","Department for Transport","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Commercial","Wales","15","15","27620","26780"
"In post","2023","20-29","Department for Transport","Commercial","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Commercial","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Communications","London","25","25","41430","43320"
"In post","2023","20-29","Department for Transport","Communications","South East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Communications","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Communications","Wales","10","10","29890","26960"
"In post","2023","20-29","Department for Transport","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","South East (England)","15","15","29080","29430"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","South West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","Wales","100","100","32900","31350"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Economics","London","100","100","44250","43750"
"In post","2023","20-29","Department for Transport","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Economics","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Finance","London","15","15","51860","49470"
"In post","2023","20-29","Department for Transport","Finance","South East (England)","10","10","28320","26960"
"In post","2023","20-29","Department for Transport","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Finance","Wales","15","15","27460","26960"
"In post","2023","20-29","Department for Transport","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Human Resources","London","15","15","47040","51930"
"In post","2023","20-29","Department for Transport","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Human Resources","Wales","15","15","28950","31350"
"In post","2023","20-29","Department for Transport","Human Resources","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","International Trade","London","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Delivery","East Midlands (England)","20","20","26490","27490"
"In post","2023","20-29","Department for Transport","Operational Delivery","East of England","10","10","28320","26960"
"In post","2023","20-29","Department for Transport","Operational Delivery","London","25","25","37580","35400"
"In post","2023","20-29","Department for Transport","Operational Delivery","North East (England)","40","35","24600","22500"
"In post","2023","20-29","Department for Transport","Operational Delivery","North West (England)","15","15","26080","26960"
"In post","2023","20-29","Department for Transport","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Delivery","Scotland","30","30","27260","26780"
"In post","2023","20-29","Department for Transport","Operational Delivery","South East (England)","75","75","26220","25500"
"In post","2023","20-29","Department for Transport","Operational Delivery","South West (England)","30","30","25970","22500"
"In post","2023","20-29","Department for Transport","Operational Delivery","Wales","620","580","22020","22500"
"In post","2023","20-29","Department for Transport","Operational Delivery","West Midlands (England)","85","80","24700","22500"
"In post","2023","20-29","Department for Transport","Operational Delivery","Yorkshire and The Humber","30","30","24030","22500"
"In post","2023","20-29","Department for Transport","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Planning","London","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Policy","London","265","265","44040","43320"
"In post","2023","20-29","Department for Transport","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Policy","South East (England)","30","30","33650","31660"
"In post","2023","20-29","Department for Transport","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Policy","West Midlands (England)","15","15","36170","38650"
"In post","2023","20-29","Department for Transport","Policy","Yorkshire and The Humber","35","30","38110","39430"
"In post","2023","20-29","Department for Transport","Project Delivery","London","70","70","44880","43320"
"In post","2023","20-29","Department for Transport","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Project Delivery","Wales","10","10","27550","26960"
"In post","2023","20-29","Department for Transport","Project Delivery","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Project Delivery","Yorkshire and The Humber","10","10","37890","39430"
"In post","2023","20-29","Department for Transport","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Property","Wales","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Science and Engineering","East Midlands (England)","10","10","33970","35280"
"In post","2023","20-29","Department for Transport","Science and Engineering","London","10","10","41340","43320"
"In post","2023","20-29","Department for Transport","Science and Engineering","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Science and Engineering","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Department for Transport","Security","London","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Security","Wales","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Social Research","London","10","10","47750","43950"
"In post","2023","20-29","Department for Transport","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Statistics","London","25","25","41170","36070"
"In post","2023","20-29","Department for Transport","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Unknown","London","160","160","39380","35400"
"In post","2023","20-29","Department for Transport","Unknown","South East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for Transport","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","Unknown","West Midlands (England)","20","20","34620","31350"
"In post","2023","20-29","Department for Transport","Unknown","Yorkshire and The Humber","15","15","33310","31350"
"In post","2023","20-29","Department for Work and Pensions","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Commercial","London","15","15","39550","39150"
"In post","2023","20-29","Department for Work and Pensions","Commercial","North East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Commercial","North West (England)","20","20","35680","34170"
"In post","2023","20-29","Department for Work and Pensions","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Commercial","Yorkshire and The Humber","15","15","30540","31150"
"In post","2023","20-29","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","East Midlands (England)","25","25","28730","28120"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","East of England","30","30","29960","31280"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","London","165","160","31850","32520"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","North East (England)","90","90","29510","28120"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","North West (England)","75","75","28190","28120"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","Scotland","65","65","25370","28120"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","South East (England)","90","85","28410","26870"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","South West (England)","25","25","28590","28120"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","Wales","60","60","26800","28120"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","West Midlands (England)","60","60","30040","28120"
"In post","2023","20-29","Department for Work and Pensions","Counter Fraud","Yorkshire and The Humber","55","55","29060","28120"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","London","30","30","42000","41450"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","North East (England)","160","160","35190","34170"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","North West (England)","170","170","35780","34170"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","West Midlands (England)","10","10","32730","29280"
"In post","2023","20-29","Department for Work and Pensions","Digital, Data and Technology","Yorkshire and The Humber","55","55","35610","34170"
"In post","2023","20-29","Department for Work and Pensions","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Economics","London","15","15","42870","39150"
"In post","2023","20-29","Department for Work and Pensions","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Economics","North West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
