"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","UK Statistics Authority","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Operational Delivery","South East (England)","10","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Operational Delivery","Wales","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government","Human Resources","Wales","10","10","[c]","[c]"
"In post","2023","16-19","Welsh Government","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Communications","London","20","20","34910","32660"
"In post","2023","20-29","Attorney General's Departments","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Counter Fraud","London","35","35","32020","29680"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","London","20","20","40150","38530"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Finance","East Midlands (England)","10","10","24410","24890"
"In post","2023","20-29","Attorney General's Departments","Finance","London","15","15","31420","28170"
"In post","2023","20-29","Attorney General's Departments","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Finance","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Human Resources","London","30","30","32940","31640"
"In post","2023","20-29","Attorney General's Departments","Human Resources","North West (England)","15","15","29110","26900"
"In post","2023","20-29","Attorney General's Departments","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Human Resources","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Legal","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Legal","East of England","20","20","43960","44930"
"In post","2023","20-29","Attorney General's Departments","Legal","London","265","265","41100","45230"
"In post","2023","20-29","Attorney General's Departments","Legal","North East (England)","15","15","44030","49050"
"In post","2023","20-29","Attorney General's Departments","Legal","North West (England)","40","40","40020","38760"
"In post","2023","20-29","Attorney General's Departments","Legal","South East (England)","25","25","39580","40800"
"In post","2023","20-29","Attorney General's Departments","Legal","South West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Legal","Wales","15","15","41360","43910"
"In post","2023","20-29","Attorney General's Departments","Legal","West Midlands (England)","20","20","38350","38760"
"In post","2023","20-29","Attorney General's Departments","Legal","Yorkshire and The Humber","45","45","39330","38760"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","East Midlands (England)","75","75","23890","22870"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","East of England","65","60","24970","24480"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","London","320","320","27440","27760"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","North East (England)","40","40","23880","24430"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","North West (England)","100","100","24090","22870"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","South East (England)","130","130","25980","25600"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","South West (England)","55","55","24760","24430"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","Wales","30","30","23690","22870"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","West Midlands (England)","60","60","24510","24430"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","100","100","25740","24920"
"In post","2023","20-29","Attorney General's Departments","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Other","London","10","10","30760","31900"
"In post","2023","20-29","Attorney General's Departments","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Policy","London","15","15","41030","38860"
"In post","2023","20-29","Attorney General's Departments","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Security","London","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Commercial","East of England","15","15","34650","33090"
"In post","2023","20-29","Cabinet Office","Commercial","London","135","135","44430","34180"
"In post","2023","20-29","Cabinet Office","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Commercial","North West (England)","45","45","37640","32160"
"In post","2023","20-29","Cabinet Office","Commercial","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Commercial","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Commercial","Wales","15","15","32290","31640"
"In post","2023","20-29","Cabinet Office","Commercial","West Midlands (England)","10","10","45080","32300"
"In post","2023","20-29","Cabinet Office","Commercial","Yorkshire and The Humber","15","15","43740","35340"
"In post","2023","20-29","Cabinet Office","Communications","London","45","45","39250","35650"
"In post","2023","20-29","Cabinet Office","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Digital, Data and Technology","East of England","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Digital, Data and Technology","London","185","185","42290","35650"
"In post","2023","20-29","Cabinet Office","Digital, Data and Technology","North East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Digital, Data and Technology","North West (England)","50","50","37880","33020"
