"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Human Resources","Government Legal Department","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Government Legal Department","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Prison and Probation Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Prison and Probation Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Prison and Probation Service","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Prison and Probation Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Health and Safety Executive","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Health and Safety Executive","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Health and Safety Executive","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Health and Safety Executive","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Human Resources","Heterosexual / straight","30","[c]","50630","43210"
"Leaver Dept.","2023","Human Resources","Home Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Home Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Intellectual Property Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Intellectual Property Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Intellectual Property Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Legal Aid Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Legal Aid Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Heterosexual / straight","65","[c]","28420","22920"
"Leaver Dept.","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","Heterosexual / straight","50","[c]","44000","41510"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Ministry of Justice (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","National Crime Agency","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","National Crime Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","National Crime Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Northern Ireland Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Northern Ireland Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Northern Ireland Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office of Rail and Road","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office of Rail and Road","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Planning Inspectorate","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Planning Inspectorate","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Planning Inspectorate","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Planning Inspectorate","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Registers of Scotland","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Registers of Scotland","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Registers of Scotland","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Courts and Tribunals Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Courts and Tribunals Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Prison Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Prison Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Prison Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Submarine Delivery Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Submarine Delivery Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The Insolvency Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The Insolvency Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The National Archives","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The National Archives","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The National Archives","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Export Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Export Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Health Security Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Health Security Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Health Security Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Statistics Authority","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Statistics Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Statistics Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Valuation Office Agency","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Valuation Office Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Vehicle Certification Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Vehicle Certification Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Welsh Revenue Authority","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Welsh Revenue Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Welsh Revenue Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Government Internal Audit Agency","Internal Audit","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Government Internal Audit Agency","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Government Internal Audit Agency","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Scottish Prison Service","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Scottish Prison Service","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Scottish Prison Service","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Legal","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Competition and Markets Authority","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Competition and Markets Authority","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Competition and Markets Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Competition and Markets Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Office and Procurator Fiscal Service","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Office and Procurator Fiscal Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Office and Procurator Fiscal Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Legal","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Operational Delivery","Heterosexual / straight","50","[c]","27800","26900"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Crown Prosecution Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Department for Education (excl. agencies)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Department for Education (excl. agencies)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Department for Education (excl. agencies)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","FCDO Services","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","FCDO Services","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Food Standards Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Food Standards Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Legal","Heterosexual / straight","40","[c]","60090","52790"
"Leaver Dept.","2023","Legal","Government Legal Department","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Legal","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Government Legal Department","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Courts and Tribunals Service","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Courts and Tribunals Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Courts and Tribunals Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Crown Prosecution Service Inspectorate","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Crown Prosecution Service Inspectorate","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Crown Prosecution Service Inspectorate","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Crown Prosecution Service Inspectorate","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Crown Prosecution Service Inspectorate","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Revenue and Customs (excl. agencies)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Revenue and Customs (excl. agencies)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Revenue and Customs (excl. agencies)","Legal","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Revenue and Customs (excl. agencies)","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Revenue and Customs (excl. agencies)","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Revenue and Customs (excl. agencies)","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Health and Safety Executive","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Health and Safety Executive","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Health and Safety Executive","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Health and Safety Executive","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Health and Safety Executive","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Health and Safety Executive","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Institute for Apprenticeships and Technical Education","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Institute for Apprenticeships and Technical Education","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Intellectual Property Office","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Intellectual Property Office","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Ministry of Defence (excl. agencies)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Ministry of Defence (excl. agencies)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","National Crime Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","National Crime Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of Gas and Electricity Markets","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of Gas and Electricity Markets","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of Gas and Electricity Markets","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of Rail and Road","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of Rail and Road","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of the Public Guardian","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of the Public Guardian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of the Public Guardian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of the Public Guardian","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of the Public Guardian","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of the Public Guardian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Registers of Scotland","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Registers of Scotland","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Scottish Courts and Tribunals Service","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Scottish Courts and Tribunals Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Scottish Courts and Tribunals Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Serious Fraud Office","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Serious Fraud Office","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Serious Fraud Office","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","The Insolvency Service","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","The Insolvency Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","The Insolvency Service","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","The Insolvency Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","UK Export Finance","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","UK Export Finance","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","UK Supreme Court","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
