"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Analysis","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","The Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Space Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Building Digital UK","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Education (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Building Digital UK","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Central Civil Service Fast Stream","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Work and Pensions (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Intellectual Property Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","The Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
