"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","White","Property","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Department for Digital, Culture, Media and Sport","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Department for Environment, Food and Rural Affairs","Property","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Department for Transport","Property","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Department for Work and Pensions","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Foreign, Commonwealth and Development Office","Property","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","HM Revenue and Customs","Operational Delivery","40","[c]","27340","22520"
"Leaver CS","2023","White","Property","HM Revenue and Customs","Property","100","[c]","40150","42750"
"Leaver CS","2023","White","Property","Home Office","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Ministry of Defence","Property","145","[c]","31790","33300"
"Leaver CS","2023","White","Property","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Ministry of Justice","Property","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Scottish Government","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","The National Archives","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Cabinet Office","Security","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Cabinet Office","Unknown","70","[c]","33370","33020"
"Leaver CS","2023","White","Security","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Department for Transport","Security","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Foreign, Commonwealth and Development Office","Security","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","HM Revenue and Customs","Security","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Home Office","Security","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Ministry of Defence","Security","520","[c]","32560","27500"
"Leaver CS","2023","White","Security","Ministry of Justice","Security","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Cabinet Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Business, Energy and Industrial Strategy","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department for Work and Pensions","Policy","75","[c]","40720","37380"
"Leaver CS","2023","White","Unknown","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Medicine","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Other","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Science and Engineering","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Department of Health and Social Care","Unknown","175","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Foreign, Commonwealth and Development Office","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Ministry of Defence","Other","35","[c]","43170","39890"
"Leaver CS","2023","White","Unknown","Ministry of Defence","Science and Engineering","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Office of Gas and Electricity Markets","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Office of Gas and Electricity Markets","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Office of Gas and Electricity Markets","Unknown","80","[c]","43950","36940"
"Leaver CS","2023","White","Unknown","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Scottish Government","Unknown","595","[c]","41970","36330"
"Leaver CS","2023","White","Unknown","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Operational Delivery","50","[c]","36700","29430"
"Leaver CS","2023","White","Unknown","Welsh Government","Other","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Policy","40","[c]","48300","39130"
"Leaver CS","2023","White","Unknown","Welsh Government","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
