"Status","Year","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Disclosure Scotland","Glasgow City","365","345","31330","24890"
"In post","2023","Driver and Vehicle Licensing Agency","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Birmingham","145","140","23570","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Swansea","6050","5365","27470","22500"
"In post","2023","Driver and Vehicle Licensing Agency","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Aberdeen City and Aberdeenshire","25","20","28320","27450"
"In post","2023","Driver and Vehicle Standards Agency","Angus and Dundee City","10","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Barking & Dagenham and Havering","30","30","31450","31450"
"In post","2023","Driver and Vehicle Standards Agency","Barnet","35","35","33590","31450"
"In post","2023","Driver and Vehicle Standards Agency","Barnsley, Doncaster and Rotherham","55","55","28190","27490"
"In post","2023","Driver and Vehicle Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","40","35","28630","27450"
"In post","2023","Driver and Vehicle Standards Agency","Bedford","20","20","29410","27400"
"In post","2023","Driver and Vehicle Standards Agency","Berkshire","40","40","28700","27450"
"In post","2023","Driver and Vehicle Standards Agency","Bexley and Greenwich","55","50","32860","31450"
"In post","2023","Driver and Vehicle Standards Agency","Birmingham","95","90","27870","27400"
"In post","2023","Driver and Vehicle Standards Agency","Blackburn with Darwen","30","25","28820","27490"
"In post","2023","Driver and Vehicle Standards Agency","Blackpool","10","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Bournemouth, Christchurch and Poole","35","30","28620","27490"
"In post","2023","Driver and Vehicle Standards Agency","Bradford","25","20","28540","27490"
"In post","2023","Driver and Vehicle Standards Agency","Bridgend and Neath Port Talbot","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Bristol, City of","270","255","36400","32240"
"In post","2023","Driver and Vehicle Standards Agency","Bromley","15","15","32140","31260"
"In post","2023","Driver and Vehicle Standards Agency","Buckinghamshire","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Calderdale and Kirklees","20","20","30610","27450"
"In post","2023","Driver and Vehicle Standards Agency","Cambridgeshire CC","30","30","28260","27490"
"In post","2023","Driver and Vehicle Standards Agency","Cardiff and Vale of Glamorgan","20","20","29960","27450"
"In post","2023","Driver and Vehicle Standards Agency","Central Bedfordshire","30","30","29910","27490"
"In post","2023","Driver and Vehicle Standards Agency","Central Hampshire","15","15","30160","29520"
"In post","2023","Driver and Vehicle Standards Agency","Central Valleys","30","30","29820","27580"
"In post","2023","Driver and Vehicle Standards Agency","Cheshire East","15","10","30590","27400"
"In post","2023","Driver and Vehicle Standards Agency","Cheshire West and Chester","15","15","28060","27300"
"In post","2023","Driver and Vehicle Standards Agency","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","City of Edinburgh","20","20","26140","26960"
"In post","2023","Driver and Vehicle Standards Agency","Clackmannanshire and Fife","10","10","28060","27450"
"In post","2023","Driver and Vehicle Standards Agency","Conwy and Denbighshire","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","25","20","30230","27450"
"In post","2023","Driver and Vehicle Standards Agency","Darlington","40","40","30430","28350"
"In post","2023","Driver and Vehicle Standards Agency","Derby","30","30","29330","28430"
"In post","2023","Driver and Vehicle Standards Agency","Devon CC","40","35","29160","27450"
"In post","2023","Driver and Vehicle Standards Agency","Dorset","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Dudley","25","25","28390","27490"
"In post","2023","Driver and Vehicle Standards Agency","Dumfries and Galloway","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Durham","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Ealing","10","10","32220","31450"
"In post","2023","Driver and Vehicle Standards Agency","East Ayrshire and North Ayrshire mainland","15","15","31930","27860"
"In post","2023","Driver and Vehicle Standards Agency","East Cumbria","40","35","30650","28590"
"In post","2023","Driver and Vehicle Standards Agency","East Derbyshire","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","40","40","29800","28590"
"In post","2023","Driver and Vehicle Standards Agency","East Kent","60","60","32340","32340"
"In post","2023","Driver and Vehicle Standards Agency","East Lancashire","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Lothian and Midlothian","15","15","29080","27450"
"In post","2023","Driver and Vehicle Standards Agency","East Merseyside","60","60","30420","27490"
"In post","2023","Driver and Vehicle Standards Agency","East Riding of Yorkshire","15","15","29280","27970"
"In post","2023","Driver and Vehicle Standards Agency","East Surrey","25","25","36020","39300"
"In post","2023","Driver and Vehicle Standards Agency","East Sussex CC","40","35","27880","27450"
"In post","2023","Driver and Vehicle Standards Agency","Enfield","15","15","32080","31450"
"In post","2023","Driver and Vehicle Standards Agency","Essex Haven Gateway","15","10","30720","27450"
"In post","2023","Driver and Vehicle Standards Agency","Essex Thames Gateway","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Falkirk","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Flintshire and Wrexham","45","40","30120","27490"
"In post","2023","Driver and Vehicle Standards Agency","Glasgow City","30","30","28460","27450"
"In post","2023","Driver and Vehicle Standards Agency","Gloucestershire CC","30","25","28470","27490"
"In post","2023","Driver and Vehicle Standards Agency","Greater Manchester North East","90","85","28770","27450"
"In post","2023","Driver and Vehicle Standards Agency","Greater Manchester North West","45","45","28810","27260"
"In post","2023","Driver and Vehicle Standards Agency","Greater Manchester South East","15","15","27630","27450"
"In post","2023","Driver and Vehicle Standards Agency","Greater Manchester South West","10","10","27710","27260"
"In post","2023","Driver and Vehicle Standards Agency","Gwynedd","10","10","28640","26960"
"In post","2023","Driver and Vehicle Standards Agency","Haringey and Islington","20","20","32100","31400"
"In post","2023","Driver and Vehicle Standards Agency","Harrow and Hillingdon","70","65","34050","31490"
"In post","2023","Driver and Vehicle Standards Agency","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Heart of Essex","30","25","29980","27450"
"In post","2023","Driver and Vehicle Standards Agency","Herefordshire, County of","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Hertfordshire CC","60","60","30790","31400"
"In post","2023","Driver and Vehicle Standards Agency","Hounslow and Richmond upon Thames","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Inverclyde, East Renfrewshire, and Renfrewshire","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","15","28570","27450"
"In post","2023","Driver and Vehicle Standards Agency","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Isle of Wight","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Kingston upon Hull, City of","30","30","28870","27490"
"In post","2023","Driver and Vehicle Standards Agency","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Leeds","190","180","26580","26780"
"In post","2023","Driver and Vehicle Standards Agency","Leicester","25","25","28320","27470"
"In post","2023","Driver and Vehicle Standards Agency","Leicestershire CC and Rutland","25","25","27900","27400"
"In post","2023","Driver and Vehicle Standards Agency","Lewisham and Southwark","10","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Lincolnshire CC","55","50","29390","27490"
"In post","2023","Driver and Vehicle Standards Agency","Liverpool","25","25","27880","27260"
"In post","2023","Driver and Vehicle Standards Agency","Luton","10","10","27980","27290"
"In post","2023","Driver and Vehicle Standards Agency","Manchester","25","20","27660","27260"
"In post","2023","Driver and Vehicle Standards Agency","Medway","30","25","28880","27450"
"In post","2023","Driver and Vehicle Standards Agency","Merton, Kingston upon Thames and Sutton","50","50","33160","31450"
"In post","2023","Driver and Vehicle Standards Agency","Mid Kent","40","40","32830","30200"
"In post","2023","Driver and Vehicle Standards Agency","Mid Lancashire","55","50","28800","27490"
"In post","2023","Driver and Vehicle Standards Agency","Milton Keynes","20","20","28960","26780"
"In post","2023","Driver and Vehicle Standards Agency","Monmouthshire and Newport","35","35","29850","27970"
"In post","2023","Driver and Vehicle Standards Agency","North Hampshire","20","20","28350","27400"
"In post","2023","Driver and Vehicle Standards Agency","North Lanarkshire","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","North Northamptonshire","30","30","29650","28430"
"In post","2023","Driver and Vehicle Standards Agency","North Nottinghamshire","15","15","29280","27450"
"In post","2023","Driver and Vehicle Standards Agency","North Yorkshire CC","30","25","28310","27450"
"In post","2023","Driver and Vehicle Standards Agency","North and North East Lincolnshire","20","20","30070","27450"
"In post","2023","Driver and Vehicle Standards Agency","North and West Norfolk","10","10","28450","27450"
"In post","2023","Driver and Vehicle Standards Agency","Northumberland","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Norwich and East Norfolk","45","40","29300","27490"
"In post","2023","Driver and Vehicle Standards Agency","Nottingham","265","260","36390","32670"
"In post","2023","Driver and Vehicle Standards Agency","Oxfordshire CC","25","20","28580","27450"
"In post","2023","Driver and Vehicle Standards Agency","Perth and Kinross, and Stirling","25","25","29580","28590"
"In post","2023","Driver and Vehicle Standards Agency","Peterborough","35","30","28830","27490"
"In post","2023","Driver and Vehicle Standards Agency","Plymouth","35","30","29940","27490"
"In post","2023","Driver and Vehicle Standards Agency","Portsmouth","15","15","28130","27260"
"In post","2023","Driver and Vehicle Standards Agency","Redbridge and Waltham Forest","40","35","32340","31420"
"In post","2023","Driver and Vehicle Standards Agency","Sandwell","15","15","28690","27450"
"In post","2023","Driver and Vehicle Standards Agency","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Sefton","10","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Sheffield","40","35","29720","27450"
"In post","2023","Driver and Vehicle Standards Agency","Shropshire","20","15","30430","28380"
"In post","2023","Driver and Vehicle Standards Agency","Solihull","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Somerset CC","30","25","29210","27490"
"In post","2023","Driver and Vehicle Standards Agency","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South Hampshire","15","15","30510","27350"
"In post","2023","Driver and Vehicle Standards Agency","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","South Nottinghamshire","45","45","28430","27450"
"In post","2023","Driver and Vehicle Standards Agency","South Teesside","10","10","28590","27450"
"In post","2023","Driver and Vehicle Standards Agency","South West Wales","10","10","28240","27450"
"In post","2023","Driver and Vehicle Standards Agency","South and West Derbyshire","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Southampton","30","25","28670","27490"
"In post","2023","Driver and Vehicle Standards Agency","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Staffordshire CC","110","105","30150","27490"
"In post","2023","Driver and Vehicle Standards Agency","Stoke-on-Trent","25","20","30420","28390"
"In post","2023","Driver and Vehicle Standards Agency","Suffolk CC","60","60","30100","28590"
"In post","2023","Driver and Vehicle Standards Agency","Sunderland","15","15","29150","27450"
"In post","2023","Driver and Vehicle Standards Agency","Swansea","405","390","30590","27070"
"In post","2023","Driver and Vehicle Standards Agency","Swindon","25","25","28620","27450"
"In post","2023","Driver and Vehicle Standards Agency","Telford and Wrekin","15","15","30090","28590"
"In post","2023","Driver and Vehicle Standards Agency","Thurrock","10","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Tyneside","290","275","26900","26780"
"In post","2023","Driver and Vehicle Standards Agency","Wakefield","30","30","29230","27490"
"In post","2023","Driver and Vehicle Standards Agency","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Warrington","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Warwickshire CC","30","30","28810","27400"
"In post","2023","Driver and Vehicle Standards Agency","West Cumbria","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Essex","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","West Kent","10","10","28120","27400"
"In post","2023","Driver and Vehicle Standards Agency","West Lothian","45","45","31260","30200"
"In post","2023","Driver and Vehicle Standards Agency","West Northamptonshire","20","15","27950","27400"
"In post","2023","Driver and Vehicle Standards Agency","West Surrey","45","40","32150","31490"
"In post","2023","Driver and Vehicle Standards Agency","West Sussex (North East)","25","20","28020","27450"
"In post","2023","Driver and Vehicle Standards Agency","West Sussex (South West)","25","20","29050","27450"
"In post","2023","Driver and Vehicle Standards Agency","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Wiltshire","25","20","30580","27450"
"In post","2023","Driver and Vehicle Standards Agency","Wirral","20","20","29200","27450"
"In post","2023","Driver and Vehicle Standards Agency","Wolverhampton","15","15","29030","27260"
"In post","2023","Driver and Vehicle Standards Agency","Worcestershire CC","30","30","29180","27450"
"In post","2023","Driver and Vehicle Standards Agency","York","10","10","27850","27400"
"In post","2023","Education Scotland","Aberdeen City and Aberdeenshire","15","15","63170","70730"
"In post","2023","Education Scotland","Angus and Dundee City","35","30","58430","65280"
"In post","2023","Education Scotland","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Glasgow City","205","200","60280","65280"
"In post","2023","Education Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","5","5","[c]","[c]"
"In post","2023","Education Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","10","10","[c]","[c]"
"In post","2023","Education Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","West Lothian","75","70","53680","52360"
"In post","2023","Education and Skills Funding Agency","Bristol, City of","50","50","42500","37880"
"In post","2023","Education and Skills Funding Agency","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Coventry","175","170","43790","38210"
"In post","2023","Education and Skills Funding Agency","Croydon","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Darlington","100","95","40760","37590"
"In post","2023","Education and Skills Funding Agency","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Leeds","25","25","42600","38210"
"In post","2023","Education and Skills Funding Agency","Manchester","100","95","38830","37590"
"In post","2023","Education and Skills Funding Agency","Nottingham","30","30","41050","38210"
"In post","2023","Education and Skills Funding Agency","Sheffield","135","130","40390","37590"
"In post","2023","Education and Skills Funding Agency","Tyneside","20","20","36380","37590"
"In post","2023","Education and Skills Funding Agency","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Westminster","115","110","49320","42170"
"In post","2023","Estyn","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Cardiff and Vale of Glamorgan","80","70","50520","37110"
"In post","2023","Estyn","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Gwynedd","5","5","[c]","[c]"
"In post","2023","Estyn","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","South West Wales","10","10","[c]","[c]"
"In post","2023","Estyn","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Milton Keynes","810","780","40650","35370"
"In post","2023","FCDO Services","Overseas","125","125","42020","41490"
"In post","2023","FCDO Services","Westminster","175","170","49110","45400"
"In post","2023","Food Standards Agency","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Antrim and Newtownabbey","15","15","41860","38670"
"In post","2023","Food Standards Agency","Ards and North Down","10","10","47020","39090"
"In post","2023","Food Standards Agency","Armagh City, Banbridge and Craigavon","10","10","39470","38670"
"In post","2023","Food Standards Agency","Barking & Dagenham and Havering","10","10","38130","41160"
"In post","2023","Food Standards Agency","Barnet","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","31610","28090"
"In post","2023","Food Standards Agency","Bedford","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Belfast","30","30","36420","37910"
"In post","2023","Food Standards Agency","Berkshire","10","10","44380","41780"
"In post","2023","Food Standards Agency","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Birmingham","20","20","35720","31500"
"In post","2023","Food Standards Agency","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Breckland and South Norfolk","10","10","32290","29430"
"In post","2023","Food Standards Agency","Brent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Bridgend and Neath Port Talbot","10","10","36200","31730"
"In post","2023","Food Standards Agency","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Bristol, City of","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Bromley","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Buckinghamshire","15","15","45160","41160"
"In post","2023","Food Standards Agency","Calderdale and Kirklees","15","15","34350","31260"
"In post","2023","Food Standards Agency","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Cardiff and Vale of Glamorgan","50","50","44340","38100"
"In post","2023","Food Standards Agency","Causeway Coast and Glens","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Central Bedfordshire","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Central Valleys","25","25","32370","31260"
"In post","2023","Food Standards Agency","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Cornwall and Isles of Scilly","20","20","33290","28090"
"In post","2023","Food Standards Agency","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Croydon","10","10","42860","38160"
"In post","2023","Food Standards Agency","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Derby","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Devon CC","25","25","38920","34910"
"In post","2023","Food Standards Agency","Dorset","10","10","34890","31260"
"In post","2023","Food Standards Agency","Dudley","10","10","33590","31260"
"In post","2023","Food Standards Agency","Durham","10","10","31770","28090"
"In post","2023","Food Standards Agency","Ealing","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","East Cumbria","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","East Derbyshire","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","East Lancashire","10","10","30920","28090"
"In post","2023","Food Standards Agency","East Merseyside","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","East Riding of Yorkshire","35","35","40540","37720"
"In post","2023","Food Standards Agency","East Surrey","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","East Sussex CC","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Essex Haven Gateway","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Essex Thames Gateway","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Gloucestershire CC","15","15","39260","34970"
"In post","2023","Food Standards Agency","Greater Manchester North East","10","10","31250","31110"
"In post","2023","Food Standards Agency","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Greater Manchester South East","10","10","32000","28090"
"In post","2023","Food Standards Agency","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Gwent Valleys","10","10","38690","38380"
"In post","2023","Food Standards Agency","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Harrow and Hillingdon","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Heart of Essex","10","10","31290","30540"
"In post","2023","Food Standards Agency","Herefordshire, County of","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Hertfordshire CC","15","15","46390","43100"
"In post","2023","Food Standards Agency","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Lambeth","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Leeds","25","25","41090","38100"
"In post","2023","Food Standards Agency","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Leicestershire CC and Rutland","15","10","43000","38670"
"In post","2023","Food Standards Agency","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Lincolnshire CC","35","30","33100","29430"
"In post","2023","Food Standards Agency","Lisburn and Castlereagh","10","10","36930","37910"
"In post","2023","Food Standards Agency","Liverpool","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Manchester","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Medway","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Mid Kent","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Mid Lancashire","20","20","33390","28090"
"In post","2023","Food Standards Agency","Mid Ulster","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Mid and East Antrim","10","10","38930","37910"
"In post","2023","Food Standards Agency","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","North Hampshire","5","5","[c]","[c]"
