"Status","Year","Function_of_post","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Project Delivery","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Delivery","Female","Heterosexual / straight","70","[c]","30720","26200"
"New entrant CS","2023","Project Delivery","Operational Delivery","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Delivery","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Delivery","Male","Heterosexual / straight","55","[c]","36150","30650"
"New entrant CS","2023","Project Delivery","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Delivery","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Research","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Other","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Other","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Policy","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Policy","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Policy","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Policy","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Project Delivery","Female","Heterosexual / straight","405","[c]","37250","34170"
"New entrant CS","2023","Project Delivery","Project Delivery","Female","LGBO","30","[c]","34100","32500"
"New entrant CS","2023","Project Delivery","Project Delivery","Female","Undeclared","35","[c]","35410","33990"
"New entrant CS","2023","Project Delivery","Project Delivery","Female","Unknown","220","[c]","33380","28840"
"New entrant CS","2023","Project Delivery","Project Delivery","Male","Heterosexual / straight","360","[c]","42190","39500"
"New entrant CS","2023","Project Delivery","Project Delivery","Male","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Project Delivery","Male","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Project Delivery","Male","Unknown","195","[c]","36340","32500"
"New entrant CS","2023","Project Delivery","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Science and Engineering","Female","Heterosexual / straight","30","[c]","42010","37420"
"New entrant CS","2023","Project Delivery","Science and Engineering","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Science and Engineering","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Science and Engineering","Male","Heterosexual / straight","75","[c]","39260","33500"
"New entrant CS","2023","Project Delivery","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Science and Engineering","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Science and Engineering","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Finance","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Finance","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Operational Delivery","Female","Heterosexual / straight","35","[c]","26080","22520"
"New entrant CS","2023","Property","Operational Delivery","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Operational Delivery","Female","Unknown","40","[c]","23300","22520"
"New entrant CS","2023","Property","Operational Delivery","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Property","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Operational Delivery","Male","Unknown","35","[c]","22690","22520"
"New entrant CS","2023","Property","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Other","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Other","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Other","Male","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Property","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Property","Female","Heterosexual / straight","135","[c]","34100","31810"
"New entrant CS","2023","Property","Property","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Property","Property","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Property","Property","Female","Unknown","115","[c]","28920","27080"
"New entrant CS","2023","Property","Property","Male","Heterosexual / straight","225","[c]","35420","33830"
"New entrant CS","2023","Property","Property","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","Property","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","Property","Male","Unknown","150","[c]","32440","28840"
"New entrant CS","2023","Property","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Digital, Data and Technology","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Security","Female","Heterosexual / straight","70","[c]","29310","27500"
"New entrant CS","2023","Security","Security","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Security","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Security","Female","Unknown","90","[c]","29210","26400"
"New entrant CS","2023","Security","Security","Male","Heterosexual / straight","230","[c]","29620","27500"
"New entrant CS","2023","Security","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Security","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Security","Security","Male","Unknown","370","[c]","30680","27500"
"New entrant CS","2023","Security","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Female","Heterosexual / straight","50","[c]","27770","24330"
"New entrant CS","2023","Security","Unknown","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Male","Heterosexual / straight","40","[c]","28800","24330"
"New entrant CS","2023","Security","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Male","Unknown","30","[c]","24430","24330"
"New entrant CS","2023","Security","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
