"Status","Year","Function_of_post","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","Female","Heterosexual / straight","625","575","33270","28120"
"In post","2023","Human Resources","Operational Delivery","Female","LGBO","35","30","31780","28120"
"In post","2023","Human Resources","Operational Delivery","Female","Undeclared","70","65","34460","28120"
"In post","2023","Human Resources","Operational Delivery","Female","Unknown","95","85","33380","28130"
"In post","2023","Human Resources","Operational Delivery","Male","Heterosexual / straight","355","345","33180","28120"
"In post","2023","Human Resources","Operational Delivery","Male","LGBO","40","40","32400","28120"
"In post","2023","Human Resources","Operational Delivery","Male","Undeclared","40","40","32630","28120"
"In post","2023","Human Resources","Operational Delivery","Male","Unknown","70","65","32950","32140"
"In post","2023","Human Resources","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Human Resources","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Human Resources","Other","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Human Resources","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Human Resources","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Human Resources","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Human Resources","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","Female","Heterosexual / straight","65","60","38970","35000"
"In post","2023","Human Resources","Tax","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Human Resources","Tax","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Human Resources","Tax","Male","Heterosexual / straight","65","60","37220","35000"
"In post","2023","Human Resources","Tax","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Human Resources","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","Male","Unknown","25","20","[c]","[c]"
"In post","2023","Human Resources","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Female","Heterosexual / straight","210","200","45050","38770"
"In post","2023","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Human Resources","Unknown","Female","Unknown","45","40","46550","41780"
"In post","2023","Human Resources","Unknown","Male","Heterosexual / straight","80","80","45630","38460"
"In post","2023","Human Resources","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Human Resources","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Female","Heterosexual / straight","305","285","45840","43330"
"In post","2023","Internal Audit","Internal Audit","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Female","Undeclared","40","40","47380","43960"
"In post","2023","Internal Audit","Internal Audit","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Male","Heterosexual / straight","255","250","50800","49920"
"In post","2023","Internal Audit","Internal Audit","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Male","Undeclared","35","35","52520","49960"
"In post","2023","Internal Audit","Internal Audit","Male","Unknown","35","30","45240","42090"
"In post","2023","Internal Audit","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Female","Heterosexual / straight","40","35","25490","24480"
"In post","2023","Legal","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Female","Unknown","10","5","[c]","[c]"
"In post","2023","Legal","Finance","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Legal","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Female","Heterosexual / straight","60","50","42450","34170"
"In post","2023","Legal","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Female","Unknown","10","5","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Male","Heterosexual / straight","60","50","47010","54210"
"In post","2023","Legal","Knowledge and Information Management","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Male","Unknown","10","5","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Female","Heterosexual / straight","3770","3475","56620","54800"
"In post","2023","Legal","Legal","Female","LGBO","160","155","53790","53500"
"In post","2023","Legal","Legal","Female","Undeclared","275","255","58460","56450"
"In post","2023","Legal","Legal","Female","Unknown","1070","945","57750","57650"
"In post","2023","Legal","Legal","Male","Heterosexual / straight","1930","1885","58410","56450"
"In post","2023","Legal","Legal","Male","LGBO","200","195","61500","58850"
"In post","2023","Legal","Legal","Male","Undeclared","195","190","60440","62660"
"In post","2023","Legal","Legal","Male","Unknown","600","575","59930","60800"
"In post","2023","Legal","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Female","Heterosexual / straight","2140","1980","28700","26900"
"In post","2023","Legal","Operational Delivery","Female","LGBO","130","125","27450","26900"
"In post","2023","Legal","Operational Delivery","Female","Undeclared","105","95","27290","26900"
"In post","2023","Legal","Operational Delivery","Female","Unknown","525","450","28450","28130"
"In post","2023","Legal","Operational Delivery","Male","Heterosexual / straight","780","765","29410","27400"
"In post","2023","Legal","Operational Delivery","Male","LGBO","100","100","30230","27440"
"In post","2023","Legal","Operational Delivery","Male","Undeclared","60","55","29030","28180"
"In post","2023","Legal","Operational Delivery","Male","Unknown","225","220","28130","27650"
"In post","2023","Legal","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Female","Heterosexual / straight","40","40","54340","52720"
"In post","2023","Legal","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Other","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Other","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Legal","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Female","Heterosexual / straight","55","55","52330","53940"
"In post","2023","Legal","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Policy","Male","Heterosexual / straight","40","40","56340","53860"
"In post","2023","Legal","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Legal","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Legal","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Legal","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Legal","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Legal","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Tax","Female","Heterosexual / straight","115","100","42530","41780"
"In post","2023","Legal","Tax","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Legal","Tax","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Legal","Tax","Female","Unknown","30","30","40270","35000"
"In post","2023","Legal","Tax","Male","Heterosexual / straight","110","110","46760","42510"
"In post","2023","Legal","Tax","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","Tax","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Legal","Tax","Male","Unknown","40","40","45500","42140"
"In post","2023","Legal","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Female","Heterosexual / straight","80","75","49320","43660"
"In post","2023","Legal","Unknown","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","Unknown","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Legal","Unknown","Female","Unknown","40","40","43830","35000"
"In post","2023","Legal","Unknown","Male","Heterosexual / straight","50","50","51820","50320"
"In post","2023","Legal","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Legal","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Male","Unknown","15","15","[c]","[c]"
