"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Department for Work and Pensions","G6/G7","G7","240","235","56390","55250"
"In post","2023","Unknown","Department for Work and Pensions","SCS level","SCS level","35","30","99630","88190"
"In post","2023","Unknown","Department for Work and Pensions","SEO/HEO","HEO","425","410","35340","34170"
"In post","2023","Unknown","Department for Work and Pensions","SEO/HEO","SEO","350","335","44090","41830"
"In post","2023","Unknown","Department of Health and Social Care","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care","AA/AO","AO","105","95","22520","22480"
"In post","2023","Unknown","Department of Health and Social Care","EO","EO","240","235","27290","27690"
"In post","2023","Unknown","Department of Health and Social Care","G6/G7","G6","250","235","69520","67890"
"In post","2023","Unknown","Department of Health and Social Care","G6/G7","G7","480","470","54160","54690"
"In post","2023","Unknown","Department of Health and Social Care","SCS level","SCS level","90","80","93730","89930"
"In post","2023","Unknown","Department of Health and Social Care","SEO/HEO","HEO","350","340","33120","33790"
"In post","2023","Unknown","Department of Health and Social Care","SEO/HEO","SEO","380","365","40740","40880"
"In post","2023","Unknown","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","EO","EO","45","45","27250","26910"
"In post","2023","Unknown","Food Standards Agency","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","SEO/HEO","HEO","60","60","32250","31260"
"In post","2023","Unknown","Food Standards Agency","SEO/HEO","SEO","50","50","39610","38100"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","AA/AO","AO","85","85","26010","25700"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","EO","EO","115","115","30030","29900"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","G6/G7","G6","200","195","67290","66780"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","G6/G7","G7","535","525","55500","55120"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","SCS level","SCS level","60","55","85750","78460"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","390","385","37060","36620"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","215","210","43740","43000"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","AA/AO","AO","545","515","23490","23390"
"In post","2023","Unknown","HM Land Registry","EO","EO","415","400","28560","28080"
"In post","2023","Unknown","HM Land Registry","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","G6/G7","G7","45","40","58310","56730"
"In post","2023","Unknown","HM Land Registry","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","SEO/HEO","HEO","125","120","36650","34850"
"In post","2023","Unknown","HM Land Registry","SEO/HEO","SEO","85","80","43220","43150"
"In post","2023","Unknown","HM Revenue and Customs","AA/AO","AA","140","100","22650","22520"
"In post","2023","Unknown","HM Revenue and Customs","AA/AO","AO","5865","5300","22710","22520"
"In post","2023","Unknown","HM Revenue and Customs","EO","EO","3730","3555","28640","28130"
"In post","2023","Unknown","HM Revenue and Customs","G6/G7","G6","240","230","73340","71360"
"In post","2023","Unknown","HM Revenue and Customs","G6/G7","G7","820","795","59440","57970"
"In post","2023","Unknown","HM Revenue and Customs","SCS level","SCS level","55","55","94070","86310"
"In post","2023","Unknown","HM Revenue and Customs","SEO/HEO","HEO","3070","2970","35670","35000"
"In post","2023","Unknown","HM Revenue and Customs","SEO/HEO","SEO","1225","1185","43490","42510"
"In post","2023","Unknown","Home Office","AA/AO","AA","100","100","21610","23500"
"In post","2023","Unknown","Home Office","AA/AO","AO","3345","3180","23070","22400"
"In post","2023","Unknown","Home Office","EO","EO","4645","4475","27270","25880"
"In post","2023","Unknown","Home Office","G6/G7","G6","140","135","70990","70840"
"In post","2023","Unknown","Home Office","G6/G7","G7","495","490","58820","59290"
"In post","2023","Unknown","Home Office","SCS level","SCS level","35","35","102670","95000"
"In post","2023","Unknown","Home Office","SEO/HEO","HEO","945","935","34480","36000"
"In post","2023","Unknown","Home Office","SEO/HEO","SEO","590","585","42320","43000"
"In post","2023","Unknown","Home Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence","AA/AO","AA","680","660","22290","21380"
"In post","2023","Unknown","Ministry of Defence","AA/AO","AO","1550","1510","26520","22860"
"In post","2023","Unknown","Ministry of Defence","EO","EO","870","845","29180","27470"
"In post","2023","Unknown","Ministry of Defence","G6/G7","G6","180","165","75320","73800"
"In post","2023","Unknown","Ministry of Defence","G6/G7","G7","425","415","57080","55500"
"In post","2023","Unknown","Ministry of Defence","SCS level","SCS level","55","55","99990","97380"
"In post","2023","Unknown","Ministry of Defence","SEO/HEO","HEO","1205","1175","37290","34300"
"In post","2023","Unknown","Ministry of Defence","SEO/HEO","SEO","820","800","43410","42540"
"In post","2023","Unknown","Ministry of Defence","Unknown","Unknown","1885","1880","41600","39560"
"In post","2023","Unknown","Ministry of Justice","AA/AO","AA","1285","1215","23100","23230"
"In post","2023","Unknown","Ministry of Justice","AA/AO","AO","4835","4665","28400","28880"
"In post","2023","Unknown","Ministry of Justice","EO","EO","1050","1025","30660","29660"
"In post","2023","Unknown","Ministry of Justice","G6/G7","G6","75","75","70330","68240"
"In post","2023","Unknown","Ministry of Justice","G6/G7","G7","355","350","57590","55720"
"In post","2023","Unknown","Ministry of Justice","SCS level","SCS level","30","30","[c]","[c]"
"In post","2023","Unknown","Ministry of Justice","SEO/HEO","HEO","875","835","34270","35260"
"In post","2023","Unknown","Ministry of Justice","SEO/HEO","SEO","640","625","43140","43650"
"In post","2023","Unknown","Ministry of Justice","Unknown","Unknown","3315","2995","28100","26840"
"In post","2023","Unknown","National Crime Agency","AA/AO","AO","20","15","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","EO","EO","200","185","37120","38270"
"In post","2023","Unknown","National Crime Agency","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","G6/G7","G7","35","35","63060","63040"
"In post","2023","Unknown","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","SEO/HEO","HEO","180","175","44050","44910"
"In post","2023","Unknown","National Crime Agency","SEO/HEO","SEO","60","60","49350","49180"
"In post","2023","Unknown","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","EO","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","15","10","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","30","30","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","EO","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","G6/G7","G7","15","10","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","EO","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","AA/AO","AA","1495","1370","22950","22180"
"In post","2023","Unknown","Scottish Government","AA/AO","AO","1845","1755","26430","25710"
"In post","2023","Unknown","Scottish Government","EO","EO","2680","2555","32710","31940"
"In post","2023","Unknown","Scottish Government","G6/G7","G6","220","215","76330","79110"
"In post","2023","Unknown","Scottish Government","G6/G7","G7","510","495","58900","58810"
"In post","2023","Unknown","Scottish Government","SCS level","SCS level","55","55","94050","85200"
"In post","2023","Unknown","Scottish Government","SEO/HEO","HEO","1165","1120","36880","35940"
"In post","2023","Unknown","Scottish Government","SEO/HEO","SEO","810","765","46300","46640"
"In post","2023","Unknown","The National Archives","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Unknown","The National Archives","EO","EO","10","10","[c]","[c]"
"In post","2023","Unknown","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Unknown","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Unknown","The National Archives","SEO/HEO","SEO","30","30","40280","36830"
"In post","2023","Unknown","UK Statistics Authority","AA/AO","AA","80","50","21400","21200"
"In post","2023","Unknown","UK Statistics Authority","AA/AO","AO","200","155","21760","21200"
"In post","2023","Unknown","UK Statistics Authority","EO","EO","115","110","25250","24840"
"In post","2023","Unknown","UK Statistics Authority","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","G6/G7","G7","110","105","53850","51460"
"In post","2023","Unknown","UK Statistics Authority","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","SEO/HEO","HEO","180","175","31620","31060"
"In post","2023","Unknown","UK Statistics Authority","SEO/HEO","SEO","175","170","39180","38510"
"In post","2023","Unknown","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","AA/AO","AO","50","45","24550","25620"
"In post","2023","Unknown","Welsh Government","EO","EO","40","40","29180","30610"
"In post","2023","Unknown","Welsh Government","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Welsh Government","G6/G7","G7","40","40","61180","63900"
"In post","2023","Unknown","Welsh Government","SCS level","SCS level","10","5","[c]","[c]"
"In post","2023","Unknown","Welsh Government","SEO/HEO","HEO","45","45","36470","36590"
"In post","2023","Unknown","Welsh Government","SEO/HEO","SEO","30","25","[c]","[c]"
"In post","2023","White","Attorney General's Departments","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","White","Attorney General's Departments","AA/AO","AO","1055","980","23080","22870"
"In post","2023","White","Attorney General's Departments","EO","EO","1310","1225","28500","28200"
"In post","2023","White","Attorney General's Departments","G6/G7","G6","815","755","70190","68340"
"In post","2023","White","Attorney General's Departments","G6/G7","G7","2650","2450","56160","55170"
"In post","2023","White","Attorney General's Departments","SCS level","SCS level","245","235","89100","85000"
"In post","2023","White","Attorney General's Departments","SEO/HEO","HEO","610","585","34490","33300"
"In post","2023","White","Attorney General's Departments","SEO/HEO","SEO","480","470","40440","40000"
"In post","2023","White","Cabinet Office","AA/AO","AO","295","270","22340","21720"
"In post","2023","White","Cabinet Office","EO","EO","510","490","26710","26520"
"In post","2023","White","Cabinet Office","G6/G7","G6","840","830","70650","66530"
"In post","2023","White","Cabinet Office","G6/G7","G7","1930","1885","58130","56430"
"In post","2023","White","Cabinet Office","SCS level","SCS level","530","520","103680","96150"
"In post","2023","White","Cabinet Office","SEO/HEO","HEO","2065","2035","32140","32640"
"In post","2023","White","Cabinet Office","SEO/HEO","SEO","895","875","40500","40620"
"In post","2023","White","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Chancellor's other departments","EO","EO","30","30","[c]","[c]"
"In post","2023","White","Chancellor's other departments","G6/G7","G6","100","90","91370","83470"
"In post","2023","White","Chancellor's other departments","G6/G7","G7","50","50","54480","54500"
"In post","2023","White","Chancellor's other departments","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","White","Chancellor's other departments","SEO/HEO","HEO","40","40","37970","37920"
"In post","2023","White","Chancellor's other departments","SEO/HEO","SEO","50","50","46580","45690"
"In post","2023","White","Charity Commission","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","White","Charity Commission","EO","EO","70","70","25810","25300"
"In post","2023","White","Charity Commission","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","White","Charity Commission","G6/G7","G7","35","35","53290","52240"
"In post","2023","White","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Charity Commission","SEO/HEO","HEO","125","120","30480","30170"
"In post","2023","White","Charity Commission","SEO/HEO","SEO","85","80","39420","38800"
"In post","2023","White","Competition and Markets Authority","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","White","Competition and Markets Authority","EO","EO","30","30","29010","28760"
"In post","2023","White","Competition and Markets Authority","G6/G7","G6","165","155","76960","76720"
"In post","2023","White","Competition and Markets Authority","G6/G7","G7","180","175","58410","57540"
"In post","2023","White","Competition and Markets Authority","SCS level","SCS level","105","100","108790","102320"
"In post","2023","White","Competition and Markets Authority","SEO/HEO","HEO","95","90","35420","34110"
"In post","2023","White","Competition and Markets Authority","SEO/HEO","SEO","45","45","44860","44000"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","AA/AO","AA","75","70","19380","19080"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","AA/AO","AO","780","705","22650","22280"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","EO","EO","1205","1135","26910","25710"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","G6/G7","G6","855","825","67210","66490"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","G6/G7","G7","2365","2285","55180","55120"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","330","315","85650","77940"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","1950","1860","34170","33430"
"In post","2023","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","2295","2210","42220","41360"
"In post","2023","White","Department for Digital, Culture, Media and Sport","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport","EO","EO","85","85","28000","27780"
"In post","2023","White","Department for Digital, Culture, Media and Sport","G6/G7","G6","170","170","65480","64440"
"In post","2023","White","Department for Digital, Culture, Media and Sport","G6/G7","G7","535","525","54640","53030"
"In post","2023","White","Department for Digital, Culture, Media and Sport","SCS level","SCS level","100","95","88250","79270"
"In post","2023","White","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","470","465","36750","35620"
"In post","2023","White","Department for Education","AA/AO","AO","60","55","22490","22020"
"In post","2023","White","Department for Education","EO","EO","470","450","27140","26940"
"In post","2023","White","Department for Education","G6/G7","G6","775","740","66090","65780"
"In post","2023","White","Department for Education","G6/G7","G7","1705","1635","53460","52150"
"In post","2023","White","Department for Education","SCS level","SCS level","245","235","85230","76800"
"In post","2023","White","Department for Education","SEO/HEO","HEO","1090","1050","31980","30930"
"In post","2023","White","Department for Education","SEO/HEO","SEO","1735","1670","39760","38070"
"In post","2023","White","Department for Education","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs","AA/AO","AO","1775","1630","22530","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs","EO","EO","1660","1570","26680","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs","G6/G7","G6","605","585","62570","61900"
"In post","2023","White","Department for Environment, Food and Rural Affairs","G6/G7","G7","1710","1655","51850","50330"
"In post","2023","White","Department for Environment, Food and Rural Affairs","SCS level","SCS level","190","185","83450","78260"
"In post","2023","White","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","1820","1750","31600","30370"
"In post","2023","White","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","2000","1920","38920","37710"
"In post","2023","White","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for International Trade","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","White","Department for International Trade","EO","EO","125","125","28700","29280"
"In post","2023","White","Department for International Trade","G6/G7","G6","225","225","67490","65980"
"In post","2023","White","Department for International Trade","G6/G7","G7","575","570","56220","55370"
"In post","2023","White","Department for International Trade","SCS level","SCS level","115","110","88900","78980"
"In post","2023","White","Department for International Trade","SEO/HEO","HEO","365","360","34650","35010"
"In post","2023","White","Department for International Trade","SEO/HEO","SEO","535","525","41990","41550"
"In post","2023","White","Department for Levelling Up, Housing and Communities","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","White","Department for Levelling Up, Housing and Communities","AA/AO","AO","135","125","23420","23250"
"In post","2023","White","Department for Levelling Up, Housing and Communities","EO","EO","205","195","28530","28060"
"In post","2023","White","Department for Levelling Up, Housing and Communities","G6/G7","G6","560","520","66570","64970"
"In post","2023","White","Department for Levelling Up, Housing and Communities","G6/G7","G7","910","875","53170","54630"
"In post","2023","White","Department for Levelling Up, Housing and Communities","SCS level","SCS level","145","135","86240","78840"
"In post","2023","White","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","500","485","33620","33790"
"In post","2023","White","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","505","495","40760","40800"
"In post","2023","White","Department for Transport","AA/AO","AA","920","720","19270","19000"
"In post","2023","White","Department for Transport","AA/AO","AO","3215","2830","23310","22500"
"In post","2023","White","Department for Transport","EO","EO","2770","2570","28340","27450"
"In post","2023","White","Department for Transport","G6/G7","G6","465","450","70860","68150"
"In post","2023","White","Department for Transport","G6/G7","G7","1065","1040","57210","55740"
"In post","2023","White","Department for Transport","SCS level","SCS level","215","205","90850","81930"
"In post","2023","White","Department for Transport","SEO/HEO","HEO","1660","1605","33850","32920"
"In post","2023","White","Department for Transport","SEO/HEO","SEO","1255","1220","42990","42180"
"In post","2023","White","Department for Work and Pensions","AA/AO","AA","190","155","21300","21250"
"In post","2023","White","Department for Work and Pensions","AA/AO","AO","19290","16525","21890","21690"
"In post","2023","White","Department for Work and Pensions","EO","EO","31190","27645","28460","28120"
"In post","2023","White","Department for Work and Pensions","G6/G7","G6","940","905","70320","67780"
"In post","2023","White","Department for Work and Pensions","G6/G7","G7","2590","2480","54120","52610"
"In post","2023","White","Department for Work and Pensions","SCS level","SCS level","265","255","89910","81690"
"In post","2023","White","Department for Work and Pensions","SEO/HEO","HEO","7090","6635","34790","34170"
"In post","2023","White","Department for Work and Pensions","SEO/HEO","SEO","3690","3500","41600","38470"
"In post","2023","White","Department of Health and Social Care","AA/AO","AA","25","25","[c]","[c]"
"In post","2023","White","Department of Health and Social Care","AA/AO","AO","290","260","22590","22380"
"In post","2023","White","Department of Health and Social Care","EO","EO","565","540","27220","27840"
"In post","2023","White","Department of Health and Social Care","G6/G7","G6","775","735","69740","67890"
"In post","2023","White","Department of Health and Social Care","G6/G7","G7","1540","1480","54100","54450"
"In post","2023","White","Department of Health and Social Care","SCS level","SCS level","495","460","97900","94080"
"In post","2023","White","Department of Health and Social Care","SEO/HEO","HEO","950","910","33150","33500"
"In post","2023","White","Department of Health and Social Care","SEO/HEO","SEO","1320","1265","41230","41480"
"In post","2023","White","Estyn","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","White","Estyn","EO","EO","25","20","[c]","[c]"
"In post","2023","White","Estyn","G6/G7","G6","65","65","78140","78500"
"In post","2023","White","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Estyn","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","White","Food Standards Agency","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","White","Food Standards Agency","EO","EO","345","325","28390","28090"
"In post","2023","White","Food Standards Agency","G6/G7","G6","55","50","63990","62430"
"In post","2023","White","Food Standards Agency","G6/G7","G7","180","175","54440","53110"
"In post","2023","White","Food Standards Agency","SCS level","SCS level","25","25","[c]","[c]"
"In post","2023","White","Food Standards Agency","SEO/HEO","HEO","255","250","32160","31730"
"In post","2023","White","Food Standards Agency","SEO/HEO","SEO","315","310","39780","38670"
"In post","2023","White","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Foreign, Commonwealth and Development Office","AA/AO","AO","300","290","26930","26100"
"In post","2023","White","Foreign, Commonwealth and Development Office","EO","EO","560","540","30330","29530"
"In post","2023","White","Foreign, Commonwealth and Development Office","G6/G7","G6","795","780","69310","68840"
"In post","2023","White","Foreign, Commonwealth and Development Office","G6/G7","G7","1475","1420","57560","57290"
"In post","2023","White","Foreign, Commonwealth and Development Office","SCS level","SCS level","455","450","87880","79450"
"In post","2023","White","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","1360","1340","36780","35930"
"In post","2023","White","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","715","705","44700","44450"
"In post","2023","White","Foreign, Commonwealth and Development Office","Unknown","Unknown","45","45","24970","23800"
"In post","2023","White","HM Land Registry","AA/AO","AA","20","20","[c]","[c]"
"In post","2023","White","HM Land Registry","AA/AO","AO","900","830","23470","23390"
"In post","2023","White","HM Land Registry","EO","EO","1830","1605","28340","28080"
"In post","2023","White","HM Land Registry","G6/G7","G6","50","50","72560","70990"
"In post","2023","White","HM Land Registry","G6/G7","G7","195","180","59870","58140"
"In post","2023","White","HM Land Registry","SCS level","SCS level","20","20","[c]","[c]"
"In post","2023","White","HM Land Registry","SEO/HEO","HEO","1175","1025","35490","34850"
"In post","2023","White","HM Land Registry","SEO/HEO","SEO","680","630","42730","41680"
"In post","2023","White","HM Revenue and Customs","AA/AO","AA","425","320","22530","22520"
"In post","2023","White","HM Revenue and Customs","AA/AO","AO","10610","9240","22640","22520"
"In post","2023","White","HM Revenue and Customs","EO","EO","9670","8925","28610","28130"
"In post","2023","White","HM Revenue and Customs","G6/G7","G6","1790","1710","72980","71300"
"In post","2023","White","HM Revenue and Customs","G6/G7","G7","4995","4795","58690","57970"
"In post","2023","White","HM Revenue and Customs","SCS level","SCS level","405","395","87450","81430"
"In post","2023","White","HM Revenue and Customs","SEO/HEO","HEO","10405","9890","35430","35000"
"In post","2023","White","HM Revenue and Customs","SEO/HEO","SEO","6525","6245","43140","42510"
"In post","2023","White","HM Treasury","AA/AO","AO","35","35","22910","22120"
"In post","2023","White","HM Treasury","EO","EO","170","165","27000","27320"
"In post","2023","White","HM Treasury","G6/G7","G6","300","290","65600","64950"
"In post","2023","White","HM Treasury","G6/G7","G7","595","580","54700","54090"
"In post","2023","White","HM Treasury","SCS level","SCS level","145","135","86730","79270"
"In post","2023","White","HM Treasury","SEO/HEO","HEO","480","470","33740","33630"
"In post","2023","White","HM Treasury","SEO/HEO","SEO","195","185","42280","42700"
"In post","2023","White","Home Office","AA/AO","AA","420","355","20290","19500"
"In post","2023","White","Home Office","AA/AO","AO","3835","3385","22760","22400"
"In post","2023","White","Home Office","EO","EO","9095","8390","27210","26180"
"In post","2023","White","Home Office","G6/G7","G6","790","770","71330","70840"
"In post","2023","White","Home Office","G6/G7","G7","2125","2075","58330","59290"
"In post","2023","White","Home Office","SCS level","SCS level","275","275","89840","83260"
"In post","2023","White","Home Office","SEO/HEO","HEO","4090","3925","33570","32160"
"In post","2023","White","Home Office","SEO/HEO","SEO","2835","2755","41580","40200"
"In post","2023","White","Home Office","Unknown","Unknown","115","110","[c]","[c]"
"In post","2023","White","Ministry of Defence","AA/AO","AA","3680","3545","21240","21380"
"In post","2023","White","Ministry of Defence","AA/AO","AO","8615","8205","25360","22220"
"In post","2023","White","Ministry of Defence","EO","EO","6805","6590","29070","27470"
"In post","2023","White","Ministry of Defence","G6/G7","G6","1475","1405","71980","70550"
"In post","2023","White","Ministry of Defence","G6/G7","G7","4830","4670","54880","55110"
"In post","2023","White","Ministry of Defence","SCS level","SCS level","430","410","94550","88450"
"In post","2023","White","Ministry of Defence","SEO/HEO","HEO","9120","8825","34700","34300"
"In post","2023","White","Ministry of Defence","SEO/HEO","SEO","7990","7735","42870","41800"
"In post","2023","White","Ministry of Defence","Unknown","Unknown","1770","1725","43910","42120"
"In post","2023","White","Ministry of Justice","AA/AO","AA","5700","5125","22730","23230"
"In post","2023","White","Ministry of Justice","AA/AO","AO","22135","20425","28370","28880"
"In post","2023","White","Ministry of Justice","EO","EO","8680","8230","31140","29660"
"In post","2023","White","Ministry of Justice","G6/G7","G6","845","825","74500","70250"
"In post","2023","White","Ministry of Justice","G6/G7","G7","1975","1915","59100","57560"
"In post","2023","White","Ministry of Justice","SCS level","SCS level","270","265","91370","85260"
"In post","2023","White","Ministry of Justice","SEO/HEO","HEO","5880","5660","35700","35410"
"In post","2023","White","Ministry of Justice","SEO/HEO","SEO","4660","4465","46190","44330"
"In post","2023","White","Ministry of Justice","Unknown","Unknown","14725","13730","30870","29050"
"In post","2023","White","National Crime Agency","AA/AO","AO","145","135","25890","26140"
