"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","EO","EO","10","10","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","AA/AO","AO","30","30","23890","22770"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","EO","EO","70","70","28840","28720"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","G6/G7","G7","100","95","56200","55280"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","145","145","34990","34670"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","105","105","42020","41360"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","EO","EO","25","25","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","50","50","36180","35620"
"In post","2023","Black","Department for Education","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Black","Department for Education","EO","EO","50","50","29650","30560"
"In post","2023","Black","Department for Education","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Black","Department for Education","G6/G7","G7","65","65","54560","55020"
"In post","2023","Black","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","SEO/HEO","HEO","70","70","32870","31990"
"In post","2023","Black","Department for Education","SEO/HEO","SEO","90","90","41290","41440"
"In post","2023","Black","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","AA/AO","AO","45","45","23670","22150"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","EO","EO","65","65","28980","29080"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","G6/G7","G7","50","50","52860","54330"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","65","65","33050","33830"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","55","55","39340","40260"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","EO","EO","35","35","29800","29400"
"In post","2023","Black","Department for International Trade","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Black","Department for International Trade","G6/G7","G7","35","35","56190","55370"
"In post","2023","Black","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","SEO/HEO","HEO","40","40","35260","35010"
"In post","2023","Black","Department for International Trade","SEO/HEO","SEO","45","40","42000","41730"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","EO","EO","30","30","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","G6/G7","G7","40","40","54870","54630"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","55","55","34180","34310"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","40","40","40940","40800"
"In post","2023","Black","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","AA/AO","AO","45","45","26090","22500"
"In post","2023","Black","Department for Transport","EO","EO","65","65","30440","31150"
"In post","2023","Black","Department for Transport","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Black","Department for Transport","G6/G7","G7","40","40","55880","55740"
"In post","2023","Black","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","SEO/HEO","HEO","55","50","35820","35760"
"In post","2023","Black","Department for Transport","SEO/HEO","SEO","55","55","43590","43750"
"In post","2023","Black","Department for Work and Pensions","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","AA/AO","AO","785","710","23510","23410"
"In post","2023","Black","Department for Work and Pensions","EO","EO","2380","2230","30840","32520"
"In post","2023","Black","Department for Work and Pensions","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","G6/G7","G7","60","60","56370","55150"
"In post","2023","Black","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","SEO/HEO","HEO","330","325","37520","39150"
"In post","2023","Black","Department for Work and Pensions","SEO/HEO","SEO","130","130","43980","43760"
"In post","2023","Black","Department of Health and Social Care","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","AA/AO","AO","35","30","23390","23980"
"In post","2023","Black","Department of Health and Social Care","EO","EO","105","105","28530","28690"
"In post","2023","Black","Department of Health and Social Care","G6/G7","G6","20","20","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","G6/G7","G7","85","85","55110","54690"
"In post","2023","Black","Department of Health and Social Care","SCS level","SCS level","25","25","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","SEO/HEO","HEO","115","110","34070","34100"
"In post","2023","Black","Department of Health and Social Care","SEO/HEO","SEO","120","120","41510","41480"
"In post","2023","Black","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","EO","EO","15","15","[c]","[c]"
"In post","2023","Black","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Black","Food Standards Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","AA/AO","AO","40","40","28260","28950"
"In post","2023","Black","Foreign, Commonwealth and Development Office","EO","EO","55","55","31800","31790"
"In post","2023","Black","Foreign, Commonwealth and Development Office","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","G6/G7","G7","50","45","56510","56960"
"In post","2023","Black","Foreign, Commonwealth and Development Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","70","70","37540","36650"
"In post","2023","Black","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Black","HM Land Registry","EO","EO","25","20","[c]","[c]"
"In post","2023","Black","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Black","HM Land Registry","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","AA/AO","AA","10","5","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","AA/AO","AO","505","470","23770","22520"
"In post","2023","Black","HM Revenue and Customs","EO","EO","540","520","30520","31540"
"In post","2023","Black","HM Revenue and Customs","G6/G7","G6","30","30","75750","77850"
"In post","2023","Black","HM Revenue and Customs","G6/G7","G7","160","160","61260","62770"
"In post","2023","Black","HM Revenue and Customs","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","SEO/HEO","HEO","605","595","37330","39110"
"In post","2023","Black","HM Revenue and Customs","SEO/HEO","SEO","270","270","44630","45560"
"In post","2023","Black","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","EO","EO","15","15","[c]","[c]"
"In post","2023","Black","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Black","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Black","HM Treasury","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Black","Home Office","AA/AO","AA","50","40","23090","23500"
"In post","2023","Black","Home Office","AA/AO","AO","330","290","25310","26400"
"In post","2023","Black","Home Office","EO","EO","705","660","29400","29890"
"In post","2023","Black","Home Office","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","Black","Home Office","G6/G7","G7","115","110","60370","59290"
"In post","2023","Black","Home Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Home Office","SEO/HEO","HEO","355","350","35770","36180"
"In post","2023","Black","Home Office","SEO/HEO","SEO","240","240","43700","43210"
"In post","2023","Black","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","AA/AO","AA","60","60","23080","22880"
"In post","2023","Black","Ministry of Defence","AA/AO","AO","140","135","24540","23540"
"In post","2023","Black","Ministry of Defence","EO","EO","90","90","29190","28370"
"In post","2023","Black","Ministry of Defence","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Black","Ministry of Defence","G6/G7","G7","45","45","56240","56180"
"In post","2023","Black","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","SEO/HEO","HEO","200","200","34660","33990"
"In post","2023","Black","Ministry of Defence","SEO/HEO","SEO","180","180","43920","42620"
"In post","2023","Black","Ministry of Defence","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Ministry of Justice","AA/AO","AA","375","360","24450","23670"
"In post","2023","Black","Ministry of Justice","AA/AO","AO","1520","1440","29110","28880"
"In post","2023","Black","Ministry of Justice","EO","EO","475","465","31380","29660"
"In post","2023","Black","Ministry of Justice","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Black","Ministry of Justice","G6/G7","G7","95","95","59520","56450"
"In post","2023","Black","Ministry of Justice","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Justice","SEO/HEO","HEO","360","350","36740","35410"
"In post","2023","Black","Ministry of Justice","SEO/HEO","SEO","260","255","46360","43970"
