"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","AA/AO","275","[c]","21380","21840"
"Leaver CS","2023","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Driver and Vehicle Standards Agency","AA/AO","80","[c]","25260","22500"
"Leaver CS","2023","Declared non-disabled","No function","Driver and Vehicle Standards Agency","EO","160","[c]","28440","27450"
"Leaver CS","2023","Declared non-disabled","No function","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Driver and Vehicle Standards Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Education and Skills Funding Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Education and Skills Funding Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Food Standards Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Food Standards Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","AA/AO","755","[c]","21850","21780"
"Leaver CS","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","EO","140","[c]","27190","25830"
"Leaver CS","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","G6/G7","30","[c]","60120","60590"
"Leaver CS","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","SEO/HEO","110","[c]","38760","38370"
"Leaver CS","2023","Declared non-disabled","No function","HM Land Registry","AA/AO","40","[c]","23460","23390"
"Leaver CS","2023","Declared non-disabled","No function","HM Land Registry","EO","65","[c]","28130","28080"
"Leaver CS","2023","Declared non-disabled","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Land Registry","SEO/HEO","70","[c]","36600","34850"
"Leaver CS","2023","Declared non-disabled","No function","HM Prison and Probation Service","AA/AO","2515","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Prison and Probation Service","EO","330","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Prison and Probation Service","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Prison and Probation Service","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Prison and Probation Service","SEO/HEO","250","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Prison and Probation Service","Unknown","1045","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","AA/AO","700","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","EO","285","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","G6/G7","95","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","SEO/HEO","260","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Treasury (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Treasury (excl. agencies)","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Treasury (excl. agencies)","G6/G7","45","[c]","57560","54440"
"Leaver CS","2023","Declared non-disabled","No function","HM Treasury (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","HM Treasury (excl. agencies)","SEO/HEO","45","[c]","34760","33820"
"Leaver CS","2023","Declared non-disabled","No function","Health and Safety Executive","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Health and Safety Executive","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Health and Safety Executive","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Health and Safety Executive","SEO/HEO","75","[c]","46300","44440"
"Leaver CS","2023","Declared non-disabled","No function","Home Office","AA/AO","300","[c]","22850","22400"
"Leaver CS","2023","Declared non-disabled","No function","Home Office","EO","420","[c]","27700","26780"
"Leaver CS","2023","Declared non-disabled","No function","Home Office","G6/G7","100","[c]","63050","60900"
"Leaver CS","2023","Declared non-disabled","No function","Home Office","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Home Office","SEO/HEO","255","[c]","37830","36380"
"Leaver CS","2023","Declared non-disabled","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Intellectual Property Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Intellectual Property Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Legal Aid Agency","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Legal Aid Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Legal Aid Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Maritime and Coastguard Agency","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Maritime and Coastguard Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Maritime and Coastguard Agency","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Maritime and Coastguard Agency","SEO/HEO","35","[c]","37560","35800"
"Leaver CS","2023","Declared non-disabled","No function","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","AA/AO","265","[c]","21910","22220"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","EO","120","[c]","29890","29180"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","G6/G7","40","[c]","71290","65840"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","SEO/HEO","185","[c]","40810","40590"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","SEO/HEO","40","[c]","39600","40210"
"Leaver CS","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Crime Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Crime Agency","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Crime Agency","SEO/HEO","35","[c]","45640","45540"
"Leaver CS","2023","Declared non-disabled","No function","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Infrastructure Commission","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","G6/G7","75","[c]","78000","77470"
"Leaver CS","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","SEO/HEO","50","[c]","48770","52750"
"Leaver CS","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of the Public Guardian","AA/AO","30","[c]","21510","21780"
"Leaver CS","2023","Declared non-disabled","No function","Office of the Public Guardian","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of the Public Guardian","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Planning Inspectorate","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Planning Inspectorate","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Planning Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Registers of Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Scottish Courts and Tribunals Service","AA/AO","50","[c]","23050","22630"
"Leaver CS","2023","Declared non-disabled","No function","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Scottish Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","The Insolvency Service","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","The Insolvency Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","The National Archives","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Health Security Agency","AA/AO","175","[c]","21340","20880"
"Leaver CS","2023","Declared non-disabled","No function","UK Health Security Agency","EO","185","[c]","25780","26010"
"Leaver CS","2023","Declared non-disabled","No function","UK Health Security Agency","G6/G7","155","[c]","57000","53400"
"Leaver CS","2023","Declared non-disabled","No function","UK Health Security Agency","SCS level","30","[c]","111880","112570"
"Leaver CS","2023","Declared non-disabled","No function","UK Health Security Agency","SEO/HEO","510","[c]","35750","35610"
"Leaver CS","2023","Declared non-disabled","No function","UK Hydrographic Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Hydrographic Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Hydrographic Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Statistics Authority","AA/AO","125","[c]","20710","21200"
"Leaver CS","2023","Declared non-disabled","No function","UK Statistics Authority","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Statistics Authority","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","UK Statistics Authority","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Vehicle Certification Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Vehicle Certification Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Veterinary Medicines Directorate","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Veterinary Medicines Directorate","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Water Services Regulation Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Building Digital UK","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Building Digital UK","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Central Civil Service Fast Stream","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","SEO/HEO","105","[c]","37330","36840"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Education (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Education (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
