"Status","Year","Ethnicity","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","25","20","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","15","15","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","Female","55","55","48010","42860"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","Male","35","35","47400","41640"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","Female","20","20","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Department for Education","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Ministry of Defence","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Ministry of Defence","Male","20","20","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","10","10","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","Female","15","10","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","Male","10","10","[c]","[c]"
"In post","2023","Mixed","The National Archives","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","Female","10","10","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","Female","85","80","41380","38320"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","Male","35","35","55400","50270"
"In post","2023","Mixed","UK Health Security Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","UK Statistics Authority","Female","65","60","34010","31560"
"In post","2023","Mixed","UK Statistics Authority","UK Statistics Authority","Male","45","45","37230","33000"
"In post","2023","Mixed","UK Statistics Authority","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","HM Revenue and Customs","Female","25","25","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","HM Revenue and Customs","Male","15","15","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Vehicle Certification Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government (excl. agencies)","Welsh Government","Female","40","35","44350","41700"
"In post","2023","Mixed","Welsh Government (excl. agencies)","Welsh Government","Male","30","30","40880","32460"
"In post","2023","Mixed","Welsh Government (excl. agencies)","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Active Travel England","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Active Travel England","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Active Travel England","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","Female","35","35","42890","41870"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","Male","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Central Civil Service Fast Stream","Cabinet Office","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Central Civil Service Fast Stream","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Central Civil Service Fast Stream","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Competition and Markets Authority","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Crown Commercial Service","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Crown Commercial Service","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Crown Office and Procurator Fiscal Service","Scottish Government","Female","40","35","37780","32330"
"In post","2023","Other ethnicity","Crown Office and Procurator Fiscal Service","Scottish Government","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Crown Prosecution Service","Attorney General's Departments","Female","40","35","38590","35550"
"In post","2023","Other ethnicity","Crown Prosecution Service","Attorney General's Departments","Male","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Crown Prosecution Service","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Defence Electronics and Components Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Defence Equipment and Support","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Defence Equipment and Support","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Defence Science and Technology Laboratory","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Defence Science and Technology Laboratory","Ministry of Defence","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","35","35","48890","42860"
"In post","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","35","35","53720","55120"
"In post","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education (excl. agencies)","Department for Education","Female","30","30","51860","51360"
"In post","2023","Other ethnicity","Department for Education (excl. agencies)","Department for Education","Male","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","Department for International Trade","Female","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","Department for International Trade","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport (excl. agencies)","Department for Transport","Female","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport (excl. agencies)","Department for Transport","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","260","235","30090","28120"
"In post","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","190","185","31550","28120"
"In post","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Disclosure Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Disclosure Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Driver and Vehicle Licensing Agency","Department for Transport","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Driver and Vehicle Licensing Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Driver and Vehicle Standards Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Driver and Vehicle Standards Agency","Department for Transport","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Education Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Education and Skills Funding Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","FCDO Services","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","FCDO Services","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Agency","Food Standards Agency","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Agency","Food Standards Agency","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","60","60","47640","44290"
"In post","2023","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","55","55","52710","54800"
"In post","2023","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Forestry and Land Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Forestry and Land Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Government Actuary's Department","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Government Commercial Organisation","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Government Commercial Organisation","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Government Commercial Organisation","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Government Internal Audit Agency","HM Treasury","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Government Internal Audit Agency","HM Treasury","Male","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Government Legal Department","Attorney General's Departments","Female","30","25","[c]","[c]"
"In post","2023","Other ethnicity","Government Legal Department","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Government Property Agency","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Government Property Agency","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Courts and Tribunals Service","Ministry of Justice","Female","75","65","30240","25480"
"In post","2023","Other ethnicity","HM Courts and Tribunals Service","Ministry of Justice","Male","30","30","26490","23000"
"In post","2023","Other ethnicity","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Land Registry","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","HM Land Registry","HM Land Registry","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","HM Land Registry","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Prison and Probation Service","Ministry of Justice","Female","155","150","33100","30440"
"In post","2023","Other ethnicity","HM Prison and Probation Service","Ministry of Justice","Male","190","185","34710","32920"
"In post","2023","Other ethnicity","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","145","135","37880","34700"
"In post","2023","Other ethnicity","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","125","120","38350","35000"
"In post","2023","Other ethnicity","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","HM Treasury (excl. agencies)","HM Treasury","Female","40","40","44020","36320"
"In post","2023","Other ethnicity","HM Treasury (excl. agencies)","HM Treasury","Male","70","70","46070","53550"
"In post","2023","Other ethnicity","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Health and Safety Executive","Department for Work and Pensions","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Health and Safety Executive","Department for Work and Pensions","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Home Office","Female","125","110","35080","30720"
"In post","2023","Other ethnicity","Home Office","Home Office","Male","115","110","34060","29890"
"In post","2023","Other ethnicity","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
