"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Undeclared","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Science and Engineering","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Unknown","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Commercial","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Commercial","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Commercial","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Communications","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Communications","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Communications","HEO","35","[c]","35670","35410"
"New entrant CS","2023","20-29","Unknown","Communications","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Counter Fraud","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Counter Fraud","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Counter Fraud","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Digital, Data and Technology","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Digital, Data and Technology","EO","80","[c]","27480","27110"
"New entrant CS","2023","20-29","Unknown","Digital, Data and Technology","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Digital, Data and Technology","HEO","115","[c]","34460","34500"
"New entrant CS","2023","20-29","Unknown","Digital, Data and Technology","SEO","55","[c]","41210","41000"
"New entrant CS","2023","20-29","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Economics","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Economics","HEO","55","[c]","35130","35240"
"New entrant CS","2023","20-29","Unknown","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Finance","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Finance","EO","35","[c]","26810","27080"
"New entrant CS","2023","20-29","Unknown","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Finance","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Finance","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Geography","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Geography","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Human Resources","AO","35","[c]","22410","22220"
"New entrant CS","2023","20-29","Unknown","Human Resources","EO","35","[c]","26960","27140"
"New entrant CS","2023","20-29","Unknown","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Human Resources","HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Intelligence Analysis","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","International Trade","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","International Trade","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","International Trade","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Knowledge and Information Management","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Legal","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Medicine","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Medicine","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","AA","365","[c]","22490","23230"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","AO","3455","[c]","24350","22500"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","EO","1120","[c]","26930","25750"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","HEO","130","[c]","32970","32500"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","SEO","35","[c]","40720","40880"
"New entrant CS","2023","20-29","Unknown","Operational Delivery","Unknown","550","[c]","22420","23640"
"New entrant CS","2023","20-29","Unknown","Operational Research","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Operational Research","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Other","AA","30","[c]","20650","19770"
"New entrant CS","2023","20-29","Unknown","Other","AO","75","[c]","22510","22220"
"New entrant CS","2023","20-29","Unknown","Other","EO","55","[c]","28450","29750"
"New entrant CS","2023","20-29","Unknown","Other","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Other","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Other","Unknown","80","[c]","22070","17660"
"New entrant CS","2023","20-29","Unknown","Planning","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Policy","AA","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Policy","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Policy","EO","95","[c]","27590","28650"
"New entrant CS","2023","20-29","Unknown","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Policy","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Policy","HEO","140","[c]","33500","33880"
"New entrant CS","2023","20-29","Unknown","Policy","SEO","45","[c]","41500","41060"
"New entrant CS","2023","20-29","Unknown","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Project Delivery","AO","35","[c]","21970","22220"
"New entrant CS","2023","20-29","Unknown","Project Delivery","EO","35","[c]","27480","27400"
"New entrant CS","2023","20-29","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Project Delivery","HEO","45","[c]","33970","34720"
"New entrant CS","2023","20-29","Unknown","Project Delivery","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Project Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Property","AA","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Property","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Property","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Property","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Psychology","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Psychology","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Psychology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","AA","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","AO","70","[c]","22420","20880"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","EO","35","[c]","27120","27080"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","HEO","80","[c]","30820","30650"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Security","AA","40","[c]","26810","27500"
"New entrant CS","2023","20-29","Unknown","Security","AO","100","[c]","26070","25350"
"New entrant CS","2023","20-29","Unknown","Security","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Security","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Social Research","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Statistics","AA","35","[c]","22970","23500"
"New entrant CS","2023","20-29","Unknown","Statistics","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Statistics","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Statistics","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Tax","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Unknown","AA","255","[c]","22280","22180"
"New entrant CS","2023","20-29","Unknown","Unknown","AO","140","[c]","23840","25280"
"New entrant CS","2023","20-29","Unknown","Unknown","EO","280","[c]","27960","29100"
"New entrant CS","2023","20-29","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Unknown","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Unknown","HEO","160","[c]","34100","33520"
"New entrant CS","2023","20-29","Unknown","Unknown","SEO","35","[c]","42250","41640"
"New entrant CS","2023","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Commercial","AO","35","[c]","22860","22220"
"New entrant CS","2023","20-29","White","Commercial","EO","30","[c]","26650","27080"
"New entrant CS","2023","20-29","White","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Commercial","HEO","65","[c]","31690","31350"
"New entrant CS","2023","20-29","White","Commercial","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Communications","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Communications","EO","45","[c]","27300","26900"
"New entrant CS","2023","20-29","White","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Communications","HEO","60","[c]","34400","33830"
"New entrant CS","2023","20-29","White","Communications","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Counter Fraud","AO","50","[c]","23120","22140"
"New entrant CS","2023","20-29","White","Counter Fraud","EO","50","[c]","28320","27890"
"New entrant CS","2023","20-29","White","Counter Fraud","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Digital, Data and Technology","AO","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Digital, Data and Technology","EO","165","[c]","27400","27650"
"New entrant CS","2023","20-29","White","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Digital, Data and Technology","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Digital, Data and Technology","HEO","175","[c]","33050","33200"
"New entrant CS","2023","20-29","White","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Digital, Data and Technology","SEO","90","[c]","40530","39910"
"New entrant CS","2023","20-29","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Economics","AO","40","[c]","22030","21200"
"New entrant CS","2023","20-29","White","Economics","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Economics","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Economics","HEO","105","[c]","34230","34400"
"New entrant CS","2023","20-29","White","Economics","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Finance","AO","45","[c]","22400","22520"
"New entrant CS","2023","20-29","White","Finance","EO","35","[c]","27100","26960"
"New entrant CS","2023","20-29","White","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Finance","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Finance","HEO","35","[c]","31070","28840"
"New entrant CS","2023","20-29","White","Finance","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Geography","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Geography","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Geography","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Human Resources","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Human Resources","AO","80","[c]","22170","22150"
"New entrant CS","2023","20-29","White","Human Resources","EO","60","[c]","26920","26260"
"New entrant CS","2023","20-29","White","Human Resources","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Human Resources","HEO","50","[c]","31760","31660"
"New entrant CS","2023","20-29","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Human Resources","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Inspector of Education and Training","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Intelligence Analysis","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Intelligence Analysis","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","International Trade","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","International Trade","HEO","35","[c]","33380","35010"
"New entrant CS","2023","20-29","White","International Trade","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Knowledge and Information Management","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Knowledge and Information Management","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Knowledge and Information Management","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Legal","EO","70","[c]","28350","28200"
"New entrant CS","2023","20-29","White","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Legal","G7","35","[c]","52320","52360"
"New entrant CS","2023","20-29","White","Legal","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Legal","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Medicine","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Medicine","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Operational Delivery","AA","465","[c]","22500","23230"
"New entrant CS","2023","20-29","White","Operational Delivery","AO","3260","[c]","24900","22520"
"New entrant CS","2023","20-29","White","Operational Delivery","EO","755","[c]","27670","27650"
"New entrant CS","2023","20-29","White","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Operational Delivery","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Operational Delivery","HEO","185","[c]","32950","32800"
"New entrant CS","2023","20-29","White","Operational Delivery","SEO","45","[c]","42180","40880"
"New entrant CS","2023","20-29","White","Operational Delivery","Unknown","1160","[c]","22670","23640"
"New entrant CS","2023","20-29","White","Operational Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Operational Research","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Operational Research","HEO","30","[c]","32320","32310"
"New entrant CS","2023","20-29","White","Operational Research","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Other","AA","50","[c]","19230","19280"
"New entrant CS","2023","20-29","White","Other","AO","115","[c]","21910","21690"
"New entrant CS","2023","20-29","White","Other","EO","45","[c]","27970","28120"
"New entrant CS","2023","20-29","White","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Other","HEO","65","[c]","30470","31100"
"New entrant CS","2023","20-29","White","Other","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Planning","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Policy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Policy","AO","35","[c]","23220","22440"
"New entrant CS","2023","20-29","White","Policy","EO","130","[c]","27240","27230"
"New entrant CS","2023","20-29","White","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Policy","G7","35","[c]","52850","54330"
"New entrant CS","2023","20-29","White","Policy","HEO","345","[c]","33040","33830"
"New entrant CS","2023","20-29","White","Policy","SEO","75","[c]","40670","40390"
"New entrant CS","2023","20-29","White","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Project Delivery","AO","30","[c]","22870","23300"
"New entrant CS","2023","20-29","White","Project Delivery","EO","75","[c]","26590","25970"
"New entrant CS","2023","20-29","White","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Project Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Project Delivery","HEO","170","[c]","31630","31350"
"New entrant CS","2023","20-29","White","Project Delivery","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Project Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Property","AO","45","[c]","22420","22520"
"New entrant CS","2023","20-29","White","Property","EO","30","[c]","26900","26610"
"New entrant CS","2023","20-29","White","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Property","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Property","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Psychology","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Psychology","EO","40","[c]","28590","28480"
"New entrant CS","2023","20-29","White","Psychology","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Science and Engineering","AA","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Science and Engineering","AO","70","[c]","23580","22220"
"New entrant CS","2023","20-29","White","Science and Engineering","EO","85","[c]","26520","27080"
"New entrant CS","2023","20-29","White","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Science and Engineering","HEO","190","[c]","30070","30350"
"New entrant CS","2023","20-29","White","Science and Engineering","SEO","35","[c]","40910","40360"
"New entrant CS","2023","20-29","White","Science and Engineering","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Security","AA","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Security","AO","40","[c]","26060","25350"
"New entrant CS","2023","20-29","White","Security","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Security","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Social Research","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Social Research","HEO","75","[c]","33410","32460"
"New entrant CS","2023","20-29","White","Social Research","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Statistics","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Statistics","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Statistics","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Statistics","HEO","95","[c]","32540","32420"
"New entrant CS","2023","20-29","White","Statistics","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Tax","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","White","Tax","G6","[c]","[c]","[c]","[c]"
