"Status","Year","Age","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Unknown","UK Statistics Authority","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","UK Statistics Authority","Unknown","225","220","32220","31310"
"In post","2023","20-29","Unknown","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Water Services Regulation Authority","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Welsh Government","Heterosexual / straight","40","35","27570","25620"
"In post","2023","20-29","Unknown","Welsh Government","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Welsh Government","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Welsh Government","Unknown","55","55","29880","27890"
"In post","2023","30-39","Declared disabled","Attorney General's Departments","Heterosexual / straight","125","120","43090","40800"
"In post","2023","30-39","Declared disabled","Attorney General's Departments","LGBO","30","30","45850","48620"
"In post","2023","30-39","Declared disabled","Attorney General's Departments","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Cabinet Office","Heterosexual / straight","190","185","44790","39700"
"In post","2023","30-39","Declared disabled","Cabinet Office","LGBO","50","50","46280","43650"
"In post","2023","30-39","Declared disabled","Cabinet Office","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Cabinet Office","Unknown","45","45","42040","32120"
"In post","2023","30-39","Declared disabled","Chancellor's other departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Charity Commission","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Competition and Markets Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","240","230","41670","40090"
"In post","2023","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","LGBO","65","60","40310","40350"
"In post","2023","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","Undeclared","35","35","42310","40680"
"In post","2023","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","40","35","48430","49360"
"In post","2023","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Education","Heterosexual / straight","135","130","43150","37830"
"In post","2023","30-39","Declared disabled","Department for Education","LGBO","45","45","45920","43640"
"In post","2023","30-39","Declared disabled","Department for Education","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","Heterosexual / straight","250","235","37640","33830"
"In post","2023","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","LGBO","80","80","37330","37300"
"In post","2023","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","Undeclared","30","30","35800","32250"
"In post","2023","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for International Trade","Heterosexual / straight","45","45","49210","43630"
"In post","2023","30-39","Declared disabled","Department for International Trade","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for International Trade","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Levelling Up, Housing and Communities","Heterosexual / straight","95","90","44900","40800"
"In post","2023","30-39","Declared disabled","Department for Levelling Up, Housing and Communities","LGBO","30","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Transport","Heterosexual / straight","150","140","34060","27260"
"In post","2023","30-39","Declared disabled","Department for Transport","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Transport","Undeclared","25","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department for Work and Pensions","Heterosexual / straight","1535","1415","29300","28120"
"In post","2023","30-39","Declared disabled","Department for Work and Pensions","LGBO","315","305","29090","28120"
"In post","2023","30-39","Declared disabled","Department for Work and Pensions","Undeclared","165","155","30570","28120"
"In post","2023","30-39","Declared disabled","Department for Work and Pensions","Unknown","85","70","29010","28120"
"In post","2023","30-39","Declared disabled","Department of Health and Social Care","Heterosexual / straight","80","75","45150","41950"
"In post","2023","30-39","Declared disabled","Department of Health and Social Care","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department of Health and Social Care","Undeclared","20","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Food Standards Agency","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Food Standards Agency","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","90","90","46290","44450"
"In post","2023","30-39","Declared disabled","Foreign, Commonwealth and Development Office","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Declared disabled","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","HM Land Registry","Heterosexual / straight","65","65","28780","28080"
"In post","2023","30-39","Declared disabled","HM Land Registry","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","HM Land Registry","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Declared disabled","HM Revenue and Customs","Heterosexual / straight","810","765","36170","34700"
"In post","2023","30-39","Declared disabled","HM Revenue and Customs","LGBO","200","195","36110","34700"
"In post","2023","30-39","Declared disabled","HM Revenue and Customs","Undeclared","80","75","35460","34700"
"In post","2023","30-39","Declared disabled","HM Revenue and Customs","Unknown","35","35","36210","34440"
"In post","2023","30-39","Declared disabled","HM Treasury","Heterosexual / straight","50","50","50170","54090"
"In post","2023","30-39","Declared disabled","HM Treasury","LGBO","15","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","HM Treasury","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Home Office","Heterosexual / straight","410","385","33970","29890"
"In post","2023","30-39","Declared disabled","Home Office","LGBO","80","75","34120","26350"
"In post","2023","30-39","Declared disabled","Home Office","Undeclared","50","50","34580","27280"
"In post","2023","30-39","Declared disabled","Home Office","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Ministry of Defence","Heterosexual / straight","740","715","37350","35000"
"In post","2023","30-39","Declared disabled","Ministry of Defence","LGBO","70","70","37200","36220"
"In post","2023","30-39","Declared disabled","Ministry of Defence","Undeclared","70","70","39850","37580"
"In post","2023","30-39","Declared disabled","Ministry of Defence","Unknown","90","90","42500","39890"
"In post","2023","30-39","Declared disabled","Ministry of Justice","Heterosexual / straight","1775","1680","31400","30410"
"In post","2023","30-39","Declared disabled","Ministry of Justice","LGBO","365","355","31610","30860"
"In post","2023","30-39","Declared disabled","Ministry of Justice","Undeclared","150","145","30640","30410"
"In post","2023","30-39","Declared disabled","Ministry of Justice","Unknown","30","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","National Crime Agency","Heterosexual / straight","40","40","37460","38310"
"In post","2023","30-39","Declared disabled","National Crime Agency","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","National Crime Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Gas and Electricity Markets","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Gas and Electricity Markets","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Secretary of State for Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Scottish Government","Heterosexual / straight","325","310","38450","35080"
"In post","2023","30-39","Declared disabled","Scottish Government","LGBO","130","125","36240","33520"
"In post","2023","30-39","Declared disabled","Scottish Government","Undeclared","30","30","[c]","[c]"
"In post","2023","30-39","Declared disabled","Scottish Government","Unknown","75","75","33420","31970"
"In post","2023","30-39","Declared disabled","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Export Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Statistics Authority","Heterosexual / straight","95","85","34950","34060"
"In post","2023","30-39","Declared disabled","UK Statistics Authority","LGBO","30","25","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Statistics Authority","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Welsh Government","Heterosexual / straight","35","35","35840","32460"
"In post","2023","30-39","Declared disabled","Welsh Government","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Welsh Government","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Attorney General's Departments","Heterosexual / straight","1330","1260","46330","51270"
"In post","2023","30-39","Declared non-disabled","Attorney General's Departments","LGBO","80","80","45510","51860"
"In post","2023","30-39","Declared non-disabled","Attorney General's Departments","Undeclared","60","60","48380","52020"
"In post","2023","30-39","Declared non-disabled","Attorney General's Departments","Unknown","70","60","44940","50000"
"In post","2023","30-39","Declared non-disabled","Cabinet Office","Heterosexual / straight","1255","1225","50990","55790"
"In post","2023","30-39","Declared non-disabled","Cabinet Office","LGBO","135","135","49330","53160"
"In post","2023","30-39","Declared non-disabled","Cabinet Office","Undeclared","90","90","52070","56430"
"In post","2023","30-39","Declared non-disabled","Cabinet Office","Unknown","90","90","58990","65500"
"In post","2023","30-39","Declared non-disabled","Chancellor's other departments","Heterosexual / straight","90","85","62520","58170"
"In post","2023","30-39","Declared non-disabled","Chancellor's other departments","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Chancellor's other departments","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Charity Commission","Heterosexual / straight","50","50","34780","30170"
"In post","2023","30-39","Declared non-disabled","Charity Commission","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Charity Commission","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Competition and Markets Authority","Heterosexual / straight","240","230","61030","58340"
"In post","2023","30-39","Declared non-disabled","Competition and Markets Authority","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Competition and Markets Authority","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","2165","2090","45930","43420"
"In post","2023","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","LGBO","205","200","45460","42760"
"In post","2023","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Undeclared","195","190","44140","41130"
"In post","2023","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","65","60","36440","31840"
"In post","2023","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","470","460","52530","53030"
"In post","2023","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","LGBO","60","60","52040","53030"
"In post","2023","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Department for Education","Heterosexual / straight","1135","1085","46310","43790"
"In post","2023","30-39","Declared non-disabled","Department for Education","LGBO","95","90","46890","43490"
"In post","2023","30-39","Declared non-disabled","Department for Education","Undeclared","95","95","47650","51360"
"In post","2023","30-39","Declared non-disabled","Department for Education","Unknown","75","70","47900","47010"
"In post","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1665","1595","37860","37300"
"In post","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","LGBO","185","185","37930","37300"
"In post","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Undeclared","120","115","37880","37300"
"In post","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","75","70","33830","30730"
"In post","2023","30-39","Declared non-disabled","Department for International Trade","Heterosexual / straight","385","380","51700","55370"
"In post","2023","30-39","Declared non-disabled","Department for International Trade","LGBO","40","40","52190","55370"
"In post","2023","30-39","Declared non-disabled","Department for International Trade","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Department for International Trade","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Heterosexual / straight","690","665","49630","54630"
"In post","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","LGBO","70","70","51160","50180"
"In post","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Undeclared","30","30","47740","49700"
"In post","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","15","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Department for Transport","Heterosexual / straight","2090","1975","36020","31350"
"In post","2023","30-39","Declared non-disabled","Department for Transport","LGBO","165","160","39180","32880"
"In post","2023","30-39","Declared non-disabled","Department for Transport","Undeclared","175","155","30610","26960"
"In post","2023","30-39","Declared non-disabled","Department for Transport","Unknown","25","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Department for Work and Pensions","Heterosexual / straight","8050","7465","30150","28120"
"In post","2023","30-39","Declared non-disabled","Department for Work and Pensions","LGBO","610","595","31200","28120"
"In post","2023","30-39","Declared non-disabled","Department for Work and Pensions","Undeclared","490","455","30270","28120"
"In post","2023","30-39","Declared non-disabled","Department for Work and Pensions","Unknown","1250","1080","28330","28120"
"In post","2023","30-39","Declared non-disabled","Department of Health and Social Care","Heterosexual / straight","950","905","45120","41280"
"In post","2023","30-39","Declared non-disabled","Department of Health and Social Care","LGBO","60","60","46020","41870"
"In post","2023","30-39","Declared non-disabled","Department of Health and Social Care","Undeclared","90","85","45200","41920"
"In post","2023","30-39","Declared non-disabled","Department of Health and Social Care","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Estyn","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Food Standards Agency","Heterosexual / straight","150","145","39920","38100"
"In post","2023","30-39","Declared non-disabled","Food Standards Agency","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Food Standards Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","820","810","46480","43930"
"In post","2023","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","LGBO","90","90","48270","50400"
"In post","2023","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","135","135","49220","49960"
"In post","2023","30-39","Declared non-disabled","HM Land Registry","Heterosexual / straight","400","375","32780","28080"
"In post","2023","30-39","Declared non-disabled","HM Land Registry","LGBO","25","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","HM Land Registry","Undeclared","15","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","HM Land Registry","Unknown","90","85","30220","28080"
"In post","2023","30-39","Declared non-disabled","HM Revenue and Customs","Heterosexual / straight","8970","8625","36660","34700"
"In post","2023","30-39","Declared non-disabled","HM Revenue and Customs","LGBO","750","735","37020","34700"
"In post","2023","30-39","Declared non-disabled","HM Revenue and Customs","Undeclared","425","410","36880","34700"
"In post","2023","30-39","Declared non-disabled","HM Revenue and Customs","Unknown","415","380","33570","32540"
"In post","2023","30-39","Declared non-disabled","HM Treasury","Heterosexual / straight","455","445","54780","54440"
"In post","2023","30-39","Declared non-disabled","HM Treasury","LGBO","40","40","53660","54090"
"In post","2023","30-39","Declared non-disabled","HM Treasury","Undeclared","40","40","54970","54440"
"In post","2023","30-39","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Home Office","Heterosexual / straight","5350","5045","34340","30200"
"In post","2023","30-39","Declared non-disabled","Home Office","LGBO","280","275","36420","32160"
"In post","2023","30-39","Declared non-disabled","Home Office","Undeclared","345","330","34050","29890"
"In post","2023","30-39","Declared non-disabled","Home Office","Unknown","40","35","31380","27370"
"In post","2023","30-39","Declared non-disabled","Ministry of Defence","Heterosexual / straight","5610","5410","38590","38200"
"In post","2023","30-39","Declared non-disabled","Ministry of Defence","LGBO","270","270","38800","38790"
"In post","2023","30-39","Declared non-disabled","Ministry of Defence","Undeclared","300","290","40130","38790"
"In post","2023","30-39","Declared non-disabled","Ministry of Defence","Unknown","255","245","37550","37300"
"In post","2023","30-39","Declared non-disabled","Ministry of Justice","Heterosexual / straight","12815","12175","32590","31310"
"In post","2023","30-39","Declared non-disabled","Ministry of Justice","LGBO","1035","1015","33230","31510"
"In post","2023","30-39","Declared non-disabled","Ministry of Justice","Undeclared","640","610","32330","31270"
"In post","2023","30-39","Declared non-disabled","Ministry of Justice","Unknown","280","250","32700","31780"
"In post","2023","30-39","Declared non-disabled","National Crime Agency","Heterosexual / straight","245","240","43370","41910"
"In post","2023","30-39","Declared non-disabled","National Crime Agency","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","National Crime Agency","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","National Crime Agency","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Northern Ireland Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","315","305","46750","43840"
"In post","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","LGBO","30","30","49500","44050"
"In post","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Heterosexual / straight","315","315","45920","43690"
"In post","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","LGBO","35","35","44990","43650"
"In post","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Undeclared","35","35","48660","47030"
"In post","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","115","110","49900","48330"
"In post","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","65","65","43290","39140"
"In post","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of Rail and Road","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
