"Status","Year","Function_of_post","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Property","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","210","195","37260","33830"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","135","130","46020","41090"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport","Female","Heterosexual / straight","60","55","34540","31660"
"In post","2023","Property","Department for Transport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","Department for Transport","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Property","Department for Transport","Male","Heterosexual / straight","60","60","37920","32670"
"In post","2023","Property","Department for Transport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","Department for Transport","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Property","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions","Female","Heterosexual / straight","120","115","42210","38470"
"In post","2023","Property","Department for Work and Pensions","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions","Male","Heterosexual / straight","130","125","45640","41390"
"In post","2023","Property","Department for Work and Pensions","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","155","155","43240","41140"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Male","Unknown","30","30","39360","38920"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Property","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs","Female","Heterosexual / straight","1215","1105","35230","32260"
"In post","2023","Property","HM Revenue and Customs","Female","LGBO","70","65","30600","27650"
"In post","2023","Property","HM Revenue and Customs","Female","Undeclared","165","145","35760","32420"
"In post","2023","Property","HM Revenue and Customs","Female","Unknown","545","495","30590","26920"
"In post","2023","Property","HM Revenue and Customs","Male","Heterosexual / straight","1145","1105","39100","35000"
"In post","2023","Property","HM Revenue and Customs","Male","LGBO","70","70","34640","31540"
"In post","2023","Property","HM Revenue and Customs","Male","Undeclared","170","160","40460","36030"
"In post","2023","Property","HM Revenue and Customs","Male","Unknown","555","540","33240","29660"
"In post","2023","Property","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Property","Home Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Male","Heterosexual / straight","40","40","29660","23500"
"In post","2023","Property","Home Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Property","Home Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Ministry of Defence","Female","Heterosexual / straight","550","530","34440","34300"
"In post","2023","Property","Ministry of Defence","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Property","Ministry of Defence","Female","Undeclared","75","75","36950","34300"
"In post","2023","Property","Ministry of Defence","Female","Unknown","110","105","27060","21720"
"In post","2023","Property","Ministry of Defence","Male","Heterosexual / straight","1030","1010","34530","33990"
"In post","2023","Property","Ministry of Defence","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Property","Ministry of Defence","Male","Undeclared","105","100","33500","34300"
"In post","2023","Property","Ministry of Defence","Male","Unknown","165","160","30550","25160"
"In post","2023","Property","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Ministry of Justice","Female","Heterosexual / straight","210","205","39030","37680"
"In post","2023","Property","Ministry of Justice","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Property","Ministry of Justice","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","Ministry of Justice","Female","Unknown","40","35","38170","35410"
"In post","2023","Property","Ministry of Justice","Male","Heterosexual / straight","220","215","47690","41510"
"In post","2023","Property","Ministry of Justice","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Property","Ministry of Justice","Male","Undeclared","30","25","[c]","[c]"
"In post","2023","Property","Ministry of Justice","Male","Unknown","55","55","43730","41510"
"In post","2023","Property","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Crime Agency","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Property","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Crime Agency","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Property","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Scottish Government","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Property","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Scottish Government","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Property","Scottish Government","Male","Heterosexual / straight","75","70","40750","40570"
"In post","2023","Property","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Scottish Government","Male","Unknown","155","150","33670","32810"
"In post","2023","Property","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Cabinet Office","Female","Heterosexual / straight","370","350","33620","32640"
"In post","2023","Security","Cabinet Office","Female","LGBO","40","40","29260","24610"
"In post","2023","Security","Cabinet Office","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Security","Cabinet Office","Female","Unknown","90","80","31620","27430"
"In post","2023","Security","Cabinet Office","Male","Heterosexual / straight","320","315","36270","34020"
"In post","2023","Security","Cabinet Office","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Security","Cabinet Office","Male","Undeclared","45","45","35720","34320"
"In post","2023","Security","Cabinet Office","Male","Unknown","125","120","29190","25970"
"In post","2023","Security","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
