"Status","Year","Function_of_post","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Female","Heterosexual / straight","695","675","62250","60790"
"In post","2023","Commercial","Cabinet Office","Female","LGBO","40","40","62020","58080"
"In post","2023","Commercial","Cabinet Office","Female","Undeclared","55","50","58420","59610"
"In post","2023","Commercial","Cabinet Office","Female","Unknown","280","275","56520","56000"
"In post","2023","Commercial","Cabinet Office","Male","Heterosexual / straight","670","665","71080","66270"
"In post","2023","Commercial","Cabinet Office","Male","LGBO","40","40","59930","56430"
"In post","2023","Commercial","Cabinet Office","Male","Undeclared","60","60","65750","60160"
"In post","2023","Commercial","Cabinet Office","Male","Unknown","295","290","63300","65500"
"In post","2023","Commercial","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","105","95","42090","41360"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","85","85","45840","47480"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Female","Heterosexual / straight","130","125","43350","39160"
"In post","2023","Commercial","Department for Education","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Education","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Education","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Commercial","Department for Education","Male","Heterosexual / straight","110","110","45710","42210"
"In post","2023","Commercial","Department for Education","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Education","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Education","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","125","120","35060","37300"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","65","65","38490","37300"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Female","Unknown","5","5","[c]","[c]"
