"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Social Research","London","85","85","52900","55720"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Social Research","Outside London","25","25","43730","41440"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Statistics","London","110","105","50280","44080"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Statistics","Outside London","25","25","40650","37680"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Operational Research","London","5","5","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Other","London","15","15","53690","49550"
"In post","2023","Analysis","National Savings and Investments","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Budget Responsibility","Economics","London","40","40","53050","54810"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","London","20","20","47870","36330"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","30","25","44110","40640"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","London","15","15","44710","36950"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","110","105","40600","40640"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Economics","London","25","25","51860","54650"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Economics","Outside London","10","10","53380","52020"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Unknown","London","80","80","48930","46250"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Unknown","Outside London","45","45","40860","35990"
"In post","2023","Analysis","Office of Rail and Road","Economics","London","20","20","64450","57700"
"In post","2023","Analysis","Office of Rail and Road","Economics","Outside London","20","20","50210","53150"
"In post","2023","Analysis","Office of Rail and Road","Statistics","London","10","10","50230","52590"
"In post","2023","Analysis","Office of Rail and Road","Statistics","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","Planning Inspectorate","Digital, Data and Technology","Outside London","15","15","45510","41560"
"In post","2023","Analysis","Planning Inspectorate","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Registers of Scotland","Digital, Data and Technology","Outside London","15","15","41310","39590"
"In post","2023","Analysis","Rural Payments Agency","Operational Delivery","Outside London","45","40","32040","30320"
"In post","2023","Analysis","Scottish Courts and Tribunals Service","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Teaching Regulation Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Intelligence Analysis","Outside London","10","10","43280","43910"
"In post","2023","Analysis","The Insolvency Service","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Statistics","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","UK Debt Management Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","Knowledge and Information Management","London","20","20","53170","51570"
"In post","2023","Analysis","UK Space Agency","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Space Agency","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","Economics","London","20","20","51730","54540"
"In post","2023","Analysis","UK Statistics Authority","Economics","Outside London","160","160","34750","31560"
"In post","2023","Analysis","UK Statistics Authority","Operational Delivery","London","20","20","38320","34560"
"In post","2023","Analysis","UK Statistics Authority","Operational Delivery","Outside London","480","455","34020","31560"
"In post","2023","Analysis","UK Statistics Authority","Operational Research","London","5","5","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","Operational Research","Outside London","25","25","36470","35920"
"In post","2023","Analysis","UK Statistics Authority","Social Research","London","60","60","41510","39300"
"In post","2023","Analysis","UK Statistics Authority","Social Research","Outside London","575","550","39400","39190"
"In post","2023","Analysis","UK Statistics Authority","Statistics","London","75","70","52890","42370"
"In post","2023","Analysis","UK Statistics Authority","Statistics","Outside London","505","485","44070","39300"
"In post","2023","Analysis","Valuation Office Agency","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","Knowledge and Information Management","Outside London","15","15","38830","34890"
"In post","2023","Analysis","Valuation Office Agency","Operational Research","London","5","5","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","Social Research","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","Statistics","Outside London","15","15","46310","41500"
"In post","2023","Analysis","Water Services Regulation Authority","Economics","London","30","30","59380","47850"
"In post","2023","Analysis","Water Services Regulation Authority","Economics","Outside London","20","20","62040","53660"
"In post","2023","Analysis","Water Services Regulation Authority","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Revenue Authority","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Advisory, Conciliation and Arbitration Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Advisory, Conciliation and Arbitration Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Animal and Plant Health Agency","Commercial","Outside London","15","15","38540","37950"
"In post","2023","Commercial","Animal and Plant Health Agency","Operational Delivery","Outside London","40","35","35520","34460"
"In post","2023","Commercial","Animal and Plant Health Agency","Science and Engineering","Outside London","20","15","31080","29720"
"In post","2023","Commercial","Animal and Plant Health Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Building Digital UK","Other","London","10","10","38450","35040"
"In post","2023","Commercial","Building Digital UK","Other","Outside London","15","15","34420","31880"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Commercial","London","50","45","56940","56430"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Commercial","Outside London","40","40","45590","51290"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Human Resources","London","25","25","52780","56430"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Human Resources","Outside London","15","15","48890","51290"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Policy","London","10","10","50840","56430"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Policy","Outside London","25","25","51270","51290"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Unknown","London","5","5","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Unknown","Outside London","15","10","49880","50690"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
