"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Legal","UK Health Security Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Legal","London","10","10","41760","37230"
"In post","2023","Legal","UK Supreme Court","Operational Delivery","London","20","20","38530","30600"
"In post","2023","Legal","UK Supreme Court","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","Legal","London","5","5","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","Legal","Outside London","10","10","66590","71450"
"In post","2023","Legal","Welsh Revenue Authority","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Welsh Revenue Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Active Travel England","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Active Travel England","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Active Travel England","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Active Travel England","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Active Travel England","Planning","Outside London","10","5","[c]","[c]"
"In post","2023","No function","Active Travel England","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Active Travel England","Science and Engineering","Outside London","15","15","48140","40560"
"In post","2023","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","80","80","39480","39360"
"In post","2023","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","705","640","31240","32110"
"In post","2023","No function","Animal and Plant Health Agency","Operational Delivery","London","75","75","35920","32720"
"In post","2023","No function","Animal and Plant Health Agency","Operational Delivery","Outside London","1900","1805","28420","25920"
"In post","2023","No function","Animal and Plant Health Agency","Other","Outside London","25","25","36550","34140"
"In post","2023","No function","Animal and Plant Health Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Animal and Plant Health Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Animal and Plant Health Agency","Science and Engineering","Outside London","555","530","33050","29080"
"In post","2023","No function","Animal and Plant Health Agency","Veterinarian","London","10","10","[c]","[c]"
"In post","2023","No function","Animal and Plant Health Agency","Veterinarian","Outside London","305","290","43070","38670"
"In post","2023","No function","Building Digital UK","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Building Digital UK","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Communications","London","30","30","51700","56430"
"In post","2023","No function","Cabinet Office (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","110","110","54330","56430"
"In post","2023","No function","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","10","10","48750","46280"
"In post","2023","No function","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Economics","London","15","15","65030","61110"
"In post","2023","No function","Cabinet Office (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Finance","London","20","20","44660","39280"
"In post","2023","No function","Cabinet Office (excl. agencies)","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Human Resources","London","30","30","56150","56430"
"In post","2023","No function","Cabinet Office (excl. agencies)","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","40","40","40330","35440"
"In post","2023","No function","Cabinet Office (excl. agencies)","Legal","London","10","10","64810","66620"
"In post","2023","No function","Cabinet Office (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Policy","London","215","215","52970","56430"
"In post","2023","No function","Cabinet Office (excl. agencies)","Policy","Outside London","15","15","44370","49700"
"In post","2023","No function","Cabinet Office (excl. agencies)","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Project Delivery","London","10","10","57800","58070"
"In post","2023","No function","Cabinet Office (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Security","London","105","105","53710","56430"
"In post","2023","No function","Cabinet Office (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","Unknown","London","990","975","51590","55790"
"In post","2023","No function","Cabinet Office (excl. agencies)","Unknown","Outside London","75","75","45990","40200"
"In post","2023","No function","Cabinet Office (excl. agencies)","Unknown","Unknown","35","35","58980","55790"
"In post","2023","No function","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Charity Commission","Operational Delivery","London","45","45","40760","32700"
"In post","2023","No function","Charity Commission","Operational Delivery","Outside London","280","265","31880","30170"
"In post","2023","No function","Charity Commission","Policy","London","5","5","[c]","[c]"
"In post","2023","No function","Charity Commission","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Companies House","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Companies House","Operational Delivery","Outside London","480","435","26160","23240"
"In post","2023","No function","Companies House","Other","Outside London","20","20","49490","40740"
"In post","2023","No function","Companies House","Policy","Outside London","35","35","44490","40680"
"In post","2023","No function","Criminal Injuries Compensation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Criminal Injuries Compensation Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","325","300","27660","25830"
"In post","2023","No function","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Criminal Injuries Compensation Authority","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Crown Commercial Service","Operational Delivery","London","20","20","58240","57590"
"In post","2023","No function","Crown Commercial Service","Operational Delivery","Outside London","155","155","40410","40450"
"In post","2023","No function","Crown Commercial Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Crown Commercial Service","Policy","Outside London","15","15","47000","42770"
"In post","2023","No function","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Outside London","25","25","37890","31540"
"In post","2023","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","1560","1465","29510","28700"
"In post","2023","No function","Crown Office and Procurator Fiscal Service","Policy","Outside London","20","20","59280","58850"
"In post","2023","No function","Defence Electronics and Components Agency","Medicine","Outside London","15","15","30500","30060"
"In post","2023","No function","Defence Electronics and Components Agency","Operational Delivery","Outside London","65","65","30970","28710"
"In post","2023","No function","Defence Electronics and Components Agency","Other","Outside London","25","25","27050","27130"
"In post","2023","No function","Defence Electronics and Components Agency","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Defence Electronics and Components Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Defence Electronics and Components Agency","Science and Engineering","Outside London","245","235","28240","30060"
"In post","2023","No function","Defence Equipment and Support","Operational Delivery","London","150","145","27670","25450"
"In post","2023","No function","Defence Equipment and Support","Operational Delivery","Outside London","2385","2300","34120","32080"
"In post","2023","No function","Defence Equipment and Support","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","No function","Defence Equipment and Support","Other","London","5","5","[c]","[c]"
"In post","2023","No function","Defence Equipment and Support","Other","Outside London","1200","1115","37190","32500"
"In post","2023","No function","Defence Equipment and Support","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","No function","Defence Equipment and Support","Science and Engineering","London","15","15","43850","43010"
"In post","2023","No function","Defence Equipment and Support","Science and Engineering","Outside London","2680","2620","41680","42620"
"In post","2023","No function","Defence Equipment and Support","Science and Engineering","Overseas","20","20","55620","57560"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","London","5","5","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","10","10","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","95","90","60110","59370"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","5","5","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","290","285","50360","43970"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","200","195","45480","37750"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","London","5","5","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","3780","3700","52530","55120"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","900","885","43070","37750"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","50","45","56170","56440"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Outside London","30","30","44830","39720"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","London","15","15","51270","46960"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","10","10","57940","58960"
"In post","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","London","10","10","55740","58610"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","International Trade","London","10","10","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","London","55","55","33170","29000"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","Outside London","10","10","28060","24780"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","London","1010","990","50080","53030"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","Outside London","115","115","40550","35620"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","London","90","90","51980","53030"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","Outside London","10","10","45110","32600"
"In post","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Science and Engineering","London","5","5","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Education (excl. agencies)","Knowledge and Information Management","Outside London","20","15","34140","31520"
"In post","2023","No function","Department for Education (excl. agencies)","Operational Delivery","London","295","285","49780","42170"
"In post","2023","No function","Department for Education (excl. agencies)","Operational Delivery","Outside London","920","890","42260","37590"
"In post","2023","No function","Department for Education (excl. agencies)","Policy","London","960","915","53730","55020"
"In post","2023","No function","Department for Education (excl. agencies)","Policy","Outside London","1185","1135","42080","37590"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","45","45","48440","44720"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","15","15","42800","37710"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","65","65","45500","41660"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Outside London","35","35","51740","49400"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","35","35","33990","29230"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","10","10","33250","30320"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","1990","1935","46680","40710"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","1685","1620","41330","37300"
"In post","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for International Trade","Communications","London","15","15","48400","44180"
"In post","2023","No function","Department for International Trade","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Department for International Trade","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for International Trade","Economics","London","30","30","43270","41550"
"In post","2023","No function","Department for International Trade","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for International Trade","International Trade","London","1295","1285","50150","45350"
"In post","2023","No function","Department for International Trade","International Trade","Outside London","485","470","43200","42080"
"In post","2023","No function","Department for International Trade","International Trade","Overseas","175","175","57480","55370"
"In post","2023","No function","Department for International Trade","Knowledge and Information Management","London","20","20","41690","36360"
"In post","2023","No function","Department for International Trade","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Department for International Trade","Operational Delivery","London","140","140","44630","36620"
"In post","2023","No function","Department for International Trade","Operational Delivery","Outside London","10","10","31450","32020"
"In post","2023","No function","Department for International Trade","Other","London","90","90","50970","42210"
"In post","2023","No function","Department for International Trade","Other","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for International Trade","Policy","London","205","205","48210","41720"
"In post","2023","No function","Department for International Trade","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Department for International Trade","Project Delivery","London","40","40","49710","55370"
"In post","2023","No function","Department for International Trade","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Department for International Trade","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for International Trade","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","145","145","42110","38700"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","345","330","40280","37540"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","75","70","49890","44180"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Outside London","30","30","41070","40300"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","1290","1260","51950","54630"
"In post","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","450","440","43060","37540"
"In post","2023","No function","Department for Transport (excl. agencies)","Communications","London","25","25","45990","44360"
"In post","2023","No function","Department for Transport (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Corporate Finance","London","10","10","71440","76420"
"In post","2023","No function","Department for Transport (excl. agencies)","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","London","15","15","51560","54080"
"In post","2023","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Finance","London","10","10","45820","43320"
"In post","2023","No function","Department for Transport (excl. agencies)","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Human Resources","London","5","5","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","International Trade","London","45","45","62050","56340"
"In post","2023","No function","Department for Transport (excl. agencies)","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Knowledge and Information Management","Outside London","10","10","40250","39430"
"In post","2023","No function","Department for Transport (excl. agencies)","Operational Delivery","London","150","140","40890","34390"
"In post","2023","No function","Department for Transport (excl. agencies)","Operational Delivery","Outside London","40","35","32720","29460"
"In post","2023","No function","Department for Transport (excl. agencies)","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Planning","London","15","15","50810","49470"
"In post","2023","No function","Department for Transport (excl. agencies)","Planning","Outside London","20","15","30070","27450"
"In post","2023","No function","Department for Transport (excl. agencies)","Policy","London","975","955","53120","55740"
"In post","2023","No function","Department for Transport (excl. agencies)","Policy","Outside London","150","145","43620","39820"
"In post","2023","No function","Department for Transport (excl. agencies)","Policy","Overseas","5","5","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Science and Engineering","London","60","55","55090","55740"
"In post","2023","No function","Department for Transport (excl. agencies)","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Department for Transport (excl. agencies)","Unknown","London","435","420","49760","37840"
"In post","2023","No function","Department for Transport (excl. agencies)","Unknown","Outside London","220","210","55970","50240"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","London","80","80","45660","43760"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Outside London","190","175","32340","34170"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","5605","5105","32140","32520"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","55575","48930","26800","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","215","205","27660","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Other","London","245","235","47960","39150"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Other","Outside London","1785","1625","30430","28120"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Other","Unknown","10","5","[c]","[c]"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Psychology","London","5","5","[c]","[c]"
"In post","2023","No function","Department for Work and Pensions (excl. agencies)","Psychology","Outside London","50","50","36360","36690"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Commercial","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Communications","London","10","10","51650","54670"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Finance","London","10","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Medicine","London","70","70","45440","41950"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Medicine","Outside London","55","50","64380","58770"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","London","40","35","41090","34690"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","Outside London","15","15","42040","34530"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Other","London","10","10","51850","58280"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Other","Outside London","15","15","37730","38280"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Policy","London","220","215","53710","54690"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Policy","Outside London","100","95","48870","50830"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Property","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","15","15","57140","54670"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Unknown","London","1485","1435","51500","54660"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","680","645","47470","50830"
"In post","2023","No function","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","10","5","[c]","[c]"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","65","65","27470","26960"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Finance","Outside London","10","10","30440","27450"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Human Resources","Outside London","25","20","28700","26780"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Medicine","Outside London","50","45","80350","88020"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","4410","3805","22960","22500"
"In post","2023","No function","Driver and Vehicle Licensing Agency","Policy","Outside London","110","100","31980","31350"
"In post","2023","No function","Driver and Vehicle Standards Agency","Operational Delivery","London","330","310","32580","31450"
"In post","2023","No function","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","3705","3465","28580","27450"
"In post","2023","No function","Driver and Vehicle Standards Agency","Other","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Driver and Vehicle Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Driver and Vehicle Standards Agency","Policy","Outside London","70","65","37740","33850"
"In post","2023","No function","Driver and Vehicle Standards Agency","Project Delivery","Outside London","10","10","38010","39430"
"In post","2023","No function","Education and Skills Funding Agency","Operational Delivery","London","70","65","44630","41720"
"In post","2023","No function","Education and Skills Funding Agency","Operational Delivery","Outside London","270","260","39900","37590"
"In post","2023","No function","Education and Skills Funding Agency","Policy","London","10","10","[c]","[c]"
"In post","2023","No function","Education and Skills Funding Agency","Policy","Outside London","15","15","46290","51360"
"In post","2023","No function","Food Standards Agency","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","International Trade","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Food Standards Agency","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","Operational Delivery","London","45","45","41800","34650"
"In post","2023","No function","Food Standards Agency","Operational Delivery","Outside London","605","580","33070","29430"
"In post","2023","No function","Food Standards Agency","Policy","London","70","70","46740","41160"
"In post","2023","No function","Food Standards Agency","Policy","Outside London","240","235","41160","38100"
"In post","2023","No function","Food Standards Agency","Science and Engineering","London","35","35","43930","41160"
"In post","2023","No function","Food Standards Agency","Science and Engineering","Outside London","100","100","39520","37720"
"In post","2023","No function","Food Standards Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","Veterinarian","Outside London","55","55","45650","38670"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","210","205","43010","38540"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","120","115","47070","40650"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","1785","1755","52710","53500"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","175","170","46660","49960"
"In post","2023","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","1950","1945","53450","54110"
