"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Human Resources","SEO/HEO","SEO","15","[c]","41290","40470"
"New entrant CS","2023","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","AA/AO","AO","310","[c]","22060","21890"
"New entrant CS","2023","20-29","Legal","EO","EO","235","[c]","28000","27760"
"New entrant CS","2023","20-29","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","G6/G7","G7","50","[c]","52760","52360"
"New entrant CS","2023","20-29","Legal","SEO/HEO","HEO","50","[c]","37930","35130"
"New entrant CS","2023","20-29","Legal","SEO/HEO","SEO","35","[c]","39040","38760"
"New entrant CS","2023","20-29","No function","AA/AO","AA","1000","[c]","22400","23230"
"New entrant CS","2023","20-29","No function","AA/AO","AO","7320","[c]","24760","22520"
"New entrant CS","2023","20-29","No function","EO","EO","2720","[c]","27460","27080"
"New entrant CS","2023","20-29","No function","G6/G7","G6","15","[c]","70200","66640"
"New entrant CS","2023","20-29","No function","G6/G7","G7","110","[c]","53860","54330"
"New entrant CS","2023","20-29","No function","SEO/HEO","HEO","1270","[c]","33370","33830"
"New entrant CS","2023","20-29","No function","SEO/HEO","SEO","320","[c]","41550","41000"
"New entrant CS","2023","20-29","No function","Unknown","Unknown","1975","[c]","22700","23640"
"New entrant CS","2023","20-29","Project Delivery","AA/AO","AA","20","[c]","18710","19080"
"New entrant CS","2023","20-29","Project Delivery","AA/AO","AO","115","[c]","22400","23200"
"New entrant CS","2023","20-29","Project Delivery","EO","EO","160","[c]","26660","27080"
"New entrant CS","2023","20-29","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","G6/G7","G7","15","[c]","53650","54090"
"New entrant CS","2023","20-29","Project Delivery","SEO/HEO","HEO","285","[c]","32080","31940"
"New entrant CS","2023","20-29","Project Delivery","SEO/HEO","SEO","40","[c]","41840","41120"
"New entrant CS","2023","20-29","Project Delivery","Unknown","Unknown","90","[c]","26290","26000"
"New entrant CS","2023","20-29","Property","AA/AO","AA","20","[c]","19910","19770"
"New entrant CS","2023","20-29","Property","AA/AO","AO","140","[c]","22890","22520"
"New entrant CS","2023","20-29","Property","EO","EO","60","[c]","27160","27080"
"New entrant CS","2023","20-29","Property","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","SEO/HEO","HEO","50","[c]","31740","32260"
"New entrant CS","2023","20-29","Property","SEO/HEO","SEO","20","[c]","40660","40260"
"New entrant CS","2023","20-29","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","AA/AO","AA","70","[c]","26290","27500"
"New entrant CS","2023","20-29","Security","AA/AO","AO","175","[c]","25170","25350"
"New entrant CS","2023","20-29","Security","EO","EO","60","[c]","26770","27080"
"New entrant CS","2023","20-29","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","SEO/HEO","HEO","25","[c]","34220","33830"
"New entrant CS","2023","20-29","Security","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","AA/AO","AA","360","[c]","22020","22180"
"New entrant CS","2023","20-29","Unknown","AA/AO","AO","235","[c]","23250","22150"
"New entrant CS","2023","20-29","Unknown","EO","EO","365","[c]","27990","29100"
"New entrant CS","2023","20-29","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","G6/G7","G7","30","[c]","53280","52360"
"New entrant CS","2023","20-29","Unknown","SEO/HEO","HEO","580","[c]","30810","28840"
"New entrant CS","2023","20-29","Unknown","SEO/HEO","SEO","65","[c]","41990","41640"
"New entrant CS","2023","20-29","Unknown","Unknown","Unknown","80","[c]","22070","17660"
"New entrant CS","2023","30-39","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","EO","EO","35","[c]","27330","26910"
"New entrant CS","2023","30-39","Analysis","G6/G7","G6","10","[c]","80780","70000"
"New entrant CS","2023","30-39","Analysis","G6/G7","G7","25","[c]","55610","54090"
"New entrant CS","2023","30-39","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","SEO/HEO","HEO","115","[c]","32780","31560"
"New entrant CS","2023","30-39","Analysis","SEO/HEO","SEO","80","[c]","40610","40500"
"New entrant CS","2023","30-39","Commercial","AA/AO","AO","15","[c]","21720","21780"
"New entrant CS","2023","30-39","Commercial","EO","EO","25","[c]","27060","27080"
"New entrant CS","2023","30-39","Commercial","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","G6/G7","G7","40","[c]","62920","65500"
"New entrant CS","2023","30-39","Commercial","SEO/HEO","HEO","65","[c]","32480","32500"
"New entrant CS","2023","30-39","Commercial","SEO/HEO","SEO","40","[c]","40920","40730"
"New entrant CS","2023","30-39","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","EO","EO","20","[c]","28130","27140"
"New entrant CS","2023","30-39","Communications","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","G6/G7","G7","20","[c]","53510","54460"
"New entrant CS","2023","30-39","Communications","SEO/HEO","HEO","60","[c]","33810","33890"
"New entrant CS","2023","30-39","Communications","SEO/HEO","SEO","60","[c]","42740","41780"
"New entrant CS","2023","30-39","Counter Fraud","AA/AO","AO","60","[c]","23220","21690"
"New entrant CS","2023","30-39","Counter Fraud","EO","EO","75","[c]","28460","27890"
"New entrant CS","2023","30-39","Counter Fraud","G6/G7","G7","10","[c]","55210","54700"
"New entrant CS","2023","30-39","Counter Fraud","SEO/HEO","HEO","30","[c]","35400","34550"
"New entrant CS","2023","30-39","Counter Fraud","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","AA/AO","AO","375","[c]","22630","22520"
"New entrant CS","2023","30-39","Debt","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","AA/AO","AO","25","[c]","22140","22020"
"New entrant CS","2023","30-39","Digital, Data & Technology","EO","EO","185","[c]","28050","27650"
"New entrant CS","2023","30-39","Digital, Data & Technology","G6/G7","G6","30","[c]","71320","70000"
"New entrant CS","2023","30-39","Digital, Data & Technology","G6/G7","G7","200","[c]","54980","54570"
"New entrant CS","2023","30-39","Digital, Data & Technology","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","SEO/HEO","HEO","235","[c]","34180","34400"
"New entrant CS","2023","30-39","Digital, Data & Technology","SEO/HEO","SEO","260","[c]","41120","40670"
"New entrant CS","2023","30-39","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","AA/AO","AO","50","[c]","22430","22520"
"New entrant CS","2023","30-39","Finance","EO","EO","35","[c]","28020","27080"
"New entrant CS","2023","30-39","Finance","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","G6/G7","G7","20","[c]","55220","55270"
"New entrant CS","2023","30-39","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","SEO/HEO","HEO","50","[c]","35260","34400"
"New entrant CS","2023","30-39","Finance","SEO/HEO","SEO","35","[c]","42220","41860"
"New entrant CS","2023","30-39","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Grants Management","AA/AO","AO","75","[c]","22120","22150"
"New entrant CS","2023","30-39","Grants Management","EO","EO","10","[c]","25920","25920"
"New entrant CS","2023","30-39","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","AA/AO","AO","50","[c]","22280","22220"
"New entrant CS","2023","30-39","Human Resources","EO","EO","80","[c]","26950","27080"
"New entrant CS","2023","30-39","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","G6/G7","G7","20","[c]","53320","53000"
"New entrant CS","2023","30-39","Human Resources","SEO/HEO","HEO","90","[c]","35340","34220"
"New entrant CS","2023","30-39","Human Resources","SEO/HEO","SEO","50","[c]","41510","40680"
"New entrant CS","2023","30-39","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","AA/AO","AO","70","[c]","22160","22520"
"New entrant CS","2023","30-39","Legal","EO","EO","60","[c]","27860","27700"
"New entrant CS","2023","30-39","Legal","G6/G7","G6","15","[c]","70900","72210"
"New entrant CS","2023","30-39","Legal","G6/G7","G7","185","[c]","53500","52600"
"New entrant CS","2023","30-39","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","SEO/HEO","HEO","40","[c]","38840","39110"
"New entrant CS","2023","30-39","Legal","SEO/HEO","SEO","95","[c]","39070","38760"
"New entrant CS","2023","30-39","No function","AA/AO","AA","515","[c]","22530","23230"
"New entrant CS","2023","30-39","No function","AA/AO","AO","3945","[c]","24980","22520"
"New entrant CS","2023","30-39","No function","EO","EO","1655","[c]","27490","26780"
"New entrant CS","2023","30-39","No function","G6/G7","G6","80","[c]","71790","67230"
"New entrant CS","2023","30-39","No function","G6/G7","G7","295","[c]","55630","54360"
"New entrant CS","2023","30-39","No function","SCS level","SCS level","25","[c]","87280","88360"
"New entrant CS","2023","30-39","No function","SEO/HEO","HEO","685","[c]","33920","33710"
"New entrant CS","2023","30-39","No function","SEO/HEO","SEO","495","[c]","41900","40880"
"New entrant CS","2023","30-39","No function","Unknown","Unknown","865","[c]","23200","23640"
"New entrant CS","2023","30-39","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","AA/AO","AO","15","[c]","22440","22520"
"New entrant CS","2023","30-39","Project Delivery","EO","EO","55","[c]","26800","26780"
"New entrant CS","2023","30-39","Project Delivery","G6/G7","G6","25","[c]","69620","67420"
"New entrant CS","2023","30-39","Project Delivery","G6/G7","G7","80","[c]","52360","52600"
"New entrant CS","2023","30-39","Project Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","SEO/HEO","HEO","110","[c]","33370","33830"
"New entrant CS","2023","30-39","Project Delivery","SEO/HEO","SEO","95","[c]","41100","41000"
"New entrant CS","2023","30-39","Project Delivery","Unknown","Unknown","45","[c]","34280","33500"
"New entrant CS","2023","30-39","Property","AA/AO","AA","10","[c]","21110","19770"
"New entrant CS","2023","30-39","Property","AA/AO","AO","65","[c]","23210","22520"
"New entrant CS","2023","30-39","Property","EO","EO","25","[c]","26870","26020"
"New entrant CS","2023","30-39","Property","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","G6/G7","G7","15","[c]","53950","54620"
"New entrant CS","2023","30-39","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","SEO/HEO","HEO","30","[c]","33920","33830"
"New entrant CS","2023","30-39","Property","SEO/HEO","SEO","30","[c]","41450","41200"
"New entrant CS","2023","30-39","Security","AA/AO","AA","65","[c]","26060","27500"
"New entrant CS","2023","30-39","Security","AA/AO","AO","90","[c]","28230","25350"
"New entrant CS","2023","30-39","Security","EO","EO","25","[c]","26830","24620"
"New entrant CS","2023","30-39","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","G6/G7","G7","15","[c]","56370","55830"
"New entrant CS","2023","30-39","Security","SEO/HEO","HEO","20","[c]","33400","32640"
"New entrant CS","2023","30-39","Security","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","AA/AO","AA","255","[c]","22370","22180"
"New entrant CS","2023","30-39","Unknown","AA/AO","AO","85","[c]","24510","25710"
"New entrant CS","2023","30-39","Unknown","EO","EO","340","[c]","29260","29100"
"New entrant CS","2023","30-39","Unknown","G6/G7","G6","10","[c]","71530","69730"
"New entrant CS","2023","30-39","Unknown","G6/G7","G7","115","[c]","54380","52360"
"New entrant CS","2023","30-39","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SEO/HEO","HEO","265","[c]","34090","33520"
"New entrant CS","2023","30-39","Unknown","SEO/HEO","SEO","180","[c]","42720","41640"
"New entrant CS","2023","30-39","Unknown","Unknown","Unknown","20","[c]","26690","17820"
"New entrant CS","2023","40-49","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","G6/G7","G7","20","[c]","55120","53240"
"New entrant CS","2023","40-49","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","SEO/HEO","HEO","40","[c]","32960","32500"
"New entrant CS","2023","40-49","Analysis","SEO/HEO","SEO","25","[c]","40030","39890"
"New entrant CS","2023","40-49","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","AA/AO","AO","10","[c]","22160","22220"
"New entrant CS","2023","40-49","Commercial","EO","EO","20","[c]","27450","27080"
"New entrant CS","2023","40-49","Commercial","G6/G7","G6","15","[c]","83590","85340"
"New entrant CS","2023","40-49","Commercial","G6/G7","G7","35","[c]","64150","65500"
"New entrant CS","2023","40-49","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SEO/HEO","HEO","35","[c]","33260","33000"
"New entrant CS","2023","40-49","Commercial","SEO/HEO","SEO","35","[c]","40720","40580"
"New entrant CS","2023","40-49","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G6/G7","G7","15","[c]","55570","54200"
"New entrant CS","2023","40-49","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SEO/HEO","HEO","15","[c]","33900","33830"
"New entrant CS","2023","40-49","Communications","SEO/HEO","SEO","40","[c]","42270","41890"
"New entrant CS","2023","40-49","Counter Fraud","AA/AO","AO","50","[c]","23490","22520"
"New entrant CS","2023","40-49","Counter Fraud","EO","EO","45","[c]","28620","28120"
"New entrant CS","2023","40-49","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","SEO/HEO","HEO","25","[c]","35400","34400"
"New entrant CS","2023","40-49","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Debt","AA/AO","AO","235","[c]","22540","22520"
"New entrant CS","2023","40-49","Debt","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","AA/AO","AO","10","[c]","21890","22220"
"New entrant CS","2023","40-49","Digital, Data & Technology","EO","EO","75","[c]","28080","27650"
"New entrant CS","2023","40-49","Digital, Data & Technology","G6/G7","G6","45","[c]","69920","69690"
"New entrant CS","2023","40-49","Digital, Data & Technology","G6/G7","G7","185","[c]","55960","55720"
"New entrant CS","2023","40-49","Digital, Data & Technology","SCS level","SCS level","20","[c]","99650","102000"
"New entrant CS","2023","40-49","Digital, Data & Technology","SEO/HEO","HEO","145","[c]","34600","34400"
"New entrant CS","2023","40-49","Digital, Data & Technology","SEO/HEO","SEO","180","[c]","41550","41480"
"New entrant CS","2023","40-49","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","AA/AO","AO","20","[c]","22670","22520"
"New entrant CS","2023","40-49","Finance","EO","EO","30","[c]","27000","27080"
"New entrant CS","2023","40-49","Finance","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G6/G7","G7","25","[c]","53890","53010"
"New entrant CS","2023","40-49","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","SEO/HEO","HEO","35","[c]","34140","34170"
"New entrant CS","2023","40-49","Finance","SEO/HEO","SEO","40","[c]","42100","41780"
"New entrant CS","2023","40-49","Grants Management","AA/AO","AO","70","[c]","21950","22150"
"New entrant CS","2023","40-49","Grants Management","EO","EO","10","[c]","25920","25920"
"New entrant CS","2023","40-49","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","AA/AO","AO","35","[c]","22300","22220"
"New entrant CS","2023","40-49","Human Resources","EO","EO","65","[c]","28210","27140"
"New entrant CS","2023","40-49","Human Resources","G6/G7","G6","10","[c]","70590","66860"
"New entrant CS","2023","40-49","Human Resources","G6/G7","G7","25","[c]","53140","54330"
"New entrant CS","2023","40-49","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SEO/HEO","HEO","65","[c]","35340","33830"
"New entrant CS","2023","40-49","Human Resources","SEO/HEO","SEO","40","[c]","42310","41000"
"New entrant CS","2023","40-49","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","AA/AO","AO","45","[c]","21280","20980"
"New entrant CS","2023","40-49","Legal","EO","EO","20","[c]","27700","26900"
"New entrant CS","2023","40-49","Legal","G6/G7","G6","10","[c]","68880","66460"
"New entrant CS","2023","40-49","Legal","G6/G7","G7","75","[c]","53480","52600"
"New entrant CS","2023","40-49","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SEO/HEO","HEO","10","[c]","34490","32500"
"New entrant CS","2023","40-49","Legal","SEO/HEO","SEO","45","[c]","39690","38760"
"New entrant CS","2023","40-49","No function","AA/AO","AA","395","[c]","22450","23230"
"New entrant CS","2023","40-49","No function","AA/AO","AO","2365","[c]","24630","22520"
"New entrant CS","2023","40-49","No function","EO","EO","1035","[c]","27380","26780"
"New entrant CS","2023","40-49","No function","G6/G7","G6","85","[c]","70170","67030"
"New entrant CS","2023","40-49","No function","G6/G7","G7","280","[c]","59100","55660"
"New entrant CS","2023","40-49","No function","SCS level","SCS level","50","[c]","102130","95000"
"New entrant CS","2023","40-49","No function","SEO/HEO","HEO","415","[c]","34160","33250"
"New entrant CS","2023","40-49","No function","SEO/HEO","SEO","385","[c]","43380","42610"
"New entrant CS","2023","40-49","No function","Unknown","Unknown","590","[c]","23870","23640"
"New entrant CS","2023","40-49","Project Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","EO","EO","35","[c]","26230","25970"
"New entrant CS","2023","40-49","Project Delivery","G6/G7","G6","20","[c]","68970","67900"
"New entrant CS","2023","40-49","Project Delivery","G6/G7","G7","80","[c]","52330","52010"
"New entrant CS","2023","40-49","Project Delivery","SCS level","SCS level","15","[c]","90950","85880"
"New entrant CS","2023","40-49","Project Delivery","SEO/HEO","HEO","75","[c]","33630","33830"
"New entrant CS","2023","40-49","Project Delivery","SEO/HEO","SEO","85","[c]","40650","41000"
"New entrant CS","2023","40-49","Project Delivery","Unknown","Unknown","35","[c]","41860","41000"
"New entrant CS","2023","40-49","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","AA/AO","AO","40","[c]","22670","22520"
"New entrant CS","2023","40-49","Property","EO","EO","20","[c]","27840","27080"
"New entrant CS","2023","40-49","Property","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","G6/G7","G7","25","[c]","54200","54440"
"New entrant CS","2023","40-49","Property","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SEO/HEO","HEO","45","[c]","34130","33830"
"New entrant CS","2023","40-49","Property","SEO/HEO","SEO","40","[c]","41980","41000"
"New entrant CS","2023","40-49","Security","AA/AO","AA","60","[c]","25790","27500"
"New entrant CS","2023","40-49","Security","AA/AO","AO","50","[c]","31810","27500"
"New entrant CS","2023","40-49","Security","EO","EO","10","[c]","26340","27080"
"New entrant CS","2023","40-49","Security","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SEO/HEO","HEO","20","[c]","34780","33420"
"New entrant CS","2023","40-49","Security","SEO/HEO","SEO","15","[c]","40690","41000"
"New entrant CS","2023","40-49","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AA/AO","AA","160","[c]","22370","22180"
"New entrant CS","2023","40-49","Unknown","AA/AO","AO","50","[c]","23800","22150"
"New entrant CS","2023","40-49","Unknown","EO","EO","215","[c]","29190","29100"
"New entrant CS","2023","40-49","Unknown","G6/G7","G6","30","[c]","72260","70920"
"New entrant CS","2023","40-49","Unknown","G6/G7","G7","95","[c]","55050","52900"
"New entrant CS","2023","40-49","Unknown","SCS level","SCS level","10","[c]","86870","81890"
"New entrant CS","2023","40-49","Unknown","SEO/HEO","HEO","140","[c]","35280","34730"
"New entrant CS","2023","40-49","Unknown","SEO/HEO","SEO","125","[c]","43520","41700"
"New entrant CS","2023","40-49","Unknown","Unknown","Unknown","15","[c]","23730","17660"
"New entrant CS","2023","50-59","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G6/G7","G7","20","[c]","54940","51880"
"New entrant CS","2023","50-59","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SEO/HEO","SEO","15","[c]","41640","41000"
"New entrant CS","2023","50-59","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","EO","EO","10","[c]","26800","27080"
"New entrant CS","2023","50-59","Commercial","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G6/G7","G7","20","[c]","62500","66330"
"New entrant CS","2023","50-59","Commercial","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SEO/HEO","HEO","15","[c]","33030","32470"
"New entrant CS","2023","50-59","Commercial","SEO/HEO","SEO","20","[c]","41290","41000"
"New entrant CS","2023","50-59","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SEO/HEO","HEO","10","[c]","33200","33380"
"New entrant CS","2023","50-59","Communications","SEO/HEO","SEO","10","[c]","41720","41190"
"New entrant CS","2023","50-59","Counter Fraud","AA/AO","AO","40","[c]","23180","21690"
"New entrant CS","2023","50-59","Counter Fraud","EO","EO","35","[c]","28070","27650"
"New entrant CS","2023","50-59","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","SEO/HEO","HEO","20","[c]","35060","34290"
"New entrant CS","2023","50-59","Counter Fraud","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Debt","AA/AO","AO","180","[c]","22470","22520"
"New entrant CS","2023","50-59","Debt","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","AA/AO","AO","15","[c]","22180","22220"
"New entrant CS","2023","50-59","Digital, Data & Technology","EO","EO","50","[c]","28940","27650"
"New entrant CS","2023","50-59","Digital, Data & Technology","G6/G7","G6","30","[c]","70160","70180"
"New entrant CS","2023","50-59","Digital, Data & Technology","G6/G7","G7","90","[c]","56200","56120"
"New entrant CS","2023","50-59","Digital, Data & Technology","SCS level","SCS level","20","[c]","114960","116650"
"New entrant CS","2023","50-59","Digital, Data & Technology","SEO/HEO","HEO","60","[c]","34180","34400"
"New entrant CS","2023","50-59","Digital, Data & Technology","SEO/HEO","SEO","85","[c]","41730","41780"
