"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","20","20","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","EO","20","20","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","60","60","41880","41050"
"In post","2023","Asian","Office of Gas and Electricity Markets","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","EO","60","60","27130","26060"
"In post","2023","Asian","Office of Gas and Electricity Markets","G6/G7","65","65","59680","60000"
"In post","2023","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","SEO/HEO","60","55","38430","38500"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Office of the Public Guardian","AA/AO","350","320","21780","21780"
"In post","2023","Asian","Office of the Public Guardian","EO","100","95","25890","25830"
"In post","2023","Asian","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Public Guardian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Public Guardian","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Rural Payments Agency","AA/AO","40","40","22150","22150"
"In post","2023","Asian","Rural Payments Agency","EO","10","10","[c]","[c]"
"In post","2023","Asian","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Rural Payments Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Government (excl. agencies)","AA/AO","15","15","[c]","[c]"
"In post","2023","Asian","Scottish Government (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2023","Asian","Scottish Government (excl. agencies)","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Government (excl. agencies)","SEO/HEO","70","65","41030","39730"
"In post","2023","Asian","Scottish Housing Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Public Pensions Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Serious Fraud Office","EO","10","10","[c]","[c]"
"In post","2023","Asian","Serious Fraud Office","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Serious Fraud Office","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Social Security Scotland","AA/AO","25","25","[c]","[c]"
"In post","2023","Asian","Social Security Scotland","EO","35","30","29630","29100"
"In post","2023","Asian","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Security Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Security Scotland","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Standards and Testing Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Submarine Delivery Agency","Unknown","50","50","40570","39500"
"In post","2023","Asian","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Teaching Regulation Agency","EO","10","10","[c]","[c]"
"In post","2023","Asian","Teaching Regulation Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Teaching Regulation Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The Insolvency Service","AA/AO","70","65","22930","22180"
"In post","2023","Asian","The Insolvency Service","EO","25","25","[c]","[c]"
"In post","2023","Asian","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The Insolvency Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The Insolvency Service","SEO/HEO","50","50","38700","40280"
"In post","2023","Asian","The National Archives","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","The National Archives","EO","5","5","[c]","[c]"
"In post","2023","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The National Archives","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Transport Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Transport Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Debt Management Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Export Finance","EO","20","20","[c]","[c]"
"In post","2023","Asian","UK Export Finance","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Export Finance","SEO/HEO","45","45","41960","42000"
"In post","2023","Asian","UK Health Security Agency","AA/AO","85","75","23270","23470"
"In post","2023","Asian","UK Health Security Agency","EO","105","100","27960","27960"
"In post","2023","Asian","UK Health Security Agency","G6/G7","115","110","62050","56500"
"In post","2023","Asian","UK Health Security Agency","SCS level","50","45","115870","118200"
"In post","2023","Asian","UK Health Security Agency","SEO/HEO","250","245","37760","37420"
"In post","2023","Asian","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
