"Status","Year","Region_ITL2","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Highlands and Islands","Na h-Eileanan Siar","Outside London","AA/AO","20","[c]","21800","21690"
"New entrant CS","2023","Highlands and Islands","Na h-Eileanan Siar","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Highlands and Islands","Na h-Eileanan Siar","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Highlands and Islands","Na h-Eileanan Siar","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Highlands and Islands","Orkney Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Highlands and Islands","Orkney Islands","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Highlands and Islands","Orkney Islands","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Highlands and Islands","Shetland Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - East","Hackney and Newham","London","AA/AO","195","[c]","26640","26920"
"New entrant CS","2023","Inner London - East","Hackney and Newham","London","EO","95","[c]","31380","31980"
"New entrant CS","2023","Inner London - East","Hackney and Newham","London","G6/G7","35","[c]","60430","59180"
"New entrant CS","2023","Inner London - East","Hackney and Newham","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - East","Hackney and Newham","London","SEO/HEO","110","[c]","39600","39110"
"New entrant CS","2023","Inner London - East","Hackney and Newham","London","Unknown","25","[c]","26170","27640"
"New entrant CS","2023","Inner London - East","Haringey and Islington","London","AA/AO","120","[c]","31980","33800"
"New entrant CS","2023","Inner London - East","Haringey and Islington","London","EO","10","[c]","29310","29660"
"New entrant CS","2023","Inner London - East","Haringey and Islington","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - East","Haringey and Islington","London","SEO/HEO","10","[c]","37790","37280"
"New entrant CS","2023","Inner London - East","Haringey and Islington","London","Unknown","35","[c]","26380","27640"
"New entrant CS","2023","Inner London - East","Lambeth","London","AA/AO","70","[c]","31800","33800"
"New entrant CS","2023","Inner London - East","Lambeth","London","EO","80","[c]","35260","34340"
"New entrant CS","2023","Inner London - East","Lambeth","London","G6/G7","20","[c]","67670","68330"
"New entrant CS","2023","Inner London - East","Lambeth","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - East","Lambeth","London","SEO/HEO","35","[c]","46680","46000"
"New entrant CS","2023","Inner London - East","Lambeth","London","Unknown","25","[c]","27640","27640"
"New entrant CS","2023","Inner London - East","Lewisham and Southwark","London","AA/AO","30","[c]","30260","34390"
"New entrant CS","2023","Inner London - East","Lewisham and Southwark","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - East","Lewisham and Southwark","London","G6/G7","10","[c]","61570","60050"
"New entrant CS","2023","Inner London - East","Lewisham and Southwark","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - East","Lewisham and Southwark","London","Unknown","95","[c]","26240","27640"
"New entrant CS","2023","Inner London - East","Tower Hamlets","London","AA/AO","85","[c]","22730","23200"
"New entrant CS","2023","Inner London - East","Tower Hamlets","London","EO","200","[c]","28190","27840"
"New entrant CS","2023","Inner London - East","Tower Hamlets","London","G6/G7","235","[c]","61120","56500"
"New entrant CS","2023","Inner London - East","Tower Hamlets","London","SCS level","30","[c]","103490","98500"
"New entrant CS","2023","Inner London - East","Tower Hamlets","London","SEO/HEO","350","[c]","37710","35650"
"New entrant CS","2023","Inner London - East","Tower Hamlets","London","Unknown","15","[c]","25540","27640"
"New entrant CS","2023","Inner London - West","Camden and City of London","London","AA/AO","55","[c]","24990","25480"
"New entrant CS","2023","Inner London - West","Camden and City of London","London","EO","35","[c]","29970","29750"
"New entrant CS","2023","Inner London - West","Camden and City of London","London","G6/G7","20","[c]","77530","73000"
"New entrant CS","2023","Inner London - West","Camden and City of London","London","SEO/HEO","40","[c]","38160","36180"
"New entrant CS","2023","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","AA/AO","85","[c]","31890","33800"
"New entrant CS","2023","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","15","[c]","26020","27640"
"New entrant CS","2023","Inner London - West","Wandsworth","London","AA/AO","135","[c]","31750","33800"
"New entrant CS","2023","Inner London - West","Wandsworth","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - West","Wandsworth","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - West","Wandsworth","London","SEO/HEO","10","[c]","40680","40880"
"New entrant CS","2023","Inner London - West","Wandsworth","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - West","Westminster","London","AA/AO","525","[c]","24200","25280"
"New entrant CS","2023","Inner London - West","Westminster","London","EO","1105","[c]","28460","28810"
"New entrant CS","2023","Inner London - West","Westminster","London","G6/G7","645","[c]","59390","55720"
"New entrant CS","2023","Inner London - West","Westminster","London","SCS level","95","[c]","105340","95000"
"New entrant CS","2023","Inner London - West","Westminster","London","SEO/HEO","2395","[c]","36450","35410"
"New entrant CS","2023","Inner London - West","Westminster","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Kent","East Kent","Outside London","AA/AO","345","[c]","23210","22400"
"New entrant CS","2023","Kent","East Kent","Outside London","EO","335","[c]","26680","25750"
"New entrant CS","2023","Kent","East Kent","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Kent","East Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Kent","East Kent","Outside London","SEO/HEO","25","[c]","36060","34400"
"New entrant CS","2023","Kent","East Kent","Outside London","Unknown","45","[c]","23040","23640"
"New entrant CS","2023","Kent","Kent Thames Gateway","Outside London","AA/AO","135","[c]","27530","30160"
"New entrant CS","2023","Kent","Kent Thames Gateway","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Kent","Kent Thames Gateway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Kent","Kent Thames Gateway","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Kent","Kent Thames Gateway","Outside London","Unknown","20","[c]","22280","23640"
"New entrant CS","2023","Kent","Medway","Outside London","AA/AO","145","[c]","27910","29540"
"New entrant CS","2023","Kent","Medway","Outside London","EO","10","[c]","32410","29850"
"New entrant CS","2023","Kent","Medway","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Kent","Medway","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Kent","Medway","Outside London","Unknown","20","[c]","22180","23640"
"New entrant CS","2023","Kent","Mid Kent","Outside London","AA/AO","90","[c]","26690","28880"
"New entrant CS","2023","Kent","Mid Kent","Outside London","EO","15","[c]","28790","29150"
"New entrant CS","2023","Kent","Mid Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Kent","Mid Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Kent","Mid Kent","Outside London","SEO/HEO","10","[c]","39120","39670"
"New entrant CS","2023","Kent","Mid Kent","Outside London","Unknown","40","[c]","23440","23640"
"New entrant CS","2023","Kent","West Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Kent","West Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Kent","West Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Kent","West Kent","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","Blackburn with Darwen","Outside London","AA/AO","15","[c]","23170","21690"
"New entrant CS","2023","Lancashire","Blackburn with Darwen","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","Blackburn with Darwen","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","Blackburn with Darwen","Outside London","Unknown","35","[c]","22600","23640"
"New entrant CS","2023","Lancashire","Blackpool","Outside London","AA/AO","80","[c]","21640","21690"
"New entrant CS","2023","Lancashire","Blackpool","Outside London","EO","70","[c]","27900","28120"
"New entrant CS","2023","Lancashire","Blackpool","Outside London","G6/G7","20","[c]","56460","55280"
"New entrant CS","2023","Lancashire","Blackpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","Blackpool","Outside London","SEO/HEO","40","[c]","36590","34220"
"New entrant CS","2023","Lancashire","Blackpool","Outside London","Unknown","20","[c]","22610","23640"
"New entrant CS","2023","Lancashire","Chorley and West Lancashire","Outside London","AA/AO","200","[c]","27160","28880"
"New entrant CS","2023","Lancashire","Chorley and West Lancashire","Outside London","EO","15","[c]","30400","28480"
"New entrant CS","2023","Lancashire","Chorley and West Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","Chorley and West Lancashire","Outside London","SEO/HEO","10","[c]","37380","30960"
"New entrant CS","2023","Lancashire","Chorley and West Lancashire","Outside London","Unknown","20","[c]","23700","23640"
"New entrant CS","2023","Lancashire","East Lancashire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","East Lancashire","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","East Lancashire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","East Lancashire","Outside London","Unknown","30","[c]","22390","23640"
"New entrant CS","2023","Lancashire","Lancaster and Wyre","Outside London","AA/AO","150","[c]","24360","22220"
"New entrant CS","2023","Lancashire","Lancaster and Wyre","Outside London","EO","15","[c]","26980","27080"
"New entrant CS","2023","Lancashire","Lancaster and Wyre","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","Lancaster and Wyre","Outside London","SEO/HEO","15","[c]","34260","33830"
"New entrant CS","2023","Lancashire","Lancaster and Wyre","Outside London","Unknown","20","[c]","22570","23640"
"New entrant CS","2023","Lancashire","Mid Lancashire","Outside London","AA/AO","275","[c]","23080","21690"
"New entrant CS","2023","Lancashire","Mid Lancashire","Outside London","EO","25","[c]","26930","27570"
"New entrant CS","2023","Lancashire","Mid Lancashire","Outside London","G6/G7","15","[c]","55580","49400"
"New entrant CS","2023","Lancashire","Mid Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","Mid Lancashire","Outside London","SEO/HEO","40","[c]","37540","37300"
"New entrant CS","2023","Lancashire","Mid Lancashire","Outside London","Unknown","40","[c]","23030","23640"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","AA/AO","140","[c]","24020","22210"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","Unknown","80","[c]","22840","23640"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","AA/AO","235","[c]","23700","22400"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","EO","50","[c]","28090","25900"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","SEO/HEO","30","[c]","34720","33830"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","AA/AO","25","[c]","22220","21690"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","Unknown","20","[c]","22790","23640"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","AA/AO","145","[c]","23900","21780"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","SEO/HEO","10","[c]","39330","37940"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","Unknown","25","[c]","22670","23640"
"New entrant CS","2023","Lincolnshire","Lincolnshire CC","Outside London","AA/AO","215","[c]","25170","23230"
"New entrant CS","2023","Lincolnshire","Lincolnshire CC","Outside London","EO","40","[c]","27330","27080"
"New entrant CS","2023","Lincolnshire","Lincolnshire CC","Outside London","G6/G7","15","[c]","68200","72790"
"New entrant CS","2023","Lincolnshire","Lincolnshire CC","Outside London","SEO/HEO","55","[c]","36140","33830"
"New entrant CS","2023","Lincolnshire","Lincolnshire CC","Outside London","Unknown","60","[c]","22990","23640"
"New entrant CS","2023","Merseyside","East Merseyside","Outside London","AA/AO","35","[c]","22540","21780"
"New entrant CS","2023","Merseyside","East Merseyside","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Merseyside","East Merseyside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Merseyside","East Merseyside","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Merseyside","East Merseyside","Outside London","Unknown","35","[c]","22120","23640"
"New entrant CS","2023","Merseyside","Liverpool","Outside London","AA/AO","1190","[c]","22550","22400"
"New entrant CS","2023","Merseyside","Liverpool","Outside London","EO","500","[c]","26050","25750"
"New entrant CS","2023","Merseyside","Liverpool","Outside London","G6/G7","25","[c]","56540","54340"
"New entrant CS","2023","Merseyside","Liverpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Merseyside","Liverpool","Outside London","SEO/HEO","130","[c]","35350","34400"
"New entrant CS","2023","Merseyside","Liverpool","Outside London","Unknown","85","[c]","22760","23640"
"New entrant CS","2023","Merseyside","Sefton","Outside London","AA/AO","420","[c]","21970","22400"
"New entrant CS","2023","Merseyside","Sefton","Outside London","EO","210","[c]","25860","25750"
"New entrant CS","2023","Merseyside","Sefton","Outside London","G6/G7","15","[c]","57410","56000"
"New entrant CS","2023","Merseyside","Sefton","Outside London","SEO/HEO","80","[c]","35200","32800"
"New entrant CS","2023","Merseyside","Sefton","Outside London","Unknown","30","[c]","23410","23640"
"New entrant CS","2023","Merseyside","Wirral","Outside London","AA/AO","90","[c]","22230","21690"
"New entrant CS","2023","Merseyside","Wirral","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Merseyside","Wirral","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Merseyside","Wirral","Outside London","SEO/HEO","15","[c]","39670","39520"
"New entrant CS","2023","Merseyside","Wirral","Outside London","Unknown","20","[c]","22470","23640"
"New entrant CS","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","AA/AO","70","[c]","25100","22500"
"New entrant CS","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","EO","50","[c]","28650","29100"
"New entrant CS","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","30","[c]","39730","34120"
"New entrant CS","2023","North Yorkshire","North Yorkshire CC","Outside London","AA/AO","80","[c]","24070","22220"
"New entrant CS","2023","North Yorkshire","North Yorkshire CC","Outside London","EO","35","[c]","27660","27080"
"New entrant CS","2023","North Yorkshire","North Yorkshire CC","Outside London","G6/G7","15","[c]","59350","54440"
"New entrant CS","2023","North Yorkshire","North Yorkshire CC","Outside London","SEO/HEO","35","[c]","37260","35730"
"New entrant CS","2023","North Yorkshire","North Yorkshire CC","Outside London","Unknown","35","[c]","23090","23640"
"New entrant CS","2023","North Yorkshire","York","Outside London","AA/AO","120","[c]","22420","22150"
"New entrant CS","2023","North Yorkshire","York","Outside London","EO","65","[c]","25920","25920"
"New entrant CS","2023","North Yorkshire","York","Outside London","G6/G7","50","[c]","54690","50690"
"New entrant CS","2023","North Yorkshire","York","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North Yorkshire","York","Outside London","SEO/HEO","120","[c]","33700","32000"
"New entrant CS","2023","North Yorkshire","York","Outside London","Unknown","25","[c]","21670","19090"
"New entrant CS","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","AA/AO","10","[c]","22070","22130"
"New entrant CS","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","EO","15","[c]","26460","25750"
"New entrant CS","2023","Northern Ireland","Antrim and Newtownabbey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Ards and North Down","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Ards and North Down","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Ards and North Down","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Ards and North Down","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Belfast","Outside London","AA/AO","265","[c]","22460","22400"
"New entrant CS","2023","Northern Ireland","Belfast","Outside London","EO","55","[c]","29200","27770"
"New entrant CS","2023","Northern Ireland","Belfast","Outside London","G6/G7","15","[c]","56170","54190"
"New entrant CS","2023","Northern Ireland","Belfast","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Belfast","Outside London","SEO/HEO","50","[c]","35580","34700"
"New entrant CS","2023","Northern Ireland","Causeway Coast and Glens","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Causeway Coast and Glens","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Derry City and Strabane","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Fermanagh and Omagh","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Fermanagh and Omagh","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","AA/AO","20","[c]","22300","22400"
"New entrant CS","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","EO","65","[c]","25880","25750"
"New entrant CS","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Lisburn and Castlereagh","Outside London","SEO/HEO","15","[c]","37250","36520"
"New entrant CS","2023","Northern Ireland","Mid Ulster","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Mid Ulster","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Mid and East Antrim","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Mid and East Antrim","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Newry, Mourne and Down","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Newry, Mourne and Down","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Northumberland","Outside London","Unknown","10","[c]","23510","23640"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","AA/AO","185","[c]","22460","22520"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Sunderland","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","AA/AO","695","[c]","22210","22520"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","EO","365","[c]","27040","27650"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","G6/G7","120","[c]","56420","54000"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","SEO/HEO","315","[c]","36660","34700"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Tyneside","Outside London","Unknown","85","[c]","22050","23640"
"New entrant CS","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Barking & Dagenham and Havering","London","Unknown","15","[c]","26590","27640"
"New entrant CS","2023","Outer London - East and North East","Bexley and Greenwich","London","AA/AO","150","[c]","29750","32110"
"New entrant CS","2023","Outer London - East and North East","Bexley and Greenwich","London","EO","25","[c]","30820","30780"
"New entrant CS","2023","Outer London - East and North East","Bexley and Greenwich","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Bexley and Greenwich","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Bexley and Greenwich","London","SEO/HEO","10","[c]","38230","35920"
"New entrant CS","2023","Outer London - East and North East","Bexley and Greenwich","London","Unknown","10","[c]","30180","27640"
"New entrant CS","2023","Outer London - East and North East","Enfield","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Enfield","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Enfield","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Enfield","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","AA/AO","15","[c]","23980","23740"
"New entrant CS","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","Redbridge and Waltham Forest","London","Unknown","25","[c]","26980","27640"
"New entrant CS","2023","Outer London - South","Bromley","London","AA/AO","10","[c]","24730","25610"
"New entrant CS","2023","Outer London - South","Bromley","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - South","Bromley","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - South","Bromley","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - South","Bromley","London","Unknown","25","[c]","26610","27640"
"New entrant CS","2023","Outer London - South","Croydon","London","AA/AO","505","[c]","26440","26400"
"New entrant CS","2023","Outer London - South","Croydon","London","EO","340","[c]","30000","29750"
"New entrant CS","2023","Outer London - South","Croydon","London","G6/G7","55","[c]","63020","59920"
"New entrant CS","2023","Outer London - South","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - South","Croydon","London","SEO/HEO","170","[c]","38420","37140"
"New entrant CS","2023","Outer London - South","Croydon","London","Unknown","20","[c]","25350","27640"
"New entrant CS","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","AA/AO","10","[c]","24880","25480"
"New entrant CS","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","EO","15","[c]","33100","30780"
"New entrant CS","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","SEO/HEO","10","[c]","40230","40880"
"New entrant CS","2023","Outer London - South","Merton, Kingston upon Thames and Sutton","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - West and North West","Barnet","London","AA/AO","40","[c]","24430","24490"
"New entrant CS","2023","Outer London - West and North West","Barnet","London","EO","25","[c]","28030","27690"
"New entrant CS","2023","Outer London - West and North West","Barnet","London","G6/G7","15","[c]","57870","53440"
"New entrant CS","2023","Outer London - West and North West","Barnet","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - West and North West","Barnet","London","SEO/HEO","50","[c]","38620","40280"
"New entrant CS","2023","Outer London - West and North West","Barnet","London","Unknown","20","[c]","26300","27640"
