"Status","Year","Organisation","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","Heterosexual / straight","200","[c]","26900","26960"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","Unknown","320","[c]","26450","26780"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","Scottish Government","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","Scottish Government","Unknown","Unknown","35","[c]","45790","41640"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Inspector of Education and Training","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Communications","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Operational Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Operational Delivery","Unknown","35","[c]","28330","26910"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Policy","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Policy","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","Scottish Government","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","Scottish Government","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Other","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","Commercial","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","Commercial","Unknown","55","[c]","79920","70930"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Legal","Heterosexual / straight","160","[c]","45860","50460"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Legal","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Legal","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Legal","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","Heterosexual / straight","70","[c]","28180","27760"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Property","Heterosexual / straight","30","[c]","48880","41460"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","Heterosexual / straight","35","[c]","30030","25830"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Heterosexual / straight","850","[c]","22740","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","LGBO","100","[c]","22710","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Undeclared","95","[c]","23300","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","Unknown","545","[c]","23160","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Digital, Data and Technology","Unknown","45","[c]","31140","28080"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Finance","LGBO","[c]","[c]","[c]","[c]"
