"Status","Year","Organisation","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Food Standards Agency","Food Standards Agency","Policy","Unknown","40","40","41330","38100"
"In post","2023","Food Standards Agency","Food Standards Agency","Project Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Science and Engineering","Heterosexual / straight","100","100","40940","38100"
"In post","2023","Food Standards Agency","Food Standards Agency","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Science and Engineering","Undeclared","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Social Research","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Veterinarian","Heterosexual / straight","40","35","44870","38670"
"In post","2023","Food Standards Agency","Food Standards Agency","Veterinarian","LGBO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Veterinarian","Undeclared","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Scottish Government","Unknown","Heterosexual / straight","160","155","39120","34730"
"In post","2023","Food Standards Scotland","Scottish Government","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Food Standards Scotland","Scottish Government","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Food Standards Scotland","Scottish Government","Unknown","Unknown","105","100","38340","34730"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","Heterosexual / straight","30","30","42490","42870"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","Unknown","30","30","41270","40700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","Heterosexual / straight","55","50","52540","48070"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","LGBO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","Unknown","45","45","48590","45010"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Heterosexual / straight","195","190","46520","42660"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Unknown","155","150","44340","42450"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","Unknown","20","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Finance","Heterosexual / straight","335","320","40330","34950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Finance","LGBO","20","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Finance","Undeclared","10","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Finance","Unknown","185","180","42880","40600"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Human Resources","Heterosexual / straight","215","210","49760","44450"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Human Resources","LGBO","20","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Human Resources","Unknown","90","90","43660","38540"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Intelligence Analysis","Heterosexual / straight","110","105","48450","44870"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Intelligence Analysis","LGBO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Intelligence Analysis","Unknown","50","50","48090","42170"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Internal Audit","Heterosexual / straight","35","35","45160","40660"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Internal Audit","Unknown","15","15","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Legal","Heterosexual / straight","65","65","61610","65910"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Legal","LGBO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Legal","Unknown","35","35","59780","64880"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","Heterosexual / straight","150","150","43160","38540"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","Unknown","50","50","43040","37500"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Other","Heterosexual / straight","85","85","46180","39220"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Other","LGBO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Other","Unknown","35","35","49040","44930"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","Heterosexual / straight","2725","2680","53000","53970"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","LGBO","250","245","52220","53790"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","Undeclared","25","25","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","Unknown","1500","1485","51580","53500"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Project Delivery","Heterosexual / straight","255","245","54830","55410"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Project Delivery","LGBO","25","25","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Project Delivery","Unknown","165","155","53640","54380"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Security","Heterosexual / straight","220","220","53210","48560"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Security","LGBO","15","15","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Security","Unknown","90","85","47820","43000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","140","135","50300","51500"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","Unknown","50","50","49450","53500"
"In post","2023","Forestry and Land Scotland","Scottish Government","Unknown","Heterosexual / straight","500","480","34890","32220"
"In post","2023","Forestry and Land Scotland","Scottish Government","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","Forestry and Land Scotland","Scottish Government","Unknown","Undeclared","35","35","33620","32220"
"In post","2023","Forestry and Land Scotland","Scottish Government","Unknown","Unknown","540","520","34150","32220"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Other","Heterosexual / straight","150","140","72620","68110"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Other","LGBO","5","5","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Other","Undeclared","20","20","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Other","Unknown","15","15","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Commercial","Heterosexual / straight","910","900","76960","69610"
"In post","2023","Government Commercial Organisation","Cabinet Office","Commercial","LGBO","50","45","73490","67320"
"In post","2023","Government Commercial Organisation","Cabinet Office","Commercial","Undeclared","70","70","70550","65500"
"In post","2023","Government Commercial Organisation","Cabinet Office","Commercial","Unknown","370","365","69840","66000"
"In post","2023","Government Commercial Organisation","Cabinet Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Unknown","Heterosexual / straight","40","40","69770","65760"
"In post","2023","Government Commercial Organisation","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Unknown","Unknown","35","35","67410","65500"
"In post","2023","Government Internal Audit Agency","HM Treasury","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","Heterosexual / straight","290","275","51410","49400"
"In post","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","LGBO","15","15","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","Undeclared","45","40","53270","51350"
"In post","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Operational Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Other","Heterosexual / straight","40","35","40960","39200"
"In post","2023","Government Internal Audit Agency","HM Treasury","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Other","Undeclared","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Policy","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Human Resources","Heterosexual / straight","40","40","40820","34810"
"In post","2023","Government Legal Department","Attorney General's Departments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Human Resources","Unknown","30","30","41310","37460"
"In post","2023","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Legal","Heterosexual / straight","1425","1325","59080","53780"
"In post","2023","Government Legal Department","Attorney General's Departments","Legal","LGBO","130","125","59340","53960"
"In post","2023","Government Legal Department","Attorney General's Departments","Legal","Undeclared","150","145","60110","65650"
"In post","2023","Government Legal Department","Attorney General's Departments","Legal","Unknown","415","375","65270","67310"
"In post","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","Heterosexual / straight","215","205","32590","28170"
"In post","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","LGBO","25","25","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","Undeclared","20","20","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","Unknown","65","60","34280","31540"
"In post","2023","Government Legal Department","Attorney General's Departments","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Project Delivery","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Digital, Data and Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Finance","Heterosexual / straight","55","55","45600","40000"
"In post","2023","Government Property Agency","Cabinet Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Finance","Undeclared","5","5","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Project Delivery","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Property","Heterosexual / straight","175","170","50580","51020"
"In post","2023","Government Property Agency","Cabinet Office","Property","LGBO","10","10","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Property","Undeclared","10","10","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Property","Unknown","20","20","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Communications","LGBO","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","235","230","41700","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","LGBO","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Undeclared","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","Unknown","50","50","42330","37680"
