"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Counter Fraud","Counter Fraud","Undeclared","50","45","29350","28120"
"In post","2023","20-29","Counter Fraud","Counter Fraud","Unknown","210","210","30590","28130"
"In post","2023","20-29","Counter Fraud","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Intelligence Analysis","Heterosexual / straight","30","30","34540","34400"
"In post","2023","20-29","Counter Fraud","Intelligence Analysis","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Intelligence Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Legal","Heterosexual / straight","120","120","30770","28130"
"In post","2023","20-29","Counter Fraud","Legal","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Legal","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Legal","Unknown","70","65","30380","28130"
"In post","2023","20-29","Counter Fraud","Operational Delivery","Heterosexual / straight","160","160","30030","28120"
"In post","2023","20-29","Counter Fraud","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Operational Delivery","Unknown","85","85","30030","28120"
"In post","2023","20-29","Counter Fraud","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Tax","Heterosexual / straight","100","100","35700","34400"
"In post","2023","20-29","Counter Fraud","Tax","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Tax","Unknown","55","55","34140","32540"
"In post","2023","20-29","Counter Fraud","Unknown","Heterosexual / straight","35","35","33900","32580"
"In post","2023","20-29","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Debt","Operational Delivery","Heterosexual / straight","525","505","23760","22520"
"In post","2023","20-29","Debt","Operational Delivery","LGBO","70","70","24240","22520"
"In post","2023","20-29","Debt","Operational Delivery","Undeclared","30","30","23220","22520"
"In post","2023","20-29","Debt","Operational Delivery","Unknown","445","430","23700","22520"
"In post","2023","20-29","Debt","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","Other","Heterosexual / straight","290","280","22480","21690"
"In post","2023","20-29","Debt","Other","LGBO","35","35","22350","21690"
"In post","2023","20-29","Debt","Other","Undeclared","20","15","[c]","[c]"
"In post","2023","20-29","Debt","Other","Unknown","50","45","22070","21690"
"In post","2023","20-29","Debt","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","Tax","Heterosexual / straight","95","90","23380","22520"
"In post","2023","20-29","Debt","Tax","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Debt","Tax","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Debt","Tax","Unknown","120","115","23190","22520"
"In post","2023","20-29","Debt","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","1860","1845","35990","34300"
"In post","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","LGBO","245","245","35990","34410"
"In post","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","Undeclared","210","210","35890","33430"
"In post","2023","20-29","Digital, Data & Technology","Digital, Data and Technology","Unknown","970","965","35390","34170"
"In post","2023","20-29","Digital, Data & Technology","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","60","60","29940","28200"
"In post","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Knowledge and Information Management","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","140","140","32070","30930"
"In post","2023","20-29","Digital, Data & Technology","Operational Delivery","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Operational Delivery","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Operational Delivery","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Other","Heterosexual / straight","30","30","28280","29820"
"In post","2023","20-29","Digital, Data & Technology","Other","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Other","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Other","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Project Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Project Delivery","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Science and Engineering","Heterosexual / straight","45","45","29170","27610"
"In post","2023","20-29","Digital, Data & Technology","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Science and Engineering","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Tax","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Tax","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","Heterosexual / straight","80","80","39270","38390"
"In post","2023","20-29","Digital, Data & Technology","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","Unknown","65","65","36820","34400"
"In post","2023","20-29","Finance","Commercial","Heterosexual / straight","50","50","34580","34170"
"In post","2023","20-29","Finance","Commercial","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Finance","Heterosexual / straight","845","840","33690","31920"
"In post","2023","20-29","Finance","Finance","LGBO","80","75","34570","31440"
"In post","2023","20-29","Finance","Finance","Undeclared","60","60","33320","32440"
"In post","2023","20-29","Finance","Finance","Unknown","340","330","32450","28920"
"In post","2023","20-29","Finance","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Operational Delivery","Heterosexual / straight","70","65","27860","27650"
"In post","2023","20-29","Finance","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Finance","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Finance","Operational Delivery","Unknown","60","55","25700","22520"
"In post","2023","20-29","Finance","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
