"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Property","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Property","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Operational Delivery","Heterosexual / straight","215","205","36650","32260"
"In post","2023","40-49","Property","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Property","Operational Delivery","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Property","Operational Delivery","Unknown","80","75","28050","22520"
"In post","2023","40-49","Property","Other","Heterosexual / straight","35","30","37160","32930"
"In post","2023","40-49","Property","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Other","Unknown","20","20","[c]","[c]"
"In post","2023","40-49","Property","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Property","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Property","Heterosexual / straight","1045","1015","40600","38380"
"In post","2023","40-49","Property","Property","LGBO","35","35","44030","37990"
"In post","2023","40-49","Property","Property","Undeclared","125","120","40290","38720"
"In post","2023","40-49","Property","Property","Unknown","245","235","37530","34120"
"In post","2023","40-49","Property","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Property","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Security","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Intelligence Analysis","Heterosexual / straight","30","30","56130","58970"
"In post","2023","40-49","Security","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Security","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Security","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Security","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Security","Heterosexual / straight","1310","1295","36510","36010"
"In post","2023","40-49","Security","Security","LGBO","55","55","39350","40880"
"In post","2023","40-49","Security","Security","Undeclared","210","210","38320","40880"
"In post","2023","40-49","Security","Security","Unknown","300","300","38260","40020"
"In post","2023","40-49","Security","Unknown","Heterosexual / straight","100","95","38660","34260"
"In post","2023","40-49","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Security","Unknown","Unknown","25","20","[c]","[c]"
"In post","2023","40-49","Unknown","Communications","Heterosexual / straight","40","40","44900","39690"
"In post","2023","40-49","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Communications","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Digital, Data and Technology","Heterosexual / straight","65","65","46570","45970"
"In post","2023","40-49","Unknown","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Digital, Data and Technology","Undeclared","15","10","[c]","[c]"
"In post","2023","40-49","Unknown","Economics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Heterosexual / straight","80","80","50790","49370"
"In post","2023","40-49","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Heterosexual / straight","35","35","37430","39690"
"In post","2023","40-49","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Inspector of Education and Training","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","Heterosexual / straight","30","30","38610","39690"
"In post","2023","40-49","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Heterosexual / straight","50","45","64960","63900"
"In post","2023","40-49","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","Heterosexual / straight","70","65","51040","49370"
"In post","2023","40-49","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Delivery","Heterosexual / straight","385","365","41880","39690"
"In post","2023","40-49","Unknown","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Delivery","Undeclared","45","45","43990","39690"
"In post","2023","40-49","Unknown","Operational Delivery","Unknown","30","30","47390","50410"
"In post","2023","40-49","Unknown","Other","Heterosexual / straight","270","260","49540","49370"
"In post","2023","40-49","Unknown","Other","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Other","Undeclared","25","20","[c]","[c]"
"In post","2023","40-49","Unknown","Other","Unknown","340","340","46120","41960"
"In post","2023","40-49","Unknown","Planning","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Policy","Heterosexual / straight","630","600","49040","43760"
"In post","2023","40-49","Unknown","Policy","LGBO","45","45","55100","50960"
"In post","2023","40-49","Unknown","Policy","Undeclared","70","70","47620","43710"
"In post","2023","40-49","Unknown","Policy","Unknown","35","35","52420","50160"
"In post","2023","40-49","Unknown","Project Delivery","Heterosexual / straight","40","40","47660","45970"
"In post","2023","40-49","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","Heterosexual / straight","280","270","46220","49260"
"In post","2023","40-49","Unknown","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","Unknown","110","105","46980","49260"
"In post","2023","40-49","Unknown","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Heterosexual / straight","2970","2835","48100","44890"
"In post","2023","40-49","Unknown","Unknown","LGBO","185","180","48410","43330"
"In post","2023","40-49","Unknown","Unknown","Undeclared","175","170","49420","47860"
"In post","2023","40-49","Unknown","Unknown","Unknown","1385","1310","41120","34730"
"In post","2023","40-49","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Digital, Data and Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Analysis","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Economics","Heterosexual / straight","60","55","72150","71470"
"In post","2023","50-59","Analysis","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Economics","Undeclared","10","5","[c]","[c]"
"In post","2023","50-59","Analysis","Economics","Unknown","20","20","[c]","[c]"
"In post","2023","50-59","Analysis","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Intelligence Analysis","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Analysis","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Intelligence Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Operational Delivery","Heterosexual / straight","110","100","34940","32550"
"In post","2023","50-59","Analysis","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Operational Delivery","Unknown","30","30","32070","31120"
"In post","2023","50-59","Analysis","Operational Research","Heterosexual / straight","85","75","50470","50140"
"In post","2023","50-59","Analysis","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Operational Research","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","Operational Research","Unknown","15","10","[c]","[c]"
"In post","2023","50-59","Analysis","Other","Heterosexual / straight","70","70","56350","47010"
"In post","2023","50-59","Analysis","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Other","Undeclared","15","10","[c]","[c]"
"In post","2023","50-59","Analysis","Other","Unknown","15","10","[c]","[c]"
"In post","2023","50-59","Analysis","Policy","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","50-59","Analysis","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Science and Engineering","Heterosexual / straight","140","135","48660","49260"
"In post","2023","50-59","Analysis","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Science and Engineering","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","Science and Engineering","Unknown","95","90","49530","49260"
"In post","2023","50-59","Analysis","Social Research","Heterosexual / straight","90","80","54070","54520"
"In post","2023","50-59","Analysis","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Social Research","Undeclared","15","10","[c]","[c]"
"In post","2023","50-59","Analysis","Social Research","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","Statistics","Heterosexual / straight","260","250","51440","47310"
"In post","2023","50-59","Analysis","Statistics","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Analysis","Statistics","Undeclared","30","30","51900","53570"
"In post","2023","50-59","Analysis","Statistics","Unknown","40","35","51220","47260"
"In post","2023","50-59","Analysis","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Commercial","Heterosexual / straight","1200","1175","54020","44800"
"In post","2023","50-59","Commercial","Commercial","LGBO","40","40","59140","56000"
"In post","2023","50-59","Commercial","Commercial","Undeclared","170","165","49050","43260"
"In post","2023","50-59","Commercial","Commercial","Unknown","220","215","58320","56000"
"In post","2023","50-59","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Operational Delivery","Heterosexual / straight","85","80","51830","51760"
"In post","2023","50-59","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Operational Delivery","Undeclared","10","5","[c]","[c]"
"In post","2023","50-59","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Other","Heterosexual / straight","35","35","45840","47960"
"In post","2023","50-59","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Project Delivery","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","50-59","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Heterosexual / straight","35","30","65110","56430"
"In post","2023","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Communications","Heterosexual / straight","490","475","43860","39970"
"In post","2023","50-59","Communications","Communications","LGBO","30","30","[c]","[c]"
"In post","2023","50-59","Communications","Communications","Undeclared","80","80","40990","36580"
"In post","2023","50-59","Communications","Communications","Unknown","100","100","44460","41140"
"In post","2023","50-59","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Communications","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Knowledge and Information Management","Unknown","10","5","[c]","[c]"
"In post","2023","50-59","Communications","Operational Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Communications","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Counter Fraud","Heterosexual / straight","2070","1955","32480","28130"
"In post","2023","50-59","Counter Fraud","Counter Fraud","LGBO","80","75","33070","30980"
"In post","2023","50-59","Counter Fraud","Counter Fraud","Undeclared","355","330","31970","28130"
"In post","2023","50-59","Counter Fraud","Counter Fraud","Unknown","600","560","32740","30180"
"In post","2023","50-59","Counter Fraud","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Intelligence Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Intelligence Analysis","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Intelligence Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
