"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","UK Statistics Authority","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2023","Communications","UK Statistics Authority","UK Statistics Authority","G6","5","5","[c]","[c]"
"In post","2023","Communications","UK Statistics Authority","UK Statistics Authority","G7","20","20","53220","51460"
"In post","2023","Communications","UK Statistics Authority","UK Statistics Authority","HEO","20","20","31250","31060"
"In post","2023","Communications","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","UK Statistics Authority","UK Statistics Authority","SEO","25","20","38710","37760"
"In post","2023","Communications","UK Supreme Court","UK Supreme Court","EO","5","5","[c]","[c]"
"In post","2023","Communications","UK Supreme Court","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","UK Supreme Court","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Valuation Office Agency","HM Revenue and Customs","AO","5","5","[c]","[c]"
"In post","2023","Communications","Valuation Office Agency","HM Revenue and Customs","EO","10","5","[c]","[c]"
"In post","2023","Communications","Valuation Office Agency","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Valuation Office Agency","HM Revenue and Customs","G7","5","5","[c]","[c]"
"In post","2023","Communications","Valuation Office Agency","HM Revenue and Customs","HEO","20","15","34280","32560"
"In post","2023","Communications","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Valuation Office Agency","HM Revenue and Customs","SEO","10","10","41390","41500"
"In post","2023","Communications","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Vehicle Certification Agency","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Vehicle Certification Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Vehicle Certification Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Water Services Regulation Authority","HEO","5","5","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Water Services Regulation Authority","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Welsh Revenue Authority","Welsh Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Welsh Revenue Authority","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Welsh Revenue Authority","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wilton Park","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wilton Park","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wilton Park","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Building Digital UK","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Building Digital UK","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Building Digital UK","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Building Digital UK","Department for Digital, Culture, Media and Sport","HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","EO","10","10","26960","27810"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","G6","20","20","65630","66460"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","G7","40","40","55210","56290"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","HEO","35","35","34010","33020"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","10","10","83330","79730"
"In post","2023","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","SEO","25","25","39870","38460"
"In post","2023","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","AO","95","80","22620","23240"
"In post","2023","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","EO","70","65","26500","25610"
"In post","2023","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","HEO","10","10","32910","31350"
"In post","2023","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","SEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Transport (excl. agencies)","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA","15","10","21860","22200"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","1385","1195","23200","21690"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","3830","3450","29100","28120"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","35","35","52580","50160"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","1115","1060","35370","34170"
"In post","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","160","150","39790","38470"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","EO","25","25","28150","27450"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","HEO","15","15","32300","31660"
"In post","2023","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Food Standards Agency","HEO","20","20","32330","31730"
"In post","2023","Counter Fraud","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Food Standards Agency","SEO","20","20","39800","38670"
"In post","2023","Counter Fraud","HM Courts and Tribunals Service","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","5","5","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","780","690","23240","22520"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","3445","3255","29310","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","240","225","72830","71300"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","830","785","59270","57970"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","3015","2875","36190","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","25","25","84240","81690"
"In post","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","1300","1245","43460","42510"
"In post","2023","Counter Fraud","Home Office","Home Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","Home Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","National Savings and Investments","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","National Savings and Investments","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Planning Inspectorate","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Serious Fraud Office","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Serious Fraud Office","Attorney General's Departments","EO","45","45","27920","27010"
"In post","2023","Counter Fraud","Serious Fraud Office","Attorney General's Departments","G6","40","40","72750","72030"
"In post","2023","Counter Fraud","Serious Fraud Office","Attorney General's Departments","G7","40","35","60480","60310"
"In post","2023","Counter Fraud","Serious Fraud Office","Attorney General's Departments","HEO","35","35","35330","34500"
"In post","2023","Counter Fraud","Serious Fraud Office","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Serious Fraud Office","Attorney General's Departments","SEO","70","70","41880","41400"
"In post","2023","Counter Fraud","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","15","15","56280","55540"
"In post","2023","Counter Fraud","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","145","140","36990","36270"
"In post","2023","Counter Fraud","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","85","80","44240","43980"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA","30","25","21250","21250"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","2100","1805","21830","21690"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","380","330","28270","28120"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","105","95","34420","34170"
"In post","2023","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","10","10","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","3795","3465","23040","22520"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","990","920","29040","28130"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","10","10","71630","71300"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","30","30","58500","57970"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","200","185","35670","35000"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","85","80","43080","42510"
"In post","2023","Debt","Health and Safety Executive","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Health and Safety Executive","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Health and Safety Executive","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Health and Safety Executive","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","UK Export Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Active Travel England","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G7","10","10","61140","61400"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","15","15","36020","36110"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO","25","25","47490","47200"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","15","10","26090","25920"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G7","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Building Digital UK","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Building Digital UK","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Building Digital UK","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Building Digital UK","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","EO","50","50","27790","28370"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","G6","150","150","67260","66530"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","G7","545","530","56070","56430"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","HEO","150","150","35110","35650"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","45","45","104380","98000"
"In post","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","SEO","180","175","40650","41870"
"In post","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Cabinet Office","HEO","155","155","30760","30130"
"In post","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","15","15","25940","25920"
"In post","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G7","10","10","50240","49400"
"In post","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","HEO","15","15","30450","30350"
"In post","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO","15","10","38160","37310"
"In post","2023","Digital, Data & Technology","Charity Commission","Charity Commission","EO","10","10","25390","25300"
"In post","2023","Digital, Data & Technology","Charity Commission","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","Charity Commission","HEO","20","20","30470","30170"
"In post","2023","Digital, Data & Technology","Charity Commission","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","Charity Commission","SEO","20","20","39880","38800"
"In post","2023","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","AO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","EO","50","50","34290","33700"
"In post","2023","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","G7","15","15","57320","56520"
"In post","2023","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","HEO","100","100","37700","38000"
"In post","2023","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","SEO","80","75","45390","44790"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","G6","10","10","78860","79370"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","G7","25","20","60550","59630"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","HEO","10","10","35320","34620"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","SEO","15","15","44950","43560"
"In post","2023","Digital, Data & Technology","Crown Commercial Service","Cabinet Office","EO","20","15","27280","26550"
"In post","2023","Digital, Data & Technology","Crown Commercial Service","Cabinet Office","G6","10","10","66420","66120"
"In post","2023","Digital, Data & Technology","Crown Commercial Service","Cabinet Office","G7","40","40","54360","53070"
"In post","2023","Digital, Data & Technology","Crown Commercial Service","Cabinet Office","HEO","20","20","32780","32300"
"In post","2023","Digital, Data & Technology","Crown Commercial Service","Cabinet Office","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Crown Commercial Service","Cabinet Office","SEO","30","30","40850","40620"
"In post","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","EO","15","15","34810","35490"
"In post","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","G7","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","HEO","20","20","39450","39730"
"In post","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","SEO","15","15","50990","49860"
"In post","2023","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","EO","35","30","27920","27570"
"In post","2023","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","G6","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","G7","40","40","55640","52880"
"In post","2023","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","HEO","65","60","32400","32660"
"In post","2023","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","SEO","75","75","40730","39710"
"In post","2023","Digital, Data & Technology","Defence Electronics and Components Agency","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Defence Electronics and Components Agency","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Defence Electronics and Components Agency","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Defence Electronics and Components Agency","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","AO","50","45","23110","23060"
"In post","2023","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","EO","60","55","28550","28600"
"In post","2023","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","G6","10","10","72530","71940"
"In post","2023","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","G7","55","55","54980","55500"
"In post","2023","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","HEO","125","120","32930","32500"
"In post","2023","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","SEO","135","130","41960","42620"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","20","20","29360","28720"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6","15","15","67990","66490"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","40","40","57090","55350"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","30","30","34590","34410"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","35","35","42560","41360"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","G7","10","10","53700","52900"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","AO","15","15","22380","22020"
"In post","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","EO","125","120","27220","26940"
"In post","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","G6","90","90","65020","62880"
"In post","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","G7","265","255","52820","51360"
"In post","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","HEO","175","170","31800","30710"
"In post","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","SCS level","25","25","84480","77900"
"In post","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","SEO","240","230","39200","37590"
"In post","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AO","15","15","22410","22150"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","90","85","26360","25920"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6","110","110","61180","59340"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G7","345","335","50430","49400"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","HEO","150","145","31510","30320"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","25","25","84890","79800"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO","190","180","38440","37300"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","Department for International Trade","EO","15","15","29140","29280"
"In post","2023","Digital, Data & Technology","Department for International Trade","Department for International Trade","G6","20","20","76340","76800"
"In post","2023","Digital, Data & Technology","Department for International Trade","Department for International Trade","G7","70","70","60410","59200"
"In post","2023","Digital, Data & Technology","Department for International Trade","Department for International Trade","HEO","45","45","34340","35010"
"In post","2023","Digital, Data & Technology","Department for International Trade","Department for International Trade","SCS level","5","5","[c]","[c]"
