"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","15","15","30350","30320"
"In post","2023","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","10","10","[c]","[c]"
"In post","2023","Analysis","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Courts and Tribunals Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Courts and Tribunals Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","5","5","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","10","10","36990","38030"
"In post","2023","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","15","10","44650","43980"
"In post","2023","Analysis","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","UK Export Finance","G7","5","5","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","AO","55","50","21330","21200"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","EO","165","150","25630","24840"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","G6","80","75","63480","62460"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","G7","335","320","52780","51460"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","HEO","645","625","31970","31560"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","SCS level","40","40","88320","74140"
"In post","2023","Analysis","UK Statistics Authority","UK Statistics Authority","SEO","600","575","39320","39300"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","G7","15","15","58510","58970"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","HEO","20","20","34940","34900"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Valuation Office Agency","HM Revenue and Customs","SEO","15","15","43040","41500"
"In post","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","G6","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","G7","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","HEO","15","15","41880","38760"
"In post","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Welsh Revenue Authority","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Revenue Authority","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Revenue Authority","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","15","15","22830","22150"
"In post","2023","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","10","10","26960","26380"
"In post","2023","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","15","15","31780","30750"
"In post","2023","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO","20","20","39130","38400"
"In post","2023","Commercial","Building Digital UK","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Building Digital UK","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Building Digital UK","Department for Digital, Culture, Media and Sport","HEO","20","20","34510","35040"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","EO","20","20","26750","27580"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","G6","30","25","67120","66610"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","G7","85","85","55060","56430"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","HEO","25","25","34650","35650"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","10","10","101130","79540"
"In post","2023","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","SEO","40","40","40420","40710"
"In post","2023","Commercial","Central Civil Service Fast Stream","Cabinet Office","HEO","90","90","30450","30130"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G7","10","10","[c]","[c]"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Crown Commercial Service","Cabinet Office","EO","25","25","26620","26410"
"In post","2023","Commercial","Crown Commercial Service","Cabinet Office","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Crown Commercial Service","Cabinet Office","G7","10","10","48640","52770"
"In post","2023","Commercial","Crown Commercial Service","Cabinet Office","HEO","125","120","32200","32110"
"In post","2023","Commercial","Crown Commercial Service","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Crown Commercial Service","Cabinet Office","SEO","165","160","40200","40570"
"In post","2023","Commercial","Crown Prosecution Service","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Crown Prosecution Service","Attorney General's Departments","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Crown Prosecution Service","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Crown Prosecution Service","Attorney General's Departments","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Crown Prosecution Service","Attorney General's Departments","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Crown Prosecution Service","Attorney General's Departments","SEO","15","15","41050","38940"
"In post","2023","Commercial","Defence Electronics and Components Agency","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
