"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","Female","5","5","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","Male","10","10","[c]","[c]"
"In post","2023","Security","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Space Agency","Male","5","5","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","Female","25","25","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","Male","35","35","44300","41100"
"In post","2023","Security","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Female","75","65","32730","31940"
"In post","2023","Unknown","Accountant in Bankruptcy","Male","45","45","36120","31940"
"In post","2023","Unknown","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Female","585","585","30640","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Male","315","315","30600","30130"
"In post","2023","Unknown","Crown Prosecution Service","Female","45","45","50690","55850"
"In post","2023","Unknown","Crown Prosecution Service","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Female","675","635","41700","39890"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Male","1620","1580","43100","39890"
"In post","2023","Unknown","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Female","775","720","41710","38470"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Male","520","510","42110","39150"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Female","35","35","46390","41950"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Disclosure Scotland","Female","190","175","31590","27740"
"In post","2023","Unknown","Disclosure Scotland","Male","180","170","31050","24890"
"In post","2023","Unknown","Education Scotland","Female","255","245","59840","65280"
"In post","2023","Unknown","Education Scotland","Male","105","105","59270","58850"
"In post","2023","Unknown","FCDO Services","Female","25","20","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Male","35","35","39070","29530"
"In post","2023","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Female","140","130","38760","34730"
"In post","2023","Unknown","Food Standards Scotland","Male","150","145","38700","34730"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","150","145","49350","51460"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","50","50","51470","51400"
"In post","2023","Unknown","Forestry and Land Scotland","Female","380","360","34260","32220"
"In post","2023","Unknown","Forestry and Land Scotland","Male","725","700","34470","31180"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","Female","15","10","[c]","[c]"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Female","150","145","47630","51460"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Male","60","60","50620","51460"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","55","50","50490","54090"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","30","30","55620","55420"
"In post","2023","Unknown","Met Office","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Met Office","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2023","Unknown","National Records of Scotland","Female","245","225","38090","34730"
"In post","2023","Unknown","National Records of Scotland","Male","210","205","38040","34270"
"In post","2023","Unknown","Northern Ireland Office","Female","65","65","47320","38540"
"In post","2023","Unknown","Northern Ireland Office","Male","70","70","48980","43650"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Female","75","75","43890","36230"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Male","75","75","41140","34900"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Female","25","20","[c]","[c]"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","60","55","52280","52360"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","40","40","53120","52360"
"In post","2023","Unknown","Revenue Scotland","Female","45","45","42680","38330"
"In post","2023","Unknown","Revenue Scotland","Male","40","40","43740","38330"
"In post","2023","Unknown","Royal Fleet Auxiliary","Female","170","170","38020","36860"
"In post","2023","Unknown","Royal Fleet Auxiliary","Male","1530","1530","42380","40530"
"In post","2023","Unknown","Scottish Fiscal Commission","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Fiscal Commission","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Female","115","110","34160","32220"
"In post","2023","Unknown","Scottish Forestry","Male","105","100","42880","39520"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Female","5185","4885","46640","42860"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Male","3990","3915","47690","42860"
"In post","2023","Unknown","Scottish Housing Regulator","Female","35","30","52650","49860"
"In post","2023","Unknown","Scottish Housing Regulator","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Public Pensions Agency","Female","200","175","31410","27740"
"In post","2023","Unknown","Scottish Public Pensions Agency","Male","170","165","32840","27740"
"In post","2023","Unknown","Social Security Scotland","Female","2470","2320","31010","29100"
"In post","2023","Unknown","Social Security Scotland","Male","1555","1530","32180","29100"
"In post","2023","Unknown","Student Awards Agency for Scotland","Female","150","145","31590","29100"
"In post","2023","Unknown","Student Awards Agency for Scotland","Male","110","110","35340","31940"
"In post","2023","Unknown","Transport Scotland","Female","255","245","45820","42250"
"In post","2023","Unknown","Transport Scotland","Male","275","270","51430","49860"
"In post","2023","Unknown","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Female","3570","3310","42620","39690"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Male","2400","2330","45370","39690"
"In post","2023","Unknown","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Central Civil Service Fast Stream","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Central Civil Service Fast Stream","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Competition and Markets Authority","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Defence Science and Technology Laboratory","Female","40","[c]","35220","30650"
"Leaver CS","2023","Analysis","Defence Science and Technology Laboratory","Male","150","[c]","36210","38070"
"Leaver CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Education (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Education (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for International Trade","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for International Trade","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Government Actuary's Department","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Government Actuary's Department","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Revenue and Customs (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Revenue and Customs (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Treasury (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Treasury (excl. agencies)","Male","35","[c]","30710","23210"
"Leaver CS","2023","Analysis","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Home Office","Female","30","[c]","31520","23500"
"Leaver CS","2023","Analysis","Home Office","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Ministry of Defence (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Ministry of Defence (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Ministry of Justice (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Ministry of Justice (excl. agencies)","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Gas and Electricity Markets","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","UK Statistics Authority","Female","60","[c]","32120","31560"
"Leaver CS","2023","Analysis","UK Statistics Authority","Male","80","[c]","31470","30460"
"Leaver CS","2023","Analysis","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Building Digital UK","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Building Digital UK","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Cabinet Office (excl. agencies)","Female","30","[c]","56790","54700"
"Leaver CS","2023","Commercial","Cabinet Office (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Central Civil Service Fast Stream","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Central Civil Service Fast Stream","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Crown Commercial Service","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Crown Commercial Service","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Defence Equipment and Support","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Defence Equipment and Support","Male","45","[c]","45910","42620"
"Leaver CS","2023","Commercial","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Defence Science and Technology Laboratory","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Education (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Education (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Driver and Vehicle Standards Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","FCDO Services","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Government Commercial Organisation","Female","70","[c]","72990","66990"
"Leaver CS","2023","Commercial","Government Commercial Organisation","Male","80","[c]","79640","70000"
"Leaver CS","2023","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Revenue and Customs (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Home Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Met Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Ministry of Defence (excl. agencies)","Female","35","[c]","35060","33650"
"Leaver CS","2023","Commercial","Ministry of Defence (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Ministry of Justice (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Ministry of Justice (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scottish Prison Service","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Submarine Delivery Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Submarine Delivery Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Export Finance","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Export Finance","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Cabinet Office (excl. agencies)","Female","35","[c]","41550","41690"
"Leaver CS","2023","Communications","Cabinet Office (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Central Civil Service Fast Stream","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Central Civil Service Fast Stream","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Education (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Education (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for International Trade","Female","5","[c]","[c]","[c]"
