"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","Policy","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Security","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Security","London","Female","485","465","43520","38710"
"In post","2023","Security","Security","London","Male","875","870","43570","39330"
"In post","2023","Security","Security","Outside London","Female","1505","1440","31820","28120"
"In post","2023","Security","Security","Outside London","Male","5855","5735","32700","28560"
"In post","2023","Security","Security","Overseas","Female","20","20","[c]","[c]"
"In post","2023","Security","Security","Overseas","Male","110","110","42270","39260"
"In post","2023","Security","Security","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Security","Security","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Security","Unknown","London","Female","60","60","44370","41870"
"In post","2023","Security","Unknown","London","Male","60","60","45360","41870"
"In post","2023","Security","Unknown","Outside London","Female","295","275","29630","27100"
"In post","2023","Security","Unknown","Outside London","Male","235","230","30730","25970"
"In post","2023","Security","Unknown","Unknown","Female","15","10","[c]","[c]"
"In post","2023","Security","Unknown","Unknown","Male","35","35","25520","24610"
"In post","2023","Unknown","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Outside London","Female","90","80","41600","39690"
"In post","2023","Unknown","Communications","Outside London","Male","65","65","43320","39690"
"In post","2023","Unknown","Digital, Data and Technology","Outside London","Female","75","70","43240","39690"
"In post","2023","Unknown","Digital, Data and Technology","Outside London","Male","150","145","39810","39690"
"In post","2023","Unknown","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Economics","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Outside London","Female","185","170","44170","39690"
"In post","2023","Unknown","Finance","Outside London","Male","135","135","47070","41700"
"In post","2023","Unknown","Human Resources","Outside London","Female","165","155","34590","30610"
"In post","2023","Unknown","Human Resources","Outside London","Male","75","75","30670","25620"
"In post","2023","Unknown","Inspector of Education and Training","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Outside London","Female","70","65","35170","30610"
"In post","2023","Unknown","Knowledge and Information Management","Outside London","Male","60","60","38150","39690"
"In post","2023","Unknown","Legal","Outside London","Female","120","110","60900","63900"
"In post","2023","Unknown","Legal","Outside London","Male","55","55","61400","63900"
"In post","2023","Unknown","Medicine","London","Female","25","20","[c]","[c]"
"In post","2023","Unknown","Medicine","London","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Medicine","Outside London","Female","125","115","47490","43660"
"In post","2023","Unknown","Medicine","Outside London","Male","70","70","54330","51410"
"In post","2023","Unknown","Operational Delivery","London","Female","55","55","51350","55290"
"In post","2023","Unknown","Operational Delivery","London","Male","35","35","55420","55560"
"In post","2023","Unknown","Operational Delivery","Outside London","Female","1035","950","38440","30700"
"In post","2023","Unknown","Operational Delivery","Outside London","Male","720","695","42090","39690"
"In post","2023","Unknown","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Other","London","Female","35","35","44640","33500"
"In post","2023","Unknown","Other","London","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Other","Outside London","Female","650","615","44380","41700"
"In post","2023","Unknown","Other","Outside London","Male","440","430","50250","49260"
"In post","2023","Unknown","Other","Unknown","Female","170","170","38020","36860"
"In post","2023","Unknown","Other","Unknown","Male","1530","1530","42380","40530"
"In post","2023","Unknown","Planning","Outside London","Female","35","30","46060","39690"
"In post","2023","Unknown","Planning","Outside London","Male","40","35","48610","49260"
"In post","2023","Unknown","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","London","Female","365","345","51330","43760"
"In post","2023","Unknown","Policy","London","Male","230","225","49450","43760"
"In post","2023","Unknown","Policy","Outside London","Female","1235","1160","43960","39690"
"In post","2023","Unknown","Policy","Outside London","Male","855","835","46920","39690"
"In post","2023","Unknown","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Outside London","Female","85","80","44500","39690"
"In post","2023","Unknown","Project Delivery","Outside London","Male","50","50","52470","49370"
"In post","2023","Unknown","Property","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Property","Outside London","Male","40","35","44100","49370"
"In post","2023","Unknown","Psychology","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Psychology","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","London","Female","45","45","30140","30130"
"In post","2023","Unknown","Science and Engineering","London","Male","40","40","30390","30130"
"In post","2023","Unknown","Science and Engineering","Outside London","Female","515","485","39650","39890"
"In post","2023","Unknown","Science and Engineering","Outside London","Male","1380","1345","41990","39890"
"In post","2023","Unknown","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","Outside London","Female","65","60","45410","44820"
"In post","2023","Unknown","Social Research","Outside London","Male","40","35","41860","39690"
"In post","2023","Unknown","Statistics","Outside London","Female","50","45","44010","42680"
"In post","2023","Unknown","Statistics","Outside London","Male","45","45","42160","39690"
"In post","2023","Unknown","Unknown","London","Female","685","675","37350","32790"
"In post","2023","Unknown","Unknown","London","Male","360","355","38950","32960"
"In post","2023","Unknown","Unknown","Outside London","Female","10225","9620","40750","34730"
"In post","2023","Unknown","Unknown","Outside London","Male","7995","7840","41810","36940"
"In post","2023","Unknown","Unknown","Overseas","Female","30","30","61010","58940"
"In post","2023","Unknown","Unknown","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
