"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Legal","Tax","Outside London","Female","150","140","41030","36400"
"In post","2023","Legal","Tax","Outside London","Male","155","150","45970","42510"
"In post","2023","Legal","Unknown","London","Female","65","60","56010","61530"
"In post","2023","Legal","Unknown","London","Male","50","50","64300","65230"
"In post","2023","Legal","Unknown","Outside London","Female","65","65","40010","35000"
"In post","2023","Legal","Unknown","Outside London","Male","35","35","42020","35000"
"In post","2023","No function","Commercial","London","Female","90","85","47260","44950"
"In post","2023","No function","Commercial","London","Male","60","60","55920","55880"
"In post","2023","No function","Commercial","Outside London","Female","210","205","47290","46110"
"In post","2023","No function","Commercial","Outside London","Male","140","135","52250","51730"
"In post","2023","No function","Communications","London","Female","95","90","50780","55120"
"In post","2023","No function","Communications","London","Male","45","45","47170","44570"
"In post","2023","No function","Communications","Outside London","Female","40","40","39740","38460"
"In post","2023","No function","Communications","Outside London","Male","20","20","[c]","[c]"
"In post","2023","No function","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Corporate Finance","London","Male","10","10","[c]","[c]"
"In post","2023","No function","Corporate Finance","Outside London","Female","5","5","[c]","[c]"
"In post","2023","No function","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","Female","15","10","[c]","[c]"
"In post","2023","No function","Counter Fraud","London","Male","20","20","[c]","[c]"
"In post","2023","No function","Counter Fraud","Outside London","Female","130","115","27020","26130"
"In post","2023","No function","Counter Fraud","Outside London","Male","65","60","30260","26380"
"In post","2023","No function","Digital, Data and Technology","London","Female","225","220","57410","59290"
"In post","2023","No function","Digital, Data and Technology","London","Male","345","340","58130","59290"
"In post","2023","No function","Digital, Data and Technology","Outside London","Female","110","105","43330","39480"
"In post","2023","No function","Digital, Data and Technology","Outside London","Male","180","175","44670","39610"
"In post","2023","No function","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2023","No function","Economics","London","Female","105","100","54150","56430"
"In post","2023","No function","Economics","London","Male","135","130","54960","59370"
"In post","2023","No function","Economics","Outside London","Female","20","20","[c]","[c]"
"In post","2023","No function","Economics","Outside London","Male","20","20","[c]","[c]"
"In post","2023","No function","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","Female","45","40","42470","38220"
"In post","2023","No function","Finance","London","Male","50","50","46700","43370"
"In post","2023","No function","Finance","Outside London","Female","50","45","37910","32160"
"In post","2023","No function","Finance","Outside London","Male","25","25","[c]","[c]"
"In post","2023","No function","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","Outside London","Female","165","150","32640","33010"
"In post","2023","No function","Geography","Outside London","Male","310","300","33160","34370"
"In post","2023","No function","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","London","Female","95","95","46050","41870"
"In post","2023","No function","Human Resources","London","Male","45","45","46420","43000"
"In post","2023","No function","Human Resources","Outside London","Female","90","85","37090","32630"
"In post","2023","No function","Human Resources","Outside London","Male","65","60","35230","32310"
"In post","2023","No function","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","London","Female","80","80","65790","66170"
"In post","2023","No function","Inspector of Education and Training","London","Male","25","25","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Outside London","Female","655","640","64040","52750"
"In post","2023","No function","Inspector of Education and Training","Outside London","Male","230","225","73840","77470"
"In post","2023","No function","Intelligence Analysis","London","Female","385","355","36250","31950"
"In post","2023","No function","Intelligence Analysis","London","Male","570","555","40080","37850"
"In post","2023","No function","Intelligence Analysis","Outside London","Female","850","800","29710","28480"
"In post","2023","No function","Intelligence Analysis","Outside London","Male","890","865","31260","28480"
"In post","2023","No function","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","Male","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","London","Female","670","665","49680","46090"
"In post","2023","No function","International Trade","London","Male","715","710","51170","53030"
"In post","2023","No function","International Trade","Outside London","Female","290","275","41850","39700"
"In post","2023","No function","International Trade","Outside London","Male","290","290","43270","42150"
"In post","2023","No function","International Trade","Overseas","Female","50","50","55940","54040"
"In post","2023","No function","International Trade","Overseas","Male","125","125","58130","56190"
"In post","2023","No function","Knowledge and Information Management","London","Female","215","205","40090","36310"
"In post","2023","No function","Knowledge and Information Management","London","Male","150","150","41300","36410"
"In post","2023","No function","Knowledge and Information Management","Outside London","Female","300","275","31700","30330"
"In post","2023","No function","Knowledge and Information Management","Outside London","Male","160","155","33170","30730"
"In post","2023","No function","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Legal","London","Female","240","215","52780","53840"
"In post","2023","No function","Legal","London","Male","100","95","55460","55900"
"In post","2023","No function","Legal","Outside London","Female","605","535","42550","42680"
"In post","2023","No function","Legal","Outside London","Male","235","220","46150","45450"
"In post","2023","No function","Medicine","London","Female","190","170","70170","54690"
"In post","2023","No function","Medicine","London","Male","60","50","95010","94730"
"In post","2023","No function","Medicine","Outside London","Female","1355","1175","50910","40590"
"In post","2023","No function","Medicine","Outside London","Male","525","475","67530","61260"
"In post","2023","No function","Medicine","Overseas","Female","25","25","[c]","[c]"
"In post","2023","No function","Medicine","Overseas","Male","10","10","[c]","[c]"
"In post","2023","No function","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Operational Delivery","London","Female","18065","16690","34740","32520"
"In post","2023","No function","Operational Delivery","London","Male","12920","12530","36850","32520"
"In post","2023","No function","Operational Delivery","Outside London","Female","126890","112340","28140","27080"
"In post","2023","No function","Operational Delivery","Outside London","Male","89360","85255","30080","28120"
"In post","2023","No function","Operational Delivery","Overseas","Female","80","80","44780","41580"
"In post","2023","No function","Operational Delivery","Overseas","Male","160","160","48760","47380"
"In post","2023","No function","Operational Delivery","Unknown","Female","305","280","29130","28120"
"In post","2023","No function","Operational Delivery","Unknown","Male","325","305","32450","28120"
"In post","2023","No function","Operational Research","London","Female","15","15","[c]","[c]"
"In post","2023","No function","Operational Research","London","Male","20","20","[c]","[c]"
"In post","2023","No function","Operational Research","Outside London","Female","65","60","29230","22520"
"In post","2023","No function","Operational Research","Outside London","Male","65","65","30520","22520"
"In post","2023","No function","Other","London","Female","920","885","40920","35470"
"In post","2023","No function","Other","London","Male","620","610","43490","36000"
"In post","2023","No function","Other","Outside London","Female","3490","3195","30990","28120"
"In post","2023","No function","Other","Outside London","Male","3635","3530","29710","24710"
"In post","2023","No function","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Other","Overseas","Male","15","15","[c]","[c]"
"In post","2023","No function","Other","Unknown","Female","5","5","[c]","[c]"
"In post","2023","No function","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning","London","Female","45","45","47790","44180"
"In post","2023","No function","Planning","London","Male","50","50","51080","44180"
"In post","2023","No function","Planning","Outside London","Female","30","25","34450","31350"
"In post","2023","No function","Planning","Outside London","Male","25","25","[c]","[c]"
"In post","2023","No function","Planning Inspectors","London","Female","5","5","[c]","[c]"
"In post","2023","No function","Planning Inspectors","London","Male","20","20","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Outside London","Female","175","155","56410","60050"
"In post","2023","No function","Planning Inspectors","Outside London","Male","265","240","59290","60050"
"In post","2023","No function","Policy","London","Female","9730","9400","51000","53420"
"In post","2023","No function","Policy","London","Male","8535","8460","52350","54330"
"In post","2023","No function","Policy","Outside London","Female","4255","4065","41340","37590"
"In post","2023","No function","Policy","Outside London","Male","3035","2990","43770","39190"
"In post","2023","No function","Policy","Overseas","Female","890","885","53800","54000"
"In post","2023","No function","Policy","Overseas","Male","1120","1120","53740","54590"
"In post","2023","No function","Policy","Unknown","Female","10","10","[c]","[c]"
"In post","2023","No function","Policy","Unknown","Male","10","10","[c]","[c]"
"In post","2023","No function","Project Delivery","London","Female","565","550","49690","43660"
"In post","2023","No function","Project Delivery","London","Male","465","460","52720","53030"
"In post","2023","No function","Project Delivery","Outside London","Female","460","440","40790","39190"
"In post","2023","No function","Project Delivery","Outside London","Male","365","360","43470","39190"
"In post","2023","No function","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","Outside London","Female","5","5","[c]","[c]"
"In post","2023","No function","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","London","Female","75","75","41520","34040"
"In post","2023","No function","Psychology","London","Male","10","10","[c]","[c]"
"In post","2023","No function","Psychology","Outside London","Female","1275","1220","37570","32420"
"In post","2023","No function","Psychology","Outside London","Male","190","185","37720","31670"
"In post","2023","No function","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","London","Female","475","460","46660","42500"
"In post","2023","No function","Science and Engineering","London","Male","365","355","50290","46000"
"In post","2023","No function","Science and Engineering","Outside London","Female","1920","1810","38650","35070"
"In post","2023","No function","Science and Engineering","Outside London","Male","5045","4920","40170","38610"
"In post","2023","No function","Science and Engineering","Overseas","Female","5","5","[c]","[c]"
"In post","2023","No function","Science and Engineering","Overseas","Male","60","60","56550","58090"
"In post","2023","No function","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","Unknown","Male","5","5","[c]","[c]"
"In post","2023","No function","Security","London","Female","50","50","55720","56430"
"In post","2023","No function","Security","London","Male","70","70","50490","41870"
"In post","2023","No function","Security","Outside London","Female","15","15","[c]","[c]"
"In post","2023","No function","Security","Outside London","Male","5","5","[c]","[c]"
"In post","2023","No function","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","London","Female","30","25","[c]","[c]"
"In post","2023","No function","Social Research","London","Male","5","5","[c]","[c]"
"In post","2023","No function","Social Research","Outside London","Female","10","10","[c]","[c]"
"In post","2023","No function","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","London","Female","20","20","[c]","[c]"
"In post","2023","No function","Statistics","London","Male","35","35","45720","44000"
"In post","2023","No function","Statistics","Outside London","Female","5","5","[c]","[c]"
"In post","2023","No function","Statistics","Outside London","Male","5","5","[c]","[c]"
"In post","2023","No function","Tax","London","Female","785","730","43530","39790"
"In post","2023","No function","Tax","London","Male","960","915","48390","42060"
"In post","2023","No function","Tax","Outside London","Female","5660","5225","35860","34700"
"In post","2023","No function","Tax","Outside London","Male","6145","5970","37360","34700"
"In post","2023","No function","Unknown","London","Female","2130","2055","49790","44730"
"In post","2023","No function","Unknown","London","Male","1465","1450","52810","54660"
"In post","2023","No function","Unknown","Outside London","Female","1650","1565","37670","34700"
"In post","2023","No function","Unknown","Outside London","Male","1570","1550","38360","34700"
"In post","2023","No function","Unknown","Overseas","Female","50","50","[c]","[c]"
"In post","2023","No function","Unknown","Overseas","Male","75","75","[c]","[c]"
"In post","2023","No function","Unknown","Unknown","Female","25","25","[c]","[c]"
"In post","2023","No function","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2023","No function","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinarian","London","Male","5","5","[c]","[c]"
"In post","2023","No function","Veterinarian","Outside London","Female","215","205","43360","38670"
"In post","2023","No function","Veterinarian","Outside London","Male","155","150","44860","40260"
"In post","2023","Project Delivery","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","London","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","London","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Communications","London","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Communications","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Project Delivery","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","London","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","Outside London","Male","45","45","50890","51360"
"In post","2023","Project Delivery","Finance","London","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Finance","London","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Finance","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","London","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Inspector of Education and Training","Outside London","Female","30","30","77720","78500"
"In post","2023","Project Delivery","Inspector of Education and Training","Outside London","Male","35","35","78660","78500"
"In post","2023","Project Delivery","International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","London","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","London","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Project Delivery","Legal","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Legal","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Medicine","London","Female","30","25","[c]","[c]"
"In post","2023","Project Delivery","Medicine","London","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Operational Delivery","London","Female","130","130","45550","41060"
"In post","2023","Project Delivery","Operational Delivery","London","Male","95","95","47570","41750"
"In post","2023","Project Delivery","Operational Delivery","Outside London","Female","765","715","36180","33290"
"In post","2023","Project Delivery","Operational Delivery","Outside London","Male","560","545","40440","38790"
"In post","2023","Project Delivery","Operational Delivery","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","London","Female","25","20","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","London","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","Outside London","Female","45","45","42640","39890"
"In post","2023","Project Delivery","Operational Research","Outside London","Male","70","70","43530","41830"
"In post","2023","Project Delivery","Other","London","Female","15","15","[c]","[c]"
"In post","2023","Project Delivery","Other","London","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Other","Outside London","Female","110","100","35340","32730"
"In post","2023","Project Delivery","Other","Outside London","Male","100","95","39280","39890"
"In post","2023","Project Delivery","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Policy","London","Female","670","635","56390","55850"
"In post","2023","Project Delivery","Policy","London","Male","605","595","58790","61530"
"In post","2023","Project Delivery","Policy","Outside London","Female","325","305","48940","44930"
"In post","2023","Project Delivery","Policy","Outside London","Male","280","270","51730","54950"
"In post","2023","Project Delivery","Policy","Overseas","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","Policy","Overseas","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","Project Delivery","London","Female","1860","1790","51410","46350"
"In post","2023","Project Delivery","Project Delivery","London","Male","1465","1445","55770","55150"
"In post","2023","Project Delivery","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Project Delivery","Outside London","Female","6230","5885","41750","39500"
"In post","2023","Project Delivery","Project Delivery","Outside London","Male","5865","5745","45740","42140"
"In post","2023","Project Delivery","Project Delivery","Overseas","Female","30","30","[c]","[c]"
"In post","2023","Project Delivery","Project Delivery","Overseas","Male","45","45","64680","64790"
"In post","2023","Project Delivery","Project Delivery","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Property","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","London","Female","135","130","54910","54460"
"In post","2023","Project Delivery","Science and Engineering","London","Male","55","55","56690","55120"
"In post","2023","Project Delivery","Science and Engineering","Outside London","Female","300","285","43790","42060"
"In post","2023","Project Delivery","Science and Engineering","Outside London","Male","1010","995","44170","42620"
"In post","2023","Project Delivery","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Statistics","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Project Delivery","Tax","London","Female","70","60","43970","39790"
"In post","2023","Project Delivery","Tax","London","Male","70","65","43210","41840"
"In post","2023","Project Delivery","Tax","Outside London","Female","245","220","35330","35000"
"In post","2023","Project Delivery","Tax","Outside London","Male","295","280","35580","35000"
"In post","2023","Project Delivery","Unknown","London","Female","70","65","52360","45560"
"In post","2023","Project Delivery","Unknown","London","Male","45","45","64970","60350"
"In post","2023","Project Delivery","Unknown","Outside London","Female","105","105","45390","41780"
"In post","2023","Project Delivery","Unknown","Outside London","Male","90","90","41570","35000"
"In post","2023","Property","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Property","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","London","Male","5","5","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Property","Finance","London","Female","5","5","[c]","[c]"
"In post","2023","Property","Finance","London","Male","5","5","[c]","[c]"
"In post","2023","Property","Finance","Outside London","Female","40","40","40170","38420"
"In post","2023","Property","Finance","Outside London","Male","30","30","45540","39830"
"In post","2023","Property","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Property","Human Resources","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Property","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Operational Delivery","London","Female","80","75","43310","38180"
"In post","2023","Property","Operational Delivery","London","Male","65","60","48170","47480"
"In post","2023","Property","Operational Delivery","Outside London","Female","785","735","30320","23340"
"In post","2023","Property","Operational Delivery","Outside London","Male","465","455","31850","25040"
"In post","2023","Property","Other","London","Female","10","10","[c]","[c]"
"In post","2023","Property","Other","London","Male","15","15","[c]","[c]"
"In post","2023","Property","Other","Outside London","Female","40","40","29250","28490"
"In post","2023","Property","Other","Outside London","Male","230","225","34700","32930"
"In post","2023","Property","Policy","London","Female","10","10","[c]","[c]"
"In post","2023","Property","Policy","London","Male","10","10","[c]","[c]"
"In post","2023","Property","Policy","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Property","Policy","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Property","Project Delivery","London","Female","15","15","[c]","[c]"
"In post","2023","Property","Project Delivery","London","Male","15","15","[c]","[c]"
"In post","2023","Property","Project Delivery","Outside London","Female","25","20","[c]","[c]"
"In post","2023","Property","Project Delivery","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Property","Property","London","Female","430","405","41740","36180"
"In post","2023","Property","Property","London","Male","635","620","45640","43470"
"In post","2023","Property","Property","Outside London","Female","2365","2195","35340","33830"
"In post","2023","Property","Property","Outside London","Male","3285","3195","37640","34300"
"In post","2023","Property","Property","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Property","Property","Overseas","Male","55","55","48770","44530"
"In post","2023","Property","Property","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Property","Property","Unknown","Male","30","30","46230","44330"
"In post","2023","Property","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Property","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","London","Male","5","5","[c]","[c]"
"In post","2023","Property","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Property","Unknown","London","Female","25","25","[c]","[c]"
"In post","2023","Property","Unknown","London","Male","15","15","[c]","[c]"
"In post","2023","Property","Unknown","Outside London","Female","25","20","[c]","[c]"
"In post","2023","Property","Unknown","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Property","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","London","Female","5","5","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","London","Male","20","20","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","Outside London","Male","35","35","53730","50690"
"In post","2023","Security","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","London","Male","5","5","[c]","[c]"
"In post","2023","Security","Human Resources","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Security","Human Resources","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","London","Female","70","70","46830","40510"
"In post","2023","Security","Intelligence Analysis","London","Male","80","80","49520","44450"
"In post","2023","Security","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Security","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Security","Operational Delivery","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Security","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","London","Female","25","20","[c]","[c]"
"In post","2023","Security","Policy","London","Male","25","25","[c]","[c]"
"In post","2023","Security","Policy","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Security","Policy","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Security","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
