"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Debt","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Other","AA/AO","Female","265","[c]","21650","21690"
"New entrant CS","2023","Debt","Other","AA/AO","Male","170","[c]","21660","21690"
"New entrant CS","2023","Debt","Other","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Tax","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","AA/AO","Female","35","[c]","22360","22220"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","AA/AO","Male","80","[c]","22660","22220"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","EO","Female","200","[c]","27790","27650"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","EO","Male","375","[c]","27870","27650"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","G6/G7","Female","185","[c]","56340","55350"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","G6/G7","Male","430","[c]","58530","56350"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","Female","510","[c]","36960","37590"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","Male","870","[c]","37770","37590"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Economics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Tax","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Tax","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G6/G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","Male","55","[c]","39930","41780"
"New entrant CS","2023","Finance","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","AA/AO","Female","110","[c]","22460","22520"
"New entrant CS","2023","Finance","Finance","AA/AO","Male","85","[c]","22230","22520"
"New entrant CS","2023","Finance","Finance","EO","Female","90","[c]","27350","27080"
"New entrant CS","2023","Finance","Finance","EO","Male","75","[c]","27250","27080"
"New entrant CS","2023","Finance","Finance","G6/G7","Female","45","[c]","56500","54540"
"New entrant CS","2023","Finance","Finance","G6/G7","Male","30","[c]","57520","57440"
"New entrant CS","2023","Finance","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","SEO/HEO","Female","135","[c]","37370","37300"
"New entrant CS","2023","Finance","Finance","SEO/HEO","Male","115","[c]","37540","37370"
"New entrant CS","2023","Finance","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","AA/AO","Female","180","[c]","21940","22150"
"New entrant CS","2023","Grants Management","Operational Delivery","AA/AO","Male","165","[c]","22080","22150"
"New entrant CS","2023","Grants Management","Operational Delivery","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","AA/AO","Female","160","[c]","22070","22220"
"New entrant CS","2023","Human Resources","Human Resources","AA/AO","Male","70","[c]","22280","22220"
"New entrant CS","2023","Human Resources","Human Resources","EO","Female","205","[c]","26980","27080"
"New entrant CS","2023","Human Resources","Human Resources","EO","Male","135","[c]","28090","27140"
"New entrant CS","2023","Human Resources","Human Resources","G6/G7","Female","80","[c]","56350","54590"
"New entrant CS","2023","Human Resources","Human Resources","G6/G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","SEO/HEO","Female","265","[c]","36180","34400"
"New entrant CS","2023","Human Resources","Human Resources","SEO/HEO","Male","140","[c]","37510","37540"
"New entrant CS","2023","Human Resources","Human Resources","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","EO","Female","120","[c]","28370","27760"
"New entrant CS","2023","Legal","Legal","EO","Male","45","[c]","27910","27760"
"New entrant CS","2023","Legal","Legal","G6/G7","Female","255","[c]","54980","52600"
"New entrant CS","2023","Legal","Legal","G6/G7","Male","140","[c]","54690","52600"
"New entrant CS","2023","Legal","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","SEO/HEO","Female","165","[c]","39600","38760"
"New entrant CS","2023","Legal","Legal","SEO/HEO","Male","80","[c]","39730","38760"
"New entrant CS","2023","Legal","Operational Delivery","AA/AO","Female","340","[c]","21840","21120"
"New entrant CS","2023","Legal","Operational Delivery","AA/AO","Male","150","[c]","21820","21050"
"New entrant CS","2023","Legal","Operational Delivery","EO","Female","115","[c]","27570","27760"
"New entrant CS","2023","Legal","Operational Delivery","EO","Male","45","[c]","27700","27760"
"New entrant CS","2023","Legal","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
