"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Scottish Courts and Tribunals Service","Outside London","SEO","70","65","46010","48410"
"In post","2023","No function","Scottish Prison Service","Outside London","AA","145","125","23010","22920"
"In post","2023","No function","Scottish Prison Service","Outside London","AO","1105","1060","26820","26930"
"In post","2023","No function","Scottish Prison Service","Outside London","EO","2045","1925","36080","37060"
"In post","2023","No function","Scottish Prison Service","Outside London","G6","35","35","79100","76470"
"In post","2023","No function","Scottish Prison Service","Outside London","G7","40","40","57610","57260"
"In post","2023","No function","Scottish Prison Service","Outside London","HEO","375","335","42260","42590"
"In post","2023","No function","Scottish Prison Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scottish Prison Service","Outside London","SEO","150","120","48460","48640"
"In post","2023","No function","Serious Fraud Office","London","AO","5","5","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","London","EO","15","10","28470","28710"
"In post","2023","No function","Serious Fraud Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","London","G7","10","10","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","London","SEO","10","10","42120","42140"
"In post","2023","No function","Standards and Testing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","Outside London","AO","10","10","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","Outside London","EO","30","30","26320","25900"
"In post","2023","No function","Teaching Regulation Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","Outside London","G7","5","5","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","Outside London","HEO","20","20","30690","30330"
"In post","2023","No function","Teaching Regulation Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","Outside London","SEO","15","15","39540","38110"
"In post","2023","No function","The Insolvency Service","London","AA","10","5","[c]","[c]"
"In post","2023","No function","The Insolvency Service","London","AO","60","55","25750","25810"
"In post","2023","No function","The Insolvency Service","London","EO","30","25","29490","30160"
"In post","2023","No function","The Insolvency Service","London","G6","10","10","76470","76340"
"In post","2023","No function","The Insolvency Service","London","G7","10","10","56610","57000"
"In post","2023","No function","The Insolvency Service","London","HEO","45","40","36550","36170"
"In post","2023","No function","The Insolvency Service","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","The Insolvency Service","London","SEO","30","30","47020","46910"
"In post","2023","No function","The Insolvency Service","Outside London","AA","30","30","20200","20200"
"In post","2023","No function","The Insolvency Service","Outside London","AO","385","355","22220","22180"
"In post","2023","No function","The Insolvency Service","Outside London","EO","130","125","25870","25950"
"In post","2023","No function","The Insolvency Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","The Insolvency Service","Outside London","G7","30","30","54670","53260"
"In post","2023","No function","The Insolvency Service","Outside London","HEO","215","205","33320","32710"
"In post","2023","No function","The Insolvency Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","The Insolvency Service","Outside London","SEO","95","90","44460","43300"
"In post","2023","No function","The National Archives","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","The National Archives","London","AO","55","50","23420","23460"
"In post","2023","No function","The National Archives","London","EO","40","40","26010","25460"
"In post","2023","No function","The National Archives","London","G6","15","15","59610","57480"
"In post","2023","No function","The National Archives","London","G7","30","30","48870","48100"
"In post","2023","No function","The National Archives","London","HEO","105","100","31360","29840"
"In post","2023","No function","The National Archives","London","SCS level","10","10","[c]","[c]"
"In post","2023","No function","The National Archives","London","SEO","80","75","38900","37620"
"In post","2023","No function","The National Archives","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","London","G6","5","5","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","London","G7","5","5","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","London","HEO","5","5","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","London","SEO","5","5","[c]","[c]"
"In post","2023","No function","UK Health Security Agency","London","AA","35","30","23370","23470"
"In post","2023","No function","UK Health Security Agency","London","AO","115","100","25080","24780"
"In post","2023","No function","UK Health Security Agency","London","EO","220","210","29030","28230"
"In post","2023","No function","UK Health Security Agency","London","G6","215","195","73400","67890"
"In post","2023","No function","UK Health Security Agency","London","G7","345","330","56030","54450"
"In post","2023","No function","UK Health Security Agency","London","HEO","335","325","34590","33330"
"In post","2023","No function","UK Health Security Agency","London","SCS level","135","120","110340","105000"
"In post","2023","No function","UK Health Security Agency","London","SEO","390","375","42700","41280"
"In post","2023","No function","UK Health Security Agency","Outside London","AA","40","30","20340","20100"
"In post","2023","No function","UK Health Security Agency","Outside London","AO","345","310","21910","21480"
"In post","2023","No function","UK Health Security Agency","Outside London","EO","340","320","25920","25250"
"In post","2023","No function","UK Health Security Agency","Outside London","G6","225","210","70780","68410"
"In post","2023","No function","UK Health Security Agency","Outside London","G7","545","525","53060","51670"
"In post","2023","No function","UK Health Security Agency","Outside London","HEO","530","500","32360","31260"
"In post","2023","No function","UK Health Security Agency","Outside London","SCS level","170","150","113010","111300"
"In post","2023","No function","UK Health Security Agency","Outside London","SEO","580","550","40430","39830"
"In post","2023","No function","UK Health Security Agency","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Health Security Agency","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Hydrographic Office","Outside London","AO","50","50","21720","21690"
"In post","2023","No function","UK Hydrographic Office","Outside London","EO","220","205","28310","27610"
"In post","2023","No function","UK Hydrographic Office","Outside London","G6","10","10","[c]","[c]"
"In post","2023","No function","UK Hydrographic Office","Outside London","G7","30","30","56100","55470"
"In post","2023","No function","UK Hydrographic Office","Outside London","HEO","225","215","34770","34370"
"In post","2023","No function","UK Hydrographic Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Hydrographic Office","Outside London","SEO","100","95","44440","43890"
"In post","2023","No function","UK Hydrographic Office","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Statistics Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Statistics Authority","London","G6","10","10","[c]","[c]"
"In post","2023","No function","UK Statistics Authority","London","G7","10","10","[c]","[c]"
"In post","2023","No function","UK Statistics Authority","London","HEO","15","15","34190","34060"
"In post","2023","No function","UK Statistics Authority","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","UK Statistics Authority","London","SEO","15","15","41210","40830"
"In post","2023","No function","UK Statistics Authority","Outside London","AA","295","175","20850","20150"
"In post","2023","No function","UK Statistics Authority","Outside London","AO","1125","815","21640","21200"
"In post","2023","No function","UK Statistics Authority","Outside London","EO","350","330","25380","24840"
"In post","2023","No function","UK Statistics Authority","Outside London","G6","50","50","62130","61240"
"In post","2023","No function","UK Statistics Authority","Outside London","G7","190","185","51970","51460"
"In post","2023","No function","UK Statistics Authority","Outside London","HEO","295","280","31500","31060"
