"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Human Resources","SEO/HEO","45","[c]","37820","38920"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Operational Delivery","EO","15","[c]","27890","28310"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Operational Delivery","G6/G7","15","[c]","58410","56080"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","60","[c]","38330","36530"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Operational Research","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Policy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Policy","G6/G7","20","[c]","55850","54850"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Policy","SEO/HEO","60","[c]","39290","41750"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Project Delivery","SEO/HEO","15","[c]","39230","37680"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Property","SEO/HEO","15","[c]","38980","38840"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Social Research","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Operational Delivery","AA/AO","15","[c]","27910","24650"
"Leaver Dept.","2023","National Crime Agency","Operational Delivery","EO","30","[c]","35530","35740"
"Leaver Dept.","2023","National Crime Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Operational Delivery","SEO/HEO","30","[c]","44410","43710"
"Leaver Dept.","2023","National Crime Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Records of Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Unknown","EO","10","[c]","25720","25750"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Unknown","SEO/HEO","20","[c]","34240","33700"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Operational Delivery","AA/AO","20","[c]","21540","21780"
"Leaver Dept.","2023","Office of the Public Guardian","Operational Delivery","EO","20","[c]","25550","25830"
"Leaver Dept.","2023","Office of the Public Guardian","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Revenue Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Revenue Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Royal Fleet Auxiliary","Other","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Operational Delivery","AA/AO","35","[c]","21810","22150"
"Leaver Dept.","2023","Rural Payments Agency","Operational Delivery","EO","20","[c]","25490","25760"
"Leaver Dept.","2023","Rural Payments Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Operational Delivery","AA/AO","15","[c]","23820","25060"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","Unknown","G6/G7","15","[c]","67590","65280"
"Leaver Dept.","2023","Scottish Government (excl. agencies)","Unknown","SEO/HEO","20","[c]","41970","42860"
"Leaver Dept.","2023","Scottish Prison Service","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Prison Service","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Public Pensions Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Counter Fraud","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Serious Fraud Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Security Scotland","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Standards and Testing Agency","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Student Awards Agency for Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Submarine Delivery Agency","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Teaching Regulation Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The Insolvency Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
