"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","G6","LGBO","45","45","66090","64970"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","G6","Undeclared","45","40","65580","64970"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","G6","Unknown","45","40","66390","64970"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","G7","Heterosexual / straight","680","655","52840","54630"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","G7","LGBO","70","70","53070","54630"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","G7","Undeclared","60","55","53280","54630"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","G7","Unknown","75","75","52190","54630"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","HEO","Heterosexual / straight","405","390","33570","33880"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","HEO","LGBO","50","50","33070","33880"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","HEO","Undeclared","55","55","33860","34310"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","HEO","Unknown","70","65","33340","33880"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","105","100","85590","78300"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","SCS level","Unknown","15","10","[c]","[c]"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","SEO","Heterosexual / straight","380","370","40190","40390"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","SEO","LGBO","55","55","40660","40650"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","SEO","Undeclared","40","40","41290","40800"
"In post","2023","No function","Department for Levelling Up, Housing and Communities","SEO","Unknown","35","35","40550","40800"
"In post","2023","No function","Department for Transport","AA","Heterosexual / straight","545","440","19020","19000"
"In post","2023","No function","Department for Transport","AA","LGBO","40","35","19000","19000"
"In post","2023","No function","Department for Transport","AA","Undeclared","305","220","19050","19000"
"In post","2023","No function","Department for Transport","AA","Unknown","190","160","19020","19000"
"In post","2023","No function","Department for Transport","AO","Heterosexual / straight","2585","2305","23500","22500"
"In post","2023","No function","Department for Transport","AO","LGBO","175","165","23040","22500"
"In post","2023","No function","Department for Transport","AO","Undeclared","650","545","23120","22500"
"In post","2023","No function","Department for Transport","AO","Unknown","785","725","24580","22500"
"In post","2023","No function","Department for Transport","EO","Heterosexual / straight","2020","1895","28690","27450"
"In post","2023","No function","Department for Transport","EO","LGBO","115","115","28620","27400"
"In post","2023","No function","Department for Transport","EO","Undeclared","625","555","28440","27450"
"In post","2023","No function","Department for Transport","EO","Unknown","705","680","28250","27190"
"In post","2023","No function","Department for Transport","G6","Heterosexual / straight","235","220","71750","68090"
"In post","2023","No function","Department for Transport","G6","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Department for Transport","G6","Undeclared","35","35","77380","69430"
"In post","2023","No function","Department for Transport","G6","Unknown","55","55","71110","67420"
"In post","2023","No function","Department for Transport","G7","Heterosexual / straight","555","540","57860","56000"
"In post","2023","No function","Department for Transport","G7","LGBO","60","60","55520","55740"
"In post","2023","No function","Department for Transport","G7","Undeclared","70","65","60000","56340"
"In post","2023","No function","Department for Transport","G7","Unknown","125","125","57710","55740"
"In post","2023","No function","Department for Transport","HEO","Heterosexual / straight","925","900","34160","32950"
"In post","2023","No function","Department for Transport","HEO","LGBO","65","65","34950","35400"
"In post","2023","No function","Department for Transport","HEO","Undeclared","165","160","34090","33100"
"In post","2023","No function","Department for Transport","HEO","Unknown","150","145","34610","35350"
"In post","2023","No function","Department for Transport","SCS level","Heterosexual / straight","135","130","91520","80550"
"In post","2023","No function","Department for Transport","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Department for Transport","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Department for Transport","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Department for Transport","SEO","Heterosexual / straight","600","585","43060","43160"
"In post","2023","No function","Department for Transport","SEO","LGBO","40","40","43690","43750"
"In post","2023","No function","Department for Transport","SEO","Undeclared","105","100","43150","42850"
"In post","2023","No function","Department for Transport","SEO","Unknown","100","95","42660","43750"
"In post","2023","No function","Department for Work and Pensions","AA","Heterosexual / straight","130","105","21280","21250"
"In post","2023","No function","Department for Work and Pensions","AA","LGBO","10","5","[c]","[c]"
"In post","2023","No function","Department for Work and Pensions","AA","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Department for Work and Pensions","AA","Unknown","45","35","21270","21250"
"In post","2023","No function","Department for Work and Pensions","AO","Heterosexual / straight","14300","12360","21960","21690"
"In post","2023","No function","Department for Work and Pensions","AO","LGBO","870","820","21990","21690"
"In post","2023","No function","Department for Work and Pensions","AO","Undeclared","1990","1700","22030","21690"
"In post","2023","No function","Department for Work and Pensions","AO","Unknown","4365","3570","21980","21690"
"In post","2023","No function","Department for Work and Pensions","EO","Heterosexual / straight","26135","23435","28780","28120"
"In post","2023","No function","Department for Work and Pensions","EO","LGBO","1575","1495","28700","28120"
"In post","2023","No function","Department for Work and Pensions","EO","Undeclared","3000","2640","28740","28120"
"In post","2023","No function","Department for Work and Pensions","EO","Unknown","5855","5065","28840","28120"
"In post","2023","No function","Department for Work and Pensions","G6","Heterosexual / straight","185","180","68650","66860"
"In post","2023","No function","Department for Work and Pensions","G6","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Department for Work and Pensions","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Department for Work and Pensions","G6","Unknown","35","30","69820","66860"
"In post","2023","No function","Department for Work and Pensions","G7","Heterosexual / straight","690","665","54590","50950"
"In post","2023","No function","Department for Work and Pensions","G7","LGBO","35","35","54470","55150"
"In post","2023","No function","Department for Work and Pensions","G7","Undeclared","85","85","58900","55320"
"In post","2023","No function","Department for Work and Pensions","G7","Unknown","90","85","54140","53390"
"In post","2023","No function","Department for Work and Pensions","HEO","Heterosexual / straight","3490","3265","34920","34170"
"In post","2023","No function","Department for Work and Pensions","HEO","LGBO","250","240","34720","34170"
"In post","2023","No function","Department for Work and Pensions","HEO","Undeclared","365","345","34890","34170"
"In post","2023","No function","Department for Work and Pensions","HEO","Unknown","550","520","35230","34170"
"In post","2023","No function","Department for Work and Pensions","SCS level","Heterosexual / straight","125","120","89880","80030"
"In post","2023","No function","Department for Work and Pensions","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Department for Work and Pensions","SCS level","Undeclared","10","5","[c]","[c]"
"In post","2023","No function","Department for Work and Pensions","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Department for Work and Pensions","SEO","Heterosexual / straight","1330","1265","44690","40790"
"In post","2023","No function","Department for Work and Pensions","SEO","LGBO","65","60","42530","40790"
"In post","2023","No function","Department for Work and Pensions","SEO","Undeclared","205","195","45760","42940"
"In post","2023","No function","Department for Work and Pensions","SEO","Unknown","175","165","44550","40790"
"In post","2023","No function","Department of Health and Social Care","AA","Heterosexual / straight","35","30","21870","22020"
"In post","2023","No function","Department of Health and Social Care","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","AA","Unknown","30","25","21840","22970"
"In post","2023","No function","Department of Health and Social Care","AO","Heterosexual / straight","295","260","22910","22820"
"In post","2023","No function","Department of Health and Social Care","AO","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","AO","Undeclared","60","55","23050","22820"
"In post","2023","No function","Department of Health and Social Care","AO","Unknown","125","115","22380","22270"
"In post","2023","No function","Department of Health and Social Care","EO","Heterosexual / straight","485","465","27390","27690"
"In post","2023","No function","Department of Health and Social Care","EO","LGBO","35","35","26940","27960"
"In post","2023","No function","Department of Health and Social Care","EO","Undeclared","150","145","27710","28770"
"In post","2023","No function","Department of Health and Social Care","EO","Unknown","140","130","27660","27690"
"In post","2023","No function","Department of Health and Social Care","G6","Heterosexual / straight","455","430","70550","67890"
"In post","2023","No function","Department of Health and Social Care","G6","LGBO","40","40","68230","67890"
"In post","2023","No function","Department of Health and Social Care","G6","Undeclared","175","165","69370","67890"
"In post","2023","No function","Department of Health and Social Care","G6","Unknown","160","150","71530","67890"
"In post","2023","No function","Department of Health and Social Care","G7","Heterosexual / straight","970","930","54230","54490"
"In post","2023","No function","Department of Health and Social Care","G7","LGBO","80","80","54330","54660"
"In post","2023","No function","Department of Health and Social Care","G7","Undeclared","390","370","54400","54690"
"In post","2023","No function","Department of Health and Social Care","G7","Unknown","290","285","54300","53400"
"In post","2023","No function","Department of Health and Social Care","HEO","Heterosexual / straight","760","730","33110","33330"
"In post","2023","No function","Department of Health and Social Care","HEO","LGBO","65","65","33180","33790"
"In post","2023","No function","Department of Health and Social Care","HEO","Undeclared","240","230","33530","34190"
"In post","2023","No function","Department of Health and Social Care","HEO","Unknown","250","235","33930","33710"
"In post","2023","No function","Department of Health and Social Care","SCS level","Heterosexual / straight","330","300","101730","99430"
"In post","2023","No function","Department of Health and Social Care","SCS level","LGBO","30","30","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","SCS level","Undeclared","75","70","99870","98810"
"In post","2023","No function","Department of Health and Social Care","SCS level","Unknown","90","80","113860","111300"
"In post","2023","No function","Department of Health and Social Care","SEO","Heterosexual / straight","875","835","41210","41280"
"In post","2023","No function","Department of Health and Social Care","SEO","LGBO","90","85","41010","41950"
"In post","2023","No function","Department of Health and Social Care","SEO","Undeclared","285","270","41380","41950"
"In post","2023","No function","Department of Health and Social Care","SEO","Unknown","290","280","41510","41160"
"In post","2023","No function","Food Standards Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","EO","Heterosexual / straight","195","185","28360","28090"
"In post","2023","No function","Food Standards Agency","EO","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Food Standards Agency","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Food Standards Agency","EO","Unknown","160","150","28180","28090"
"In post","2023","No function","Food Standards Agency","G6","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","No function","Food Standards Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Food Standards Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","G7","Heterosexual / straight","115","110","54080","53110"
"In post","2023","No function","Food Standards Agency","G7","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Food Standards Agency","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Food Standards Agency","G7","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Food Standards Agency","HEO","Heterosexual / straight","195","190","32120","31730"
"In post","2023","No function","Food Standards Agency","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Food Standards Agency","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Food Standards Agency","HEO","Unknown","45","45","32390","31730"
"In post","2023","No function","Food Standards Agency","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","SEO","Heterosexual / straight","225","220","39860","38670"
"In post","2023","No function","Food Standards Agency","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Food Standards Agency","SEO","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Food Standards Agency","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","AO","Heterosexual / straight","60","55","28230","28950"
"In post","2023","No function","Foreign, Commonwealth and Development Office","AO","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","AO","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","210","205","31850","31340"
"In post","2023","No function","Foreign, Commonwealth and Development Office","EO","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","EO","Unknown","90","90","31070","31550"
"In post","2023","No function","Foreign, Commonwealth and Development Office","G6","Heterosexual / straight","395","390","68250","67530"
"In post","2023","No function","Foreign, Commonwealth and Development Office","G6","LGBO","35","35","68930","69320"
"In post","2023","No function","Foreign, Commonwealth and Development Office","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","G6","Unknown","200","195","67270","66710"
"In post","2023","No function","Foreign, Commonwealth and Development Office","G7","Heterosexual / straight","720","705","56980","56680"
"In post","2023","No function","Foreign, Commonwealth and Development Office","G7","LGBO","75","75","55980","55070"
"In post","2023","No function","Foreign, Commonwealth and Development Office","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","G7","Unknown","455","450","56340","56070"
"In post","2023","No function","Foreign, Commonwealth and Development Office","HEO","Heterosexual / straight","770","765","36380","35810"
"In post","2023","No function","Foreign, Commonwealth and Development Office","HEO","LGBO","85","85","36850","36620"
"In post","2023","No function","Foreign, Commonwealth and Development Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","HEO","Unknown","340","340","36960","36620"
"In post","2023","No function","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","285","280","87770","79000"
"In post","2023","No function","Foreign, Commonwealth and Development Office","SCS level","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","SCS level","Unknown","100","100","86250","79000"
"In post","2023","No function","Foreign, Commonwealth and Development Office","SEO","Heterosexual / straight","210","210","43910","43550"
"In post","2023","No function","Foreign, Commonwealth and Development Office","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","SEO","Unknown","125","125","43070","43000"
"In post","2023","No function","HM Land Registry","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","AO","Heterosexual / straight","740","680","23520","23390"
"In post","2023","No function","HM Land Registry","AO","LGBO","65","65","23390","23390"
"In post","2023","No function","HM Land Registry","AO","Undeclared","50","45","23600","23390"
"In post","2023","No function","HM Land Registry","AO","Unknown","655","615","23480","23390"
"In post","2023","No function","HM Land Registry","EO","Heterosexual / straight","1215","1070","28200","28080"
"In post","2023","No function","HM Land Registry","EO","LGBO","50","45","28230","28080"
"In post","2023","No function","HM Land Registry","EO","Undeclared","230","195","28210","28080"
"In post","2023","No function","HM Land Registry","EO","Unknown","655","590","28240","28080"
"In post","2023","No function","HM Land Registry","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","HM Land Registry","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","No function","HM Land Registry","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","G7","Unknown","5","5","[c]","[c]"
"In post","2023","No function","HM Land Registry","HEO","Heterosexual / straight","700","610","35030","34850"
"In post","2023","No function","HM Land Registry","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","No function","HM Land Registry","HEO","Undeclared","160","135","35070","34850"
"In post","2023","No function","HM Land Registry","HEO","Unknown","235","200","35010","34850"
"In post","2023","No function","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","SEO","Heterosexual / straight","305","280","41800","40080"
"In post","2023","No function","HM Land Registry","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","No function","HM Land Registry","SEO","Undeclared","65","60","41940","41680"
"In post","2023","No function","HM Land Registry","SEO","Unknown","65","60","41190","39520"
"In post","2023","No function","HM Revenue and Customs","AA","Heterosexual / straight","240","180","22540","22520"
"In post","2023","No function","HM Revenue and Customs","AA","LGBO","15","15","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","AA","Undeclared","35","25","22520","22520"
"In post","2023","No function","HM Revenue and Customs","AA","Unknown","255","190","22580","22520"
"In post","2023","No function","HM Revenue and Customs","AO","Heterosexual / straight","6245","5495","22630","22520"
"In post","2023","No function","HM Revenue and Customs","AO","LGBO","490","460","22650","22520"
"In post","2023","No function","HM Revenue and Customs","AO","Undeclared","675","575","22660","22520"
"In post","2023","No function","HM Revenue and Customs","AO","Unknown","5250","4605","22610","22520"
"In post","2023","No function","HM Revenue and Customs","EO","Heterosexual / straight","4970","4620","28540","28130"
"In post","2023","No function","HM Revenue and Customs","EO","LGBO","410","395","28360","28000"
"In post","2023","No function","HM Revenue and Customs","EO","Undeclared","445","405","28910","28130"
"In post","2023","No function","HM Revenue and Customs","EO","Unknown","2770","2600","28520","28130"
"In post","2023","No function","HM Revenue and Customs","G6","Heterosexual / straight","535","510","72570","71300"
"In post","2023","No function","HM Revenue and Customs","G6","LGBO","30","30","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","G6","Undeclared","65","60","73810","71360"
"In post","2023","No function","HM Revenue and Customs","G6","Unknown","120","115","73230","71300"
"In post","2023","No function","HM Revenue and Customs","G7","Heterosexual / straight","1620","1560","58710","57970"
"In post","2023","No function","HM Revenue and Customs","G7","LGBO","115","115","58730","57970"
"In post","2023","No function","HM Revenue and Customs","G7","Undeclared","215","210","58980","57970"
"In post","2023","No function","HM Revenue and Customs","G7","Unknown","420","400","59190","57970"
"In post","2023","No function","HM Revenue and Customs","HEO","Heterosexual / straight","5235","5010","35540","35000"
"In post","2023","No function","HM Revenue and Customs","HEO","LGBO","415","405","35230","35000"
"In post","2023","No function","HM Revenue and Customs","HEO","Undeclared","540","515","35850","35000"
"In post","2023","No function","HM Revenue and Customs","HEO","Unknown","2165","2090","35670","35000"
"In post","2023","No function","HM Revenue and Customs","SCS level","Heterosexual / straight","95","95","85330","80500"
"In post","2023","No function","HM Revenue and Customs","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","SCS level","Undeclared","10","5","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","SEO","Heterosexual / straight","2135","2060","42900","42510"
"In post","2023","No function","HM Revenue and Customs","SEO","LGBO","115","110","42900","42510"
"In post","2023","No function","HM Revenue and Customs","SEO","Undeclared","225","215","43290","42510"
"In post","2023","No function","HM Revenue and Customs","SEO","Unknown","585","565","43060","42510"
"In post","2023","No function","HM Treasury","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","HM Treasury","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Treasury","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Treasury","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Treasury","EO","Heterosexual / straight","150","145","27910","28100"
"In post","2023","No function","HM Treasury","EO","LGBO","15","15","[c]","[c]"
"In post","2023","No function","HM Treasury","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","HM Treasury","EO","Unknown","10","10","[c]","[c]"
"In post","2023","No function","HM Treasury","G6","Heterosexual / straight","200","190","65590","64950"
"In post","2023","No function","HM Treasury","G6","LGBO","20","20","[c]","[c]"
"In post","2023","No function","HM Treasury","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","HM Treasury","G6","Unknown","10","10","[c]","[c]"
"In post","2023","No function","HM Treasury","G7","Heterosexual / straight","395","390","54710","54090"
"In post","2023","No function","HM Treasury","G7","LGBO","45","45","54400","54090"
"In post","2023","No function","HM Treasury","G7","Undeclared","70","70","55420","54130"
"In post","2023","No function","HM Treasury","G7","Unknown","15","15","[c]","[c]"
"In post","2023","No function","HM Treasury","HEO","Heterosexual / straight","320","315","33610","33630"
"In post","2023","No function","HM Treasury","HEO","LGBO","75","75","33130","32970"
"In post","2023","No function","HM Treasury","HEO","Undeclared","65","65","33790","33630"
"In post","2023","No function","HM Treasury","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","No function","HM Treasury","SCS level","Heterosexual / straight","105","105","84260","78620"
"In post","2023","No function","HM Treasury","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","No function","HM Treasury","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Treasury","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","No function","HM Treasury","SEO","Heterosexual / straight","90","85","40780","39050"
"In post","2023","No function","HM Treasury","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Treasury","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","HM Treasury","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Home Office","AA","Heterosexual / straight","425","350","20830","19500"
"In post","2023","No function","Home Office","AA","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Home Office","AA","Undeclared","60","50","21170","19500"
"In post","2023","No function","Home Office","AA","Unknown","90","85","21240","19500"
"In post","2023","No function","Home Office","AO","Heterosexual / straight","4510","3960","23250","22400"
"In post","2023","No function","Home Office","AO","LGBO","195","180","22790","22400"
"In post","2023","No function","Home Office","AO","Undeclared","510","430","23630","22400"
"In post","2023","No function","Home Office","AO","Unknown","3445","3275","23050","22400"
"In post","2023","No function","Home Office","EO","Heterosexual / straight","10345","9525","27600","26210"
"In post","2023","No function","Home Office","EO","LGBO","500","485","26880","25980"
"In post","2023","No function","Home Office","EO","Undeclared","1485","1330","28120","27650"
"In post","2023","No function","Home Office","EO","Unknown","4665","4490","27230","25880"
"In post","2023","No function","Home Office","G6","Heterosexual / straight","605","590","70880","70840"
"In post","2023","No function","Home Office","G6","LGBO","30","30","[c]","[c]"
"In post","2023","No function","Home Office","G6","Undeclared","90","90","71160","70840"
"In post","2023","No function","Home Office","G6","Unknown","95","95","70530","70840"
"In post","2023","No function","Home Office","G7","Heterosexual / straight","1730","1690","58220","59290"
"In post","2023","No function","Home Office","G7","LGBO","115","115","58250","59290"
"In post","2023","No function","Home Office","G7","Undeclared","225","220","58610","59290"
"In post","2023","No function","Home Office","G7","Unknown","325","325","58410","59290"
"In post","2023","No function","Home Office","HEO","Heterosexual / straight","4400","4230","33870","32310"
"In post","2023","No function","Home Office","HEO","LGBO","215","205","33590","32160"
"In post","2023","No function","Home Office","HEO","Undeclared","620","585","34360","33350"
"In post","2023","No function","Home Office","HEO","Unknown","695","685","34170","34170"
"In post","2023","No function","Home Office","SCS level","Heterosexual / straight","230","225","89450","81640"
"In post","2023","No function","Home Office","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Home Office","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Home Office","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Home Office","SEO","Heterosexual / straight","2590","2520","41630","42860"
"In post","2023","No function","Home Office","SEO","LGBO","145","140","41400","40200"
"In post","2023","No function","Home Office","SEO","Undeclared","375","365","42050","43000"
"In post","2023","No function","Home Office","SEO","Unknown","400","395","42110","43000"
"In post","2023","No function","Home Office","Unknown","Heterosexual / straight","140","135","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","Undeclared","35","35","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Ministry of Defence","AA","Heterosexual / straight","1290","1230","20540","19770"
"In post","2023","No function","Ministry of Defence","AA","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Ministry of Defence","AA","Undeclared","145","140","20350","19770"
"In post","2023","No function","Ministry of Defence","AA","Unknown","265","255","20600","19770"
"In post","2023","No function","Ministry of Defence","AO","Heterosexual / straight","5115","4835","22680","22220"
"In post","2023","No function","Ministry of Defence","AO","LGBO","150","145","22880","22220"
"In post","2023","No function","Ministry of Defence","AO","Undeclared","645","615","22940","22220"
"In post","2023","No function","Ministry of Defence","AO","Unknown","895","845","22440","22220"
"In post","2023","No function","Ministry of Defence","EO","Heterosexual / straight","2690","2600","28520","27470"
"In post","2023","No function","Ministry of Defence","EO","LGBO","75","70","28540","27470"
"In post","2023","No function","Ministry of Defence","EO","Undeclared","430","410","28910","28600"
"In post","2023","No function","Ministry of Defence","EO","Unknown","455","435","28970","27610"
"In post","2023","No function","Ministry of Defence","G6","Heterosexual / straight","565","525","76680","72000"
"In post","2023","No function","Ministry of Defence","G6","LGBO","10","5","[c]","[c]"
"In post","2023","No function","Ministry of Defence","G6","Undeclared","80","70","77210","73140"
"In post","2023","No function","Ministry of Defence","G6","Unknown","95","80","79120","79370"
"In post","2023","No function","Ministry of Defence","G7","Heterosexual / straight","1245","1210","57800","56180"
"In post","2023","No function","Ministry of Defence","G7","LGBO","45","45","56960","56180"
"In post","2023","No function","Ministry of Defence","G7","Undeclared","180","170","57200","56180"
"In post","2023","No function","Ministry of Defence","G7","Unknown","160","150","60400","59280"
"In post","2023","No function","Ministry of Defence","HEO","Heterosexual / straight","3625","3495","34940","34300"
"In post","2023","No function","Ministry of Defence","HEO","LGBO","105","105","35410","34300"
"In post","2023","No function","Ministry of Defence","HEO","Undeclared","510","495","35440","34300"
"In post","2023","No function","Ministry of Defence","HEO","Unknown","485","470","35470","34370"
"In post","2023","No function","Ministry of Defence","SCS level","Heterosexual / straight","155","145","95130","88020"
"In post","2023","No function","Ministry of Defence","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Defence","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Ministry of Defence","SCS level","Unknown","30","25","[c]","[c]"
"In post","2023","No function","Ministry of Defence","SEO","Heterosexual / straight","2890","2805","43920","43360"
"In post","2023","No function","Ministry of Defence","SEO","LGBO","100","100","42930","42840"
"In post","2023","No function","Ministry of Defence","SEO","Undeclared","415","400","43990","43400"
"In post","2023","No function","Ministry of Defence","SEO","Unknown","350","345","44440","43890"
"In post","2023","No function","Ministry of Defence","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Justice","AA","Heterosexual / straight","5230","4755","22770","23230"
"In post","2023","No function","Ministry of Justice","AA","LGBO","435","415","22970","23230"
