"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Attorney General's Departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","HEO","Unknown","45","[c]","29430","28840"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Chancellor's other departments","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Chancellor's other departments","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Chancellor's other departments","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Chancellor's other departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","35","[c]","28180","26650"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","45","[c]","34620","33430"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","35","[c]","42010","41240"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","40","[c]","50800","49400"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","EO","Heterosexual / straight","65","[c]","28010","28120"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","G7","Heterosexual / straight","75","[c]","56660","57000"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","HEO","Heterosexual / straight","45","[c]","34530","34170"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","SEO","Heterosexual / straight","95","[c]","39970","40000"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department of Health and Social Care","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department of Health and Social Care","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department of Health and Social Care","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department of Health and Social Care","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department of Health and Social Care","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department of Health and Social Care","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
