"Status","Year","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Animal and Plant Health Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Attorney General's Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Attorney General's Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Building Digital UK","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cabinet Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","110","[c]","44640","38580"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Companies House","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Companies House","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Electronics and Components Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Electronics and Components Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Electronics and Components Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Science and Technology Laboratory","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","45","[c]","43400","40050"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Education (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
