"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","London","110","105","46040","41870"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","Outside London","15","15","37000","36510"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","London","25","25","41420","38220"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","Outside London","20","20","26390","24610"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","London","415","415","39470","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","Outside London","165","160","29200","24650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","Unknown","45","45","33650","27580"
"In post","2023","20-29","Central Civil Service Fast Stream","Commercial","London","65","65","30410","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Commercial","Outside London","20","20","30260","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Communications","London","10","10","33660","34250"
"In post","2023","20-29","Central Civil Service Fast Stream","Digital, Data and Technology","London","65","65","30830","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Digital, Data and Technology","Outside London","50","50","30370","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Civil Service Fast Stream","Finance","London","55","55","31070","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Finance","Outside London","20","20","31260","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Project Delivery","London","155","155","30770","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Project Delivery","Outside London","70","70","30300","28920"
"In post","2023","20-29","Central Civil Service Fast Stream","Property","London","10","10","29770","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Property","Outside London","15","15","29600","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Science and Engineering","London","80","80","30300","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Science and Engineering","Outside London","15","15","30340","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Civil Service Fast Stream","Statistics","London","75","75","30960","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Statistics","Outside London","25","25","31300","31540"
"In post","2023","20-29","Central Civil Service Fast Stream","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Civil Service Fast Stream","Unknown","London","595","590","30680","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Unknown","Outside London","140","140","30450","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","10","10","28000","25970"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","15","15","28020","25970"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","75","75","27030","25970"
"In post","2023","20-29","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Operational Delivery","London","5","5","[c]","[c]"
"In post","2023","20-29","Charity Commission","Operational Delivery","Outside London","45","45","26560","25300"
"In post","2023","20-29","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Counter Fraud","Outside London","25","20","23680","21380"
"In post","2023","20-29","Companies House","Digital, Data and Technology","Outside London","35","35","34830","35570"
"In post","2023","20-29","Companies House","Finance","Outside London","15","15","27820","21380"
"In post","2023","20-29","Companies House","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Companies House","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Operational Delivery","Outside London","55","55","22670","21380"
"In post","2023","20-29","Companies House","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","London","15","15","42770","42920"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Economics","London","30","30","44080","38090"
"In post","2023","20-29","Competition and Markets Authority","Economics","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Human Resources","London","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","London","20","20","39270","34460"
"In post","2023","20-29","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","London","70","70","35140","34110"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","45","45","24330","21780"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Commercial","Outside London","55","50","32420","32020"
"In post","2023","20-29","Crown Commercial Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Digital, Data and Technology","Outside London","15","15","32730","32250"
"In post","2023","20-29","Crown Commercial Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Operational Delivery","Outside London","30","30","27520","26220"
"In post","2023","20-29","Crown Commercial Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Outside London","10","10","36060","36540"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Human Resources","Outside London","20","20","31000","31280"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Legal","Outside London","105","105","52540","52360"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","420","415","26600","24490"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Prosecution Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Prosecution Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Prosecution Service","Communications","London","10","10","36700","36600"
"In post","2023","20-29","Crown Prosecution Service","Communications","Outside London","5","5","[c]","[c]"
