"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Greater Manchester","50","50","41280","38470"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Inner London - West","80","75","48150","43760"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Lancashire","50","50","40050","38470"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Northumberland, and Tyne and Wear","80","75","41140","38470"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","South Yorkshire","25","25","45180","38470"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","West Midlands","5","5","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","West Yorkshire","50","45","47490","40360"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Counter Fraud","Inner London - West","5","5","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Economics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Finance","Inner London - West","35","35","44920","42770"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Finance","West Yorkshire","45","45","48350","50830"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Medicine","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Medicine","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Other","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Policy","Inner London - West","10","10","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Policy","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Project Delivery","Inner London - West","10","10","56230","54690"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","Inner London - West","60","60","52230","54660"
"In post","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","West Yorkshire","50","50","42620","38120"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Finance","West Wales and The Valleys","135","130","35020","31660"
"In post","2023","Finance","Driver and Vehicle Licensing Agency","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Derbyshire and Nottinghamshire","25","20","34000","32240"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","39240","37250"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Driver and Vehicle Standards Agency","Finance","West Wales and The Valleys","50","50","39360","34660"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Digital, Data and Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","41060","41390"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Greater Manchester","25","25","41080","38210"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Inner London - West","20","20","60070","48590"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","South Yorkshire","30","30","43540","37880"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","Tees Valley and Durham","20","15","42170","43790"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","West Midlands","25","25","43010","38210"
"In post","2023","Finance","Education and Skills Funding Agency","Finance","West Yorkshire","10","10","45590","44710"
"In post","2023","Finance","Education and Skills Funding Agency","Legal","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Operational Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Statistics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Statistics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Statistics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Education and Skills Funding Agency","Statistics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Estyn","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","FCDO Services","Finance","Berkshire, Buckinghamshire and Oxfordshire","45","45","40390","29530"
"In post","2023","Finance","FCDO Services","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","North Yorkshire","25","25","40510","38100"
"In post","2023","Finance","Food Standards Agency","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Berkshire, Buckinghamshire and Oxfordshire","180","170","30720","25700"
"In post","2023","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Inner London - West","195","190","52530","53500"
"In post","2023","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","15","15","56570","58470"
"In post","2023","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Southern Scotland","160","150","37780","34950"
"In post","2023","Finance","Government Actuary's Department","Finance","Inner London - West","10","10","[c]","[c]"
"In post","2023","Finance","Government Internal Audit Agency","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Government Internal Audit Agency","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Government Internal Audit Agency","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Government Internal Audit Agency","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Government Internal Audit Agency","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Government Legal Department","Finance","Inner London - West","45","40","40730","31640"
"In post","2023","Finance","Government Legal Department","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Government Legal Department","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","32910","31270"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Inner London - West","50","45","47920","43650"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","West Midlands","5","5","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","22590","21780"
"In post","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","Inner London - West","10","10","42800","32530"
"In post","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Courts and Tribunals Service","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Finance","Devon","5","5","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Finance","Outer London - South","35","35","52130","45150"
"In post","2023","Finance","HM Land Registry","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Economics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Economics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Derbyshire and Nottinghamshire","45","40","47440","42510"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Essex","10","5","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Greater Manchester","35","35","42680","42140"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Inner London - East","155","145","47910","45170"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Inner London - West","90","85","63970","65230"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Lancashire","20","20","41890","42150"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Merseyside","50","45","42490","41960"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Northumberland, and Tyne and Wear","200","190","45900","42510"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Outer London - South","60","60","50770","42060"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Shropshire and Staffordshire","50","50","47260","42510"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Surrey, East and West Sussex","145","130","38470","35000"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","West Central Scotland","135","115","28440","22520"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","West Yorkshire","90","85","32560","28130"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Derbyshire and Nottinghamshire","55","50","33410","29730"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Wales","10","10","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Eastern Scotland","20","20","40920","42140"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Essex","5","5","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Greater Manchester","30","30","35010","35000"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Inner London - East","75","65","32640","29730"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Lancashire","20","15","37440","35000"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Merseyside","65","60","29020","22520"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northumberland, and Tyne and Wear","190","170","31210","28130"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outer London - South","15","15","40700","39790"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Southern Scotland","45","40","26190","22520"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Surrey, East and West Sussex","135","120","26630","27290"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Central Scotland","470","390","25260","22520"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands","10","10","25230","22520"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Yorkshire","325","270","24930","22520"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Other","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Other","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Derbyshire and Nottinghamshire","15","15","34820","34400"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Inner London - East","20","20","41170","39790"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Inner London - West","5","5","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Merseyside","5","5","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Northumberland, and Tyne and Wear","10","10","26280","22520"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Outer London - South","5","5","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Surrey, East and West Sussex","10","5","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","West Central Scotland","15","15","33480","25210"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","West Yorkshire","20","20","30270","22520"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","30","30","39300","41780"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Greater Manchester","15","15","45430","38390"
"In post","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Inner London - East","30","30","50960","45960"
