"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Security","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Cabinet Office","Unknown","10","[c]","41160","41160"
"Leaver CS","2023","40-49","Security","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Ministry of Defence","Security","80","[c]","32070","27960"
"Leaver CS","2023","40-49","Security","Ministry of Justice","Security","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Department for Work and Pensions","Policy","10","[c]","48240","41450"
"Leaver CS","2023","40-49","Unknown","Department of Health and Social Care","Medicine","10","[c]","74290","73730"
"Leaver CS","2023","40-49","Unknown","Department of Health and Social Care","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Department of Health and Social Care","Other","10","[c]","62550","64400"
"Leaver CS","2023","40-49","Unknown","Department of Health and Social Care","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Department of Health and Social Care","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Foreign, Commonwealth and Development Office","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Ministry of Defence","Other","30","[c]","38750","36440"
"Leaver CS","2023","40-49","Unknown","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Office of Gas and Electricity Markets","Unknown","25","[c]","61470","61210"
"Leaver CS","2023","40-49","Unknown","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Scottish Government","Unknown","130","[c]","42860","36330"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Ministry of Defence","Science and Engineering","15","[c]","48010","49260"
"Leaver CS","2023","50-59","Analysis","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Cabinet Office","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Cabinet Office","Unknown","35","[c]","88790","71750"
"Leaver CS","2023","50-59","Commercial","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Department for Transport","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Ministry of Defence","Commercial","20","[c]","55780","43330"
"Leaver CS","2023","50-59","Commercial","Ministry of Justice","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Ministry of Defence","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Attorney General's Departments","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Department for Work and Pensions","Counter Fraud","70","[c]","27600","27570"
"Leaver CS","2023","50-59","Counter Fraud","Department for Work and Pensions","Other","10","[c]","26350","28120"
"Leaver CS","2023","50-59","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Legal","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Tax","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Department for Work and Pensions","Other","65","[c]","22670","21690"
"Leaver CS","2023","50-59","Debt","HM Revenue and Customs","Operational Delivery","70","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","HM Revenue and Customs","Tax","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
