"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Operational Delivery","Darlington","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Darlington","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Cumbria","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Essex Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester South West","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester South West","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Hackney and Newham","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Liverpool","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Liverpool","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Manchester","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Monmouthshire and Newport","Female","190","175","33150","31180"
"In post","2023","Analysis","Operational Delivery","Monmouthshire and Newport","Male","155","155","34860","32550"
"In post","2023","Analysis","Operational Delivery","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Sheffield","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Sheffield","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South Hampshire","Female","55","55","33920","31060"
"In post","2023","Analysis","Operational Delivery","South Hampshire","Male","55","50","33200","31060"
"In post","2023","Analysis","Operational Delivery","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Tower Hamlets","Female","35","35","28430","27840"
"In post","2023","Analysis","Operational Delivery","Tower Hamlets","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Tyneside","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Tyneside","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Cumbria","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Westminster","Female","30","30","42830","38870"
"In post","2023","Analysis","Operational Delivery","Westminster","Male","30","30","41420","35410"
"In post","2023","Analysis","Operational Delivery","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","York","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","York","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Birmingham","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Birmingham","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Bristol, City of","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Central Hampshire","Female","45","45","39160","39890"
"In post","2023","Analysis","Operational Research","Central Hampshire","Male","120","115","43680","49260"
"In post","2023","Analysis","Operational Research","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Croydon","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Croydon","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Operational Research","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Greater Manchester South West","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Operational Research","Greater Manchester South West","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Operational Research","Hackney and Newham","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Hackney and Newham","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Leeds","Female","20","15","[c]","[c]"
"In post","2023","Analysis","Operational Research","Leeds","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Operational Research","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Liverpool","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Liverpool","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Manchester","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Manchester","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
