"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Inspector of Education and Training","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Warwickshire CC","Female","10","10","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Essex","Female","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Kent","Female","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Northamptonshire","Female","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Surrey","Female","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Sussex (South West)","Female","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Westminster","Female","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Wiltshire","Female","15","15","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Wirral","Female","10","10","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Worcestershire CC","Female","15","15","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","York","Female","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","York","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Barnsley, Doncaster and Rotherham","Female","20","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Bedford","Female","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Bexley and Greenwich","Female","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Birmingham","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Buckinghamshire","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Cambridgeshire CC","Female","90","90","33700","33990"
"In post","2023","No function","Intelligence Analysis","Cambridgeshire CC","Male","195","195","35050","34300"
"In post","2023","No function","Intelligence Analysis","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Cardiff and Vale of Glamorgan","Female","15","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Chorley and West Lancashire","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Croydon","Female","80","75","32840","30040"
"In post","2023","No function","Intelligence Analysis","Croydon","Male","65","65","36930","36180"
"In post","2023","No function","Intelligence Analysis","Devon CC","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Dorset","Female","10","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Durham","Female","15","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Durham","Male","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East Kent","Female","135","125","28660","27580"
"In post","2023","No function","Intelligence Analysis","East Kent","Male","135","130","29130","27580"
"In post","2023","No function","Intelligence Analysis","East Riding of Yorkshire","Female","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East Riding of Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Glasgow City","Female","15","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Glasgow City","Male","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Greater Manchester South West","Female","15","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Greater Manchester South West","Male","15","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Hackney and Newham","Female","20","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Hackney and Newham","Male","20","20","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Harrow and Hillingdon","Female","95","85","32380","30970"
"In post","2023","No function","Intelligence Analysis","Harrow and Hillingdon","Male","115","110","33690","31230"
"In post","2023","No function","Intelligence Analysis","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Hertfordshire CC","Female","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Hertfordshire CC","Male","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Hounslow and Richmond upon Thames","Female","75","70","34100","32250"
"In post","2023","No function","Intelligence Analysis","Hounslow and Richmond upon Thames","Male","130","125","34390","30360"
"In post","2023","No function","Intelligence Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","Male","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Kent Thames Gateway","Female","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Kent Thames Gateway","Male","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Kingston upon Hull, City of","Female","20","20","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Kingston upon Hull, City of","Male","15","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Leeds","Female","15","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Leeds","Male","25","25","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Leicestershire CC and Rutland","Female","20","20","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Leicestershire CC and Rutland","Male","35","30","30140","26140"
"In post","2023","No function","Intelligence Analysis","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Lincolnshire CC","Female","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Lincolnshire CC","Male","30","25","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Liverpool","Female","55","50","28610","26450"
"In post","2023","No function","Intelligence Analysis","Liverpool","Male","50","45","27840","26250"
"In post","2023","No function","Intelligence Analysis","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Manchester","Female","75","70","28490","26210"
"In post","2023","No function","Intelligence Analysis","Manchester","Male","90","90","29460","26780"
"In post","2023","No function","Intelligence Analysis","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Mid Lancashire","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Milton Keynes","Female","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Milton Keynes","Male","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North and North East Lincolnshire","Female","15","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North and North East Lincolnshire","Male","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","Male","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Peterborough","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Portsmouth","Female","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Portsmouth","Male","30","30","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Sheffield","Female","40","35","27400","25880"
"In post","2023","No function","Intelligence Analysis","Sheffield","Male","40","40","31590","27650"
"In post","2023","No function","Intelligence Analysis","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Solihull","Female","15","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Solihull","Male","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Staffordshire CC","Female","15","15","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Staffordshire CC","Male","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Suffolk CC","Female","30","30","27150","26300"
"In post","2023","No function","Intelligence Analysis","Suffolk CC","Male","40","40","29540","27650"
"In post","2023","No function","Intelligence Analysis","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Tyneside","Male","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Wakefield","Female","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Wakefield","Male","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Cumbria","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Sussex (North East)","Female","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Sussex (North East)","Male","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Westminster","Female","95","90","45740","44640"
"In post","2023","No function","Intelligence Analysis","Westminster","Male","230","230","47530","46270"
"In post","2023","No function","Intelligence Analysis","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Worcestershire CC","Female","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Worcestershire CC","Male","5","5","[c]","[c]"
"In post","2023","No function","Internal Audit","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Belfast","Female","5","5","[c]","[c]"
"In post","2023","No function","International Trade","Belfast","Male","5","5","[c]","[c]"
"In post","2023","No function","International Trade","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Birmingham","Female","35","35","40890","39120"
"In post","2023","No function","International Trade","Birmingham","Male","40","40","41910","38600"
"In post","2023","No function","International Trade","Bristol, City of","Female","20","15","[c]","[c]"
"In post","2023","No function","International Trade","Bristol, City of","Male","30","30","40980","41450"
"In post","2023","No function","International Trade","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Cambridgeshire CC","Female","10","10","[c]","[c]"
"In post","2023","No function","International Trade","Cambridgeshire CC","Male","25","25","[c]","[c]"
"In post","2023","No function","International Trade","Cardiff and Vale of Glamorgan","Female","10","10","[c]","[c]"
"In post","2023","No function","International Trade","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2023","No function","International Trade","City of Edinburgh","Female","10","10","[c]","[c]"
"In post","2023","No function","International Trade","City of Edinburgh","Male","15","15","[c]","[c]"
"In post","2023","No function","International Trade","Croydon","Female","5","5","[c]","[c]"
"In post","2023","No function","International Trade","Croydon","Male","10","10","[c]","[c]"
"In post","2023","No function","International Trade","Darlington","Female","60","55","39390","37700"
"In post","2023","No function","International Trade","Darlington","Male","40","40","39790","38690"
"In post","2023","No function","International Trade","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Glasgow City","Male","5","5","[c]","[c]"
"In post","2023","No function","International Trade","Greater Manchester South West","Female","5","5","[c]","[c]"
"In post","2023","No function","International Trade","Greater Manchester South West","Male","10","10","[c]","[c]"
"In post","2023","No function","International Trade","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Hackney and Newham","Female","5","5","[c]","[c]"
"In post","2023","No function","International Trade","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Leeds","Female","40","40","40850","42510"
"In post","2023","No function","International Trade","Leeds","Male","25","25","[c]","[c]"
"In post","2023","No function","International Trade","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Manchester","Female","40","35","45110","41970"
"In post","2023","No function","International Trade","Manchester","Male","30","30","39310","39400"
"In post","2023","No function","International Trade","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Nottingham","Female","25","20","[c]","[c]"
"In post","2023","No function","International Trade","Nottingham","Male","20","20","[c]","[c]"
"In post","2023","No function","International Trade","Overseas","Female","50","50","55940","54040"
"In post","2023","No function","International Trade","Overseas","Male","125","125","58130","56190"
"In post","2023","No function","International Trade","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","South Hampshire","Female","10","10","[c]","[c]"
"In post","2023","No function","International Trade","South Hampshire","Male","15","15","[c]","[c]"
"In post","2023","No function","International Trade","Suffolk CC","Female","[c]","[c]","[c]","[c]"
