"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","30-39","Asian","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","London","30","[c]","44230","52020"
"New entrant CS","2023","30-39","Asian","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Legal","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","No function","East Midlands (England)","40","[c]","25970","22520"
"New entrant CS","2023","30-39","Asian","No function","East of England","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","No function","London","125","[c]","33840","30780"
"New entrant CS","2023","30-39","Asian","No function","North East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","No function","North West (England)","70","[c]","24760","22520"
"New entrant CS","2023","30-39","Asian","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","No function","Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","No function","South East (England)","45","[c]","28560","26770"
"New entrant CS","2023","30-39","Asian","No function","South West (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","No function","Wales","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","No function","West Midlands (England)","80","[c]","26750","22500"
"New entrant CS","2023","30-39","Asian","No function","Yorkshire and The Humber","50","[c]","26290","25750"
"New entrant CS","2023","30-39","Asian","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","London","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","Scotland","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","North East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Digital, Data & Technology","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Grants Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","London","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","No function","East Midlands (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","No function","East of England","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","No function","London","85","[c]","32040","32050"
"New entrant CS","2023","30-39","Black","No function","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","No function","North West (England)","35","[c]","26900","23640"
"New entrant CS","2023","30-39","Black","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","No function","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","No function","South East (England)","40","[c]","30370","30660"
"New entrant CS","2023","30-39","Black","No function","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","No function","Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","No function","West Midlands (England)","40","[c]","26600","23640"
"New entrant CS","2023","30-39","Black","No function","Yorkshire and The Humber","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Black","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Mixed","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
