"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Undeclared","Unknown","Wales","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Analysis","London","385","380","39690","36710"
"In post","2023","20-29","Unknown","Analysis","North East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Analysis","North West (England)","35","35","36270","35000"
"In post","2023","20-29","Unknown","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Analysis","South East (England)","55","55","31730","31060"
"In post","2023","20-29","Unknown","Analysis","South West (England)","35","35","30590","27330"
"In post","2023","20-29","Unknown","Analysis","Wales","50","50","34050","31560"
"In post","2023","20-29","Unknown","Analysis","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Analysis","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","London","60","60","38010","35400"
"In post","2023","20-29","Unknown","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","North West (England)","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","Scotland","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","South East (England)","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","South West (England)","60","60","30360","27470"
"In post","2023","20-29","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","Wales","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","London","190","190","38700","38070"
"In post","2023","20-29","Unknown","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","North West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","Wales","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","East Midlands (England)","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","East of England","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","London","95","95","35890","32540"
"In post","2023","20-29","Unknown","Counter Fraud","North East (England)","35","35","29340","28120"
"In post","2023","20-29","Unknown","Counter Fraud","North West (England)","70","70","29540","28120"
"In post","2023","20-29","Unknown","Counter Fraud","Northern Ireland","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","Scotland","30","30","30500","27890"
"In post","2023","20-29","Unknown","Counter Fraud","South East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","South West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","Wales","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","Yorkshire and The Humber","35","35","29550","28130"
"In post","2023","20-29","Unknown","Debt","East Midlands (England)","60","55","22600","22520"
"In post","2023","20-29","Unknown","Debt","London","35","35","27060","26920"
"In post","2023","20-29","Unknown","Debt","North East (England)","95","95","22830","22520"
"In post","2023","20-29","Unknown","Debt","North West (England)","45","45","22960","22520"
"In post","2023","20-29","Unknown","Debt","Scotland","115","110","23460","22520"
"In post","2023","20-29","Unknown","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Debt","Wales","45","45","24690","22520"
"In post","2023","20-29","Unknown","Debt","West Midlands (England)","80","75","22860","22520"
"In post","2023","20-29","Unknown","Debt","Yorkshire and The Humber","70","65","23390","22520"
"In post","2023","20-29","Unknown","Digital, Data & Technology","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Digital, Data & Technology","East of England","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Digital, Data & Technology","London","285","285","39330","37000"
"In post","2023","20-29","Unknown","Digital, Data & Technology","North East (England)","90","90","36620","34700"
"In post","2023","20-29","Unknown","Digital, Data & Technology","North West (England)","120","120","34040","32160"
"In post","2023","20-29","Unknown","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Digital, Data & Technology","Scotland","50","50","33030","30930"
"In post","2023","20-29","Unknown","Digital, Data & Technology","South East (England)","45","45","32570","31060"
"In post","2023","20-29","Unknown","Digital, Data & Technology","South West (England)","140","140","31830","31920"
"In post","2023","20-29","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Digital, Data & Technology","Wales","90","90","34490","34180"
"In post","2023","20-29","Unknown","Digital, Data & Technology","West Midlands (England)","80","80","33500","34400"
"In post","2023","20-29","Unknown","Digital, Data & Technology","Yorkshire and The Humber","70","70","36440","34910"
"In post","2023","20-29","Unknown","Finance","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","East of England","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","London","115","115","41250","39790"
"In post","2023","20-29","Unknown","Finance","North East (England)","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","North West (England)","35","35","32250","30170"
"In post","2023","20-29","Unknown","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","Scotland","60","50","24700","22520"
"In post","2023","20-29","Unknown","Finance","South East (England)","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","South West (England)","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","Wales","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","Yorkshire and The Humber","55","55","28200","22520"
"In post","2023","20-29","Unknown","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Grants Management","London","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Grants Management","North East (England)","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Grants Management","North West (England)","40","40","22660","22150"
"In post","2023","20-29","Unknown","Grants Management","South East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Grants Management","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Grants Management","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","East of England","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","London","85","85","36850","32980"
"In post","2023","20-29","Unknown","Human Resources","North East (England)","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","North West (England)","45","45","27610","27080"
"In post","2023","20-29","Unknown","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","Scotland","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","South East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","South West (England)","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","Wales","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Human Resources","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","East of England","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","London","90","90","36000","32530"
"In post","2023","20-29","Unknown","Legal","North East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","North West (England)","30","30","30020","27650"
"In post","2023","20-29","Unknown","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","South East (England)","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","South West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","West Midlands (England)","10","5","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","No function","East Midlands (England)","680","660","26400","25880"
"In post","2023","20-29","Unknown","No function","East of England","555","545","26740","25880"
"In post","2023","20-29","Unknown","No function","London","3910","3880","37210","34410"
"In post","2023","20-29","Unknown","No function","North East (England)","765","740","26620","25880"
"In post","2023","20-29","Unknown","No function","North West (England)","2325","2285","25740","24570"
"In post","2023","20-29","Unknown","No function","Northern Ireland","210","200","24670","22520"
"In post","2023","20-29","Unknown","No function","Overseas","50","50","43280","40550"
"In post","2023","20-29","Unknown","No function","Scotland","1190","1165","26780","25060"
"In post","2023","20-29","Unknown","No function","South East (England)","1040","1025","26580","25750"
"In post","2023","20-29","Unknown","No function","South West (England)","655","645","26950","27060"
"In post","2023","20-29","Unknown","No function","Unknown","40","40","27930","25750"
"In post","2023","20-29","Unknown","No function","Wales","875","855","25610","23640"
"In post","2023","20-29","Unknown","No function","West Midlands (England)","985","955","26130","25160"
"In post","2023","20-29","Unknown","No function","Yorkshire and The Humber","1545","1520","26980","25750"
"In post","2023","20-29","Unknown","Project Delivery","East Midlands (England)","10","5","[c]","[c]"
"In post","2023","20-29","Unknown","Project Delivery","East of England","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Project Delivery","London","210","210","41800","40490"
"In post","2023","20-29","Unknown","Project Delivery","North East (England)","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Project Delivery","North West (England)","55","55","37110","35000"
"In post","2023","20-29","Unknown","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Project Delivery","Scotland","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Project Delivery","South East (England)","45","45","34020","31060"
"In post","2023","20-29","Unknown","Project Delivery","South West (England)","140","140","27310","25040"
"In post","2023","20-29","Unknown","Project Delivery","Wales","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Project Delivery","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Project Delivery","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Property","East Midlands (England)","35","35","23150","21230"
"In post","2023","20-29","Unknown","Property","East of England","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Property","London","80","80","35300","30900"
"In post","2023","20-29","Unknown","Property","North East (England)","60","55","24770","22520"
"In post","2023","20-29","Unknown","Property","North West (England)","30","30","[c]","[c]"
"In post","2023","20-29","Unknown","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Property","Scotland","30","30","29850","30490"
"In post","2023","20-29","Unknown","Property","South East (England)","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Property","South West (England)","35","35","26160","24820"
"In post","2023","20-29","Unknown","Property","Wales","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Property","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Property","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Security","East of England","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Security","London","80","80","36310","35310"
"In post","2023","20-29","Unknown","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Security","North West (England)","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Security","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Security","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Security","Scotland","110","110","27000","26410"
"In post","2023","20-29","Unknown","Security","South East (England)","75","75","28290","27660"
"In post","2023","20-29","Unknown","Security","South West (England)","55","55","26980","27080"
"In post","2023","20-29","Unknown","Security","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Security","Wales","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Security","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Security","Yorkshire and The Humber","50","50","27730","27110"
"In post","2023","20-29","Unknown","Unknown","London","75","75","36610","32960"
"In post","2023","20-29","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","North West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Scotland","1170","1150","29910","29100"
"In post","2023","20-29","Unknown","Unknown","South East (England)","35","35","30510","30650"
"In post","2023","20-29","Unknown","Unknown","South West (England)","95","95","29810","30650"
"In post","2023","20-29","Unknown","Unknown","Unknown","375","375","32320","33320"
"In post","2023","20-29","Unknown","Unknown","Wales","50","45","29040","26900"
"In post","2023","20-29","Unknown","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","20-29","White","Analysis","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","20-29","White","Analysis","East of England","50","50","27750","26190"
"In post","2023","20-29","White","Analysis","London","1145","1135","41850","39150"
"In post","2023","20-29","White","Analysis","North East (England)","95","95","32860","31560"
"In post","2023","20-29","White","Analysis","North West (England)","195","195","36510","34700"
"In post","2023","20-29","White","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Analysis","Scotland","35","35","34330","34110"
"In post","2023","20-29","White","Analysis","South East (England)","265","265","34710","31560"
"In post","2023","20-29","White","Analysis","South West (England)","190","190","32590","30650"
"In post","2023","20-29","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Analysis","Wales","265","265","34360","31560"
"In post","2023","20-29","White","Analysis","West Midlands (England)","45","45","35730","33980"
"In post","2023","20-29","White","Analysis","Yorkshire and The Humber","145","140","37660","37380"
"In post","2023","20-29","White","Commercial","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","20-29","White","Commercial","East of England","20","20","[c]","[c]"
"In post","2023","20-29","White","Commercial","London","205","205","43050","40970"
"In post","2023","20-29","White","Commercial","North East (England)","15","15","[c]","[c]"
"In post","2023","20-29","White","Commercial","North West (England)","80","80","36400","32110"
"In post","2023","20-29","White","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Commercial","Scotland","40","40","32410","32500"
"In post","2023","20-29","White","Commercial","South East (England)","60","60","31090","28540"
"In post","2023","20-29","White","Commercial","South West (England)","260","260","32330","31920"
"In post","2023","20-29","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Commercial","Wales","30","30","[c]","[c]"
"In post","2023","20-29","White","Commercial","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","20-29","White","Commercial","Yorkshire and The Humber","60","60","37330","34770"
"In post","2023","20-29","White","Communications","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","White","Communications","East of England","10","10","[c]","[c]"
"In post","2023","20-29","White","Communications","London","290","290","39020","37870"
"In post","2023","20-29","White","Communications","North East (England)","20","20","[c]","[c]"
"In post","2023","20-29","White","Communications","North West (England)","25","25","[c]","[c]"
"In post","2023","20-29","White","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Communications","Scotland","10","10","[c]","[c]"
"In post","2023","20-29","White","Communications","South East (England)","25","25","[c]","[c]"
"In post","2023","20-29","White","Communications","South West (England)","30","30","31260","30570"
"In post","2023","20-29","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Communications","Wales","30","30","[c]","[c]"
"In post","2023","20-29","White","Communications","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","20-29","White","Communications","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","20-29","White","Counter Fraud","East Midlands (England)","65","65","30750","28120"
"In post","2023","20-29","White","Counter Fraud","East of England","50","50","27650","28120"
"In post","2023","20-29","White","Counter Fraud","London","185","185","35060","32540"
"In post","2023","20-29","White","Counter Fraud","North East (England)","120","120","30160","28120"
"In post","2023","20-29","White","Counter Fraud","North West (England)","170","170","29940","28120"
"In post","2023","20-29","White","Counter Fraud","Northern Ireland","30","30","[c]","[c]"
"In post","2023","20-29","White","Counter Fraud","Scotland","120","120","28590","28120"
"In post","2023","20-29","White","Counter Fraud","South East (England)","80","75","28100","27890"
"In post","2023","20-29","White","Counter Fraud","South West (England)","70","70","30960","28120"
"In post","2023","20-29","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Counter Fraud","Wales","110","105","27970","28000"
"In post","2023","20-29","White","Counter Fraud","West Midlands (England)","55","55","31100","28120"
"In post","2023","20-29","White","Counter Fraud","Yorkshire and The Humber","85","85","29820","28120"
"In post","2023","20-29","White","Debt","East Midlands (England)","70","65","22580","22520"
"In post","2023","20-29","White","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Debt","London","15","15","[c]","[c]"
"In post","2023","20-29","White","Debt","North East (England)","125","125","23110","22520"
"In post","2023","20-29","White","Debt","North West (England)","90","85","22910","22520"
"In post","2023","20-29","White","Debt","Scotland","180","170","23460","22520"
"In post","2023","20-29","White","Debt","South West (England)","15","15","[c]","[c]"
"In post","2023","20-29","White","Debt","Wales","100","100","25120","22520"
"In post","2023","20-29","White","Debt","West Midlands (England)","90","85","23090","21690"
"In post","2023","20-29","White","Debt","Yorkshire and The Humber","35","35","23260","21690"
"In post","2023","20-29","White","Digital, Data & Technology","East Midlands (England)","40","40","33870","32770"
"In post","2023","20-29","White","Digital, Data & Technology","East of England","50","50","30140","30140"
"In post","2023","20-29","White","Digital, Data & Technology","London","415","415","41400","39940"
"In post","2023","20-29","White","Digital, Data & Technology","North East (England)","240","235","34800","34170"
"In post","2023","20-29","White","Digital, Data & Technology","North West (England)","365","360","36030","34170"
"In post","2023","20-29","White","Digital, Data & Technology","Northern Ireland","15","15","[c]","[c]"
"In post","2023","20-29","White","Digital, Data & Technology","Overseas","15","15","[c]","[c]"
"In post","2023","20-29","White","Digital, Data & Technology","Scotland","110","110","33290","32850"
"In post","2023","20-29","White","Digital, Data & Technology","South East (England)","155","150","31590","30990"
"In post","2023","20-29","White","Digital, Data & Technology","South West (England)","445","440","31460","30930"
"In post","2023","20-29","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Digital, Data & Technology","Wales","200","195","33620","31560"
"In post","2023","20-29","White","Digital, Data & Technology","West Midlands (England)","145","140","36610","35000"
"In post","2023","20-29","White","Digital, Data & Technology","Yorkshire and The Humber","155","155","35660","34430"
"In post","2023","20-29","White","Finance","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","20-29","White","Finance","East of England","20","20","[c]","[c]"
"In post","2023","20-29","White","Finance","London","215","215","41410","39110"
"In post","2023","20-29","White","Finance","North East (England)","55","55","36790","34700"
"In post","2023","20-29","White","Finance","North West (England)","125","125","32170","31100"
"In post","2023","20-29","White","Finance","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","White","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Finance","Scotland","85","80","27250","23950"
"In post","2023","20-29","White","Finance","South East (England)","100","100","30040","27360"
"In post","2023","20-29","White","Finance","South West (England)","195","195","29950","29160"
"In post","2023","20-29","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Finance","Wales","35","30","31140","28120"
"In post","2023","20-29","White","Finance","West Midlands (England)","40","40","34160","33830"
"In post","2023","20-29","White","Finance","Yorkshire and The Humber","100","100","31630","28120"
"In post","2023","20-29","White","Grants Management","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","20-29","White","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Grants Management","London","10","10","[c]","[c]"
"In post","2023","20-29","White","Grants Management","North East (England)","85","80","23590","22150"
"In post","2023","20-29","White","Grants Management","North West (England)","105","100","23080","22150"
"In post","2023","20-29","White","Grants Management","South East (England)","5","5","[c]","[c]"
"In post","2023","20-29","White","Grants Management","South West (England)","15","15","[c]","[c]"
"In post","2023","20-29","White","Grants Management","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","20-29","White","Grants Management","Yorkshire and The Humber","40","40","24540","22150"
"In post","2023","20-29","White","Human Resources","East Midlands (England)","45","45","32600","34170"
"In post","2023","20-29","White","Human Resources","East of England","30","30","29440","27140"
"In post","2023","20-29","White","Human Resources","London","285","285","41450","37560"
"In post","2023","20-29","White","Human Resources","North East (England)","90","90","28190","26300"
"In post","2023","20-29","White","Human Resources","North West (England)","145","145","31000","28130"
"In post","2023","20-29","White","Human Resources","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","White","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Human Resources","Scotland","95","95","29230","28060"
"In post","2023","20-29","White","Human Resources","South East (England)","65","65","30540","28120"
"In post","2023","20-29","White","Human Resources","South West (England)","115","115","29150","27610"
"In post","2023","20-29","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Human Resources","Wales","70","70","31060","30630"
"In post","2023","20-29","White","Human Resources","West Midlands (England)","35","35","33090","28340"
"In post","2023","20-29","White","Human Resources","Yorkshire and The Humber","85","85","33720","31270"
"In post","2023","20-29","White","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Internal Audit","London","10","10","[c]","[c]"
"In post","2023","20-29","White","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Internal Audit","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","White","Internal Audit","South East (England)","5","5","[c]","[c]"
"In post","2023","20-29","White","Internal Audit","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Legal","East Midlands (England)","65","60","26840","24430"
"In post","2023","20-29","White","Legal","East of England","60","60","28660","25600"
"In post","2023","20-29","White","Legal","London","400","395","36820","32540"
"In post","2023","20-29","White","Legal","North East (England)","55","50","29190","26900"
"In post","2023","20-29","White","Legal","North West (England)","140","140","29030","26900"
"In post","2023","20-29","White","Legal","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","White","Legal","Scotland","100","100","51430","52360"
"In post","2023","20-29","White","Legal","South East (England)","120","120","28120","26100"
"In post","2023","20-29","White","Legal","South West (England)","75","75","29510","26900"
"In post","2023","20-29","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Legal","Wales","45","45","29420","24430"
"In post","2023","20-29","White","Legal","West Midlands (England)","60","60","29680","26900"
"In post","2023","20-29","White","Legal","Yorkshire and The Humber","130","130","30020","26900"
"In post","2023","20-29","White","No function","East Midlands (England)","1685","1650","27980","28120"
"In post","2023","20-29","White","No function","East of England","1540","1510","28260","28480"
"In post","2023","20-29","White","No function","London","6460","6430","40800","38660"
"In post","2023","20-29","White","No function","North East (England)","2290","2240","27040","27650"
"In post","2023","20-29","White","No function","North West (England)","4430","4365","27380","26840"
"In post","2023","20-29","White","No function","Northern Ireland","260","255","26560","25610"
"In post","2023","20-29","White","No function","Overseas","155","155","37870","34090"
"In post","2023","20-29","White","No function","Scotland","1925","1885","27210","25880"
"In post","2023","20-29","White","No function","South East (England)","2595","2550","28500","28120"
"In post","2023","20-29","White","No function","South West (England)","2655","2615","28800","28120"
"In post","2023","20-29","White","No function","Unknown","55","55","31160","28120"
"In post","2023","20-29","White","No function","Wales","2355","2295","26470","24840"
"In post","2023","20-29","White","No function","West Midlands (England)","1790","1760","28390","28120"
"In post","2023","20-29","White","No function","Yorkshire and The Humber","2685","2640","28930","28130"
"In post","2023","20-29","White","Project Delivery","East Midlands (England)","40","40","33640","34400"
"In post","2023","20-29","White","Project Delivery","East of England","55","55","34620","33940"
"In post","2023","20-29","White","Project Delivery","London","555","555","40000","37560"
"In post","2023","20-29","White","Project Delivery","North East (England)","100","100","36580","34700"
"In post","2023","20-29","White","Project Delivery","North West (England)","185","185","34590","34170"
"In post","2023","20-29","White","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2023","20-29","White","Project Delivery","Scotland","60","60","34670","33430"
"In post","2023","20-29","White","Project Delivery","South East (England)","170","170","33470","33830"
"In post","2023","20-29","White","Project Delivery","South West (England)","860","855","31580","31920"
"In post","2023","20-29","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Project Delivery","Wales","55","55","30160","30320"
