"Status","Year","Ethnicity","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Defence Electronics and Components Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Commercial","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Finance","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Operational Delivery","London","40","35","26830","24400"
"In post","2023","Asian","Defence Equipment and Support","Operational Delivery","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Other","Outside London","20","15","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Project Delivery","Outside London","75","75","37790","34760"
"In post","2023","Asian","Defence Equipment and Support","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Science and Engineering","Outside London","115","110","38900","38060"
"In post","2023","Asian","Defence Equipment and Support","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Other","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Science and Engineering","Outside London","55","50","39410","39890"
"In post","2023","Asian","Defence Science and Technology Laboratory","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","25","25","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","30","30","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","40","40","45170","41060"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","380","375","48130","42080"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","80","80","37940","37470"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","London","70","65","48850","53030"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","Outside London","10","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
