"Status","Year","Ethnicity","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Other","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Operational Delivery","London","10","10","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Policy","London","10","10","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Unknown","London","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Operational Delivery","Outside London","35","35","25710","25830"
"In post","2023","Mixed","Office of the Public Guardian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Royal Fleet Auxiliary","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Operational Delivery","Outside London","35","30","25180","22150"
"In post","2023","Mixed","Rural Payments Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Unknown","Outside London","90","90","47780","42250"
"In post","2023","Mixed","Scottish Government (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","Unknown","Outside London","30","30","33280","29100"
"In post","2023","Mixed","Standards and Testing Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Science and Engineering","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
