"Status","Year","Age","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Buckinghamshire","HEO","95","95","35800","35990"
"In post","2023","50-59","Buckinghamshire","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Buckinghamshire","SEO","70","70","46510","43800"
"In post","2023","50-59","Buckinghamshire","Unknown","10","10","32780","35030"
"In post","2023","50-59","Caithness and Sutherland, and Ross and Cromarty","AA","5","5","[c]","[c]"
"In post","2023","50-59","Caithness and Sutherland, and Ross and Cromarty","AO","20","20","27480","25060"
"In post","2023","50-59","Caithness and Sutherland, and Ross and Cromarty","EO","25","25","31210","31180"
"In post","2023","50-59","Caithness and Sutherland, and Ross and Cromarty","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Caithness and Sutherland, and Ross and Cromarty","HEO","15","15","36050","34970"
"In post","2023","50-59","Caithness and Sutherland, and Ross and Cromarty","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Calderdale and Kirklees","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Calderdale and Kirklees","AO","55","45","21680","21690"
"In post","2023","50-59","Calderdale and Kirklees","EO","175","155","27850","28120"
"In post","2023","50-59","Calderdale and Kirklees","G6","5","5","[c]","[c]"
"In post","2023","50-59","Calderdale and Kirklees","G7","25","20","59710","56450"
"In post","2023","50-59","Calderdale and Kirklees","HEO","25","25","34050","34170"
"In post","2023","50-59","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Calderdale and Kirklees","SEO","15","15","42870","40400"
"In post","2023","50-59","Calderdale and Kirklees","Unknown","50","45","31200","29050"
"In post","2023","50-59","Cambridgeshire CC","AA","60","60","22550","23230"
"In post","2023","50-59","Cambridgeshire CC","AO","210","200","29180","30410"
"In post","2023","50-59","Cambridgeshire CC","EO","220","215","30870","28140"
"In post","2023","50-59","Cambridgeshire CC","G6","45","45","69480","66140"
"In post","2023","50-59","Cambridgeshire CC","G7","75","70","56260","55110"
"In post","2023","50-59","Cambridgeshire CC","HEO","225","220","36670","34300"
"In post","2023","50-59","Cambridgeshire CC","SCS level","15","15","105700","106000"
"In post","2023","50-59","Cambridgeshire CC","SEO","145","140","44840","42210"
"In post","2023","50-59","Cambridgeshire CC","Unknown","35","30","31270","29740"
"In post","2023","50-59","Camden and City of London","AA","40","35","24380","23000"
"In post","2023","50-59","Camden and City of London","AO","125","120","26740","25480"
"In post","2023","50-59","Camden and City of London","EO","110","105","31040","30000"
"In post","2023","50-59","Camden and City of London","G6","35","30","93870","84350"
"In post","2023","50-59","Camden and City of London","G7","35","35","63590","60870"
"In post","2023","50-59","Camden and City of London","HEO","55","55","37560","36310"
"In post","2023","50-59","Camden and City of London","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Camden and City of London","SEO","40","40","46050","44120"
"In post","2023","50-59","Camden and City of London","Unknown","15","15","34980","33430"
"In post","2023","50-59","Cardiff and Vale of Glamorgan","AA","55","50","21480","21380"
"In post","2023","50-59","Cardiff and Vale of Glamorgan","AO","665","590","23430","22520"
"In post","2023","50-59","Cardiff and Vale of Glamorgan","EO","680","640","28550","28130"
"In post","2023","50-59","Cardiff and Vale of Glamorgan","G6","135","135","73360","72530"
"In post","2023","50-59","Cardiff and Vale of Glamorgan","G7","385","375","59820","59480"
"In post","2023","50-59","Cardiff and Vale of Glamorgan","HEO","540","525","36100","35000"
"In post","2023","50-59","Cardiff and Vale of Glamorgan","SCS level","90","90","91410","83390"
"In post","2023","50-59","Cardiff and Vale of Glamorgan","SEO","480","470","45150","43660"
"In post","2023","50-59","Cardiff and Vale of Glamorgan","Unknown","60","55","32100","29050"
"In post","2023","50-59","Causeway Coast and Glens","AA","25","25","22010","22130"
"In post","2023","50-59","Causeway Coast and Glens","AO","5","5","[c]","[c]"
"In post","2023","50-59","Causeway Coast and Glens","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Central Bedfordshire","AA","20","20","22040","21380"
"In post","2023","50-59","Central Bedfordshire","AO","25","25","23080","22220"
"In post","2023","50-59","Central Bedfordshire","EO","45","45","28840","28120"
"In post","2023","50-59","Central Bedfordshire","G6","5","5","[c]","[c]"
"In post","2023","50-59","Central Bedfordshire","G7","10","10","[c]","[c]"
"In post","2023","50-59","Central Bedfordshire","HEO","50","50","36420","35320"
"In post","2023","50-59","Central Bedfordshire","SEO","15","15","45560","44660"
"In post","2023","50-59","Central Hampshire","AA","55","55","21000","20970"
"In post","2023","50-59","Central Hampshire","AO","145","140","25200","22220"
"In post","2023","50-59","Central Hampshire","EO","205","195","28500","27470"
"In post","2023","50-59","Central Hampshire","G6","85","80","71150","70550"
"In post","2023","50-59","Central Hampshire","G7","305","300","54020","51210"
"In post","2023","50-59","Central Hampshire","HEO","235","230","34780","34300"
"In post","2023","50-59","Central Hampshire","SCS level","15","15","93670","79330"
"In post","2023","50-59","Central Hampshire","SEO","240","235","42410","41800"
"In post","2023","50-59","Central Hampshire","Unknown","10","10","35280","38290"
"In post","2023","50-59","Central Valleys","AA","5","5","[c]","[c]"
"In post","2023","50-59","Central Valleys","AO","145","125","22180","21690"
"In post","2023","50-59","Central Valleys","EO","375","350","28200","28120"
"In post","2023","50-59","Central Valleys","G6","20","20","75200","76990"
"In post","2023","50-59","Central Valleys","G7","60","60","61160","63900"
"In post","2023","50-59","Central Valleys","HEO","135","130","36650","34520"
"In post","2023","50-59","Central Valleys","SCS level","10","10","94010","95600"
"In post","2023","50-59","Central Valleys","SEO","95","90","45970","49370"
"In post","2023","50-59","Central Valleys","Unknown","20","15","36280","35030"
"In post","2023","50-59","Cheshire East","AA","10","10","23420","23230"
"In post","2023","50-59","Cheshire East","AO","100","90","24440","22220"
"In post","2023","50-59","Cheshire East","EO","90","85","28190","28120"
"In post","2023","50-59","Cheshire East","G6","20","20","66810","63650"
"In post","2023","50-59","Cheshire East","G7","35","35","54270","51560"
"In post","2023","50-59","Cheshire East","HEO","50","50","32880","33430"
"In post","2023","50-59","Cheshire East","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Cheshire East","SEO","50","50","43410","41800"
"In post","2023","50-59","Cheshire East","Unknown","35","35","30630","29050"
"In post","2023","50-59","Cheshire West and Chester","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cheshire West and Chester","AO","30","25","21780","21690"
"In post","2023","50-59","Cheshire West and Chester","EO","75","70","27940","28120"
"In post","2023","50-59","Cheshire West and Chester","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cheshire West and Chester","G7","10","10","59050","56060"
"In post","2023","50-59","Cheshire West and Chester","HEO","15","15","33290","33830"
"In post","2023","50-59","Cheshire West and Chester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cheshire West and Chester","SEO","15","10","42950","41260"
"In post","2023","50-59","Cheshire West and Chester","Unknown","35","35","31520","29050"
"In post","2023","50-59","Chorley and West Lancashire","AA","40","35","23160","23230"
"In post","2023","50-59","Chorley and West Lancashire","AO","130","120","29880","32060"
"In post","2023","50-59","Chorley and West Lancashire","EO","105","95","31420","28480"
"In post","2023","50-59","Chorley and West Lancashire","G6","10","10","[c]","[c]"
"In post","2023","50-59","Chorley and West Lancashire","G7","20","20","63170","61240"
"In post","2023","50-59","Chorley and West Lancashire","HEO","50","45","38350","39720"
"In post","2023","50-59","Chorley and West Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Chorley and West Lancashire","SEO","30","30","48100","47210"
"In post","2023","50-59","Chorley and West Lancashire","Unknown","20","20","33780","38980"
"In post","2023","50-59","City of Edinburgh","AA","170","165","23580","24890"
"In post","2023","50-59","City of Edinburgh","AO","525","495","25190","24490"
"In post","2023","50-59","City of Edinburgh","EO","675","640","31550","31940"
"In post","2023","50-59","City of Edinburgh","G6","335","325","77010","79110"
"In post","2023","50-59","City of Edinburgh","G7","485","470","61310","64690"
"In post","2023","50-59","City of Edinburgh","HEO","535","520","37340","38170"
"In post","2023","50-59","City of Edinburgh","SCS level","115","110","93100","85200"
"In post","2023","50-59","City of Edinburgh","SEO","635","615","47700","49860"
"In post","2023","50-59","Clackmannanshire and Fife","AA","35","30","21990","21380"
"In post","2023","50-59","Clackmannanshire and Fife","AO","105","100","25190","23370"
"In post","2023","50-59","Clackmannanshire and Fife","EO","190","180","31850","28600"
"In post","2023","50-59","Clackmannanshire and Fife","G6","10","10","76010","72600"
"In post","2023","50-59","Clackmannanshire and Fife","G7","15","15","55240","55110"
"In post","2023","50-59","Clackmannanshire and Fife","HEO","70","70","36590","34300"
"In post","2023","50-59","Clackmannanshire and Fife","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Clackmannanshire and Fife","SEO","45","45","43650","41800"
"In post","2023","50-59","Clackmannanshire and Fife","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Conwy and Denbighshire","AA","5","5","[c]","[c]"
"In post","2023","50-59","Conwy and Denbighshire","AO","20","20","22730","21780"
"In post","2023","50-59","Conwy and Denbighshire","EO","60","55","28670","28120"
"In post","2023","50-59","Conwy and Denbighshire","G6","15","15","71660","76990"
"In post","2023","50-59","Conwy and Denbighshire","G7","30","30","62770","63900"
"In post","2023","50-59","Conwy and Denbighshire","HEO","55","50","38490","39690"
"In post","2023","50-59","Conwy and Denbighshire","SEO","45","45","47990","49370"
"In post","2023","50-59","Conwy and Denbighshire","Unknown","25","25","33070","29050"
"In post","2023","50-59","Cornwall and Isles of Scilly","AA","50","45","20900","21380"
"In post","2023","50-59","Cornwall and Isles of Scilly","AO","195","175","22010","21690"
"In post","2023","50-59","Cornwall and Isles of Scilly","EO","230","215","27890","28120"
"In post","2023","50-59","Cornwall and Isles of Scilly","G6","10","10","71470","67330"
"In post","2023","50-59","Cornwall and Isles of Scilly","G7","30","30","55270","51790"
"In post","2023","50-59","Cornwall and Isles of Scilly","HEO","70","70","33790","34170"
"In post","2023","50-59","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cornwall and Isles of Scilly","SEO","40","40","41890","41000"
"In post","2023","50-59","Cornwall and Isles of Scilly","Unknown","40","35","31130","26840"
"In post","2023","50-59","Coventry","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Coventry","AO","85","75","22080","21690"
"In post","2023","50-59","Coventry","EO","155","145","28530","28080"
"In post","2023","50-59","Coventry","G6","35","35","67310","64530"
"In post","2023","50-59","Coventry","G7","110","105","52830","51990"
"In post","2023","50-59","Coventry","HEO","105","100","33740","34160"
"In post","2023","50-59","Coventry","SCS level","10","10","90420","80580"
"In post","2023","50-59","Coventry","SEO","105","105","40970","39140"
"In post","2023","50-59","Coventry","Unknown","25","25","33840","37910"
"In post","2023","50-59","Croydon","AA","55","50","23410","23500"
"In post","2023","50-59","Croydon","AO","430","395","26490","26400"
"In post","2023","50-59","Croydon","EO","840","805","31140","30410"
"In post","2023","50-59","Croydon","G6","220","215","75900","77100"
"In post","2023","50-59","Croydon","G7","455","445","62780","63040"
"In post","2023","50-59","Croydon","HEO","675","660","38190","38060"
"In post","2023","50-59","Croydon","SCS level","60","60","93650","85010"
"In post","2023","50-59","Croydon","SEO","550","540","45950","45960"
"In post","2023","50-59","Croydon","Unknown","30","30","36020","33050"
"In post","2023","50-59","Darlington","AO","30","25","22700","21780"
"In post","2023","50-59","Darlington","EO","70","65","27150","26940"
"In post","2023","50-59","Darlington","G6","30","25","64540","62880"
"In post","2023","50-59","Darlington","G7","80","80","53220","51910"
"In post","2023","50-59","Darlington","HEO","105","100","31970","31270"
"In post","2023","50-59","Darlington","SCS level","10","10","87160","78950"
"In post","2023","50-59","Darlington","SEO","115","115","39210","38070"
"In post","2023","50-59","Darlington","Unknown","15","15","31280","29050"
"In post","2023","50-59","Derby","AA","5","5","[c]","[c]"
"In post","2023","50-59","Derby","AO","140","120","22450","21690"
"In post","2023","50-59","Derby","EO","105","95","27930","28120"
"In post","2023","50-59","Derby","G6","10","10","[c]","[c]"
"In post","2023","50-59","Derby","G7","10","10","[c]","[c]"
"In post","2023","50-59","Derby","HEO","15","15","33930","34170"
"In post","2023","50-59","Derby","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Derby","SEO","15","15","40920","38880"
"In post","2023","50-59","Derby","Unknown","50","45","31950","29050"
"In post","2023","50-59","Derry City and Strabane","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Derry City and Strabane","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Derry City and Strabane","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Devon CC","AA","95","90","22230","21380"
"In post","2023","50-59","Devon CC","AO","400","355","24440","22150"
"In post","2023","50-59","Devon CC","EO","385","355","28270","28120"
"In post","2023","50-59","Devon CC","G6","120","115","65380","61070"
"In post","2023","50-59","Devon CC","G7","210","205","50890","49330"
"In post","2023","50-59","Devon CC","HEO","230","215","34870","34170"
"In post","2023","50-59","Devon CC","SCS level","15","15","103190","100560"
"In post","2023","50-59","Devon CC","SEO","245","235","41970","39750"
"In post","2023","50-59","Devon CC","Unknown","55","45","34230","32690"
"In post","2023","50-59","Dorset","AA","70","70","22460","23230"
"In post","2023","50-59","Dorset","AO","185","175","26370","24070"
"In post","2023","50-59","Dorset","EO","220","205","29640","28120"
"In post","2023","50-59","Dorset","G6","20","20","73630","73160"
"In post","2023","50-59","Dorset","G7","30","30","58830","56180"
"In post","2023","50-59","Dorset","HEO","130","125","35600","34850"
"In post","2023","50-59","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Dorset","SEO","70","70","45120","41920"
"In post","2023","50-59","Dorset","Unknown","20","20","29380","26840"
"In post","2023","50-59","Dudley","AA","10","10","21030","21250"
"In post","2023","50-59","Dudley","AO","170","140","21810","21690"
"In post","2023","50-59","Dudley","EO","170","150","28020","28120"
"In post","2023","50-59","Dudley","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Dudley","G7","5","5","[c]","[c]"
"In post","2023","50-59","Dudley","HEO","30","30","34210","34170"
"In post","2023","50-59","Dudley","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Dudley","SEO","10","10","39570","38470"
"In post","2023","50-59","Dudley","Unknown","15","15","33520","29930"
"In post","2023","50-59","Dumfries and Galloway","AA","10","10","23090","22500"
"In post","2023","50-59","Dumfries and Galloway","AO","55","50","26570","26930"
"In post","2023","50-59","Dumfries and Galloway","EO","70","65","32120","31940"
"In post","2023","50-59","Dumfries and Galloway","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Dumfries and Galloway","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Dumfries and Galloway","HEO","30","30","39070","38060"
"In post","2023","50-59","Dumfries and Galloway","SEO","10","10","46770","46690"
"In post","2023","50-59","Durham","AA","90","80","22910","23230"
"In post","2023","50-59","Durham","AO","695","615","25870","22520"
"In post","2023","50-59","Durham","EO","415","380","29310","28120"
"In post","2023","50-59","Durham","G6","20","20","76270","72550"
"In post","2023","50-59","Durham","G7","55","55","58350","57880"
"In post","2023","50-59","Durham","HEO","205","195","35140","34850"
"In post","2023","50-59","Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Durham","SEO","120","115","45290","42590"
"In post","2023","50-59","Durham","Unknown","60","60","31290","29050"
"In post","2023","50-59","Ealing","AO","15","15","25100","25610"
"In post","2023","50-59","Ealing","EO","105","100","32350","32520"
"In post","2023","50-59","Ealing","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ealing","G7","5","5","[c]","[c]"
"In post","2023","50-59","Ealing","HEO","15","15","38900","39150"
"In post","2023","50-59","Ealing","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Ealing","Unknown","15","15","33330","33430"
"In post","2023","50-59","East Ayrshire and North Ayrshire mainland","AA","15","15","22480","22080"
"In post","2023","50-59","East Ayrshire and North Ayrshire mainland","AO","150","140","23010","21690"
"In post","2023","50-59","East Ayrshire and North Ayrshire mainland","EO","115","105","28790","28120"
"In post","2023","50-59","East Ayrshire and North Ayrshire mainland","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Ayrshire and North Ayrshire mainland","G7","15","15","55810","52450"
"In post","2023","50-59","East Ayrshire and North Ayrshire mainland","HEO","55","50","34690","34730"
"In post","2023","50-59","East Ayrshire and North Ayrshire mainland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Ayrshire and North Ayrshire mainland","SEO","25","25","41620","40350"
"In post","2023","50-59","East Cumbria","AA","10","10","20990","21380"
"In post","2023","50-59","East Cumbria","AO","130","125","23240","22150"
"In post","2023","50-59","East Cumbria","EO","90","85","27720","26850"
"In post","2023","50-59","East Cumbria","G6","10","10","[c]","[c]"
"In post","2023","50-59","East Cumbria","G7","30","30","53590","51420"
"In post","2023","50-59","East Cumbria","HEO","50","45","31970","31300"
"In post","2023","50-59","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Cumbria","SEO","25","25","40300","38520"
"In post","2023","50-59","East Cumbria","Unknown","25","25","30750","29050"
"In post","2023","50-59","East Derbyshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Derbyshire","AO","55","45","21630","21690"
"In post","2023","50-59","East Derbyshire","EO","70","60","27870","28120"
"In post","2023","50-59","East Derbyshire","G6","5","5","[c]","[c]"
"In post","2023","50-59","East Derbyshire","G7","5","5","[c]","[c]"
"In post","2023","50-59","East Derbyshire","HEO","10","10","[c]","[c]"
"In post","2023","50-59","East Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Derbyshire","SEO","5","5","[c]","[c]"
"In post","2023","50-59","East Derbyshire","Unknown","20","20","30270","29050"
"In post","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA","115","115","21570","21380"
"In post","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AO","260","250","33560","40880"
"In post","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","190","185","34130","29950"
"In post","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6","5","5","[c]","[c]"
"In post","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G7","25","25","57650","56180"
"In post","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","95","90","40570","36460"
"In post","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO","60","60","47450","41800"
"In post","2023","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","35","35","46260","44470"
"In post","2023","50-59","East Kent","AA","25","25","21680","19930"
"In post","2023","50-59","East Kent","AO","245","225","24390","25610"
"In post","2023","50-59","East Kent","EO","835","770","28660","27650"
"In post","2023","50-59","East Kent","G6","10","10","70480","65820"
"In post","2023","50-59","East Kent","G7","60","60","56910","54260"
"In post","2023","50-59","East Kent","HEO","260","255","34210","33010"
"In post","2023","50-59","East Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Kent","SEO","105","100","41930","40080"
"In post","2023","50-59","East Kent","Unknown","40","35","28690","26840"
"In post","2023","50-59","East Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Lancashire","AO","15","15","21710","21690"
"In post","2023","50-59","East Lancashire","EO","55","55","27860","28120"
"In post","2023","50-59","East Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Lancashire","G7","10","10","[c]","[c]"
"In post","2023","50-59","East Lancashire","HEO","10","10","[c]","[c]"
"In post","2023","50-59","East Lancashire","SEO","5","5","[c]","[c]"
"In post","2023","50-59","East Lancashire","Unknown","30","30","32040","32040"
"In post","2023","50-59","East Lothian and Midlothian","AO","5","5","[c]","[c]"
"In post","2023","50-59","East Lothian and Midlothian","EO","30","30","28120","28120"
"In post","2023","50-59","East Lothian and Midlothian","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Lothian and Midlothian","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Lothian and Midlothian","HEO","5","5","[c]","[c]"
"In post","2023","50-59","East Lothian and Midlothian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Lothian and Midlothian","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Merseyside","AA","5","5","[c]","[c]"
"In post","2023","50-59","East Merseyside","AO","105","90","21970","21690"
"In post","2023","50-59","East Merseyside","EO","160","145","28190","28120"
"In post","2023","50-59","East Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Merseyside","G7","15","15","56840","53410"
"In post","2023","50-59","East Merseyside","HEO","35","35","34330","34170"
"In post","2023","50-59","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Merseyside","SEO","20","20","41030","38470"
"In post","2023","50-59","East Merseyside","Unknown","40","35","33540","29050"
"In post","2023","50-59","East Riding of Yorkshire","AA","65","60","23050","23230"
"In post","2023","50-59","East Riding of Yorkshire","AO","170","150","29560","32000"
"In post","2023","50-59","East Riding of Yorkshire","EO","275","270","29480","27740"
"In post","2023","50-59","East Riding of Yorkshire","G6","10","10","[c]","[c]"
"In post","2023","50-59","East Riding of Yorkshire","G7","20","20","59480","57510"
"In post","2023","50-59","East Riding of Yorkshire","HEO","65","65","36040","34300"
"In post","2023","50-59","East Riding of Yorkshire","SEO","35","35","48970","51760"
"In post","2023","50-59","East Riding of Yorkshire","Unknown","25","20","32800","34550"
"In post","2023","50-59","East Surrey","AA","30","30","26580","26630"
"In post","2023","50-59","East Surrey","AO","110","105","33140","35620"
"In post","2023","50-59","East Surrey","EO","55","55","33600","31310"
"In post","2023","50-59","East Surrey","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Surrey","G7","5","5","[c]","[c]"
"In post","2023","50-59","East Surrey","HEO","40","35","39240","39640"
"In post","2023","50-59","East Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Surrey","SEO","20","20","49110","47250"
"In post","2023","50-59","East Surrey","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","East Sussex CC","AA","20","20","22330","22240"
"In post","2023","50-59","East Sussex CC","AO","190","170","22800","21690"
"In post","2023","50-59","East Sussex CC","EO","255","230","28080","28120"
"In post","2023","50-59","East Sussex CC","G6","10","10","[c]","[c]"
"In post","2023","50-59","East Sussex CC","G7","20","20","55750","50590"
"In post","2023","50-59","East Sussex CC","HEO","70","65","34150","34170"
"In post","2023","50-59","East Sussex CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","East Sussex CC","SEO","35","35","45190","43210"
"In post","2023","50-59","East Sussex CC","Unknown","25","25","31830","29050"
"In post","2023","50-59","Enfield","AO","25","20","25180","25480"
"In post","2023","50-59","Enfield","EO","65","60","32070","32520"
"In post","2023","50-59","Enfield","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Enfield","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Enfield","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Enfield","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Enfield","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Essex Haven Gateway","AA","15","15","22060","22590"
"In post","2023","50-59","Essex Haven Gateway","AO","45","45","24540","22520"
"In post","2023","50-59","Essex Haven Gateway","EO","160","150","30320","31280"
"In post","2023","50-59","Essex Haven Gateway","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Essex Haven Gateway","G7","10","10","[c]","[c]"
"In post","2023","50-59","Essex Haven Gateway","HEO","45","40","36270","34880"
"In post","2023","50-59","Essex Haven Gateway","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Essex Haven Gateway","SEO","30","30","44640","43760"
"In post","2023","50-59","Essex Haven Gateway","Unknown","15","15","27860","27940"
"In post","2023","50-59","Essex Thames Gateway","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Essex Thames Gateway","AO","120","105","24700","25610"
"In post","2023","50-59","Essex Thames Gateway","EO","135","125","31330","31280"
"In post","2023","50-59","Essex Thames Gateway","G7","5","5","[c]","[c]"
"In post","2023","50-59","Essex Thames Gateway","HEO","20","20","38090","37520"
"In post","2023","50-59","Essex Thames Gateway","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Essex Thames Gateway","Unknown","20","20","27510","27170"
"In post","2023","50-59","Falkirk","AA","15","15","22820","22920"
"In post","2023","50-59","Falkirk","AO","160","135","22810","21690"
"In post","2023","50-59","Falkirk","EO","215","195","31240","28120"
"In post","2023","50-59","Falkirk","G6","20","20","73860","74000"
"In post","2023","50-59","Falkirk","G7","10","10","54800","52360"
"In post","2023","50-59","Falkirk","HEO","65","60","38400","38170"
"In post","2023","50-59","Falkirk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Falkirk","SEO","25","25","44160","45300"
"In post","2023","50-59","Fermanagh and Omagh","AA","10","10","[c]","[c]"
"In post","2023","50-59","Fermanagh and Omagh","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Flintshire and Wrexham","AA","30","30","21920","23230"
"In post","2023","50-59","Flintshire and Wrexham","AO","210","195","23940","21780"
"In post","2023","50-59","Flintshire and Wrexham","EO","235","220","29160","28120"
"In post","2023","50-59","Flintshire and Wrexham","G6","10","10","74780","71960"
"In post","2023","50-59","Flintshire and Wrexham","G7","40","35","56310","56450"
"In post","2023","50-59","Flintshire and Wrexham","HEO","95","90","34830","34450"
"In post","2023","50-59","Flintshire and Wrexham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Flintshire and Wrexham","SEO","55","55","44480","43690"
"In post","2023","50-59","Flintshire and Wrexham","Unknown","25","25","30330","29050"
"In post","2023","50-59","Glasgow City","AA","230","210","22830","22180"
"In post","2023","50-59","Glasgow City","AO","1160","1015","22540","22330"
"In post","2023","50-59","Glasgow City","EO","1075","1005","29240","28120"
"In post","2023","50-59","Glasgow City","G6","250","245","75520","76610"
"In post","2023","50-59","Glasgow City","G7","370","360","59280","57970"
"In post","2023","50-59","Glasgow City","HEO","695","665","35420","34730"
"In post","2023","50-59","Glasgow City","SCS level","50","50","92490","85200"
"In post","2023","50-59","Glasgow City","SEO","490","475","45000","42860"
"In post","2023","50-59","Gloucestershire CC","AA","20","15","21310","21380"
"In post","2023","50-59","Gloucestershire CC","AO","90","85","24780","22220"
"In post","2023","50-59","Gloucestershire CC","EO","180","165","28280","28080"
"In post","2023","50-59","Gloucestershire CC","G6","20","20","70580","68010"
"In post","2023","50-59","Gloucestershire CC","G7","25","20","60620","56310"
"In post","2023","50-59","Gloucestershire CC","HEO","75","70","35040","34850"
"In post","2023","50-59","Gloucestershire CC","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Gloucestershire CC","SEO","50","50","41970","41200"
"In post","2023","50-59","Gloucestershire CC","Unknown","25","25","29740","26840"
"In post","2023","50-59","Greater Manchester North East","AA","15","15","22220","23230"
"In post","2023","50-59","Greater Manchester North East","AO","55","50","27740","28180"
"In post","2023","50-59","Greater Manchester North East","EO","145","135","28620","28120"
"In post","2023","50-59","Greater Manchester North East","G6","5","5","[c]","[c]"
"In post","2023","50-59","Greater Manchester North East","G7","10","10","53170","50610"
"In post","2023","50-59","Greater Manchester North East","HEO","35","30","35200","34170"
"In post","2023","50-59","Greater Manchester North East","SEO","15","15","47720","49510"
"In post","2023","50-59","Greater Manchester North East","Unknown","40","40","33080","29050"
"In post","2023","50-59","Greater Manchester North West","AA","30","30","21760","21250"
