"Status","Year","Age","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","AO","15","15","22640","21780"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","EO","15","15","27350","28120"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","Unknown","35","35","25200","24570"
"In post","2023","20-29","Bradford","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bradford","AO","385","365","22350","22520"
"In post","2023","20-29","Bradford","EO","120","120","27960","28120"
"In post","2023","20-29","Bradford","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bradford","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bradford","HEO","15","15","33720","34550"
"In post","2023","20-29","Bradford","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Bradford","Unknown","65","65","24260","23640"
"In post","2023","20-29","Breckland and South Norfolk","AA","15","15","23090","23230"
"In post","2023","20-29","Breckland and South Norfolk","AO","60","60","29930","29890"
"In post","2023","20-29","Breckland and South Norfolk","EO","10","10","29400","28120"
"In post","2023","20-29","Breckland and South Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Breckland and South Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Brent","AO","10","10","25790","25610"
"In post","2023","20-29","Brent","EO","50","50","31970","32520"
"In post","2023","20-29","Brent","HEO","20","20","33100","32330"
"In post","2023","20-29","Brent","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Brent","Unknown","15","15","30960","29300"
"In post","2023","20-29","Bridgend and Neath Port Talbot","AO","40","40","21770","21780"
"In post","2023","20-29","Bridgend and Neath Port Talbot","EO","20","20","29750","28120"
"In post","2023","20-29","Bridgend and Neath Port Talbot","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bridgend and Neath Port Talbot","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bridgend and Neath Port Talbot","Unknown","20","20","26160","24570"
"In post","2023","20-29","Brighton and Hove","AO","20","20","23070","21780"
"In post","2023","20-29","Brighton and Hove","EO","25","25","28160","28120"
"In post","2023","20-29","Brighton and Hove","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Brighton and Hove","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Brighton and Hove","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Brighton and Hove","Unknown","30","30","24850","24110"
"In post","2023","20-29","Bristol, City of","AA","30","30","22480","23230"
"In post","2023","20-29","Bristol, City of","AO","295","295","23720","22350"
"In post","2023","20-29","Bristol, City of","EO","285","280","27480","27650"
"In post","2023","20-29","Bristol, City of","G6","5","5","[c]","[c]"
"In post","2023","20-29","Bristol, City of","G7","80","80","53060","51360"
"In post","2023","20-29","Bristol, City of","HEO","310","310","32260","32110"
"In post","2023","20-29","Bristol, City of","SEO","130","130","39350","37640"
"In post","2023","20-29","Bristol, City of","Unknown","95","95","25450","24570"
"In post","2023","20-29","Bromley","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bromley","AO","10","10","[c]","[c]"
"In post","2023","20-29","Bromley","EO","25","25","32210","32520"
"In post","2023","20-29","Bromley","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bromley","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bromley","Unknown","25","25","28980","27640"
"In post","2023","20-29","Buckinghamshire","AA","15","15","23230","23230"
"In post","2023","20-29","Buckinghamshire","AO","75","75","29370","32380"
"In post","2023","20-29","Buckinghamshire","EO","65","65","29450","29080"
"In post","2023","20-29","Buckinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Buckinghamshire","HEO","50","45","34400","35700"
"In post","2023","20-29","Buckinghamshire","SEO","15","15","42180","43200"
"In post","2023","20-29","Buckinghamshire","Unknown","25","25","27190","24570"
"In post","2023","20-29","Caithness and Sutherland, and Ross and Cromarty","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Caithness and Sutherland, and Ross and Cromarty","AO","15","15","28240","27480"
"In post","2023","20-29","Caithness and Sutherland, and Ross and Cromarty","EO","5","5","[c]","[c]"
"In post","2023","20-29","Caithness and Sutherland, and Ross and Cromarty","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Calderdale and Kirklees","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Calderdale and Kirklees","AO","10","10","[c]","[c]"
"In post","2023","20-29","Calderdale and Kirklees","EO","55","55","28040","28120"
"In post","2023","20-29","Calderdale and Kirklees","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Calderdale and Kirklees","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Calderdale and Kirklees","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Calderdale and Kirklees","Unknown","50","50","24810","24570"
"In post","2023","20-29","Cambridgeshire CC","AA","40","40","22330","23230"
"In post","2023","20-29","Cambridgeshire CC","AO","180","175","28150","28880"
"In post","2023","20-29","Cambridgeshire CC","EO","90","90","28090","27140"
"In post","2023","20-29","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cambridgeshire CC","G7","10","10","[c]","[c]"
"In post","2023","20-29","Cambridgeshire CC","HEO","80","80","33110","33830"
"In post","2023","20-29","Cambridgeshire CC","SEO","20","20","40540","41000"
"In post","2023","20-29","Cambridgeshire CC","Unknown","40","40","25770","24740"
"In post","2023","20-29","Camden and City of London","AA","10","10","22930","23000"
"In post","2023","20-29","Camden and City of London","AO","80","75","25780","25480"
"In post","2023","20-29","Camden and City of London","EO","75","75","30120","29890"
"In post","2023","20-29","Camden and City of London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Camden and City of London","G7","15","15","56770","58970"
"In post","2023","20-29","Camden and City of London","HEO","65","60","36200","36130"
"In post","2023","20-29","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Camden and City of London","SEO","25","25","44990","43210"
"In post","2023","20-29","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","AA","20","20","22720","23230"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","AO","685","670","23580","22520"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","EO","585","575","27720","27890"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","G6","5","5","[c]","[c]"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","G7","55","55","54270","54680"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","HEO","355","355","33740","34520"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","SEO","115","115","41030","41700"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","Unknown","70","70","24990","23640"
"In post","2023","20-29","Causeway Coast and Glens","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Causeway Coast and Glens","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Causeway Coast and Glens","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Bedfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Bedfordshire","AO","10","10","[c]","[c]"
"In post","2023","20-29","Central Bedfordshire","EO","20","20","28720","28120"
"In post","2023","20-29","Central Bedfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Bedfordshire","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Central Bedfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Hampshire","AA","40","40","21660","21380"
"In post","2023","20-29","Central Hampshire","AO","115","115","28340","30880"
"In post","2023","20-29","Central Hampshire","EO","130","130","26940","27080"
"In post","2023","20-29","Central Hampshire","G7","20","20","49050","49260"
"In post","2023","20-29","Central Hampshire","HEO","310","305","30590","30650"
"In post","2023","20-29","Central Hampshire","SEO","155","155","39780","39890"
"In post","2023","20-29","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Valleys","AO","90","90","22540","21690"
"In post","2023","20-29","Central Valleys","EO","220","215","28180","28120"
"In post","2023","20-29","Central Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Valleys","HEO","50","50","34480","34170"
"In post","2023","20-29","Central Valleys","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Central Valleys","Unknown","40","40","24890","24110"
"In post","2023","20-29","Cheshire East","AA","10","10","23650","23230"
"In post","2023","20-29","Cheshire East","AO","105","100","26140","28880"
"In post","2023","20-29","Cheshire East","EO","30","30","27820","28120"
"In post","2023","20-29","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cheshire East","HEO","20","20","32300","33830"
"In post","2023","20-29","Cheshire East","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Cheshire East","Unknown","20","20","24060","23640"
"In post","2023","20-29","Cheshire West and Chester","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cheshire West and Chester","AO","25","25","21700","21690"
"In post","2023","20-29","Cheshire West and Chester","EO","10","10","[c]","[c]"
"In post","2023","20-29","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cheshire West and Chester","Unknown","35","30","24750","23640"
"In post","2023","20-29","Chorley and West Lancashire","AA","25","25","23230","23230"
"In post","2023","20-29","Chorley and West Lancashire","AO","195","195","29520","29890"
"In post","2023","20-29","Chorley and West Lancashire","EO","25","25","30930","28480"
"In post","2023","20-29","Chorley and West Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chorley and West Lancashire","HEO","15","15","32060","31100"
"In post","2023","20-29","Chorley and West Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chorley and West Lancashire","Unknown","20","20","25610","23930"
"In post","2023","20-29","City of Edinburgh","AA","190","190","23730","23340"
"In post","2023","20-29","City of Edinburgh","AO","590","580","24410","23700"
"In post","2023","20-29","City of Edinburgh","EO","660","655","29860","29450"
"In post","2023","20-29","City of Edinburgh","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","City of Edinburgh","G7","130","130","54360","52360"
"In post","2023","20-29","City of Edinburgh","HEO","580","580","35290","34730"
"In post","2023","20-29","City of Edinburgh","SEO","210","210","43200","42860"
"In post","2023","20-29","Clackmannanshire and Fife","AA","10","10","[c]","[c]"
"In post","2023","20-29","Clackmannanshire and Fife","AO","65","65","25510","24710"
"In post","2023","20-29","Clackmannanshire and Fife","EO","50","45","31650","31290"
"In post","2023","20-29","Clackmannanshire and Fife","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Clackmannanshire and Fife","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Clackmannanshire and Fife","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Conwy and Denbighshire","AO","20","15","24230","24750"
"In post","2023","20-29","Conwy and Denbighshire","EO","15","15","28400","28000"
"In post","2023","20-29","Conwy and Denbighshire","HEO","10","10","34290","34520"
"In post","2023","20-29","Conwy and Denbighshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Conwy and Denbighshire","Unknown","25","25","24290","23640"
"In post","2023","20-29","Cornwall and Isles of Scilly","AA","10","10","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","AO","50","45","21870","21690"
"In post","2023","20-29","Cornwall and Isles of Scilly","EO","40","40","27600","28120"
"In post","2023","20-29","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","HEO","15","15","32720","33830"
"In post","2023","20-29","Cornwall and Isles of Scilly","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Coventry","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Coventry","AO","45","40","21860","21690"
"In post","2023","20-29","Coventry","EO","130","125","27450","26940"
"In post","2023","20-29","Coventry","G7","25","25","50690","51360"
"In post","2023","20-29","Coventry","HEO","105","100","31280","30330"
"In post","2023","20-29","Coventry","SEO","80","80","38350","37590"
"In post","2023","20-29","Coventry","Unknown","45","40","24640","23640"
"In post","2023","20-29","Croydon","AA","5","5","[c]","[c]"
"In post","2023","20-29","Croydon","AO","340","335","26600","26400"
"In post","2023","20-29","Croydon","EO","500","495","30750","29890"
"In post","2023","20-29","Croydon","G6","10","10","72790","71080"
"In post","2023","20-29","Croydon","G7","90","90","61440","61530"
"In post","2023","20-29","Croydon","HEO","415","415","37230","36180"
"In post","2023","20-29","Croydon","SEO","120","120","44260","43830"
"In post","2023","20-29","Croydon","Unknown","30","25","30190","28580"
"In post","2023","20-29","Darlington","AO","30","25","21550","21200"
"In post","2023","20-29","Darlington","EO","75","75","25780","25880"
"In post","2023","20-29","Darlington","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Darlington","G7","25","25","51910","51360"
"In post","2023","20-29","Darlington","HEO","140","140","31060","31060"
"In post","2023","20-29","Darlington","SEO","50","50","38230","37770"
"In post","2023","20-29","Darlington","Unknown","10","10","22690","23640"
"In post","2023","20-29","Derby","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Derby","AO","45","40","23400","21690"
"In post","2023","20-29","Derby","EO","40","40","28860","28120"
"In post","2023","20-29","Derby","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Derby","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Derby","Unknown","60","60","24570","23640"
"In post","2023","20-29","Derry City and Strabane","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Devon CC","AA","85","80","20860","19770"
"In post","2023","20-29","Devon CC","AO","255","250","26060","25340"
"In post","2023","20-29","Devon CC","EO","165","165","27110","26650"
"In post","2023","20-29","Devon CC","G7","10","10","[c]","[c]"
"In post","2023","20-29","Devon CC","HEO","115","115","31960","30940"
"In post","2023","20-29","Devon CC","SEO","40","40","39100","37420"
"In post","2023","20-29","Devon CC","Unknown","25","20","25030","23640"
"In post","2023","20-29","Dorset","AA","25","25","22130","23230"
"In post","2023","20-29","Dorset","AO","145","140","28120","28880"
"In post","2023","20-29","Dorset","EO","55","55","28880","28080"
"In post","2023","20-29","Dorset","HEO","20","20","32620","31260"
"In post","2023","20-29","Dorset","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Dorset","Unknown","10","10","25590","25300"
"In post","2023","20-29","Dudley","AO","80","80","21870","21690"
"In post","2023","20-29","Dudley","EO","25","25","28120","28120"
"In post","2023","20-29","Dudley","HEO","15","15","33780","34170"
"In post","2023","20-29","Dudley","Unknown","15","15","26100","24110"
"In post","2023","20-29","Dumfries and Galloway","AA","5","5","[c]","[c]"
"In post","2023","20-29","Dumfries and Galloway","AO","30","30","26300","25030"
"In post","2023","20-29","Dumfries and Galloway","EO","25","25","31870","31290"
"In post","2023","20-29","Dumfries and Galloway","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Dumfries and Galloway","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Durham","AA","80","75","22770","23230"
"In post","2023","20-29","Durham","AO","620","600","26130","24070"
"In post","2023","20-29","Durham","EO","185","185","27880","28080"
"In post","2023","20-29","Durham","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Durham","HEO","55","50","32550","32160"
"In post","2023","20-29","Durham","SEO","10","10","40050","39550"
"In post","2023","20-29","Durham","Unknown","55","50","26350","24570"
"In post","2023","20-29","Ealing","AO","5","5","[c]","[c]"
"In post","2023","20-29","Ealing","EO","35","30","32520","32520"
"In post","2023","20-29","Ealing","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ealing","Unknown","10","10","29990","29050"
"In post","2023","20-29","East Ayrshire and North Ayrshire mainland","AA","15","15","22970","22180"
"In post","2023","20-29","East Ayrshire and North Ayrshire mainland","AO","55","55","21640","21690"
"In post","2023","20-29","East Ayrshire and North Ayrshire mainland","EO","35","35","29040","28600"
"In post","2023","20-29","East Ayrshire and North Ayrshire mainland","G7","5","5","[c]","[c]"
